time,open,volume
1609552800000,29359.47,50111457.75
1609556400000,29323.82,33963115.17
1609560000000,29351.95,28985783.95
1609563600000,29349.63,81957934.92
1609567200000,29589.99,89791157.02
1609570800000,29709.07,91222945.58
1609574400000,29750,70213292.49
1609578000000,29844.51,94891130.35
1609581600000,29612.87,68694488.76
1609585200000,29680.99,40570945.42
1609588800000,29755,387025691.68
1609592400000,30604.03,284862696.67
1609596000000,31541.17,201609364.54
1609599600000,31290.53,177435149.22
1609603200000,31691.29,500065150.69
1609606800000,32482.28,209101591.46
1609610400000,32856.96,235363454.12
1609614000000,32999.98,192991798.29
1609617600000,33027.2,504482345.09
1609621200000,30667.22,326513926.94
1609624800000,31694.59,124189288.57
1609628400000,32145.66,147557520.62
1609632000000,32178.33,108006253.42
1609635600000,32447.94,110773399.69
1609639200000,32585.09,66039545.23
1609642800000,32741.67,69347477.46
1609646400000,32573.87,112792746.67
1609650000000,33192.53,350167811.1
1609653600000,33758.67,153551636.95
1609657200000,33967.13,273877823.02
1609660800000,34452.34,210713141.05
1609664400000,34367.68,206713459.39
1609668000000,34190.55,214615660.03
1609671600000,33877.96,140535081.15
1609675200000,34413.53,155830593.73
1609678800000,34103.72,149031480.85
1609682400000,33880,200638151.96
1609686000000,33811.54,279582888.95
1609689600000,33506.62,266031558.97
1609693200000,32676.74,244812012.99
1609696800000,32909.27,153750662.06
1609700400000,32769.76,74825548.96
1609704000000,32772.21,181382884.16
1609707600000,33726.21,71508817.94
1609711200000,33558.34,94606664.88
1609714800000,33119.14,168463124.88
1609718400000,33000.05,157090780.03
1609722000000,32843.88,111723279.13
1609725600000,33191.04,105765257.03
1609729200000,33454.22,105885637.67
1609732800000,33505.16,105695860.81
1609736400000,33257.55,132098247.27
1609740000000,32813.01,157679676.36
1609743600000,33100.02,305928119.97
1609747200000,32068.84,209132998.4
1609750800000,32045.14,351321935.5
1609754400000,31038.63,573629351.32
1609758000000,30270.76,283733132.88
1609761600000,30743.06,257727418.57
1609765200000,31219.02,169692056.81
1609768800000,31400,237746821.62
1609772400000,32113.68,169560823.38
1609776000000,31745.72,255043539.08
1609779600000,31320.31,153975400.84
1609783200000,31024.17,104948080.87
1609786800000,31165.16,106758748.39
1609790400000,31665.51,89770988.09
1609794000000,31244.97,99727509.61
1609797600000,31014.27,51480692.96
1609801200000,31332.05,132893993.1
1609804800000,31988.71,250007916.91
1609808400000,32430.49,138118302.36
1609812000000,32786.06,102893990.22
1609815600000,32306.64,181350412.24
1609819200000,31200,224769397.85
1609822800000,30858.98,195158786.11
1609826400000,30436.25,202286248.33
1609830000000,31123.25,87206069.28
1609833600000,30817.77,101016094.17
1609837200000,31192.09,124016625.84
1609840800000,31569.63,99666137.72
1609844400000,31345.77,91671919.1
1609848000000,31776.66,132493096.8
1609851600000,31585.01,79971740.01
1609855200000,31460.01,188316129.33
1609858800000,32342.33,116161069.22
1609862400000,32099.98,159348378.64
1609866000000,32469.9,116970729.33
1609869600000,32742.73,219940103.12
1609873200000,33372.84,292047625.84
1609876800000,33697.75,195673767.4
1609880400000,33969.17,124381906.41
1609884000000,33699.63,157718468.6
1609887600000,34183.42,162432229.83
1609891200000,33949.53,205743581.04
1609894800000,33918.01,109289337.47
1609898400000,33811.28,110509015.76
1609902000000,33873.3,107858643.07
1609905600000,34117.59,444922768.19
1609909200000,35325.91,196115940.88
1609912800000,34978.91,137467483.5
1609916400000,35125.51,135685914.16
1609920000000,34676.4,176018487.59
1609923600000,34594.28,195480943.58
1609927200000,33919.5,132191268.16
1609930800000,34417.36,221652511.72
1609934400000,34918.53,158781299.83
1609938000000,34929.87,148666291.75
1609941600000,34550,196539271.47
1609945200000,34213.46,139949954.85
1609948800000,34566.19,213765663.67
1609952400000,34612.41,118876311.1
1609956000000,34898.52,130045690.19
1609959600000,35215.75,198986931.56
1609963200000,34816.72,384838155.99
1609966800000,36015.88,269663316
1609970400000,35874.16,98138204.77
1609974000000,35989.63,200767262.24
1609977600000,36769.36,231127540.89
1609981200000,37150.66,167744153.76
1609984800000,36871.47,151378625.96
1609988400000,36962.37,177380063.7
1609992000000,37454.48,153032050.68
1609995600000,37450.95,162305184.43
1609999200000,37347.2,151906540.46
1610002800000,37130.84,140083390.8
1610006400000,36859.85,193767393.7
1610010000000,37217.55,163843785.85
1610013600000,37492.69,120314344.27
1610017200000,37045.45,161597115.73
1610020800000,37822.09,241319458.86
1610024400000,37941.36,205106242.98
1610028000000,38161.6,211915217.16
1610031600000,38453.97,208049947.53
1610035200000,38970.42,315624646.47
1610038800000,39120.01,191791634.75
1610042400000,39732.92,656141657.34
1610046000000,38948.48,367676058.94
1610049600000,39062,169359110.49
1610053200000,39109.38,178905952.03
1610056800000,39687.11,113198084.48
1610060400000,39665.92,229001742.15
1610064000000,39432.28,133184446.38
1610067600000,38793.23,222320078.64
1610071200000,38681.37,350671968.13
1610074800000,37181.74,191531646.49
1610078400000,38347.1,198141885.52
1610082000000,38668.92,168179267.74
1610085600000,37975.25,152681589.95
1610089200000,38537.94,161995711.18
1610092800000,38930.55,126726366.49
1610096400000,38648.95,155055524.73
1610100000000,39358.34,413988645.03
1610103600000,40721.45,381339340.11
1610107200000,41286.67,314289402.99
1610110800000,41316.91,219726996.62
1610114400000,41311.18,161743369.59
1610118000000,41454.13,525866974.42
1610121600000,40829.08,258570569.69
1610125200000,41303.42,151525080.93
1610128800000,41009.07,269890839.42
1610132400000,39920.39,156704308.95
1610136000000,40365.09,379934389.42
1610139600000,39059.15,243712568.15
1610143200000,40075.82,121290642.63
1610146800000,40674.45,109371595.53
1610150400000,40582.81,177655228.54
1610154000000,40283.56,181652860.52
1610157600000,40198.56,121509932.94
1610161200000,39973,76876333.83
1610164800000,40211.59,79389762.67
1610168400000,40206.44,120011440.79
1610172000000,39295.37,170621480.12
1610175600000,38984.86,122140688.02
1610179200000,39638.61,122880599.47
1610182800000,40172.14,147912608.83
1610186400000,40348.35,126596569.77
1610190000000,40376.03,191114775.55
1610193600000,40565.77,111129222.71
1610197200000,40874.99,156480184.03
1610200800000,41051.65,158901525.8
1610204400000,40819.01,136453850.43
1610208000000,40525.15,158583517.38
1610211600000,39995.1,89095373.96
