Open,High,Low,Close,Volume
1.22553,1.22577,1.2242,1.22562,8112.8599
1.22562,1.22688,1.22538,1.22637,10517.9297
1.22637,1.22861,1.2262,1.2281,11921.4805
1.22811,1.23005,1.2279,1.22933,11447.4502
1.22934,1.22997,1.22897,1.22922,10943.3799
1.22922,1.22994,1.22912,1.2293,9543.4902
1.2293,1.2306,1.2287,1.23032,10203.8096
1.23032,1.23051,1.22862,1.22986,13642.6104
1.22988,1.23096,1.22836,1.22892,20412.1992
1.22892,1.22908,1.22602,1.22716,23141.4902
1.22716,1.22773,1.22524,1.22535,21008.6094
1.22535,1.22611,1.225,1.2253,15549.4199
1.2253,1.22566,1.22424,1.22509,12468.4004
1.22507,1.22523,1.22437,1.2252,7416.2798
1.22519,1.22521,1.22413,1.2249,8287.9404
1.22491,1.22522,1.22416,1.22473,3497.8701
1.22463,1.22526,1.22432,1.22504,956.6437
1.22503,1.22534,1.2247,1.22525,2770.8899
1.22525,1.22569,1.2247,1.22555,4991.7798
1.22555,1.22629,1.22548,1.22569,5583.2798
1.2257,1.22729,1.22569,1.22704,4958.8198
1.22704,1.22767,1.22675,1.22729,6002.71
1.22727,1.22727,1.22659,1.22689,5584.1699
1.22689,1.22733,1.22671,1.22724,4781.6602
1.22724,1.22743,1.22665,1.22694,5906.3701
1.22694,1.2271,1.22552,1.22581,10244.1504
1.22581,1.22787,1.22581,1.22742,13317.7002
1.22741,1.22839,1.22684,1.22722,9543.1396
1.22722,1.22842,1.22714,1.22771,8227.2598
1.2277,1.22906,1.22766,1.2283,7670
1.22828,1.22846,1.22658,1.22724,10628.6396
1.22723,1.22759,1.22603,1.22625,11700.5596
1.22625,1.22784,1.2259,1.2264,14044.9297
1.22643,1.22825,1.22538,1.22754,19397.5
1.22754,1.22966,1.2273,1.22946,15158.9902
1.22945,1.23052,1.22926,1.22993,10969.7695
1.22993,1.23048,1.22925,1.22932,7757.8999
1.22934,1.23038,1.22897,1.23035,6297.7598
1.23032,1.23056,1.22927,1.22936,5427.4751
1.22937,1.22991,1.22894,1.22957,1650.035
1.22946,1.23018,1.22925,1.22962,702.13
1.22963,1.23016,1.22946,1.22984,3021.5801
1.22985,1.23261,1.22919,1.23088,9950.1602
1.23089,1.23152,1.2281,1.22891,19321.6895
1.22892,1.22936,1.22766,1.22787,9267.6602
1.22786,1.22952,1.22755,1.22857,9191.6904
1.22856,1.23064,1.22835,1.22917,10345.7803
1.22915,1.23057,1.22915,1.22965,6872.3301
1.22965,1.23218,1.22965,1.23164,7200.9302
1.23163,1.23452,1.23123,1.23394,16277.2695
1.23398,1.23403,1.2322,1.23245,16465.8398
1.23245,1.23389,1.23206,1.23382,15038.8096
1.23381,1.23442,1.2333,1.23381,11723.2695
1.23381,1.23491,1.23334,1.23374,10040.9297
1.23373,1.23494,1.23298,1.23401,10813.9502
1.23397,1.23448,1.23166,1.23194,13698.0801
1.23194,1.23206,1.22923,1.23094,24677.1191
1.23093,1.23176,1.22752,1.22822,17904.3301
1.22821,1.22925,1.22655,1.22896,15327.5996
1.22897,1.23041,1.22852,1.22988,6733.4399
1.22985,1.23174,1.22963,1.23099,6189.02
1.23101,1.2316,1.22976,1.23068,13330.8096
1.23067,1.23398,1.23067,1.23237,12752.0801
1.23238,1.23312,1.23217,1.23239,3669.4451
1.23247,1.23306,1.23226,1.23276,570.8715
1.23275,1.23398,1.23266,1.23382,2467.3899
1.23384,1.23443,1.23299,1.23324,6092.5498
1.23324,1.2337,1.23282,1.23303,6419.6899
1.23305,1.23323,1.23187,1.23245,6459.1802
1.23246,1.23286,1.23236,1.23274,3395.26
1.23275,1.23313,1.2324,1.23246,3037.03
1.23246,1.23254,1.23107,1.23125,4655.7402
1.23126,1.23247,1.23072,1.23203,6088.6699
1.23203,1.23255,1.2308,1.23111,9835.1201
1.2311,1.2317,1.22927,1.22943,15972.2197
1.22943,1.22956,1.22638,1.22689,15198.5596
1.22686,1.22742,1.2245,1.22494,13427.7695
1.22495,1.22662,1.22478,1.22567,7895.5698
1.22569,1.22732,1.22508,1.22675,7860.2002
1.22675,1.22784,1.22618,1.22685,11264.7598
1.22685,1.22825,1.22532,1.2259,18595.7598
1.2259,1.22676,1.22461,1.22592,18613.2695
1.22593,1.22772,1.22589,1.22638,10823
1.22636,1.22713,1.22547,1.22656,7404.6699
1.22657,1.2279,1.22628,1.22741,5741.3301
1.22742,1.22756,1.2264,1.22676,5205.7798
1.22675,1.22719,1.2263,1.22654,4510.5098
1.22654,1.2277,1.22627,1.2271,2759.3301
1.22713,1.22731,1.22622,1.22654,894.4319
1.22654,1.22718,1.2265,1.22691,2934.05
1.2269,1.22724,1.22566,1.22575,6044.2598
1.22576,1.22598,1.22349,1.2248,10343.2197
1.22481,1.22604,1.22455,1.22598,5938.2998
1.22599,1.22647,1.22587,1.22618,4930.6602
1.22618,1.22633,1.22561,1.22632,4154.2202
1.2263,1.22681,1.22568,1.22577,5077.5
1.22576,1.22681,1.22575,1.22633,4203.48
1.22633,1.22691,1.22323,1.2239,10535.2402
1.22389,1.22389,1.22132,1.22236,17769.8105
1.22237,1.22407,1.22174,1.22399,12805.3701
1.22404,1.22447,1.22359,1.22392,6898.3999
1.22393,1.22537,1.22323,1.22505,7563.3501
1.22505,1.22526,1.22453,1.22486,8691.7998
1.22484,1.22845,1.22341,1.22715,24207.5
1.22711,1.22834,1.22434,1.22501,21132.0605
1.22498,1.22581,1.2222,1.22549,23494.6406
1.22551,1.22633,1.22364,1.22514,21186.6895
1.22519,1.22531,1.22242,1.22287,10082.0596
1.22286,1.22286,1.21929,1.2195,10449.1602
1.2195,1.22175,1.2195,1.22146,6987.8701
1.22146,1.22265,1.22116,1.2226,4140.8799
1.22261,1.22272,1.2216,1.22174,9328.1631
1.22175,1.22284,1.22118,1.22157,6928.332
1.22163,1.22178,1.21821,1.2187,9060.6025
1.21869,1.21962,1.21812,1.21886,6717.1899
1.21887,1.21907,1.21711,1.21776,6147.9102
1.21776,1.21799,1.21667,1.21798,5631.77
1.21801,1.21803,1.21707,1.21731,4613.7998
1.21734,1.21766,1.21666,1.21738,4326.73
1.21739,1.21818,1.217,1.21815,5584.1602
1.21814,1.21907,1.21771,1.21899,6488.2002
1.21897,1.21933,1.21767,1.21783,9624.54
1.21782,1.21998,1.21781,1.21901,14694.4805
1.21902,1.21937,1.21599,1.21605,13355.2998
1.21605,1.21673,1.21544,1.2167,9052.7998
1.2167,1.21688,1.21583,1.21662,8524.5801
1.21663,1.21719,1.21553,1.21656,9974.8203
1.21656,1.21682,1.21393,1.21444,12147.4502
1.21447,1.21579,1.21337,1.21374,19354.0391
1.21373,1.21557,1.21321,1.21503,15389.3398
1.21501,1.21716,1.21471,1.21687,11946.4199
1.21686,1.21742,1.21657,1.21669,5561.2402
1.21669,1.21715,1.21632,1.21654,4180.8901
1.21656,1.21691,1.21612,1.21622,3532.53
1.21622,1.2165,1.21527,1.21533,4474.1348
1.21534,1.21577,1.21486,1.21496,1736.957
1.21497,1.21572,1.21491,1.21529,351.28
1.21527,1.21612,1.21512,1.21605,2094.3501
1.21605,1.21619,1.21511,1.21592,4006.78
1.21592,1.21619,1.21404,1.2149,5906.48
1.21492,1.21492,1.21413,1.21439,3615.45
1.2144,1.21499,1.21424,1.21484,2701.1799
1.21483,1.21484,1.21386,1.21427,3109.3201
1.21427,1.21552,1.21399,1.21531,3706.3401
1.21533,1.21613,1.21486,1.21608,4331.6802
1.21608,1.21752,1.21553,1.21633,8408.21
1.21633,1.2167,1.21505,1.21519,9101.2002
1.21518,1.21789,1.21502,1.21617,12253.9004
1.21617,1.21666,1.21442,1.21452,7197.9302
1.21453,1.21582,1.21406,1.21514,5946.0298
1.21516,1.21598,1.21493,1.21551,8325.75
1.21551,1.21645,1.21403,1.21461,10131.0303
1.21465,1.21587,1.21371,1.21511,14620.6201
1.21509,1.21664,1.21489,1.21557,11539.5596
1.21555,1.21682,1.21548,1.2168,9791.5195
1.2168,1.21778,1.21624,1.21744,7397.98
1.21744,1.2193,1.2172,1.21871,6098.29
1.21871,1.22067,1.21865,1.21995,7712.5498
1.21996,1.2208,1.21979,1.22055,4753.6201
1.22059,1.22097,1.22024,1.22062,2216.5461
1.22064,1.22079,1.22013,1.22049,1691.6375
1.22051,1.22091,1.22017,1.22085,3048.8301
1.22087,1.22159,1.22074,1.22079,4767.7998
1.22079,1.22181,1.22048,1.22174,6033.4102
1.22174,1.22191,1.2212,1.22126,3642.8101
1.22127,1.22201,1.22126,1.22158,2905.5701
1.22156,1.22156,1.22085,1.22085,2965.1499
1.22085,1.2214,1.22073,1.22089,3892.1599
1.22089,1.22172,1.22079,1.22138,4078.98
1.22139,1.22227,1.22026,1.22031,8064.3198
1.22032,1.22077,1.21855,1.2191,10088.8301
1.21909,1.21927,1.21822,1.21892,10530.7402
1.21897,1.21918,1.21725,1.21774,9911.9697
1.21775,1.21788,1.21606,1.21627,8823.8896
1.21626,1.21757,1.21625,1.21726,9360.4805
1.21727,1.21786,1.21546,1.21611,11368.0596
1.21613,1.21748,1.21536,1.21639,16505.6309
1.21638,1.21805,1.21572,1.21595,16846.6094
1.21593,1.21655,1.21518,1.21578,11410.6201
1.21579,1.21694,1.21399,1.21652,9797.96
1.21654,1.21747,1.216,1.21611,6735.6499
1.21611,1.21627,1.21527,1.21537,5030.5898
1.21537,1.2158,1.21483,1.21543,4542.1748
1.21543,1.21583,1.21534,1.21568,2026.9895
1.21568,1.21628,1.21537,1.21563,1593.996
1.21559,1.21636,1.21547,1.21619,1834.74
1.21618,1.21706,1.21599,1.21645,2759.5801
1.21642,1.21718,1.21636,1.21658,4345.9199
1.21659,1.21689,1.21355,1.2152,9336.6299
1.2152,1.21537,1.21387,1.21451,5602.5298
1.2145,1.21502,1.2143,1.21496,3354.3799
1.21495,1.21553,1.2145,1.21552,7064.3301
1.2155,1.21552,1.21496,1.21498,5088.21
1.21499,1.21505,1.21361,1.21431,8557.46
1.2143,1.21627,1.21411,1.21585,13237.7695
1.21584,1.21674,1.21493,1.21661,10784.4502
1.2166,1.2167,1.21567,1.21656,8621.8701
1.21656,1.21662,1.21481,1.21514,7915.9399
1.21515,1.21557,1.21248,1.21294,9194.9102
1.21298,1.2132,1.2111,1.21198,17640.1992
1.21197,1.21285,1.21138,1.2117,16064.7803
1.2117,1.21391,1.21119,1.21354,15254.7695
1.21354,1.21586,1.21323,1.21545,12380.1104
1.21545,1.21784,1.21495,1.21654,8657.3096
1.21657,1.21774,1.21501,1.21506,10479.4902
1.21506,1.21578,1.21466,1.21549,5969.4102
1.2155,1.21652,1.21547,1.21639,5463.1548
1.21639,1.21644,1.21527,1.2153,2866.3201
1.2153,1.21565,1.21518,1.21524,1385.038
1.2152,1.21561,1.215,1.21506,2273.8101
1.21505,1.21624,1.21504,1.21542,3397.1899
1.21542,1.21573,1.21484,1.21506,4808.7402
1.21506,1.21515,1.21432,1.21515,2602.04
1.21515,1.21546,1.21493,1.21494,3198.9399
1.21493,1.21509,1.21434,1.21468,3799.3
1.21468,1.21469,1.21353,1.21397,5184.3901
1.21397,1.21439,1.21338,1.21374,3815.0601
1.21372,1.21466,1.21343,1.21348,7266.3701
1.21348,1.21411,1.21177,1.2131,10875.8301
1.21308,1.21415,1.21279,1.2139,8294.4697
1.21388,1.21443,1.21267,1.21315,8177.6802
1.21316,1.2137,1.2122,1.21233,7732.5298
1.21231,1.21252,1.21154,1.21217,9827.4697
1.21213,1.21329,1.21138,1.21159,11872.9004
1.21159,1.21177,1.20937,1.20974,17716.6699
1.20973,1.2102,1.20816,1.20932,18009.5
1.20932,1.21003,1.20875,1.20974,12177.4102
1.20978,1.21,1.2088,1.20936,7190.52
1.20936,1.20936,1.20775,1.20805,7076.1401
1.20807,1.20847,1.20766,1.20767,4007.97
1.20766,1.20816,1.20763,1.20783,3484.885
1.20782,1.20799,1.20747,1.20748,4213.6851
1.20838,1.20838,1.20761,1.20774,563.9672
1.20774,1.20865,1.2066,1.20662,5275.73
1.20661,1.2078,1.20649,1.20755,5441.8501
1.20756,1.20811,1.20707,1.20785,5429.9399
1.20784,1.20844,1.20753,1.20827,4534.75
1.20826,1.20828,1.207,1.2074,4347.2002
1.20741,1.20745,1.20654,1.207,3479.6699
1.20701,1.20776,1.20655,1.20775,4477.46
1.20775,1.20817,1.20737,1.20809,2867.5
1.20808,1.20867,1.20673,1.20675,8054.8101
1.20673,1.20796,1.20669,1.20693,8710.3203
1.20694,1.20754,1.2059,1.2062,9299.6504
1.2062,1.20697,1.2056,1.20672,7722.0801
1.20673,1.20756,1.20624,1.20652,8654.4697
1.20655,1.20669,1.20535,1.2056,6673.0098
1.20561,1.20692,1.20546,1.20658,7270.27
1.20659,1.20729,1.20627,1.20716,7416.8999
1.20717,1.20767,1.2068,1.20746,6444.46
1.20746,1.20808,1.20736,1.20765,4229.5498
1.20766,1.20766,1.20708,1.20747,2647.1201
1.20747,1.20777,1.20716,1.20737,1764.13
1.20738,1.20821,1.20737,1.20789,4351.0698
1.20788,1.20807,1.20766,1.20766,1865.915
1.20766,1.20809,1.20748,1.20749,2126.2749
1.20748,1.20786,1.20748,1.20772,122.31
1.2077,1.20779,1.20739,1.20776,1491.54
1.20775,1.20926,1.20772,1.20862,4324.0498
1.20859,1.20968,1.20859,1.20932,4477.3901
1.20932,1.20978,1.20906,1.20944,3853.77
1.20946,1.20986,1.20922,1.20969,3676.1799
1.20971,1.20973,1.20938,1.20953,1907
1.20953,1.20969,1.20909,1.20969,2513.6299
1.20969,1.20979,1.20925,1.20978,3355.22
1.20979,1.21076,1.20852,1.2104,8881.3896
1.21041,1.21186,1.21031,1.21093,11755.1504
1.21093,1.21226,1.21026,1.21181,10444.1201
1.21182,1.21342,1.21181,1.21282,10578.7803
1.21281,1.21375,1.2127,1.21271,6714.7402
1.21271,1.21335,1.21241,1.21258,9342.9004
1.21259,1.2141,1.21233,1.21358,13743.9805
1.21357,1.21448,1.21222,1.21261,19507.3398
1.21261,1.2135,1.21187,1.21281,17681.8809
1.21277,1.21338,1.21154,1.21246,12737.8896
1.21246,1.2126,1.21164,1.21213,7657.6201
1.21211,1.21247,1.21187,1.21217,6003.1099
1.21215,1.21296,1.21195,1.21251,5376.98
1.21252,1.21277,1.21232,1.21268,4777.395
1.21267,1.2129,1.21244,1.21284,2646.48
1.21281,1.21287,1.21228,1.21276,1738.0925
1.21278,1.21396,1.21264,1.21391,4533.6001
1.21392,1.21463,1.21269,1.21422,9761.8096
1.21422,1.21447,1.21351,1.21407,7124.27
1.21407,1.21492,1.21396,1.21433,6556.9102
1.21433,1.21469,1.21421,1.21442,6450.8301
1.21442,1.21445,1.21396,1.21403,4731.7598
1.21403,1.21443,1.21403,1.21441,4045.8999
1.21442,1.21577,1.21421,1.21486,5078.6401
1.21483,1.21576,1.21475,1.21556,5625.2798
1.21556,1.21581,1.21306,1.2135,13355.4805
1.21352,1.21366,1.21179,1.21273,13013.8398
1.21271,1.21277,1.21133,1.21211,10046.3398
1.21211,1.21226,1.21112,1.2112,7148.3701
1.21119,1.21147,1.20961,1.20982,8421.9004
1.20981,1.21089,1.20954,1.2107,7761.6602
1.21071,1.21134,1.20767,1.20804,13367.9004
1.20805,1.21177,1.20805,1.21052,14362.5996
1.21052,1.2115,1.20923,1.21102,7720.8101
1.21102,1.21137,1.2101,1.21067,5343.46
1.21067,1.21099,1.21032,1.21092,4597.3198
1.21092,1.21092,1.21029,1.2107,4954.3501
1.21072,1.21074,1.20988,1.2107,4289.2598
1.21069,1.21075,1.21043,1.21044,2058.2849
1.21044,1.21102,1.21032,1.21094,241.6175
1.21096,1.21186,1.21093,1.21144,2121.3201
1.21145,1.21176,1.21093,1.21173,2812.54
1.21173,1.21305,1.21153,1.21237,5092.04
1.21238,1.21337,1.21229,1.21252,3258.48
1.21255,1.21321,1.21254,1.21296,2885.3799
1.21297,1.21315,1.2127,1.21294,2320.6101
1.21295,1.2138,1.2128,1.21344,3069.6001
1.21348,1.21369,1.21285,1.2131,4075.0801
1.21309,1.21352,1.21177,1.21195,8212.3096
1.21194,1.21374,1.21148,1.2132,10713.2695
1.21319,1.21457,1.21274,1.21424,9000.5996
1.21421,1.21469,1.21349,1.21389,8113.21
1.2139,1.21461,1.21324,1.21431,7002.25
1.21431,1.21549,1.21415,1.21433,9384.6504
1.21432,1.2173,1.21405,1.21512,18911.0996
1.21512,1.21573,1.21363,1.21499,17412.5391
1.21499,1.21701,1.21484,1.21512,14647.0195
1.21513,1.21545,1.21368,1.21424,12086.3896
1.21423,1.21499,1.21356,1.21485,8490.8096
1.21485,1.21565,1.21481,1.21552,4794.8501
1.21551,1.21612,1.21541,1.21599,3597.76
1.21597,1.21697,1.21566,1.21687,4073.8999
1.21687,1.21699,1.21627,1.2164,1646.205
1.21564,1.21676,1.21564,1.21674,318.2575
1.21675,1.21702,1.21646,1.21654,2754.8101
1.21654,1.21777,1.21646,1.21688,4722.6899
1.21692,1.21734,1.21613,1.21729,4888.1602
1.21729,1.21762,1.217,1.2174,3671.9399
1.21741,1.21755,1.21711,1.21736,2266.6899
1.21736,1.21766,1.21713,1.21735,1791.6801
1.21736,1.21744,1.21708,1.2172,2458.72
1.2172,1.2172,1.21628,1.21653,3554.46
1.21652,1.21652,1.21532,1.21567,7436.1299
1.21566,1.21835,1.21515,1.21795,14442.0996
1.21796,1.21894,1.21597,1.21737,13990.3301
1.21736,1.21776,1.21664,1.21681,7708.73
1.21682,1.21875,1.2168,1.21762,7358.5
1.21764,1.21812,1.21593,1.21637,7338.25
1.21638,1.21708,1.21552,1.21653,7423.1699
1.21655,1.21745,1.21541,1.2174,9691.3398
1.21739,1.21847,1.21619,1.21721,12683.8496
1.21721,1.21816,1.21705,1.21775,7733.0698
1.21776,1.21791,1.21629,1.21673,6095.3101
1.21672,1.21707,1.21653,1.21688,3489.53
1.21689,1.2173,1.21662,1.21663,2900.8301
1.21663,1.2172,1.21652,1.21681,2478.0349
1.21681,1.21717,1.2166,1.21667,4950.7476
1.21688,1.21716,1.21622,1.21662,1575.7441
1.21663,1.21706,1.21641,1.21668,3202.77
1.2167,1.21733,1.21661,1.21676,4222.54
1.21677,1.21686,1.21601,1.21641,5087.9902
1.21642,1.21754,1.21642,1.21702,4403.23
1.21702,1.21777,1.21702,1.21749,2944.8701
1.21751,1.21802,1.21751,1.2176,1797.86
1.2176,1.21808,1.21748,1.21806,3728.53
1.21805,1.21832,1.21738,1.21769,5118.6201
1.2177,1.21827,1.21716,1.21795,9139.2402
1.21796,1.21799,1.21684,1.21731,13160.3301
1.2173,1.21745,1.2144,1.21475,14438.5898
1.21475,1.2159,1.214,1.21572,10161.6904
1.21572,1.21625,1.21543,1.21567,6924.3901
1.21566,1.21594,1.21498,1.21533,7453.1299
1.21532,1.21535,1.21434,1.21469,10762.8496
1.2147,1.21524,1.21195,1.21207,12004.9004
1.21205,1.21313,1.21158,1.21301,15175.6104
1.21301,1.2138,1.21194,1.21367,12839.1201
1.21365,1.21477,1.21362,1.21445,7098.3301
1.21444,1.21465,1.21401,1.2143,3878.0801
1.21429,1.21444,1.21367,1.21386,3221.1599
1.21387,1.21415,1.2136,1.21413,3071.0601
1.21413,1.21434,1.21362,1.21363,1911.87
1.21363,1.21447,1.2134,1.21425,2474.0261
1.21426,1.21442,1.21402,1.21426,1013.36
1.21427,1.21428,1.21331,1.21341,2178.6399
1.21342,1.21455,1.21332,1.21454,3804.21
1.21452,1.21461,1.21423,1.21423,4108.6899
1.21425,1.21442,1.21377,1.21396,3896.74
1.21396,1.21399,1.21274,1.21301,3317.8401
1.21301,1.21318,1.21269,1.2131,3938.4099
1.21309,1.21312,1.21232,1.21271,4985.7402
1.21271,1.21311,1.21076,1.21112,10280.4297
1.21113,1.21414,1.21113,1.21382,14576.2695
1.21384,1.21386,1.21208,1.21288,11503.1201
1.21289,1.21348,1.2123,1.21267,8311.0498
1.21266,1.21425,1.2125,1.21377,8209.4297
1.21375,1.21489,1.2136,1.21442,7675.0698
1.21441,1.21618,1.21405,1.21567,8007.2402
1.21571,1.21642,1.2154,1.21592,11484.7598
1.21592,1.21758,1.21574,1.21677,11815.7803
1.21676,1.2169,1.21397,1.21462,9316.3203
1.2146,1.21582,1.21459,1.21572,6369.02
1.21571,1.2165,1.21562,1.21636,3993.0901
1.21637,1.21681,1.21595,1.21647,2337.5901
1.21648,1.21676,1.21639,1.21673,2351.3049
1.21672,1.21684,1.21589,1.21597,1984.9625
1.21598,1.21658,1.21592,1.21608,229.1975
1.21611,1.21636,1.21599,1.21632,1555.5
1.21632,1.21696,1.21604,1.21623,3352.04
1.21622,1.2167,1.21582,1.21608,4212.52
1.21609,1.2161,1.21553,1.21591,3100.1499
1.2159,1.21592,1.21547,1.21566,2089.4299
1.21569,1.21578,1.2153,1.21572,2091.8401
1.21572,1.2165,1.21559,1.21628,2143.1799
1.21628,1.21659,1.21586,1.21629,2799.4399
1.2163,1.2163,1.21517,1.21549,6508.1401
1.21551,1.21584,1.21437,1.2148,12941
1.21479,1.21487,1.21194,1.21225,15722.0098
1.21224,1.21327,1.21187,1.2131,6919.25
1.21309,1.21309,1.21133,1.21165,9383.79
1.21164,1.21196,1.21055,1.21078,11330.9297
1.21077,1.2117,1.20981,1.21112,12038.9404
1.21112,1.21124,1.20585,1.20682,23174.9492
1.20682,1.20982,1.20677,1.2091,21738.6797
1.20912,1.21095,1.20892,1.21002,10899.7695
1.21004,1.21193,1.20971,1.21177,9069.9902
1.21178,1.21204,1.21103,1.21199,6233.6802
1.21199,1.21287,1.20979,1.21,14892.5498
1.20999,1.2108,1.20932,1.21048,13369.9746
1.21051,1.21141,1.21017,1.21096,3508.895
1.21083,1.21118,1.21051,1.21082,649.81
1.21085,1.21112,1.20947,1.21027,4520.5098
1.21028,1.21049,1.20824,1.20879,8199
1.20876,1.21059,1.20859,1.21014,5797.9502
1.21014,1.21051,1.20906,1.20943,4877.79
1.20943,1.20943,1.20875,1.20911,5535.5898
1.20911,1.20939,1.2087,1.20936,3210.5801
1.20934,1.21055,1.20914,1.21053,4142.6201
1.21052,1.21052,1.20931,1.21034,4855.5601
1.21032,1.21032,1.20807,1.20938,12590.9404
1.2094,1.21136,1.20889,1.20908,15640.9199
1.20909,1.21111,1.20905,1.21088,13510.5195
1.21087,1.21173,1.21033,1.21086,12382.0996
1.21087,1.21115,1.20959,1.2102,11583.4199
1.21021,1.21117,1.20979,1.2099,7971.21
1.2099,1.21306,1.2088,1.21285,14257.0498
1.21284,1.21424,1.21219,1.21294,18561.4004
1.21295,1.21417,1.21214,1.21218,16334.5898
1.21217,1.21294,1.21186,1.21215,10003.8701
1.21216,1.21304,1.2121,1.21251,6845.2402
1.2125,1.21373,1.2124,1.21346,6188.02
1.21347,1.21399,1.21312,1.21314,4721.4399
1.21315,1.21376,1.21247,1.21259,6012.1152
1.21258,1.21269,1.21184,1.21201,2366.2849
1.21199,1.21276,1.21176,1.21215,1047.0551
1.21215,1.21244,1.21183,1.21209,1952.8101
1.21209,1.21219,1.21036,1.21072,5404.2998
1.21072,1.2116,1.21062,1.21083,4259.23
1.21085,1.21091,1.2102,1.21043,3817.8899
1.21043,1.21063,1.20971,1.20971,3370.8201
1.20971,1.21018,1.2095,1.20995,3403.53
1.20995,1.21016,1.20944,1.20995,3485.6599
1.20994,1.21068,1.20978,1.21053,3851.6201
1.21052,1.21087,1.20996,1.21044,10228.3301
1.21043,1.21195,1.20972,1.2117,17269.7598
1.2117,1.21211,1.21057,1.21165,14087.8799
1.21164,1.21344,1.21069,1.21343,12730.0195
1.21342,1.21387,1.21267,1.21267,7735.2998
1.21268,1.21484,1.21266,1.21336,8669.8096
1.21335,1.21522,1.21265,1.21461,17638.7891
1.21463,1.2156,1.21395,1.21467,12660.7695
1.21467,1.21551,1.2125,1.2149,16258.9502
1.21491,1.21533,1.21297,1.21351,15255.96
1.21352,1.21437,1.21293,1.21323,8331.4805
1.21322,1.21364,1.21274,1.21296,6381.4302
1.21295,1.21347,1.21284,1.21306,5601.8799
1.21306,1.21392,1.21303,1.21347,4093.7051
1.21348,1.21388,1.21298,1.21298,6793.7202
1.21297,1.21326,1.21277,1.21283,984.4794
1.21281,1.21318,1.21204,1.21227,5888.0698
1.21225,1.21299,1.21201,1.21297,4126.4399
1.21296,1.21363,1.21256,1.21271,4838.8501
1.21272,1.21295,1.21246,1.2127,3354.01
1.2127,1.21317,1.21258,1.21295,3003.53
1.21295,1.21329,1.21273,1.21275,3585.02
1.21276,1.21323,1.21258,1.21299,3515.28
1.21299,1.21326,1.21277,1.21292,3084.9099
1.21293,1.21308,1.21216,1.21283,7352
1.21283,1.21307,1.20881,1.20888,14069.3096
1.20888,1.21042,1.20835,1.20936,12591.0195
1.20936,1.2094,1.20693,1.20797,11162.8896
1.20797,1.20842,1.20725,1.20816,7751.3799
1.20816,1.20886,1.20721,1.20755,9948.3701
1.20755,1.20928,1.20729,1.20848,12443.9902
1.20848,1.20994,1.20835,1.20869,14815.1299
1.20867,1.20983,1.20798,1.20845,11549.0996
1.20845,1.20871,1.20682,1.20685,8984.8203
1.20685,1.20701,1.20625,1.20696,7014.3501
1.20696,1.20782,1.20615,1.20676,5798.9302
1.20676,1.20771,1.20654,1.20664,4462.77
1.20662,1.2071,1.2056,1.20565,6313.1948
1.20564,1.20617,1.2056,1.20594,2678.7151
1.20594,1.20637,1.20593,1.20618,675.16
1.20619,1.20684,1.20612,1.20676,2450.6499
1.20676,1.20685,1.20622,1.20679,3557.49
1.20678,1.20861,1.20671,1.20838,4367.7402
1.20839,1.20877,1.20817,1.20833,3448.8301
1.20833,1.20845,1.20796,1.20816,4084.47
1.20817,1.20828,1.2075,1.20756,2660.1101
1.20755,1.20793,1.20745,1.20791,2717.75
1.2079,1.20795,1.20659,1.20708,2834.1399
1.20707,1.2076,1.2064,1.20686,7838.25
1.20686,1.20871,1.20672,1.20866,10837.6104
1.20866,1.20866,1.20639,1.20668,7990.3101
1.20669,1.20696,1.2032,1.20352,13632.3604
1.20352,1.20406,1.20263,1.20277,7220.4102
1.20278,1.20399,1.20261,1.20386,6303.8999
1.20387,1.20497,1.20346,1.20481,10133.75
1.2048,1.20492,1.20202,1.20231,13183.6797
1.20234,1.20338,1.20207,1.20273,11776.5801
1.20273,1.20326,1.20186,1.2019,9018.3096
1.20188,1.20254,1.20115,1.20188,6913.73
1.20189,1.20247,1.20175,1.20179,4595.2402
1.2018,1.20255,1.20172,1.20199,3481.6699
1.20198,1.20402,1.20171,1.20368,4681.27
1.20367,1.20458,1.20341,1.20428,3196.6699
1.20423,1.20448,1.20416,1.20431,440.96
1.20436,1.20441,1.20361,1.20365,3001.23
1.20365,1.2046,1.20357,1.20442,3774.74
1.20441,1.205,1.20418,1.20468,4597.1602
1.20469,1.20479,1.20445,1.20463,2728.3501
1.20465,1.20479,1.20416,1.20417,2426.3501
1.20419,1.20436,1.20392,1.20432,2361
1.20434,1.20456,1.20414,1.20439,2226.9199
1.20439,1.20441,1.20347,1.20377,2626.55
1.20374,1.20404,1.20276,1.20374,7063.3999
1.20374,1.20423,1.20309,1.20312,9410.1396
1.20314,1.20316,1.20095,1.20227,10145.8896
1.20231,1.20303,1.2012,1.2021,7237.1001
1.20209,1.20242,1.20161,1.20162,3244.23
1.20161,1.20229,1.20049,1.20105,7191.8501
1.20106,1.20233,1.20082,1.2017,8538.8096
1.20167,1.20325,1.20155,1.20265,9998.8096
1.20265,1.20298,1.2004,1.20105,9993.0898
1.20106,1.20265,1.20106,1.20236,6653.8398
1.20238,1.20307,1.20227,1.20266,4728.3301
1.20268,1.20281,1.20211,1.20272,3464.8701
1.20273,1.20288,1.20254,1.20254,2729.1101
1.20256,1.20362,1.2024,1.20331,3853.5701
