date,high,low,open,close,Volume
985721400000,3300.0,3300.0,3300.0,3300.0,3300000
985980600000,3300.0,3300.0,3300.0,3300.0,1980000
986585400000,3300.0,3300.0,3300.0,3300.0,2415600
986671800000,3310.0,3303.0,3303.0,3310.0,7526540
986758200000,3316.0,3306.0,3311.0,3306.0,39823714
986844600000,3306.0,3306.0,3306.0,3306.0,7570740
987190200000,3320.0,3319.0,3319.0,3320.0,3651000
987276600000,3345.0,3324.0,3324.0,3345.0,8598294
987363000000,3380.0,3353.0,3353.0,3380.0,6196980
987449400000,3549.0,3500.0,3500.0,3549.0,18479566
987535800000,3650.0,3611.0,3611.0,3650.0,13462532
987795000000,3741.0,3729.0,3734.0,3730.0,75967595
987881400000,3735.0,3730.0,3730.0,3730.0,22730335
987967800000,3729.0,3724.0,3729.0,3724.0,3237156
988054200000,3720.0,3719.0,3719.0,3720.0,34222625
988140600000,3710.0,3650.0,3651.0,3650.0,13171207
988399800000,3640.0,3560.0,3640.0,3560.0,43858500
988486200000,3720.0,3549.0,3558.0,3720.0,647830790
988572600000,3724.0,3700.0,3720.0,3724.0,76015060
988659000000,3750.0,3720.0,3724.0,3723.0,76303181
988745400000,3750.0,3723.0,3723.0,3750.0,51295441
989004600000,3801.0,3799.0,3800.0,3800.0,23647445
989091000000,3851.0,3800.0,3850.0,3800.0,77438525
989177400000,3801.0,3800.0,3800.0,3800.0,38122000
989263800000,3801.0,3800.0,3801.0,3800.0,38942800
989350200000,3830.0,3800.0,3800.0,3830.0,17011800
989609400000,3852.0,3850.0,3850.0,3852.0,38975144
989695800000,3880.0,3880.0,3880.0,3880.0,4954760
989868600000,3971.0,3914.0,3971.0,3971.0,11073600
989955000000,4070.0,4070.0,4070.0,4070.0,45225840
990214200000,4106.0,4078.0,4081.0,4100.0,111914766
990300600000,4141.0,4110.0,4110.0,4141.0,25520330
990387000000,4182.0,4182.0,4182.0,4182.0,31841748
990559800000,4223.0,4223.0,4223.0,4223.0,11663926
990819000000,4265.0,4265.0,4265.0,4265.0,7514930
990905400000,4307.0,4307.0,4307.0,4307.0,44814335
990991800000,4350.0,4350.0,4350.0,4350.0,70174200
991078200000,4393.0,4307.0,4307.0,4307.0,118980399
991164600000,4307.0,4265.0,4307.0,4307.0,55374392
991423800000,4306.0,4289.0,4289.0,4304.0,50569450
991510200000,4307.0,4305.0,4305.0,4305.0,38835408
991769400000,4306.0,4305.0,4305.0,4305.0,29834650
992028600000,4305.0,4302.0,4305.0,4302.0,14349411
992201400000,4304.0,4300.0,4304.0,4302.0,63334256
992287800000,4304.0,4302.0,4304.0,4304.0,72430320
992374200000,4311.0,4304.0,4304.0,4311.0,32384610
992633400000,4316.0,4310.0,4315.0,4312.0,153975536
992719800000,4340.0,4340.0,4340.0,4340.0,12803000
992892600000,4350.0,4342.0,4350.0,4342.0,37841546
992979000000,4404.0,4400.0,4400.0,4404.0,29842262
993238200000,4408.0,4400.0,4408.0,4400.0,52342929
993324600000,4402.0,4350.0,4400.0,4350.0,33976853
993411000000,4345.0,4345.0,4345.0,4345.0,4914195
993497400000,4337.0,4250.0,4251.0,4250.0,103956615
993583800000,4252.0,4150.0,4250.0,4250.0,83333378
996003000000,4676.0,4060.0,4600.0,4676.0,3521548670
996262200000,4792.0,4676.0,4676.0,4792.0,5975715600
996348600000,4911.0,4911.0,4911.0,4911.0,37407087
996435000000,5033.0,5033.0,5033.0,5033.0,74035430
996521400000,5158.0,4908.0,5158.0,5000.0,5416315244
996607800000,5017.0,4990.0,5003.0,5000.0,343365552
996867000000,5057.0,5000.0,5050.0,5057.0,42022350
996953400000,5183.0,5070.0,5183.0,5074.0,128273278
997039800000,5150.0,5081.0,5081.0,5113.0,58453984
997126200000,5157.0,5126.0,5156.0,5156.0,148409798
997212600000,5200.0,5156.0,5156.0,5200.0,50671923
997471800000,5330.0,5203.0,5330.0,5330.0,146186538
997558200000,5463.0,5400.0,5402.0,5463.0,102602418
997644600000,5517.0,5517.0,5517.0,5517.0,19099854
997731000000,5572.0,5572.0,5572.0,5572.0,223704656
997817400000,5627.0,5627.0,5627.0,5627.0,27639824
998076600000,5683.0,5683.0,5683.0,5683.0,43048725
998249400000,5739.0,5739.0,5739.0,5739.0,98268897
998335800000,5796.0,5738.0,5739.0,5739.0,227306342
998422200000,5739.0,5682.0,5730.0,5682.0,33974303
998681400000,5626.0,5626.0,5626.0,5626.0,17035528
998767800000,5570.0,5570.0,5570.0,5570.0,7675460
998854200000,5431.0,5431.0,5431.0,5431.0,168361000
1000755000000,3150.0,3000.0,3000.0,3150.0,3315000
1000845000000,3307.0,3200.0,3250.0,3307.0,42780122
1001104200000,3389.0,3389.0,3389.0,3389.0,90452410
1001190600000,3473.0,3473.0,3473.0,3473.0,1479498
1001277000000,3507.0,3507.0,3507.0,3507.0,27330051
1001363400000,3542.0,3542.0,3542.0,3542.0,20695906
1001449800000,3577.0,3577.0,3577.0,3577.0,7690550
1001709000000,3612.0,3612.0,3612.0,3612.0,7270956
1001795400000,3648.0,3648.0,3648.0,3648.0,15478464
1001968200000,3684.0,3684.0,3684.0,3684.0,3684000
1002054600000,3720.0,3720.0,3720.0,3720.0,3720000
1002313800000,3757.0,3757.0,3757.0,3757.0,9956050
1002400200000,3794.0,3794.0,3794.0,3794.0,5554416
1002486600000,3831.0,3831.0,3831.0,3831.0,96809370
1002573000000,3869.0,3869.0,3869.0,3869.0,122941344
1002659400000,3907.0,3831.0,3907.0,3831.0,241625279
1002918600000,3869.0,3830.0,3834.0,3869.0,62921466
1003005000000,3907.0,3907.0,3907.0,3907.0,31900655
1003177800000,3946.0,3946.0,3946.0,3946.0,23676000
1003264200000,3985.0,3985.0,3985.0,3985.0,33446105
1003523400000,4024.0,4024.0,4024.0,4024.0,40240000
1003609800000,4064.0,4064.0,4064.0,4064.0,11350752
1003696200000,4104.0,4104.0,4104.0,4104.0,4104000
1003782600000,4145.0,4145.0,4145.0,4145.0,4145000
1003869000000,4186.0,4186.0,4186.0,4186.0,35999600
1004128200000,4227.0,4227.0,4227.0,4227.0,29233932
1004214600000,4269.0,4269.0,4269.0,4269.0,4269000
1004301000000,4311.0,4311.0,4311.0,4311.0,16136073
1004387400000,4354.0,4354.0,4354.0,4354.0,9813916
1004733000000,4397.0,4397.0,4397.0,4397.0,14817890
1004819400000,4440.0,4440.0,4440.0,4440.0,9998880
1004905800000,4484.0,4484.0,4484.0,4484.0,12828724
1005078600000,4528.0,4528.0,4528.0,4528.0,5116640
1005337800000,4573.0,4573.0,4573.0,4573.0,4262036
1005424200000,4618.0,4573.0,4618.0,4575.0,313578264
1005510600000,4618.0,4530.0,4560.0,4530.0,232244163
1005597000000,4485.0,4485.0,4485.0,4485.0,7445100
1005683400000,4484.0,4441.0,4441.0,4441.0,14203961
1005942600000,4397.0,4397.0,4397.0,4397.0,9233700
1006029000000,4354.0,4354.0,4354.0,4354.0,174160000
1006115400000,4397.0,4311.0,4355.0,4370.0,271941301
1006201800000,4413.0,4413.0,4413.0,4413.0,84323604
1006288200000,4457.0,4457.0,4457.0,4457.0,7309480
1006547400000,4501.0,4501.0,4501.0,4501.0,48273225
1006633800000,4546.0,4546.0,4546.0,4546.0,46210090
1006720200000,4591.0,4501.0,4501.0,4591.0,377399623
1006806600000,4636.0,4546.0,4591.0,4636.0,190101989
1006893000000,4682.0,4636.0,4636.0,4682.0,18590000
1007152200000,4728.0,4728.0,4728.0,4728.0,78768480
1007238600000,4775.0,4775.0,4775.0,4775.0,66573050
1007325000000,4822.0,4822.0,4822.0,4822.0,75797018
1007411400000,4870.0,4870.0,4870.0,4870.0,48700000
1007497800000,4918.0,4917.0,4918.0,4918.0,103660504
1007757000000,4918.0,4869.0,4908.0,4869.0,152705751
1007843400000,4870.0,4839.0,4870.0,4840.0,43193000
1007929800000,4792.0,4792.0,4792.0,4792.0,30501080
1008016200000,4823.0,4745.0,4745.0,4823.0,248381960
1008102600000,4871.0,4840.0,4840.0,4871.0,58116103
1008361800000,4919.0,4919.0,4919.0,4919.0,3551518
1008534600000,4968.0,4968.0,4968.0,4968.0,92727720
1008621000000,5017.0,5017.0,5017.0,5017.0,37727840
1008707400000,5067.0,5065.0,5065.0,5067.0,133387319
1008966600000,5117.0,5067.0,5067.0,5117.0,301749491
1009053000000,5168.0,5168.0,5168.0,5168.0,45488736
1009139400000,5219.0,5219.0,5219.0,5219.0,7134373
1009225800000,5271.0,5271.0,5271.0,5271.0,103785990
1009312200000,5323.0,5323.0,5323.0,5323.0,15969000
1009571400000,5376.0,5376.0,5376.0,5376.0,170171904
1009657800000,5429.0,5429.0,5429.0,5429.0,19126367
1009744200000,5483.0,5483.0,5483.0,5483.0,7259492
1009830600000,5537.0,5537.0,5537.0,5537.0,55873867
1009917000000,5592.0,5592.0,5592.0,5592.0,139800000
1010176200000,5647.0,5647.0,5647.0,5647.0,38456070
1010262600000,5703.0,5645.0,5647.0,5703.0,952287449
1010349000000,5703.0,5699.0,5703.0,5703.0,128170206
1010435400000,5721.0,5700.0,5704.0,5721.0,167725756
1010781000000,5778.0,5724.0,5724.0,5778.0,181032942
1010867400000,5835.0,5780.0,5780.0,5835.0,83810860
1010953800000,5893.0,5893.0,5893.0,5893.0,134625585
1011040200000,5951.0,5951.0,5951.0,5951.0,119020000
1011126600000,6010.0,6010.0,6010.0,6010.0,138855040
1011385800000,6070.0,6070.0,6070.0,6070.0,103699880
1011472200000,6130.0,6130.0,6130.0,6130.0,206010910
1011558600000,6191.0,6191.0,6191.0,6191.0,220244825
1011645000000,6252.0,6252.0,6252.0,6252.0,43463904
1011731400000,6314.0,6314.0,6314.0,6314.0,143346742
1011990600000,6377.0,6377.0,6377.0,6377.0,29908130
1012077000000,6440.0,6440.0,6440.0,6440.0,46670680
1012163400000,6504.0,6504.0,6504.0,6504.0,117976056
1012249800000,6569.0,6569.0,6569.0,6569.0,88261084
1012336200000,6634.0,6634.0,6634.0,6634.0,33077124
