date,open,Volume
1426624200000,14400.0,8894527094
1427225400000,14699.0,257941389
1427484600000,14502.0,3275380969
1427571000000,14500.0,4479570892
1427657400000,14120.0,274303203
1427743800000,14200.0,634445220
1428089400000,14591.0,1169950153
1428175800000,15174.0,7898414221
1428262200000,14740.0,3115479038
1428348600000,14222.0,392322528
1428435000000,14130.0,50850505
1428694200000,14700.0,890009735
1428780600000,14200.0,752545926
1428867000000,14022.0,84413580
1428953400000,14009.0,41170600
1429039800000,14200.0,312764052
1429299000000,14290.0,98773450
1429385400000,14100.0,568909250
1429471800000,14060.0,601411140
1429558200000,14019.0,42031800
1429644600000,14350.0,258026850
1429903800000,14399.0,166746948
1429990200000,14001.0,313123627
1430076600000,14101.0,423129550
1430163000000,14000.0,135164570
1430249400000,14290.0,10920950
1430595000000,13840.0,176320080
1430681400000,13638.0,449078646
1430767800000,13700.0,86902180
1430854200000,13400.0,33132955
1431113400000,13481.0,150415950
1431199800000,13401.0,272737500
1431286200000,13600.0,121623741
1431372600000,13699.0,501302900
1431459000000,13350.0,154546875
1431804600000,13350.0,68630306
1431891000000,13500.0,1297206560
1431977400000,13786.0,53912500
1432063800000,13782.0,134518455
1432323000000,13694.0,136879716
1432409400000,13470.0,288564013
1432495800000,13600.0,136824000
1432582200000,13500.0,267165000
1432668600000,13733.0,229649950
1432927800000,13402.0,131798100
1433014200000,13592.0,40400582
1433100600000,13051.0,142613000
1433187000000,13784.0,193119800
1433619000000,13250.0,17186100
1433705400000,13300.0,54495132
1433791800000,13072.0,252151450
1433878200000,13566.0,224223923
1434137400000,13250.0,59482684
1434223800000,13476.0,1012850230
1434310200000,13474.0,169837590
1434396600000,13474.0,63093804
1434483000000,13500.0,137610300
1434742200000,13570.0,510737355
1434828600000,13660.0,1596032217
1434915000000,13980.0,301845150
1435001400000,13950.0,129631200
1435087800000,13820.0,126012990
1435347000000,13380.0,964124360
1435433400000,13800.0,8528400
1435519800000,13400.0,49092360
1435606200000,13416.0,374764873
1435692600000,13800.0,243533536
1435951800000,13799.0,314917121
1436038200000,13634.0,375601535
1436124600000,13420.0,1124957805
1436211000000,13795.0,606786000
1436556600000,13800.0,28823194486
1436643000000,13600.0,260245155
1436729400000,13950.0,974592826
1436815800000,13505.0,1708716045
1436902200000,13300.0,625829055
1437334200000,13260.0,95245900
1437420600000,13400.0,572942880
1437507000000,13400.0,13516100
1437766200000,13310.0,603441785
1437852600000,13372.0,57502983
1437939000000,13400.0,97334615
1438025400000,13400.0,772465680
1438111800000,13440.0,211254121
1438371000000,13400.0,57975448
1438457400000,13400.0,424842631
1438543800000,13300.0,219426041
1438630200000,13500.0,5994000
1438716600000,13323.0,342376873
1438975800000,13289.0,214794152
1439062200000,13420.0,139802671
1439148600000,13298.0,31649240
1439321400000,13297.0,352945676
1439580600000,13300.0,64929880
1439667000000,13215.0,197400488
1439753400000,13000.0,125788875
1439839800000,13390.0,86189750
1439926200000,13389.0,80720047
1440185400000,13300.0,179129900
1440271800000,13100.0,85667350
1440358200000,13005.0,515591761
1440444600000,13224.0,1472254673
1440531000000,13192.0,7515752
1440790200000,12751.0,261225626
1440876600000,12850.0,38710750
1440963000000,13080.0,9827500
1441049400000,12901.0,12716178
1441135800000,12802.0,62992522
1441395000000,12950.0,342415640
1441481400000,12800.0,488337349
1441567800000,12800.0,15074193921
1441654200000,13110.0,1923464192
1441740600000,13001.0,631944529
1441999800000,13160.0,689042800
1442086200000,12750.0,220946794
1442172600000,12500.0,312184045
1442259000000,12200.0,138124880
1442349000000,12300.0,96751850
1442608200000,12201.0,142213545
1442694600000,12100.0,305716910
1442781000000,12385.0,230210430
1442867400000,11980.0,3838634800
1442953800000,11881.0,295289440
1443213000000,12370.0,267626267
1443299400000,12010.0,77933900
1443385800000,12200.0,353380627
1444163400000,6396.0,3647098746
1444422600000,5810.0,1043242595
1444509000000,6100.0,346651730
1444595400000,6180.0,119937226
1444681800000,6199.0,176970800
1444768200000,6195.0,512824975
1445027400000,6399.0,326320770
1445113800000,6203.0,1175850956
1445200200000,5803.0,293861336
1445286600000,5900.0,83168549
1445373000000,6188.0,104677452
1445718600000,6080.0,133768845
1445805000000,6080.0,172451387
1445891400000,5920.0,52076810
1445977800000,6000.0,23595000
1446237000000,6000.0,18421000
1446323400000,6000.0,305380381
1446409800000,5990.0,228877552
1446496200000,5780.0,85941630
1446582600000,5800.0,181584604
1446841800000,5811.0,82146800
1446928200000,5780.0,65746400
1447014600000,5680.0,508096590
1447101000000,5600.0,100361261
1447187400000,5709.0,67665663
1447446600000,5700.0,489047902
1447533000000,5694.0,67628265
1447619400000,5543.0,66607201
