high,low,open,close,Volume
1260.0,1260.0,1260.0,1260.0,201600000
2803.0,2600.0,2600.0,2803.0,327771800
2667.0,2667.0,2667.0,2667.0,203182728
2871.0,2871.0,2871.0,2871.0,157905000
3301.0,3202.0,3202.0,3301.0,500446174
3620.0,3489.0,3489.0,3620.0,464677566
3800.0,3800.0,3800.0,3800.0,1115220200
4001.0,4001.0,4001.0,4001.0,161648402
4400.0,4400.0,4400.0,4400.0,402600000
4670.0,4650.0,4650.0,4670.0,2118191350
4800.0,4799.0,4800.0,4799.0,129803700
4599.0,4590.0,4599.0,4590.0,1779599862
4400.0,4400.0,4400.0,4400.0,320711600
4400.0,4400.0,4400.0,4400.0,421058000
4050.0,4050.0,4050.0,4050.0,101250000
4060.0,4050.0,4050.0,4060.0,280893200
4210.0,4061.0,4061.0,4210.0,1241784684
4726.0,4311.0,4311.0,4726.0,809311247
4775.0,4775.0,4775.0,4775.0,1583031875
4775.0,4775.0,4775.0,4775.0,477500000
4700.0,4600.0,4600.0,4700.0,1032702600
4700.0,4670.0,4670.0,4700.0,1316173740
4700.0,4700.0,4700.0,4700.0,1090569200
4700.0,4700.0,4700.0,4700.0,1180273400
4700.0,4700.0,4700.0,4700.0,749114200
4700.0,4700.0,4700.0,4700.0,1194274700
4700.0,4700.0,4700.0,4700.0,845656900
5100.0,5012.0,5012.0,5100.0,750756768
5013.0,5013.0,5013.0,5013.0,260079453
5113.0,5060.0,5060.0,5113.0,564560348
5320.0,5070.0,5320.0,5070.0,165240000
5080.0,5080.0,5080.0,5080.0,2228712840
5090.0,5090.0,5090.0,5090.0,195985360
5555.0,5400.0,5400.0,5555.0,225704460
6003.0,5570.0,5570.0,6003.0,654540106
5997.0,5741.0,5741.0,5997.0,1206901482
5747.0,5747.0,5747.0,5747.0,25746560
5747.0,5747.0,5747.0,5747.0,14942200
5500.0,5500.0,5500.0,5500.0,1530903000
5500.0,5499.0,5500.0,5499.0,176628482
5499.0,5499.0,5499.0,5499.0,86713731
5602.0,5499.0,5499.0,5602.0,961329223
6000.0,5603.0,5603.0,6000.0,1751318029
6190.0,6100.0,6100.0,6190.0,1309361500
6800.0,6304.0,6304.0,6800.0,337889600
6900.0,6900.0,6900.0,6900.0,1181280000
6900.0,6500.0,6900.0,6500.0,596594200
7000.0,6900.0,6900.0,7000.0,2826170500
7000.0,7000.0,7000.0,7000.0,752773000
7980.0,7200.0,7980.0,7200.0,1349510040
7200.0,7200.0,7200.0,7200.0,376293600
7500.0,7200.0,7200.0,7500.0,1016283600
7470.0,7290.0,7290.0,7470.0,1178369190
7600.0,7351.0,7351.0,7600.0,1039616559
7404.0,7404.0,7404.0,7404.0,50162100
7350.0,7000.0,7350.0,7000.0,223858950
6800.0,6800.0,6800.0,6800.0,224114400
6800.0,6800.0,6800.0,6800.0,18666000
6002.0,6001.0,6001.0,6002.0,2108702391
6001.0,6000.0,6001.0,6000.0,730422918
6150.0,6140.0,6150.0,6140.0,322183200
6150.0,6150.0,6150.0,6150.0,14760000
5990.0,5990.0,5990.0,5990.0,378472160
6250.0,5990.0,5990.0,6250.0,1498406870
6500.0,6500.0,6500.0,6500.0,382453500
6500.0,6500.0,6500.0,6500.0,97506500
6899.0,6899.0,6899.0,6899.0,233503554
6400.0,6400.0,6400.0,6400.0,155270400
6501.0,6055.0,6055.0,6501.0,213339430
6483.0,6483.0,6483.0,6483.0,1343452641
6150.0,6150.0,6150.0,6150.0,61500000
6200.0,6150.0,6150.0,6200.0,748733600
6499.0,6200.0,6499.0,6200.0,371030501
6400.0,6215.0,6215.0,6400.0,546585830
6217.0,6000.0,6217.0,6000.0,439242540
6215.0,6215.0,6215.0,6215.0,368586790
6150.0,6150.0,6150.0,6150.0,230551200
6150.0,5989.0,5989.0,6150.0,1455247036
6150.0,6150.0,6150.0,6150.0,1335078900
6150.0,6150.0,6150.0,6150.0,388575450
6411.0,6411.0,6411.0,6411.0,1120655622
6411.0,6411.0,6411.0,6411.0,24028428
6398.0,6250.0,6398.0,6250.0,189302722
6252.0,5999.0,6252.0,5999.0,440811200
6039.0,6039.0,6039.0,6039.0,509594976
6039.0,6039.0,6039.0,6039.0,62413065
5889.0,5850.0,5889.0,5850.0,47908575
5887.0,5000.0,5887.0,5000.0,794110000
4900.0,3520.0,4900.0,3520.0,530387380
4310.0,3986.0,3986.0,4310.0,94653400
4500.0,4320.0,4320.0,4500.0,1508377500
4504.0,4504.0,4504.0,4504.0,96205440
4700.0,4650.0,4700.0,4650.0,4388988500
4689.0,4689.0,4689.0,4689.0,286029000
4689.0,4689.0,4689.0,4689.0,93780000
4689.0,4689.0,4689.0,4689.0,57815370
4640.0,4640.0,4640.0,4640.0,9525920
4000.0,3800.0,3800.0,4000.0,952120000
4110.0,4040.0,4040.0,4110.0,597872040
4190.0,4190.0,4190.0,4190.0,37777040
4499.0,4002.0,4499.0,4002.0,275543064
4311.0,4311.0,4311.0,4311.0,2155500
3950.0,3702.0,3702.0,3950.0,270679582
3940.0,3940.0,3940.0,3940.0,112770680
3780.0,3780.0,3780.0,3780.0,190156680
3780.0,3780.0,3780.0,3780.0,2891700
3780.0,3780.0,3780.0,3780.0,60517800
3780.0,3780.0,3780.0,3780.0,172557000
3780.0,3780.0,3780.0,3780.0,105730380
3780.0,3780.0,3780.0,3780.0,420207480
3780.0,3780.0,3780.0,3780.0,23632560
3780.0,3780.0,3780.0,3780.0,135739800
3780.0,3780.0,3780.0,3780.0,111283200
3780.0,3780.0,3780.0,3780.0,1002671460
3855.0,3800.0,3855.0,3800.0,99090800
3838.0,3837.0,3838.0,3837.0,14136008
3896.0,3836.0,3836.0,3896.0,270563024
3900.0,3866.0,3866.0,3900.0,2226652
3900.0,3900.0,3900.0,3900.0,3900000
3900.0,3900.0,3900.0,3900.0,1033500
3899.0,3899.0,3899.0,3899.0,1949500
3899.0,3899.0,3899.0,3899.0,2183440
3788.0,3788.0,3788.0,3788.0,15114120
3785.0,3785.0,3785.0,3785.0,49746255
3769.0,3769.0,3769.0,3769.0,41082100
3770.0,3770.0,3770.0,3770.0,174894070
3770.0,3770.0,3770.0,3770.0,32749990
3870.0,3870.0,3870.0,3870.0,84373740
3870.0,3870.0,3870.0,3870.0,24052050
3870.0,3870.0,3870.0,3870.0,3096000
3870.0,3870.0,3870.0,3870.0,1161000
3870.0,3870.0,3870.0,3870.0,1161000
3870.0,3870.0,3870.0,3870.0,27206100
3800.0,3800.0,3800.0,3800.0,103804600
3870.0,3800.0,3800.0,3870.0,302153800
3875.0,3870.0,3870.0,3875.0,201973930
4100.0,4000.0,4000.0,4100.0,205621500
4009.0,4009.0,4009.0,4009.0,2846390
3998.0,3998.0,3998.0,3998.0,1339330
3998.0,3998.0,3998.0,3998.0,1019490
3740.0,3740.0,3740.0,3740.0,336525200
3739.0,3501.0,3501.0,3739.0,103154871
3527.0,3527.0,3527.0,3527.0,35270000
3520.0,3520.0,3520.0,3520.0,728288000
3499.0,3499.0,3499.0,3499.0,11879105
3499.0,3499.0,3499.0,3499.0,222536400
3599.0,3500.0,3500.0,3599.0,500885370
3590.0,3590.0,3590.0,3590.0,180648800
3760.0,3760.0,3760.0,3760.0,259812240
4298.0,4000.0,4000.0,4298.0,372460000
4520.0,4331.0,4331.0,4520.0,506726870
4700.0,4690.0,4690.0,4700.0,680514880
4695.0,4695.0,4695.0,4695.0,70425000
3999.0,3999.0,3999.0,3999.0,177555600
4700.0,4567.0,4567.0,4700.0,1026614329
6900.0,5000.0,5000.0,6900.0,2819410200
6094.0,6094.0,6094.0,6094.0,13760252
6103.0,6103.0,6103.0,6103.0,65009156
6713.0,6699.0,6713.0,6713.0,9467064048
7250.0,6490.0,7250.0,6700.0,3180779609
7362.0,7239.0,7239.0,7362.0,9073646476
7900.0,7900.0,7900.0,7900.0,790000
8800.0,8000.0,8000.0,8122.0,4715128814
9199.0,7900.0,8380.0,8230.0,9671782085
8500.0,7800.0,8500.0,8021.0,5526526831
8300.0,7803.0,8180.0,7999.0,4533481836
8289.0,8005.0,8080.0,8100.0,3593951157
8380.0,7360.0,8200.0,7360.0,9692672573
8096.0,7081.0,7800.0,7898.0,2825051396
8100.0,7660.0,7900.0,7959.0,3202594855
8000.0,7335.0,8000.0,7488.0,1300880329
8386.0,7700.0,7948.0,8386.0,6505077033
8500.0,7502.0,8490.0,7804.0,2970777466
8250.0,7850.0,8000.0,7920.0,3027462264
8500.0,8201.0,8201.0,8300.0,3325263285
9224.0,8499.0,8500.0,9224.0,15029946089
