high,low,open,close,Volume
63631.0,63631.0,63631.0,63631.0,10817270
63631.0,63631.0,63631.0,63631.0,72666602
63629.0,63629.0,63629.0,63629.0,10307898
63629.0,63629.0,63629.0,63629.0,16543540
63628.0,63628.0,63628.0,63628.0,5917404
63628.0,63628.0,63628.0,63628.0,12725600
63628.0,63628.0,63628.0,63628.0,218740974680
60447.0,60447.0,60447.0,60447.0,62770703574
58346.0,58346.0,58346.0,58346.0,445849442004
52000.0,52000.0,52000.0,52000.0,371308028000
53103.0,49400.0,49400.0,50080.0,597403906678
52280.0,50110.0,50110.0,52280.0,86855566626
54210.0,54210.0,54210.0,54210.0,31577162370
55365.0,53000.0,55365.0,55000.0,176279714145
56399.0,52169.0,55350.0,52169.0,137977045532
52200.0,49898.0,50050.0,49898.0,86235631748
50500.0,47467.0,50000.0,47467.0,78821577832
50337.0,48000.0,48000.0,50337.0,147079695715
52627.0,49000.0,50505.0,51790.0,144842666279
54361.0,51008.0,51910.0,53600.0,229584781938
55000.0,52500.0,53607.0,52710.0,51244292603
53340.0,50674.0,51100.0,50674.0,99740320711
51000.0,48667.0,48900.0,48812.0,159200737007
51214.0,49700.0,50290.0,50745.0,154470737253
52500.0,50030.0,51200.0,51270.0,121935831581
52280.0,50000.0,52280.0,52018.0,132646181309
52799.0,51050.0,52500.0,52300.0,158972819194
54912.0,53000.0,53000.0,54912.0,179506816808
56500.0,54802.0,56370.0,55300.0,37593515875
57391.0,51927.0,55500.0,57391.0,150249278235
59451.0,57392.0,59451.0,59451.0,88004819505
61920.0,59000.0,61920.0,60800.0,69615160365
61459.0,57135.0,61459.0,57135.0,136997328567
59281.0,57600.0,57600.0,58100.0,91436721963
59998.0,55800.0,59998.0,57589.0,66585235834
57590.0,54794.0,56447.0,55319.0,54037022689
56770.0,53497.0,56770.0,53497.0,69744107779
53400.0,51862.0,51865.0,52410.0,66635114158
54720.0,50800.0,52616.0,51400.0,98940486213
52690.0,49731.0,50000.0,50227.0,132849916544
50000.0,47627.0,48000.0,47627.0,87022589851
45547.0,45547.0,45547.0,45547.0,22350186182
44900.0,44900.0,44900.0,44900.0,10184577200
44606.0,44606.0,44606.0,44606.0,8282620504
44366.0,44366.0,44366.0,44366.0,3466759240
44266.0,44266.0,44266.0,44266.0,3135803440
44175.0,44175.0,44175.0,44175.0,6185825250
46290.0,43996.0,43996.0,44200.0,296858167521
45980.0,44230.0,44230.0,45380.0,96452668974
46000.0,44090.0,46000.0,45360.0,92938531814
46490.0,44620.0,45500.0,45600.0,132724568155
47769.0,45720.0,47490.0,47769.0,117359126883
49634.0,48690.0,49634.0,49634.0,75144702056
51735.0,49800.0,51735.0,51735.0,315606856858
