date,open,Volume
1592249400000,10000.0,990000000000
1592681400000,10000.0,3000000000000
1595273400000,11000.0,9484893000
1595359800000,12100.0,519510421680
1595619000000,13290.0,629428056420
1595791800000,13500.0,658029611720
1595878200000,12490.0,392709241450
1595964600000,11400.0,267298376140
1596223800000,11400.0,221776777560
1596310200000,12280.0,305679894010
1596396600000,13500.0,224294622430
1596483000000,13000.0,210556920310
1596569400000,12410.0,211332976580
1596915000000,12740.0,246117614160
1597001400000,12680.0,232794307400
1597087800000,11690.0,110090093540
1597174200000,11800.0,93566586890
1597433400000,11250.0,122997765690
1597519800000,10570.0,125529188200
1597606200000,10900.0,124321378490
1597692600000,11200.0,119451934530
1597779000000,10310.0,73385055150
1598038200000,10450.0,40753902480
1598124600000,10600.0,127420411080
1598211000000,10500.0,114502809980
1598297400000,10610.0,193249351550
1598383800000,11590.0,204787480040
1598815800000,12500.0,324980127330
1598902200000,11340.0,162857986980
1598988600000,10510.0,120514153640
1599247800000,11310.0,255687426170
1599334200000,11720.0,279617668420
1599420600000,11000.0,104666031160
1599507000000,10350.0,219419165170
1599593400000,9970.0,377847013360
1599852600000,11450.0,327736233240
1599939000000,11200.0,259107715770
1600025400000,11020.0,279279918090
1600111800000,11400.0,366768284790
1600201800000,12700.0,380197363390
1600461000000,11700.0,290482977680
1600547400000,12260.0,136117277580
1600633800000,11190.0,137980294530
1600720200000,11600.0,235714435740
1600806600000,11910.0,359229102410
1601065800000,12200.0,157897158970
1601152200000,11950.0,164172614340
1601238600000,10700.0,124038761460
1601325000000,10330.0,162918095760
1601411400000,11560.0,166179924050
1601670600000,11590.0,270980280250
1601757000000,12070.0,191567888300
1601843400000,11200.0,176290805010
1601929800000,11890.0,319206101390
1602016200000,12170.0,224968124960
1602275400000,11900.0,202245875670
1602361800000,11920.0,422211909840
1602448200000,11810.0,197178328870
1602534600000,11740.0,139657394120
1602621000000,11560.0,107085269400
1602966600000,11060.0,129482208080
1603053000000,10460.0,126997116620
1603139400000,10070.0,194978387020
1603225800000,10700.0,165698196510
1603485000000,10440.0,139941708370
1603657800000,9570.0,192812198080
1603744200000,9810.0,99138128760
1603830600000,9380.0,139564919240
1604089800000,9450.0,151108972060
1604176200000,9800.0,86521702880
1604262600000,9290.0,69899270370
1604435400000,9780.0,164042739580
1604694600000,9410.0,146893111250
1604781000000,9080.0,149559106820
1604867400000,8690.0,137369489300
1604953800000,9070.0,128286978690
1605040200000,9130.0,136211430210
1605299400000,9600.0,169915328230
1605385800000,10610.0,287809802920
1605472200000,9500.0,191249968530
1605558600000,9980.0,224575959960
1605645000000,10410.0,283869951840
1605904200000,10520.0,331397536370
1605990600000,9950.0,156266279220
1606077000000,10100.0,201249555000
1606163400000,10190.0,189017049310
1606249800000,9820.0,192781084420
1606509000000,9900.0,169291690360
1606595400000,10160.0,204566287710
1606681800000,10560.0,278064320700
1606768200000,10800.0,217379758270
1606854600000,10770.0,159674780800
1607113800000,10600.0,203786839450
1607200200000,11150.0,220890083120
1607286600000,11170.0,178208842590
1607373000000,11190.0,153459026440
1607459400000,11230.0,615283201310
1607718600000,12030.0,240733538470
1607805000000,11800.0,218795820620
1607891400000,11550.0,127454389270
1607977800000,10750.0,172167684180
1608064200000,10160.0,155684817400
1608323400000,11070.0,132733227080
1608409800000,11280.0,115169182530
1608496200000,10970.0,108800255220
1608582600000,11080.0,176552692560
1608669000000,11280.0,106137555790
1608928200000,11070.0,87830876350
1609014600000,10760.0,102675114110
1609101000000,10860.0,114741021900
