date,open,Volume
985465800000,16100.0,19400500
985548600000,16100.0,34212500
985980600000,16100.0,2382800
986758200000,16050.0,6018700
986844600000,16000.0,5984000
987276600000,15988.0,4796400
987449400000,15980.0,39959290
987535800000,15798.0,57666700
987967800000,15789.0,94734000
988054200000,15787.0,55262773
988140600000,15789.0,29606100
988486200000,15500.0,7750000
988572600000,15500.0,42890000
988659000000,15500.0,3875000
989004600000,15500.0,3875000
989091000000,15496.0,6492586
989177400000,15600.0,104055737
989263800000,15600.0,390000
989350200000,15600.0,99367900
989609400000,16001.0,11200500
989695800000,16006.0,24020050
989868600000,16100.0,16100000
989955000000,16800.0,16800000
990214200000,17100.0,46971400
990300600000,16790.0,495664395
990387000000,16790.0,88987000
990559800000,16791.0,122989750
990819000000,16790.0,7555500
990905400000,16800.0,40840400
990991800000,16800.0,67569600
991078200000,16854.0,76198360
991164600000,16856.0,24442350
991423800000,16861.0,13488800
991510200000,16863.0,8431500
991769400000,16870.0,4217500
992028600000,16869.0,24706852
992201400000,16878.0,1957848
992633400000,16859.0,56512402
992719800000,16799.0,5879650
992806200000,16789.0,88177750
992892600000,16700.0,3340000
993238200000,16551.0,83195766
993497400000,16549.0,105955877
996003000000,15000.0,286584200
996607800000,16674.0,18341400
996867000000,17507.0,38165260
997039800000,18382.0,169665860
997126200000,18829.0,87206530
997212600000,18856.0,32051100
997471800000,18832.0,185191456
997558200000,18850.0,26955500
997644600000,18851.0,34872800
997731000000,18850.0,22808500
997817400000,18850.0,30310500
998163000000,19002.0,5700600
998335800000,19001.0,34962540
998681400000,18995.0,987740
999027000000,18950.0,4737500
999286200000,18937.0,378740
999459000000,18920.0,173177181
1000063800000,18889.0,317726839
1000150200000,18938.0,10415900
1002400200000,18749.0,410302553
1003523400000,18749.0,9374500
1003869000000,18281.0,109686000
1004128200000,18281.0,968893
1004214600000,18279.0,73116000
1004905800000,18268.0,27767610
1004992200000,18269.0,57456976
1005078600000,18283.0,57500035
1005337800000,18285.0,39495730
1005510600000,18284.0,3656800
1005597000000,18284.0,12341700
1005683400000,18285.0,4077555
1006547400000,18274.0,3856510511
1006720200000,18286.0,16695118
1006806600000,18286.0,60356800
1006893000000,18300.0,2928000
1007152200000,18300.0,8967000
1008534600000,18483.0,5504731500
1008621000000,18300.0,265350000
1008707400000,18300.0,18482000
1008966600000,18299.0,169265750
1009571400000,18297.0,45010820
1009830600000,18200.0,18200000
1009917000000,18199.0,41313230
1010176200000,18200.0,87505600
1010262600000,18200.0,19801600
1010349000000,18200.0,17490350
1010781000000,18201.0,5460300
1010867400000,18202.0,7645740
1010953800000,18204.0,5461200
1011040200000,18254.0,3139688
1011385800000,18270.0,4567500
1011472200000,18273.0,42756660
1011645000000,18272.0,113413304
1011990600000,18200.0,71745571
1012077000000,18299.0,9881460
1012163400000,18299.0,232592403
1012249800000,18233.0,371278579
1012595400000,18165.0,465770105
1012681800000,18233.0,9116500
1012854600000,18233.0,1969164
1013286600000,18186.0,196969927
1013891400000,18199.0,18199553
1013977800000,18200.0,59403800
1014064200000,18200.0,44808400
1014150600000,18200.0,13364650
1014582600000,18225.0,31713950
1015273800000,18249.0,912450
1015360200000,18247.0,37171676
1015619400000,18249.0,11022396
1015705800000,18249.0,10949400
1015878600000,18250.0,4569800000
1018294200000,18253.0,4563250
1018639800000,18253.0,6388550
1019331000000,18253.0,1825300
1019503800000,18253.0,9857070
1019849400000,18705.0,102878000
1020022200000,19170.0,102402000
1020195000000,18801.0,37606000
1020627000000,18865.0,6602750
1020713400000,18868.0,80181480
1020799800000,19335.0,96675000
1021145400000,19351.0,62730700
1021404600000,20313.0,27869436
1021663800000,20500.0,82000000
1021750200000,20705.0,221303500
1021836600000,21000.0,193471000
1022009400000,20997.0,46197516
1022268600000,20997.0,1994715
1022355000000,20994.0,100005608
1022441400000,20987.0,149086648
1022527800000,20987.0,2098700
1022614200000,20987.0,76768946
1022959800000,20987.0,45961530
1023046200000,20989.0,62989000
1023478200000,21500.0,870286850
1023564600000,21528.0,2622562500
1024083000000,22416.0,45392000
1024169400000,23550.0,3495291000
1024687800000,24000.0,315094750
1024774200000,23749.0,4788755960
1024860600000,24000.0,445439500
1024947000000,24000.0,52800000
1025033400000,24500.0,270122000
1025292600000,24711.0,337599500
1025379000000,25599.0,396799500
1026588600000,23600.0,106881500
1026675000000,26000.0,41600000
1026761400000,25969.0,58504922
1026847800000,25000.0,160174000
1027107000000,25002.0,138010868
1027193400000,25000.0,119150837
1027279800000,25000.0,48375300
1027798200000,26252.0,27564600
1027971000000,27564.0,34785768
1028057400000,28253.0,56506000
1028316600000,28959.0,380504446
1028403000000,28253.0,71931188
1028489400000,28000.0,138583016
1028575800000,27547.0,29530384
1028662200000,27547.0,171393280
1028921400000,28100.0,223851845
1029007800000,28240.0,130680720
1029267000000,28000.0,244272000
1029526200000,28200.0,320236157
1029612600000,28200.0,247189800
1029699000000,29315.0,31044585
1029785400000,29325.0,90905162
1029871800000,29323.0,36653750
1030476600000,29341.0,260312502
1030735800000,29341.0,46238482
1031427000000,27866.0,302680492
1032118200000,26473.0,52946000
1032204600000,26465.0,86660552
1032294600000,26473.0,164715006
1032640200000,26473.0,5029870
1032813000000,26475.0,106161930
1033245000000,26400.0,59751825
1033504200000,26300.0,26010700
1036182600000,19100.0,31260000
1036355400000,20500.0,74700500
1036528200000,21500.0,23650000
1036787400000,21503.0,21503000
1036873800000,21503.0,42184004
1036960200000,21502.0,53341897
1037046600000,22000.0,117700000
1037133000000,22000.0,21575350
1037651400000,21600.0,11901600
1037737800000,21600.0,17280000
1038169800000,21650.0,19485000
1038256200000,21651.0,21867510
1038601800000,21650.0,7620800
1038688200000,21650.0,29075950
1038861000000,21644.0,6926080
1039293000000,21624.0,14123431
1039465800000,21465.0,84566844
1040416200000,22545.0,44999820
1040502600000,22546.0,73891606
1040675400000,22454.0,13023320
1041280200000,22468.0,16998800
1041625800000,22556.0,17480900
1041712200000,22560.0,24860000
1041798600000,23101.0,39271700
1041885000000,23625.0,23625000
1042489800000,24005.0,36823670
1042835400000,24036.0,6201396
1042921800000,24038.0,18268880
1043613000000,25239.0,63027600
1043699400000,25000.0,20827958
1044045000000,25011.0,87638329
1044131400000,24994.0,1249700
1044217800000,24891.0,9856836
