date,open,Volume
1391805000000,350.0,17500
1399231800000,300.0,30000
1399663800000,300.0,24000
1410118200000,1000.0,2623000
1421008200000,900.0,18000
1431459000000,900.0,2350800
1434742200000,900.0,548100
1452371400000,950.0,564300
1456777800000,1000.0,2685000
1457987400000,1000.0,43526000
1471980600000,1000.0,4283000
1482265800000,1000.0,594000
1486758600000,1000.0,4333000
1490643000000,1100.0,1100000
1492284600000,1210.0,12100000
1495999800000,1331.0,23958000
1500147000000,1464.0,15370536
1503775800000,2196.0,3698064
1505158200000,2272.0,1358656
1506371400000,2301.0,23265411
1508099400000,2784.0,1834656
1510518600000,2821.0,47130447
1512160200000,2785.0,29239715
1512246600000,3063.0,153150000
1516480200000,3369.0,23583000
1517257800000,3705.0,16465020
1523388600000,3705.0,20373795
1525462200000,3830.0,757941680
1525635000000,4211.0,100849239
1527017400000,4301.0,276521442
1527449400000,4500.0,62860500
1527622200000,4500.0,934011000
1528831800000,4600.0,4613800
1529436600000,4600.0,22756200
1530041400000,4600.0,10626000
1531251000000,4600.0,11127400
1531510200000,4600.0,979800
1533324600000,4600.0,26790400
1533670200000,4600.0,2392000
1534102200000,4600.0,59013400
1535743800000,4602.0,920400
1535916600000,4951.0,34557980
1536089400000,4951.0,69828904
1537734600000,4952.0,67896872
1538512200000,5000.0,256091013
1539549000000,5000.0,4220000
1539721800000,5000.0,32625000
1540326600000,5000.0,685000
1540585800000,5000.0,870000
1542745800000,5002.0,19832930
1543782600000,5002.0,1205482
1543955400000,5101.0,2458682
1545424200000,5506.0,55060000
1545769800000,5506.0,1101200
1546029000000,5511.0,22110132
1546979400000,5511.0,16119675
1547411400000,5570.0,8349430
1548448200000,5910.0,44035410
1550262600000,5915.0,3075800
1550435400000,5950.0,10240450
1551817800000,6203.0,2803756
1556652600000,6208.0,2272128
1557689400000,6300.0,298550700
1564774200000,6300.0,76267800
1566329400000,6300.0,315000000
1569357000000,6489.0,7449372
1572035400000,6683.0,5259521
1572208200000,6883.0,40533987
1573504200000,7089.0,15234261
1575837000000,7443.0,835506522
1583181000000,7666.0,45988334
1583526600000,7815.0,4157580
1583872200000,7666.0,1870504
1584217800000,7666.0,13223850
1586201400000,7667.0,30468658
1586892600000,7816.0,6159008
1588966200000,7816.0,9691840
1589311800000,7816.0,30279184
1589830200000,7817.0,12178886
1590435000000,7668.0,10558836
1590521400000,7817.0,52842920
1590953400000,7669.0,4079908
1591644600000,7818.0,2282856
1592767800000,7818.0,22203120
1592940600000,7669.0,12646181
1593199800000,7669.0,5398976
1593286200000,7818.0,93816
1593804600000,7818.0,58971174
1594582200000,7670.0,14082120
1594668600000,7819.0,11728500
1595014200000,7670.0,24367590
1596483000000,7585.0,5491540
1596569400000,7585.0,13296505
1597433400000,7585.0,36233545
1597519800000,7733.0,16595018
1598383800000,7733.0,12148543
1598902200000,7585.0,153361115
1598988600000,7588.0,7588000
1600633800000,7735.0,106217020
1601670600000,7737.0,8317275
1602621000000,7737.0,16603602
1603225800000,7737.0,7172199
1605645000000,7590.0,2891790
1605904200000,7590.0,47551350
1606768200000,7591.0,19501279
1607286600000,7591.0,5290927
1608323400000,7591.0,9230656
1608928200000,7738.0,18958100
1610310600000,7738.0,86108464
1611952200000,7740.0,121518000
1612297800000,7595.0,13245680
1612557000000,7742.0,28885402
1612816200000,7596.0,60768000
1617564600000,7597.0,6837300
1618687800000,7744.0,6969600
1620156600000,7744.0,247475008
1620675000000,7749.0,4967109
1621971000000,7601.0,228030
1622316600000,7601.0,5085069
1622575800000,7749.0,5199579
1625859000000,7601.0,2880779
1626118200000,7749.0,8353422
1629574200000,5644.0,56440
1635798600000,5644.0,9211008
