date,open,Volume
1336505400000,1202.0,3129071716
1336764600000,1148.0,389000948
1336851000000,1091.0,576158191
1337369400000,1037.0,119255
1337455800000,986.0,54328600
1337542200000,937.0,46850000
1337628600000,891.0,306836744
1337715000000,871.0,245385983
1337974200000,820.0,274860600
1338060600000,800.0,86842000
1338147000000,777.0,29234879
1338233400000,755.0,202470000
1338319800000,841.0,96292750
1338579000000,849.0,160663045
1338838200000,807.0,77476000
1338924600000,800.0,58893000
1339183800000,801.0,53893188
1339270200000,760.0,22516101
1339356600000,798.0,7980000
1339443000000,836.0,27542568
1339529400000,830.0,25730000
1339788600000,866.0,24515300
1339875000000,867.0,10752468
1340047800000,840.0,42405082
1340134200000,800.0,38161428
1340393400000,787.0,36952000
1340479800000,747.0,77157287
1340566200000,782.0,17297840
1340652600000,783.0,85533500
1340739000000,742.0,32144000
1340998200000,803.0,54051536
1341084600000,800.0,27520000
1341171000000,801.0,49971000
1344108600000,750.0,35969250
1344195000000,752.0,8720453
1344281400000,789.0,1578000
1344367800000,710.0,63525800
1344627000000,800.0,92800000
1344713400000,812.0,2954858
1344886200000,771.0,45956226
1344972600000,733.0,22481888
1345491000000,730.0,730000
1345577400000,730.0,13314270
1345923000000,700.0,15130360
1346009400000,750.0,3075000
1346527800000,703.0,28526860
1346614200000,696.0,50784724
1346700600000,749.0,2247000
1346787000000,712.0,36585000
1347046200000,695.0,17087044
1347132600000,700.0,14450000
1347219000000,720.0,1989360
1347305400000,711.0,97460400
1347651000000,701.0,41522800
1347737400000,670.0,32769030
1347823800000,680.0,34923400
1347910200000,672.0,63077128
1348000200000,670.0,42700579
1348259400000,690.0,165648218
1348345800000,671.0,44410270
1348432200000,759.0,68464485
1348518600000,796.0,19900000
1348605000000,809.0,19215740
1348864200000,875.0,51452625
1348950600000,918.0,21889710
1349037000000,963.0,19538753
1349123400000,913.0,160209588
1349209800000,868.0,5208000
1349469000000,825.0,5775000
1349555400000,784.0,77477790
1349641800000,780.0,247846440
1349728200000,800.0,56918359
1349814600000,808.0,9944864
1350073800000,772.0,77174000
1350160200000,780.0,60847802
1350246600000,864.0,427755440
1350333000000,820.0,48288000
1350678600000,873.0,8146000
1350765000000,775.0,39818500
1350851400000,757.0,14133500
1350937800000,800.0,121198000
1351024200000,887.0,48562206
1351283400000,916.0,6503600
1351369800000,900.0,48749000
1351456200000,940.0,50300536
1351542600000,991.0,100668753
1351629000000,950.0,17541350
1351974600000,930.0,27505000
1352061000000,901.0,50306200
1352147400000,832.0,58548600
1352233800000,870.0,2610000
1352493000000,913.0,216797328
1352579400000,958.0,15328000
1352665800000,1000.0,94899000
1352752200000,1050.0,75600000
1352838600000,1102.0,9445242
1353097800000,1157.0,128427000
1353184200000,1160.0,54297960
1353270600000,1120.0,52128600
1353357000000,1121.0,194363714
1353443400000,1117.0,20476000
1353875400000,1140.0,12461621
1353961800000,1130.0,32191860
1354048200000,1064.0,31327150
1354307400000,1013.0,32416000
1354393800000,963.0,31630000
1354480200000,940.0,83056280
1354653000000,1010.0,58580000
1354912200000,1060.0,5300000
1354998600000,1113.0,72842511
1355085000000,1150.0,101862036
1355171400000,1113.0,7719000
1355257800000,1094.0,27228828
1355517000000,1080.0,44958340
1355603400000,1072.0,56816000
1355689800000,1100.0,38852000
1355776200000,1014.0,83160000
1355862600000,1020.0,21904000
1356121800000,1050.0,31036950
1356208200000,1026.0,126718600
1356294600000,1021.0,81892000
1356381000000,1021.0,54833460
1356467400000,1073.0,107903140
