adx,DI_plus,DI_minus
nan,17.5,27.36
nan,15.94,30.6
nan,14.15,31.13
nan,12.72,27.98
nan,12.5,26.8
nan,13.45,25.33
nan,15.11,24.0
nan,14.38,23.4
nan,14.54,22.43
nan,16.34,21.47
nan,15.64,21.86
nan,18.01,19.5
nan,17.3,18.73
nan,18.52,17.24
nan,18.71,16.41
nan,23.18,15.25
nan,27.57,13.8
nan,25.8,12.91
nan,24.58,12.3
nan,26.42,11.55
nan,24.86,11.29
nan,22.98,13.78
nan,21.87,13.12
nan,22.23,12.65
nan,21.08,13.16
nan,32.52,11.16
nan,29.39,10.08
nan,28.18,9.67
nan,25.87,12.82
nan,23.69,14.75
nan,21.13,18.83
nan,19.82,17.66
nan,23.99,16.34
nan,22.57,15.38
nan,21.07,15.38
nan,20.04,16.87
nan,20.66,15.88
nan,21.97,14.84
nan,20.93,14.14
nan,22.06,13.65
nan,24.16,12.29
nan,24.84,10.22
nan,24.98,9.5
nan,23.51,8.94
nan,26.3,8.18
nan,27.34,7.58
nan,25.88,7.17
nan,24.43,8.19
nan,28.19,7.62
nan,26.92,7.28
nan,26.82,6.88
nan,25.0,10.05
nan,23.53,9.46
nan,21.26,12.41
nan,21.49,11.72
nan,20.3,11.07
nan,22.52,10.16
nan,23.78,9.51
nan,24.78,9.02
nan,25.52,8.52
nan,26.43,7.77
nan,30.13,7.33
nan,30.84,6.84
nan,21.86,24.45
nan,19.15,21.42
nan,17.98,20.12
nan,21.64,18.71
nan,20.98,17.59
nan,19.26,20.53
nan,18.13,19.18
nan,16.58,24.63
nan,14.19,29.63
nan,12.91,26.97
nan,15.46,25.56
nan,14.63,25.93
nan,13.53,26.2
nan,15.85,24.67
nan,15.21,23.68
nan,16.7,21.79
nan,25.75,19.16
nan,26.7,17.71
nan,26.94,16.62
nan,25.25,16.63
nan,24.22,15.95
nan,20.85,21.36
nan,19.21,19.68
nan,18.37,18.82
nan,16.78,24.18
nan,15.9,22.91
nan,14.27,26.99
nan,12.98,26.0
nan,16.31,24.3
nan,16.8,23.56
nan,15.7,25.2
nan,15.05,25.99
nan,15.6,24.12
nan,14.87,23.0
nan,14.95,21.88
nan,13.84,24.86
nan,13.1,25.46
nan,12.17,24.89
nan,15.4,23.15
nan,18.68,22.07
nan,17.69,21.35
nan,19.69,19.76
nan,18.91,18.98
nan,20.58,18.15
nan,20.73,17.14
nan,19.44,20.21
nan,18.17,21.66
nan,17.24,20.55
nan,18.55,19.85
nan,18.58,19.1
nan,17.33,21.68
nan,16.87,21.11
nan,15.84,23.38
nan,15.07,24.15
nan,17.33,22.57
nan,21.85,20.56
nan,21.11,19.86
nan,19.51,24.13
nan,18.39,24.82
nan,18.26,23.75
nan,21.2,21.92
nan,20.26,20.94
nan,19.18,21.01
nan,18.76,20.21
nan,16.96,26.52
nan,14.29,33.71
nan,12.47,33.62
nan,14.99,31.35
nan,14.11,31.26
nan,12.92,30.41
nan,12.2,28.71
nan,9.91,40.36
nan,8.99,36.63
nan,7.97,36.96
nan,6.47,44.02
nan,9.64,41.63
nan,13.88,38.26
nan,13.13,36.18
nan,11.55,41.6
nan,10.67,38.43
nan,9.76,38.98
nan,7.98,46.71
nan,7.21,42.17
nan,6.63,38.78
nan,5.8,44.3
nan,5.15,39.39
nan,10.56,35.82
nan,10.03,34.02
nan,12.41,32.04
nan,11.48,35.92
nan,10.44,36.25
nan,9.53,36.12
nan,8.34,39.05
nan,7.49,35.05
nan,6.88,36.64
nan,11.69,32.17
nan,11.24,30.94
nan,10.49,34.23
nan,12.7,31.19
nan,16.3,29.29
nan,17.3,27.67
nan,19.66,26.08
nan,18.53,24.9
nan,17.19,24.97
nan,16.43,24.81
nan,17.6,23.82
nan,18.53,22.86
nan,20.56,21.78
nan,22.33,21.04
nan,22.63,19.88
nan,21.48,19.03
nan,20.51,19.43
nan,18.88,21.38
nan,18.05,20.43
nan,17.14,20.81
nan,15.05,27.35
nan,13.76,29.02
nan,14.34,27.57
nan,17.46,25.7
nan,18.42,24.59
nan,19.17,23.49
nan,18.15,26.14
nan,17.04,27.36
nan,16.99,25.51
nan,15.19,25.85
nan,14.37,24.68
nan,12.93,27.48
nan,12.18,25.87
nan,12.06,24.31
nan,16.03,22.26
nan,15.22,21.13
nan,14.52,22.01
nan,18.01,20.6
nan,22.19,18.52
nan,21.3,17.78
nan,20.05,18.28
nan,19.08,17.4
nan,19.02,16.23
nan,18.37,17.24
nan,19.39,16.36
nan,20.4,15.32
nan,19.43,14.71
nan,19.24,14.1
nan,19.26,13.71
nan,24.5,12.45
nan,25.59,11.85
nan,26.17,11.13
nan,31.09,9.99
nan,31.91,9.2
nan,30.42,8.78
nan,33.15,8.21
nan,31.99,7.92
nan,30.21,9.94
nan,28.88,10.13
nan,26.84,12.01
nan,28.2,11.47
nan,29.23,10.79
nan,31.35,9.92
nan,31.38,9.38
nan,29.62,11.93
nan,28.13,11.23
nan,27.88,10.62
nan,25.95,13.29
nan,29.32,12.21
nan,33.77,11.1
nan,34.38,10.27
nan,31.86,10.29
nan,30.08,9.71
nan,29.01,9.65
nan,30.29,9.08
nan,28.4,8.69
nan,24.84,17.55
nan,22.84,16.14
nan,23.4,15.22
nan,25.76,14.17
nan,24.2,13.42
nan,22.61,14.59
nan,20.66,16.68
nan,19.66,16.8
nan,17.71,20.33
nan,16.78,21.71
nan,19.24,20.08
nan,20.33,19.0
nan,18.93,19.04
nan,18.66,18.14
nan,17.43,20.92
nan,15.72,26.0
nan,14.72,24.35
nan,13.11,27.51
nan,11.12,35.4
nan,9.36,36.55
nan,8.76,34.2
nan,7.69,34.08
nan,7.2,31.88
nan,6.68,31.71
nan,11.46,29.59
nan,14.12,27.47
nan,13.58,26.41
nan,17.15,24.92
nan,18.04,23.37
nan,16.29,28.23
nan,15.15,27.41
nan,14.45,26.14
nan,13.15,28.63
nan,12.56,27.33
nan,16.41,25.36
nan,19.26,23.08
nan,19.89,22.18
nan,21.19,20.97
nan,20.0,20.82
nan,18.04,22.67
nan,17.09,21.47
nan,16.08,23.54
nan,17.92,22.12
nan,16.68,21.13
nan,15.93,21.26
nan,14.83,23.4
nan,14.25,24.34
nan,15.18,23.04
nan,13.73,25.93
nan,12.68,26.95
nan,14.66,25.48
nan,13.38,26.74
nan,15.08,25.36
nan,14.5,24.12
nan,13.7,25.3
nan,12.94,25.44
nan,12.24,27.59
nan,11.37,30.1
nan,10.24,32.19
nan,9.69,32.65
nan,11.97,28.94
nan,10.56,26.89
nan,12.22,25.23
nan,12.6,23.27
nan,11.78,21.74
nan,11.14,21.7
nan,16.47,19.32
nan,17.36,18.3
nan,16.51,17.41
nan,16.03,16.9
nan,15.25,17.19
nan,15.43,16.24
nan,21.84,14.96
nan,20.29,14.63
nan,18.46,18.22
nan,17.58,17.35
nan,18.22,16.33
nan,17.51,15.42
nan,15.73,22.37
nan,15.06,21.42
nan,15.7,19.9
nan,15.04,19.06
nan,21.69,16.87
nan,22.65,16.19
nan,23.73,15.4
nan,22.39,15.42
nan,20.51,17.98
nan,27.93,15.94
nan,26.89,15.35
nan,24.24,20.74
nan,22.99,19.68
nan,21.2,21.23
nan,19.21,23.74
nan,18.47,22.82
nan,19.66,21.89
nan,21.97,20.32
nan,21.12,19.53
nan,22.94,18.66
nan,24.52,17.53
nan,24.57,16.36
nan,27.05,15.12
nan,25.61,15.11
nan,24.24,16.33
nan,22.96,17.8
nan,21.44,19.36
nan,22.11,17.55
nan,25.9,15.92
nan,27.55,14.69
nan,26.03,13.88
nan,24.26,16.03
nan,22.87,15.11
nan,20.54,16.02
nan,19.61,15.29
nan,20.22,14.6
nan,18.74,15.29
nan,23.54,14.04
nan,22.01,15.54
nan,20.18,20.72
nan,18.32,24.33
nan,17.19,22.83
nan,18.63,21.68
nan,17.57,21.16
nan,15.65,24.83
nan,14.25,25.44
nan,14.32,24.13
nan,13.57,26.55
nan,11.8,31.48
nan,10.83,31.97
nan,11.15,30.77
nan,14.99,27.94
nan,13.78,25.69
nan,13.47,23.91
nan,11.86,30.56
nan,11.02,30.12
nan,9.98,31.04
nan,9.14,28.44
nan,10.37,26.1
nan,11.72,25.12
nan,10.5,30.28
nan,9.11,32.9
nan,12.32,31.1
nan,13.4,29.49
nan,13.22,28.05
nan,12.4,27.55
nan,11.56,28.4
nan,11.11,27.29
nan,16.23,24.71
nan,15.3,23.29
nan,14.03,26.31
nan,13.31,27.8
nan,12.43,27.46
nan,12.5,25.16
nan,11.61,25.44
nan,13.33,24.55
nan,15.09,23.21
nan,12.72,33.89
nan,11.47,37.27
nan,10.27,38.61
nan,9.42,35.42
nan,8.21,38.72
nan,8.62,36.61
nan,7.54,42.3
nan,6.9,38.67
nan,7.6,34.89
nan,6.98,32.17
nan,7.39,30.35
nan,12.06,27.46
nan,11.36,25.88
nan,10.48,29.39
nan,9.48,35.74
nan,11.32,32.89
nan,9.91,39.08
nan,8.77,37.3
nan,11.07,34.43
nan,11.78,32.55
nan,14.08,30.94
nan,16.57,28.18
nan,17.48,26.8
nan,15.86,30.82
nan,14.55,29.11
nan,15.18,27.93
nan,14.35,27.98
nan,15.46,26.62
nan,14.59,25.83
nan,16.04,23.82
nan,17.27,23.02
nan,18.49,22.04
nan,17.42,23.44
nan,16.75,22.54
nan,22.22,20.33
nan,24.08,19.32
nan,24.52,18.43
nan,23.43,18.81
nan,21.59,21.34
nan,20.38,21.85
nan,19.25,22.37
nan,17.96,22.43
nan,16.57,22.46
nan,15.89,21.55
nan,17.07,20.44
nan,20.75,18.23
nan,20.12,17.01
nan,19.17,17.16
nan,18.37,17.26
nan,16.95,18.47
nan,16.3,19.66
nan,14.57,24.34
nan,13.77,23.43
nan,15.44,21.28
nan,14.9,20.54
nan,16.13,19.28
nan,16.74,18.1
nan,16.97,17.36
nan,15.97,18.83
nan,17.11,18.03
nan,16.33,18.61
nan,15.1,19.71
nan,15.22,18.36
nan,14.67,19.33
nan,13.82,20.81
nan,13.23,19.91
nan,15.15,18.57
nan,16.61,17.44
nan,20.73,16.21
nan,21.37,15.63
nan,19.89,16.6
nan,18.93,16.64
nan,20.21,15.55
nan,19.56,15.48
nan,18.78,16.03
nan,20.89,15.52
nan,18.35,22.19
nan,17.47,21.45
nan,16.3,22.78
nan,15.27,22.46
nan,13.78,25.74
nan,13.03,24.34
nan,12.66,23.65
nan,10.87,33.34
nan,10.04,30.81
nan,12.76,28.92
nan,16.88,25.97
nan,16.31,24.59
nan,21.47,22.25
nan,21.05,20.64
nan,21.2,19.54
nan,27.28,16.64
nan,26.97,15.43
nan,25.93,15.86
nan,25.72,14.96
nan,23.82,15.35
nan,22.75,14.66
nan,20.35,18.59
nan,19.14,18.2
nan,20.79,17.41
nan,30.12,14.53
nan,32.94,13.4
nan,32.75,12.36
nan,31.06,12.76
nan,27.27,18.41
nan,25.39,17.14
nan,23.73,18.33
nan,22.46,19.23
nan,21.24,22.31
nan,17.89,29.64
nan,16.18,29.66
nan,15.31,28.08
nan,13.52,29.8
nan,12.97,27.72
nan,12.17,26.02
nan,10.95,31.97
nan,10.04,29.68
nan,10.9,27.95
nan,9.99,30.79
nan,9.25,30.82
nan,11.01,29.25
nan,10.15,28.69
nan,13.59,26.64
nan,12.68,26.58
nan,11.64,29.04
nan,10.72,27.07
nan,9.65,28.22
nan,10.11,26.32
nan,11.73,24.05
nan,12.52,23.16
nan,13.11,21.91
nan,13.18,20.99
nan,12.36,21.76
nan,11.74,20.68
nan,15.33,18.68
nan,16.69,17.66
nan,15.38,22.94
nan,14.47,21.58
nan,13.6,22.62
nan,13.02,23.99
nan,13.6,22.47
nan,12.67,22.83
nan,12.06,21.93
nan,13.69,20.95
nan,12.61,24.56
nan,11.73,27.89
nan,12.7,26.69
nan,11.05,29.52
nan,10.28,30.53
nan,11.33,27.5
nan,9.7,34.84
nan,8.58,30.82
nan,13.05,28.42
nan,12.03,27.4
nan,10.76,30.63
nan,12.61,27.22
nan,18.04,24.54
nan,17.38,22.44
nan,16.2,24.75
nan,15.21,25.53
nan,13.95,25.67
nan,15.03,24.34
nan,17.32,23.32
nan,19.35,21.87
nan,18.92,20.67
nan,19.62,19.12
nan,19.7,18.41
nan,18.61,22.09
nan,17.99,22.22
nan,16.66,22.66
nan,16.76,21.26
nan,16.12,20.24
nan,16.62,19.2
nan,16.78,17.69
nan,19.35,16.58
nan,18.79,15.55
nan,19.77,14.14
nan,19.63,13.58
nan,20.46,12.66
nan,20.69,12.2
nan,21.28,11.42
nan,24.28,10.41
nan,25.61,9.93
nan,26.86,9.0
nan,29.96,7.96
nan,27.72,7.37
nan,26.29,6.98
nan,24.36,9.69
nan,21.13,16.8
nan,20.07,15.96
nan,18.58,19.62
nan,17.09,22.73
nan,41.96,14.58
nan,41.73,11.34
nan,37.24,10.12
nan,35.42,9.61
nan,36.6,8.8
nan,37.19,7.96
nan,32.84,10.09
nan,31.23,9.6
nan,28.04,13.8
nan,26.6,14.54
nan,24.41,19.0
nan,21.85,23.22
nan,20.47,21.75
nan,19.63,20.86
nan,21.56,19.5
nan,20.34,21.7
nan,20.9,20.83
nan,19.58,21.32
nan,18.61,21.89
nan,17.21,25.68
nan,16.47,24.57
nan,17.79,23.23
nan,16.92,22.35
nan,18.42,21.1
nan,18.79,20.21
nan,18.42,19.29
nan,17.68,18.52
nan,16.56,20.14
nan,16.0,20.25
nan,19.33,19.12
nan,19.11,18.47
nan,19.24,17.75
nan,17.98,21.34
nan,17.66,20.66
nan,17.83,20.17
nan,17.17,20.24
nan,17.02,19.46
nan,18.24,18.0
nan,18.87,17.44
nan,18.05,20.62
nan,17.04,23.04
nan,16.42,22.2
nan,15.34,23.8
nan,14.61,23.0
nan,15.08,22.03
nan,14.34,22.45
nan,13.8,23.02
nan,13.06,23.43
nan,12.13,23.65
nan,11.31,22.61
nan,10.48,21.83
nan,10.57,20.87
nan,15.18,18.49
nan,14.27,17.38
nan,13.45,20.37
nan,11.85,27.89
nan,11.05,26.0
nan,9.83,27.59
nan,9.01,25.62
nan,9.37,23.95
nan,8.88,22.53
nan,8.44,21.41
nan,10.32,19.94
nan,12.09,19.09
nan,10.83,25.3
nan,14.89,21.99
nan,17.04,20.39
nan,16.39,19.61
nan,17.41,18.33
nan,16.4,17.26
nan,20.56,14.92
nan,19.34,14.04
nan,24.4,12.56
nan,25.67,11.9
nan,24.06,14.2
nan,22.71,14.33
nan,20.4,16.91
nan,19.43,16.11
nan,18.33,18.3
nan,17.24,20.19
nan,16.23,19.33
nan,20.89,17.62
nan,19.89,16.78
nan,19.45,15.97
nan,18.63,15.3
nan,17.86,17.05
nan,17.15,16.91
nan,16.31,17.25
nan,20.13,15.45
nan,19.28,14.8
nan,19.49,14.09
nan,18.88,14.5
nan,21.61,13.45
nan,22.65,12.75
nan,24.75,11.94
nan,24.96,11.43
nan,27.09,10.32
nan,37.55,8.8
nan,34.68,8.13
nan,31.31,11.73
nan,29.19,12.03
nan,30.1,11.22
nan,27.55,15.9
nan,28.28,14.57
nan,26.21,13.33
nan,25.16,12.8
nan,27.36,11.86
nan,31.46,10.7
nan,32.01,10.02
nan,30.48,9.54
nan,29.21,9.57
nan,28.17,10.2
nan,32.38,8.92
nan,31.6,8.27
nan,30.16,8.28
nan,32.86,7.54
nan,35.77,7.05
nan,34.1,7.12
nan,33.77,6.74
nan,31.89,9.53
nan,28.73,17.46
nan,26.48,18.03
nan,25.01,16.99
nan,26.59,15.99
nan,25.8,14.74
nan,28.67,13.08
nan,27.61,12.32
nan,28.4,11.63
nan,30.47,10.63
nan,29.3,10.22
nan,27.02,13.09
nan,25.57,12.39
nan,23.85,13.8
nan,27.53,12.83
nan,27.74,12.26
nan,28.43,11.47
nan,33.54,10.54
nan,33.81,9.82
nan,30.12,14.22
nan,27.19,14.96
nan,25.31,14.47
nan,25.65,13.5
nan,27.12,12.19
nan,25.6,11.51
nan,20.14,18.95
nan,17.86,21.04
nan,18.67,19.6
nan,19.09,18.15
nan,17.42,19.92
nan,16.53,18.9
nan,14.5,23.9
nan,13.19,26.95
nan,12.59,25.16
nan,13.1,24.31
nan,16.2,22.44
nan,16.12,21.07
nan,18.72,20.01
nan,17.74,19.74
nan,16.17,22.07
nan,15.11,22.1
nan,14.3,21.49
nan,13.04,22.33
nan,12.36,21.17
nan,16.73,19.87
nan,17.34,19.07
nan,16.52,20.72
nan,19.18,19.0
nan,19.2,18.09
nan,19.12,17.09
nan,17.67,18.25
nan,16.57,17.27
nan,16.88,16.45
nan,21.21,15.03
nan,21.68,13.92
nan,20.78,13.23
nan,19.54,13.72
nan,18.12,15.82
nan,17.53,15.31
nan,15.96,20.1
nan,14.92,19.99
nan,15.95,19.07
nan,17.33,18.28
nan,17.27,17.35
nan,21.02,15.82
nan,27.56,14.22
nan,31.26,11.88
nan,28.21,10.46
nan,28.2,9.82
nan,26.5,12.77
nan,24.29,16.06
nan,25.7,15.07
nan,24.95,14.39
nan,26.48,13.59
nan,27.42,12.65
nan,26.97,11.79
nan,31.83,10.99
nan,29.16,12.22
nan,27.7,11.61
nan,30.48,10.87
nan,31.42,9.77
nan,30.58,9.13
nan,28.46,12.86
nan,26.89,13.72
nan,25.06,14.37
nan,22.94,18.29
nan,23.22,17.7
nan,24.36,16.17
nan,20.97,24.99
nan,18.56,26.34
nan,16.16,25.32
nan,15.23,25.75
nan,15.85,24.57
nan,14.12,29.39
nan,13.25,27.56
nan,12.67,26.15
nan,16.39,23.99
nan,20.69,22.5
nan,21.8,21.39
nan,20.34,22.21
nan,18.82,25.09
nan,17.11,25.65
nan,15.59,25.16
nan,14.57,26.18
nan,13.17,30.53
nan,11.83,30.03
nan,11.12,28.22
nan,12.04,26.58
nan,12.58,25.1
nan,11.36,26.33
nan,12.7,25.44
nan,14.25,23.75
nan,16.68,22.67
nan,15.67,22.12
nan,14.72,23.58
nan,13.77,25.68
nan,12.86,26.06
nan,14.1,23.77
nan,15.74,22.45
nan,19.14,20.68
nan,19.9,19.3
nan,19.08,18.51
nan,17.86,19.37
nan,17.56,17.81
nan,17.76,17.32
nan,45.47,10.69
nan,47.91,8.23
nan,43.3,7.44
nan,41.43,6.98
nan,37.67,8.52
nan,35.17,11.88
nan,32.95,11.13
nan,31.68,10.7
nan,37.28,9.55
nan,38.13,8.9
nan,37.66,8.38
nan,44.11,7.1
nan,45.11,6.49
nan,42.16,8.93
nan,39.86,10.18
nan,39.19,9.31
nan,38.26,8.86
nan,38.54,8.37
nan,40.7,7.46
nan,38.51,7.06
nan,35.06,11.55
nan,32.28,14.9
nan,30.02,16.85
nan,28.46,15.61
nan,25.34,16.98
nan,22.97,16.47
nan,23.8,15.77
nan,25.13,14.94
nan,23.28,15.77
nan,22.07,14.95
nan,23.64,13.76
nan,22.74,13.23
nan,22.89,12.45
nan,22.1,12.02
nan,20.78,15.46
nan,19.73,16.51
nan,18.44,16.57
nan,17.63,16.43
nan,19.01,15.69
nan,18.06,15.81
nan,16.95,19.48
nan,16.99,18.48
nan,18.16,17.59
nan,19.92,16.73
nan,18.85,17.1
nan,18.58,16.37
nan,20.83,14.98
nan,20.0,15.57
nan,16.42,27.99
nan,15.48,26.39
nan,13.93,28.08
nan,12.27,33.29
nan,11.21,30.41
nan,12.02,28.88
nan,12.62,27.76
nan,11.79,28.28
nan,10.96,26.71
nan,10.33,25.56
nan,11.69,24.8
nan,11.11,24.56
nan,10.07,29.13
nan,9.57,27.69
nan,10.43,26.34
nan,12.81,25.1
nan,12.16,24.9
nan,13.57,23.49
nan,12.76,22.69
nan,16.82,20.84
nan,22.56,18.78
nan,22.71,17.54
nan,22.22,16.56
nan,34.2,13.8
nan,31.6,12.75
nan,30.64,12.06
nan,28.04,13.15
nan,26.13,16.13
nan,27.57,15.12
nan,26.61,14.39
nan,28.15,12.35
nan,26.2,15.37
nan,27.39,14.25
nan,29.58,13.58
nan,33.79,12.2
nan,31.43,11.76
nan,29.43,11.01
nan,27.78,13.78
nan,26.08,16.87
nan,25.09,16.23
nan,23.36,17.8
nan,22.12,16.86
nan,22.95,15.88
nan,22.11,15.82
nan,24.33,15.16
nan,25.46,14.07
nan,23.83,13.17
nan,24.5,12.49
nan,20.49,24.63
nan,19.26,23.14
nan,25.07,21.06
nan,24.01,20.17
nan,22.01,23.62
nan,21.22,22.77
nan,22.12,21.6
nan,25.82,20.31
nan,24.94,19.61
nan,23.07,22.83
nan,22.1,21.88
nan,23.51,20.93
nan,23.99,19.88
nan,25.1,18.83
nan,24.11,19.23
nan,22.55,20.41
nan,21.33,19.31
nan,19.27,23.37
nan,17.3,25.3
nan,17.08,23.79
nan,15.86,26.8
nan,14.51,29.25
nan,15.32,25.99
nan,14.31,24.27
nan,13.58,23.03
nan,15.9,21.91
nan,16.08,20.53
nan,15.2,20.96
nan,14.67,20.22
nan,14.78,19.24
nan,14.17,19.18
nan,18.45,17.45
nan,17.44,16.49
nan,17.0,15.83
nan,20.72,14.39
nan,19.84,13.46
nan,18.91,12.83
nan,18.13,13.52
nan,19.19,12.68
nan,32.04,10.36
nan,34.09,9.23
nan,31.76,8.6
nan,29.34,9.53
nan,29.36,8.86
nan,29.91,8.43
nan,28.44,10.62
nan,33.01,9.68
nan,29.0,13.81
nan,26.89,13.98
nan,24.29,16.63
nan,23.99,15.39
nan,22.85,14.48
nan,21.72,15.97
nan,21.78,15.12
nan,21.69,14.37
nan,21.6,13.82
nan,23.04,12.77
nan,21.32,14.36
nan,19.75,14.29
nan,17.14,21.02
nan,12.82,36.02
nan,11.93,33.51
nan,10.86,33.92
nan,10.24,31.99
nan,11.15,30.56
nan,13.45,28.71
nan,15.87,26.83
nan,15.02,25.4
nan,15.8,23.88
nan,16.32,22.89
nan,15.2,23.26
nan,16.14,22.19
nan,14.94,24.12
nan,14.17,22.88
nan,19.54,21.26
nan,21.27,20.29
nan,20.37,20.11
nan,19.95,19.16
nan,19.81,18.33
nan,18.24,21.13
nan,16.7,25.06
nan,16.64,23.16
nan,14.79,29.98
nan,17.73,27.51
nan,20.94,25.82
nan,28.68,22.29
nan,29.32,20.11
nan,27.66,20.03
nan,25.64,23.04
nan,24.31,21.39
nan,23.37,20.39
nan,22.48,19.43
nan,21.03,19.87
nan,20.02,19.5
nan,30.87,15.17
nan,28.04,13.78
nan,26.03,14.34
nan,25.09,13.54
nan,22.27,19.99
nan,21.24,19.06
nan,19.37,20.91
nan,19.56,19.99
nan,18.4,20.42
nan,17.81,19.5
nan,20.37,18.21
nan,20.76,17.54
nan,22.52,16.55
nan,21.37,16.65
nan,28.07,14.9
nan,26.5,14.46
nan,26.26,13.17
nan,24.86,12.47
nan,31.84,11.13
nan,34.29,9.97
nan,32.35,9.3
nan,33.9,8.67
nan,31.8,8.13
nan,30.58,7.66
nan,28.25,10.35
nan,26.27,12.0
nan,25.4,11.37
nan,27.26,10.59
nan,25.41,11.83
nan,24.46,11.38
nan,26.96,10.79
nan,30.55,9.62
nan,30.24,9.02
nan,29.08,8.44
nan,27.53,9.39
nan,26.19,8.87
nan,26.43,8.44
nan,25.31,9.01
nan,24.07,9.69
nan,23.48,9.15
nan,22.11,11.59
nan,22.83,11.17
nan,21.7,12.64
nan,19.5,18.62
nan,19.01,17.14
nan,17.99,17.29
nan,18.54,16.23
nan,17.12,20.14
nan,15.55,21.23
nan,19.06,19.22
nan,20.68,17.64
nan,18.68,17.88
nan,17.24,16.51
nan,16.57,15.85
nan,16.69,15.03
nan,15.86,15.31
nan,14.65,16.31
nan,15.11,15.66
nan,14.18,18.39
nan,13.39,18.79
nan,12.5,18.32
nan,11.59,20.88
nan,10.61,25.22
nan,12.4,24.18
nan,11.36,26.0
nan,11.24,24.56
nan,14.4,23.48
nan,14.96,22.65
nan,19.34,20.53
nan,26.72,18.39
nan,25.62,17.44
nan,24.22,18.51
nan,23.03,18.88
nan,22.99,17.39
nan,27.12,15.81
nan,31.32,13.54
nan,38.32,11.49
nan,35.04,10.51
nan,39.09,9.4
nan,38.18,8.12
nan,34.58,7.36
nan,37.63,6.57
nan,35.19,7.92
nan,34.83,7.41
nan,36.19,6.56
nan,34.91,6.13
nan,33.37,5.86
nan,30.79,10.22
nan,28.81,9.56
nan,27.61,9.16
nan,26.51,8.8
nan,24.3,12.27
nan,23.0,11.62
nan,21.74,12.71
nan,24.46,11.7
nan,27.81,10.88
nan,37.07,9.3
nan,34.69,8.71
nan,30.22,15.66
nan,27.29,17.48
nan,26.95,16.17
nan,29.66,15.1
nan,28.64,14.58
nan,27.15,14.72
nan,25.81,15.48
nan,24.15,17.68
nan,18.73,34.08
nan,17.42,31.71
nan,16.53,30.09
nan,18.18,28.4
nan,20.35,27.33
nan,21.47,25.83
nan,20.08,26.72
nan,21.48,25.55
nan,20.7,27.26
nan,19.18,29.15
nan,18.37,26.67
nan,19.19,25.37
nan,26.53,22.49
nan,25.54,21.65
nan,23.39,25.88
nan,22.59,25.0
nan,23.4,23.28
nan,23.56,22.31
nan,24.03,20.48
nan,23.0,19.61
nan,26.45,17.61
nan,25.77,16.78
nan,23.61,20.26
nan,21.8,21.66
nan,20.23,22.69
nan,19.16,21.49
nan,16.68,27.51
nan,15.06,26.98
nan,12.51,28.23
nan,11.11,25.09
nan,10.06,28.09
nan,10.38,26.35
nan,9.81,24.81
nan,10.53,22.94
nan,9.49,22.66
nan,8.42,28.31
nan,7.43,31.24
nan,8.08,29.27
nan,6.93,37.32
nan,6.03,36.21
nan,4.25,47.19
nan,5.59,43.71
nan,5.28,41.28
nan,4.92,42.37
nan,4.46,40.29
nan,5.57,38.66
nan,8.5,36.84
nan,10.75,34.48
nan,10.53,32.29
