time,open,volume
1606262400000,1.18977,5439
1606266000000,1.18968,7438
1606269600000,1.18982,6839
1606273200000,1.19047,5555
1606276800000,1.19065,4217
1606280400000,1.19043,7103
1606284000000,1.18979,7289
1606287600000,1.18977,12638
1606291200000,1.19069,23289
1606294800000,1.191,17114
1606298400000,1.19047,11064
1606302000000,1.18945,11681
1606305600000,1.18823,8724
1606309200000,1.18957,14935
1606312800000,1.19044,17268
1606316400000,1.19076,21765
1606320000000,1.19019,15025
1606323600000,1.19073,8743
1606327200000,1.19157,5829
1606330800000,1.19159,8009
1606334400000,1.19154,5731
1606338000000,1.19236,2634
1606341600000,1.19118,1473
1606345200000,1.19144,1612
1606348800000,1.19166,3289
1606352400000,1.19223,3680
1606356000000,1.19267,3455
1606359600000,1.19273,3189
1606363200000,1.19236,3082
1606366800000,1.19243,3946
1606370400000,1.19261,4585
1606374000000,1.19349,7014
1606377600000,1.19262,13456
1606381200000,1.19155,11784
1606384800000,1.19036,9060
1606388400000,1.19077,7286
1606392000000,1.19029,9123
1606395600000,1.18959,6527
1606399200000,1.18981,7689
1606402800000,1.19007,7630
1606406400000,1.19009,5228
1606410000000,1.19091,3938
1606413600000,1.19131,1226
1606417200000,1.19136,1714
1606420800000,1.19147,1576
1606424400000,1.19125,2424
1606428000000,1.19123,824
1606431600000,1.19093,1728
1606435200000,1.1911,2760
1606438800000,1.19137,4203
1606442400000,1.19136,3132
1606446000000,1.19148,3961
1606449600000,1.19237,2025
1606453200000,1.19245,2643
1606456800000,1.19268,3535
1606460400000,1.19247,7523
1606464000000,1.19275,10554
1606467600000,1.19311,8889
1606471200000,1.19228,8415
1606474800000,1.19232,7729
1606478400000,1.19226,8142
1606482000000,1.19247,11961
1606485600000,1.19366,12722
1606489200000,1.19433,14216
1606492800000,1.19444,13558
1606496400000,1.19538,5969
1606500000000,1.19566,2046
1606503600000,1.19559,2367
1606507200000,1.19575,2053
1606510800000,1.19607,2841
1606687200000,1.19605,848
1606690800000,1.1966,4469
1606694400000,1.19721,5127
1606698000000,1.19707,5311
1606701600000,1.1974,4599
1606705200000,1.19687,3961
1606708800000,1.19683,3142
1606712400000,1.19681,4814
1606716000000,1.19721,5519
1606719600000,1.19632,9507
1606723200000,1.19739,14214
1606726800000,1.19779,11804
1606730400000,1.19846,8220
1606734000000,1.19847,7115
1606737600000,1.19877,11223
1606741200000,1.19764,13325
1606744800000,1.19864,16176
1606748400000,1.19947,34581
1606752000000,1.19636,25796
1606755600000,1.19476,14574
1606759200000,1.19544,6832
1606762800000,1.1952,6914
1606766400000,1.19473,8127
1606770000000,1.19275,4236
1606773600000,1.19232,2149
1606777200000,1.19292,3660
1606780800000,1.19374,3486
1606784400000,1.19433,4803
1606788000000,1.19494,5156
1606791600000,1.19561,4123
1606795200000,1.19576,2846
1606798800000,1.19576,2932
1606802400000,1.19571,3686
1606806000000,1.19573,9320
1606809600000,1.19687,14011
1606813200000,1.19801,15404
1606816800000,1.19807,9954
1606820400000,1.19686,12324
1606824000000,1.197,9814
1606827600000,1.19672,12716
1606831200000,1.19923,16678
1606834800000,1.19944,34282
1606838400000,1.20313,26436
1606842000000,1.20377,12269
1606845600000,1.20452,7254
1606849200000,1.20436,6986
1606852800000,1.20478,9409
1606856400000,1.20719,4641
1606860000000,1.20674,1981
1606863600000,1.20712,3297
1606867200000,1.20707,4297
1606870800000,1.20667,7637
1606874400000,1.20684,6121
1606878000000,1.20736,4930
1606881600000,1.20823,3848
1606885200000,1.20751,5710
1606888800000,1.20683,5221
1606892400000,1.2065,15404
1606896000000,1.20689,25922
1606899600000,1.20484,15658
1606903200000,1.20534,11270
1606906800000,1.20493,11040
1606910400000,1.20516,17160
1606914000000,1.20595,20501
1606917600000,1.20661,22961
1606921200000,1.20826,27763
1606924800000,1.20783,14238
1606928400000,1.20928,9516
1606932000000,1.20935,4981
1606935600000,1.20931,8285
1606939200000,1.20997,4210
1606942800000,1.21017,4844
1606946400000,1.21134,2041
1606950000000,1.21123,2621
1606953600000,1.2114,4634
1606957200000,1.21057,5470
1606960800000,1.21132,4776
1606964400000,1.21201,4364
1606968000000,1.21239,3518
1606971600000,1.21174,3814
1606975200000,1.21195,5091
1606978800000,1.21179,12443
1606982400000,1.21227,19719
1606986000000,1.21216,14723
1606989600000,1.21116,13369
1606993200000,1.21156,13691
1606996800000,1.2129,17703
1607000400000,1.21555,17741
1607004000000,1.21511,23165
1607007600000,1.21598,20089
1607011200000,1.21613,15247
1607014800000,1.21512,10795
1607018400000,1.21463,7758
1607022000000,1.21395,6752
1607025600000,1.21426,7793
1607029200000,1.21455,3307
1607032800000,1.21393,2414
1607036400000,1.21431,2985
1607040000000,1.21451,5056
1607043600000,1.21497,7161
1607047200000,1.21439,5079
1607050800000,1.21447,4120
1607054400000,1.21454,3230
1607058000000,1.2142,4510
1607061600000,1.21502,6157
1607065200000,1.21554,10835
1607068800000,1.21533,15447
1607072400000,1.21606,16104
1607076000000,1.21668,15873
1607079600000,1.21752,14375
1607083200000,1.21685,13920
1607086800000,1.21585,30681
1607090400000,1.21459,25035
1607094000000,1.21566,24051
1607097600000,1.214,12024
1607101200000,1.21412,7017
1607104800000,1.21438,5401
1607108400000,1.21418,7962
1607112000000,1.21373,8557
1607115600000,1.21273,5435
1607292000000,1.213,1543
1607295600000,1.21279,4054
1607299200000,1.21201,6439
1607302800000,1.21278,6694
1607306400000,1.21352,5692
1607310000000,1.21366,3542
1607313600000,1.21345,2465
1607317200000,1.21325,2745
1607320800000,1.21318,5459
1607324400000,1.21292,10544
1607328000000,1.21211,26203
1607331600000,1.20971,18288
1607335200000,1.20931,14408
1607338800000,1.21085,14421
1607342400000,1.21129,12633
1607346000000,1.21183,18219
1607349600000,1.21372,19467
1607353200000,1.21508,18078
1607356800000,1.21326,12024
1607360400000,1.21385,8720
1607364000000,1.21332,15052
1607367600000,1.21249,9025
1607371200000,1.21194,6998
1607374800000,1.21084,2668
1607378400000,1.2106,1854
1607382000000,1.21099,2043
1607385600000,1.21095,4630
1607389200000,1.21077,6347
1607392800000,1.2107,4402
1607396400000,1.21116,3706
1607400000000,1.21143,3798
1607403600000,1.21144,3304
1607407200000,1.21184,5211
1607410800000,1.21157,10208
1607414400000,1.21128,19594
1607418000000,1.21251,13647
1607421600000,1.2129,12815
1607425200000,1.21137,14377
1607428800000,1.21075,14050
1607432400000,1.21147,25649
1607436000000,1.21181,24404
1607439600000,1.21246,26386
1607443200000,1.21135,12235
1607446800000,1.21108,7426
1607450400000,1.21152,7498
1607454000000,1.21022,5236
1607457600000,1.21037,4291
1607461200000,1.21068,2591
1607464800000,1.21012,1614
1607468400000,1.21045,2739
1607472000000,1.21096,4254
1607475600000,1.21117,4248
1607479200000,1.21114,4184
1607482800000,1.21199,4664
1607486400000,1.21212,4190
1607490000000,1.21289,3609
1607493600000,1.21312,8028
1607497200000,1.21388,7601
1607500800000,1.21292,15332
1607504400000,1.21363,11429
1607508000000,1.21256,16153
1607511600000,1.21211,13747
1607515200000,1.21129,12311
1607518800000,1.21096,11432
1607522400000,1.21205,18776
1607526000000,1.2099,23664
1607529600000,1.2083,14710
1607533200000,1.20797,13708
1607536800000,1.20725,10640
1607540400000,1.20617,8579
1607544000000,1.20728,8053
1607547600000,1.20801,2971
1607551200000,1.20783,1144
1607554800000,1.20798,1943
1607558400000,1.20785,5193
1607562000000,1.2082,5307
1607565600000,1.20817,5853
1607569200000,1.20893,5254
1607572800000,1.20935,3788
1607576400000,1.20993,3891
1607580000000,1.20962,4578
1607583600000,1.20878,10783
1607587200000,1.20902,13817
1607590800000,1.20905,15038
1607594400000,1.21061,10820
1607598000000,1.20971,10336
1607601600000,1.20896,24720
1607605200000,1.21111,34809
1607608800000,1.21257,43580
1607612400000,1.21526,31129
1607616000000,1.21326,19295
1607619600000,1.21169,13024
1607623200000,1.21203,12065
1607626800000,1.21254,8304
1607630400000,1.21336,8101
1607634000000,1.21428,3753
1607637600000,1.21339,1536
1607641200000,1.21406,2689
1607644800000,1.21434,5446
1607648400000,1.21449,8365
1607652000000,1.21557,5267
1607655600000,1.21574,5734
1607659200000,1.21578,3448
1607662800000,1.21555,4071
1607666400000,1.21552,5438
1607670000000,1.21567,11581
1607673600000,1.21308,19588
1607677200000,1.21257,15772
1607680800000,1.21175,15215
1607684400000,1.21195,13671
1607688000000,1.21219,11608
1607691600000,1.21264,16546
1607695200000,1.21156,19182
1607698800000,1.2117,21055
1607702400000,1.21069,11043
1607706000000,1.21122,9537
1607709600000,1.21167,5700
1607713200000,1.21162,6898
1607716800000,1.21132,5306
1607720400000,1.21175,5752
1607896800000,1.2135,1900
1607900400000,1.21338,3643
1607904000000,1.21332,7302
1607907600000,1.21209,6244
1607911200000,1.21291,4891
1607914800000,1.21319,3466
1607918400000,1.21325,2414
1607922000000,1.21332,3861
1607925600000,1.21406,4871
1607929200000,1.21434,8971
1607932800000,1.21533,13515
1607936400000,1.21438,10796
1607940000000,1.21577,9812
1607943600000,1.21507,9902
1607947200000,1.21552,12011
1607950800000,1.21575,12262
1607954400000,1.21715,19991
1607958000000,1.21641,28163
1607961600000,1.21249,10667
1607965200000,1.21446,8645
1607968800000,1.21575,6233
1607972400000,1.21506,4517
1607976000000,1.21468,4533
1607979600000,1.21474,4222
1607983200000,1.21431,407
1607986800000,1.21446,3052
1607990400000,1.21485,5760
1607994000000,1.21573,6815
1607997600000,1.21599,5821
1608001200000,1.2159,4976
1608004800000,1.2152,3552
1608008400000,1.21466,5713
1608012000000,1.21547,4724
1608015600000,1.21483,8657
1608019200000,1.21369,13405
1608022800000,1.21431,12758
1608026400000,1.21578,9405
1608030000000,1.21587,10977
1608033600000,1.21603,13217
1608037200000,1.21251,19390
1608040800000,1.21395,18423
1608044400000,1.21436,16576
1608048000000,1.2153,14429
1608051600000,1.21575,6178
1608055200000,1.21609,8536
1608058800000,1.21515,6559
1608062400000,1.21567,4698
1608066000000,1.21608,4215
1608069600000,1.21501,443
1608073200000,1.21501,1953
1608076800000,1.21544,3543
1608080400000,1.21501,4692
1608084000000,1.21511,3576
1608087600000,1.21562,3989
1608091200000,1.21617,2741
1608094800000,1.21647,4382
1608098400000,1.21622,4529
1608102000000,1.21631,11078
1608105600000,1.21546,31060
1608109200000,1.22089,15210
1608112800000,1.22063,10263
1608116400000,1.21967,11227
1608120000000,1.21951,9703
1608123600000,1.21944,16852
1608127200000,1.21877,17268
1608130800000,1.21958,18986
1608134400000,1.21874,12204
1608138000000,1.21747,8051
1608141600000,1.21688,5023
1608145200000,1.21714,38529
1608148800000,1.21623,20183
1608152400000,1.21836,4953
1608156000000,1.21965,608
1608159600000,1.21971,1865
1608163200000,1.21962,5238
1608166800000,1.21944,6048
1608170400000,1.22023,4745
1608174000000,1.22122,3239
1608177600000,1.22107,9890
1608181200000,1.22251,4748
1608184800000,1.22259,4899
1608188400000,1.22309,11824
1608192000000,1.22333,15365
1608195600000,1.22348,12530
1608199200000,1.22325,9958
1608202800000,1.22281,10450
1608206400000,1.22379,12103
1608210000000,1.22483,17024
1608213600000,1.22419,16832
1608217200000,1.22507,20025
1608220800000,1.22452,12518
1608224400000,1.22587,8132
1608228000000,1.22602,8035
1608231600000,1.22674,7689
1608235200000,1.22624,6366
1608238800000,1.22626,4138
1608242400000,1.22659,1021
1608246000000,1.22669,2836
1608249600000,1.22616,5361
1608253200000,1.22548,5880
1608256800000,1.22562,5602
1608260400000,1.22462,4083
1608264000000,1.22464,3726
1608267600000,1.22408,4662
1608271200000,1.22433,6210
1608274800000,1.22532,8490
1608278400000,1.22478,14084
1608282000000,1.22574,12527
1608285600000,1.22496,9491
1608289200000,1.22544,8824
1608292800000,1.22559,12358
1608296400000,1.22544,15317
1608300000000,1.22486,17977
1608303600000,1.22377,20480
1608307200000,1.22348,14790
1608310800000,1.22353,8630
1608314400000,1.22366,5376
1608318000000,1.22422,5791
1608321600000,1.22421,7084
1608325200000,1.22459,4279
1608501600000,1.22209,592
1608505200000,1.22277,6852
1608508800000,1.22118,8673
1608512400000,1.22191,11813
1608516000000,1.22083,11605
1608519600000,1.21893,6377
1608523200000,1.21847,4990
1608526800000,1.2191,8111
1608530400000,1.21914,9446
1608534000000,1.21986,18143
1608537600000,1.2176,30825
1608541200000,1.22172,21368
1608544800000,1.21755,37360
1608548400000,1.21477,23126
1608552000000,1.21621,24178
1608555600000,1.21632,28539
1608559200000,1.21912,23213
1608562800000,1.22087,21531
1608566400000,1.22112,16235
1608570000000,1.22312,13179
1608573600000,1.22361,10507
1608577200000,1.2244,14005
1608580800000,1.22488,9251
1608584400000,1.22322,4939
1608588000000,1.22408,1662
1608591600000,1.22383,4340
1608595200000,1.22347,5777
1608598800000,1.2231,7424
1608602400000,1.22313,4784
1608606000000,1.22326,5181
1608609600000,1.22289,4890
1608613200000,1.2223,5557
1608616800000,1.22185,6705
1608620400000,1.22172,13662
1608624000000,1.22167,16146
1608627600000,1.22218,14916
1608631200000,1.22072,18734
1608634800000,1.22302,13997
1608638400000,1.22437,17591
1608642000000,1.22393,13670
1608645600000,1.22302,19124
1608649200000,1.22072,27541
1608652800000,1.21736,24208
1608656400000,1.21721,11544
1608660000000,1.21745,8819
1608663600000,1.2163,7042
1608667200000,1.21608,6637
1608670800000,1.21569,4590
1608674400000,1.2161,557
1608678000000,1.21638,5347
1608681600000,1.21871,9885
1608685200000,1.21631,11128
1608688800000,1.21773,9728
1608692400000,1.21755,8159
1608696000000,1.219,4954
1608699600000,1.2188,3695
1608703200000,1.2189,4645
1608706800000,1.21839,10855
1608710400000,1.21972,15380
1608714000000,1.21887,11880
1608717600000,1.21938,11592
1608721200000,1.21799,11513
1608724800000,1.21915,10083
1608728400000,1.21824,18170
1608732000000,1.21762,26268
1608735600000,1.2207,27408
1608739200000,1.21843,14713
1608742800000,1.21931,11915
1608746400000,1.21868,8427
1608750000000,1.21816,6569
1608753600000,1.21807,7866
1608757200000,1.21953,5624
1608760800000,1.21831,1027
1608764400000,1.21894,2353
1608768000000,1.21941,7716
1608771600000,1.22023,8989
1608775200000,1.22083,5669
1608778800000,1.22113,5342
1608782400000,1.22093,4477
1608786000000,1.22046,4173
1608789600000,1.22049,4660
1608793200000,1.22072,7218
1608796800000,1.22053,9923
1608800400000,1.22013,8872
1608804000000,1.21915,7760
1608807600000,1.21988,5565
1608811200000,1.21953,6216
1608814800000,1.21884,6685
1608818400000,1.21882,10754
1608822000000,1.21888,11974
1608825600000,1.21823,5485
1608829200000,1.21818,4209
1608832800000,1.2183,3223
1608836400000,1.21804,141
1609106400000,1.21794,28
1609110000000,1.21844,6157
1609113600000,1.22039,12102
1609117200000,1.21923,9444
1609120800000,1.22048,6876
1609124400000,1.22087,5400
1609128000000,1.22128,3169
1609131600000,1.22103,4942
1609135200000,1.22235,6813
1609138800000,1.22249,6732
1609142400000,1.22309,10351
1609146000000,1.22392,12134
1609149600000,1.22486,18832
1609153200000,1.22134,12946
1609156800000,1.21947,11424
1609160400000,1.22083,13226
1609164000000,1.2213,15164
1609167600000,1.22319,14161
1609171200000,1.22148,11630
1609174800000,1.22131,9893
1609178400000,1.22063,5973
1609182000000,1.22085,5811
1609185600000,1.22067,5645
1609189200000,1.22132,3479
1609192800000,1.22137,1278
1609196400000,1.22079,3742
1609200000000,1.22196,7546
1609203600000,1.22254,5977
1609207200000,1.22273,6903
1609210800000,1.22337,5807
1609214400000,1.2242,4925
1609218000000,1.22397,4164
1609221600000,1.22362,3917
1609225200000,1.22424,8362
1609228800000,1.22403,11044
1609232400000,1.22453,10599
1609236000000,1.22498,10636
1609239600000,1.22492,10006
1609243200000,1.22489,10745
1609246800000,1.22561,11741
1609250400000,1.22536,14381
1609254000000,1.22672,21418
1609257600000,1.22439,14957
1609261200000,1.22518,10183
1609264800000,1.22415,8233
1609268400000,1.2246,8207
1609272000000,1.22514,7665
1609275600000,1.22501,2844
1609279200000,1.22464,420
1609282800000,1.22524,3560
1609286400000,1.22521,8388
1609290000000,1.22684,14371
1609293600000,1.22908,6261
1609297200000,1.2287,5236
1609300800000,1.22829,3359
1609304400000,1.22851,5028
1609308000000,1.22849,5234
1609311600000,1.22816,8813
1609315200000,1.22672,16456
1609318800000,1.22587,12143
1609322400000,1.22686,10639
1609326000000,1.22792,9418
1609329600000,1.22733,12242
1609333200000,1.22896,13635
1609336800000,1.22913,24469
1609340400000,1.22967,22964
1609344000000,1.23008,15420
1609347600000,1.22791,8166
1609351200000,1.22884,4964
1609354800000,1.22909,6100
1609358400000,1.22884,5521
1609362000000,1.22918,3522
1609365600000,1.22927,1139
1609369200000,1.22955,2187
1609372800000,1.22984,4298
1609376400000,1.23065,6110
1609380000000,1.23066,5933
1609383600000,1.22896,5045
1609387200000,1.2291,3225
1609390800000,1.22867,3925
1609394400000,1.22896,3986
1609398000000,1.22914,8604
1609401600000,1.22964,13456
1609405200000,1.23011,17614
1609408800000,1.22791,16319
1609412400000,1.22796,11235
1609416000000,1.22748,10967
1609419600000,1.22718,10316
1609423200000,1.22845,12083
1609426800000,1.22694,24762
1609430400000,1.22384,19851
1609434000000,1.223,11673
1609437600000,1.22252,6982
1609441200000,1.22169,223
1609711200000,1.2239,678
1609714800000,1.22336,9591
1609718400000,1.22499,11034
1609722000000,1.22409,11917
1609725600000,1.22525,10282
1609729200000,1.22539,7880
1609732800000,1.22549,6082
1609736400000,1.2249,7758
1609740000000,1.22552,10659
1609743600000,1.22561,14294
1609747200000,1.22638,21001
1609750800000,1.22813,17193
1609754400000,1.22934,13000
1609758000000,1.22924,12416
1609761600000,1.22932,15642
1609765200000,1.23035,20590
1609768800000,1.2299,25851
1609772400000,1.2289,28646
1609776000000,1.22718,25796
1609779600000,1.22538,18956
1609783200000,1.22528,12381
1609786800000,1.2251,9604
1609790400000,1.22521,9095
1609794000000,1.22491,5200
1609797600000,1.22433,705
1609801200000,1.22503,4263
1609804800000,1.22526,7162
1609808400000,1.22557,7811
1609812000000,1.22571,7369
1609815600000,1.22704,8326
1609819200000,1.22729,6924
1609822800000,1.2269,7454
1609826400000,1.22722,7862
1609830000000,1.22696,14136
1609833600000,1.22583,19555
1609837200000,1.22742,15050
1609840800000,1.22723,12092
1609844400000,1.22772,11926
1609848000000,1.22831,16153
1609851600000,1.22724,18826
1609855200000,1.22624,23601
1609858800000,1.22645,30220
1609862400000,1.22754,22330
1609866000000,1.22945,17733
1609869600000,1.22995,10256
1609873200000,1.22935,8721
1609876800000,1.23035,7894
1609880400000,1.22938,3171
1609884000000,1.22925,780
1609887600000,1.22963,4216
1609891200000,1.22986,18673
1609894800000,1.23089,27953
1609898400000,1.22892,14322
1609902000000,1.22787,15014
1609905600000,1.22859,15311
1609909200000,1.22919,8918
