time,high,low,open,close,volume
1609711200000,1.22407,1.22279,1.2239,1.22336,678
1609714800000,1.22527,1.22302,1.22336,1.22499,9591
1609718400000,1.22499,1.22386,1.22499,1.22409,11034
1609722000000,1.22557,1.224,1.22409,1.22525,11917
1609725600000,1.22585,1.22497,1.22525,1.22539,10282
1609729200000,1.22578,1.22484,1.22539,1.22549,7880
1609732800000,1.22551,1.22437,1.22549,1.2249,6082
1609736400000,1.22593,1.22416,1.2249,1.22552,7758
1609740000000,1.22578,1.22423,1.22552,1.22561,10659
1609743600000,1.22691,1.2254,1.22561,1.22638,14294
1609747200000,1.22863,1.22617,1.22638,1.22813,21001
1609750800000,1.23006,1.22789,1.22813,1.22934,17193
1609754400000,1.22998,1.22896,1.22934,1.22924,13000
1609758000000,1.22996,1.22912,1.22924,1.22932,12416
1609761600000,1.23062,1.22871,1.22932,1.23035,15642
1609765200000,1.23051,1.22863,1.23035,1.2299,20590
1609768800000,1.23099,1.22837,1.2299,1.2289,25851
1609772400000,1.22908,1.22604,1.2289,1.22718,28646
1609776000000,1.22774,1.22525,1.22718,1.22538,25796
1609779600000,1.22613,1.22499,1.22538,1.22528,18956
1609783200000,1.22569,1.22425,1.22528,1.2251,12381
1609786800000,1.22525,1.22437,1.2251,1.22521,9604
1609790400000,1.22524,1.22414,1.22521,1.22491,9095
1609794000000,1.22525,1.22417,1.22491,1.22433,5200
1609797600000,1.22516,1.22411,1.22433,1.22503,705
1609801200000,1.22535,1.22471,1.22503,1.22526,4263
1609804800000,1.22571,1.22473,1.22526,1.22557,7162
1609808400000,1.22629,1.22549,1.22557,1.22571,7811
1609812000000,1.2273,1.2257,1.22571,1.22704,7369
1609815600000,1.22769,1.22677,1.22704,1.22729,8326
1609819200000,1.22729,1.22661,1.22729,1.2269,6924
1609822800000,1.22733,1.22671,1.2269,1.22722,7454
1609826400000,1.22745,1.22665,1.22722,1.22696,7862
1609830000000,1.22711,1.22552,1.22696,1.22583,14136
1609833600000,1.22786,1.22581,1.22583,1.22742,19555
1609837200000,1.22839,1.22685,1.22742,1.22723,15050
1609840800000,1.22843,1.22715,1.22723,1.22772,12092
1609844400000,1.22906,1.22769,1.22772,1.22831,11926
1609848000000,1.22847,1.2266,1.22831,1.22724,16153
1609851600000,1.2276,1.22604,1.22724,1.22624,18826
1609855200000,1.22786,1.2259,1.22624,1.22645,23601
1609858800000,1.22827,1.22541,1.22645,1.22754,30220
1609862400000,1.22966,1.22731,1.22754,1.22945,22330
1609866000000,1.23052,1.22927,1.22945,1.22995,17733
1609869600000,1.23048,1.22927,1.22995,1.22935,10256
1609873200000,1.23041,1.22898,1.22935,1.23035,8721
1609876800000,1.23057,1.22928,1.23035,1.22938,7894
1609880400000,1.22992,1.22896,1.22938,1.22925,3171
1609884000000,1.23015,1.2291,1.22925,1.22963,780
1609887600000,1.23013,1.22945,1.22963,1.22986,4216
1609891200000,1.23269,1.22919,1.22986,1.23089,18673
1609894800000,1.23151,1.22811,1.23089,1.22892,27953
1609898400000,1.22936,1.22768,1.22892,1.22787,14322
1609902000000,1.22951,1.22757,1.22787,1.22859,15014
1609905600000,1.23065,1.22835,1.22859,1.22919,15311
1609909200000,1.23058,1.22917,1.22919,1.22966,8918
1609912800000,1.23218,1.22966,1.22966,1.23166,10435
1609916400000,1.23453,1.23125,1.23166,1.23396,25623
1609920000000,1.23405,1.23223,1.23396,1.23249,24859
1609923600000,1.2339,1.23207,1.23249,1.23385,21338
1609927200000,1.23445,1.23333,1.23385,1.23381,16318
1609930800000,1.23495,1.23335,1.23381,1.23373,17465
1609934400000,1.23495,1.23296,1.23373,1.23401,21940
1609938000000,1.23448,1.23167,1.23401,1.23196,22974
1609941600000,1.23208,1.22925,1.23196,1.23094,38466
1609945200000,1.23177,1.22751,1.23094,1.22822,32852
1609948800000,1.22927,1.22655,1.22822,1.22897,27616
1609952400000,1.23043,1.22852,1.22897,1.2299,13799
1609956000000,1.23175,1.22963,1.2299,1.23098,12263
1609959600000,1.23162,1.22977,1.23098,1.2307,25450
1609963200000,1.23398,1.23068,1.2307,1.23236,25445
1609966800000,1.23313,1.23217,1.23236,1.23237,6738
1609970400000,1.23312,1.23225,1.23237,1.23278,1690
1609974000000,1.234,1.23259,1.23278,1.23383,5233
1609977600000,1.23445,1.23301,1.23383,1.23326,9661
1609981200000,1.23371,1.23281,1.23326,1.23305,9310
1609984800000,1.23324,1.23189,1.23305,1.23245,10935
1609988400000,1.23286,1.23235,1.23245,1.23275,5564
1609992000000,1.23314,1.2324,1.23275,1.23247,5263
1609995600000,1.23254,1.23108,1.23247,1.23127,7104
1609999200000,1.23249,1.23073,1.23127,1.23205,8931
1610002800000,1.23257,1.2308,1.23205,1.23111,15447
1610006400000,1.23171,1.22926,1.23111,1.22942,25486
1610010000000,1.22958,1.2264,1.22942,1.22687,25733
1610013600000,1.22744,1.22451,1.22687,1.22495,23119
1610017200000,1.22664,1.22477,1.22495,1.22568,17269
1610020800000,1.22733,1.22507,1.22568,1.22674,15484
1610024400000,1.22786,1.22618,1.22674,1.22685,20728
1610028000000,1.22828,1.22533,1.22685,1.2259,33555
1610031600000,1.22678,1.22465,1.2259,1.22593,35203
1610035200000,1.22774,1.22589,1.22593,1.22638,19916
1610038800000,1.22714,1.22548,1.22638,1.22656,12877
1610042400000,1.22791,1.22629,1.22656,1.22742,10013
1610046000000,1.22756,1.2264,1.22742,1.22678,9587
1610049600000,1.22718,1.22632,1.22678,1.22657,8278
1610053200000,1.22769,1.22629,1.22657,1.22697,4776
1610056800000,1.22706,1.22614,1.22697,1.22647,1273
1610060400000,1.22719,1.22636,1.22647,1.22689,4886
1610064000000,1.22725,1.22567,1.22689,1.22578,8661
1610067600000,1.22601,1.22351,1.22578,1.22482,15928
1610071200000,1.22605,1.22454,1.22482,1.22599,9374
1610074800000,1.22648,1.22587,1.22599,1.22619,7683
1610078400000,1.22634,1.22563,1.22619,1.22632,5620
1610082000000,1.22681,1.22569,1.22632,1.22579,7685
1610085600000,1.22682,1.22575,1.22579,1.22633,7242
1610089200000,1.2269,1.22323,1.22633,1.22389,15250
1610092800000,1.22389,1.22133,1.22389,1.22237,27601
1610096400000,1.22408,1.22175,1.22237,1.224,18771
1610100000000,1.22447,1.22362,1.224,1.22393,12719
1610103600000,1.22536,1.22326,1.22393,1.22505,13539
1610107200000,1.22527,1.22454,1.22505,1.22485,14687
1610110800000,1.22848,1.22345,1.22485,1.22709,38156
1610114400000,1.22836,1.22431,1.22709,1.22496,35898
1610118000000,1.22582,1.22222,1.22496,1.22552,35070
1610121600000,1.22634,1.22366,1.22552,1.22517,32389
1610125200000,1.22532,1.22241,1.22517,1.22287,18533
1610128800000,1.22289,1.2193,1.22287,1.2195,17320
1610132400000,1.22178,1.2195,1.2195,1.22148,12271
1610136000000,1.22266,1.22119,1.22148,1.2226,8162
1610139600000,1.22273,1.22146,1.2226,1.22189,4525
1610316000000,1.22251,1.22127,1.22175,1.22149,270
