conversion_line,base_line,lagging_span,leading_line1,leading_line2
1.22343,1.22343,1.22526,0,0
1.22403,1.22403,1.22557,0,0
1.22403,1.22403,1.22571,0,0
1.22418,1.22418,1.22704,0,0
1.22432,1.22432,1.22729,0,0
1.22432,1.22432,1.2269,0,0
1.22432,1.22432,1.22722,0,0
1.22436,1.22436,1.22696,0,0
1.22436,1.22436,1.22583,0,0
1.22497,1.22485,1.22742,0,0
1.22624,1.22571,1.22723,0,0
1.22703,1.22642,1.22772,0,0
1.22711,1.22642,1.22831,0,0
1.22711,1.22642,1.22724,0,0
1.22739,1.2267,1.22624,0,0
1.22739,1.2267,1.22645,0,0
1.22761,1.22689,1.22754,0,0
1.22819,1.22689,1.22945,0,0
1.22812,1.22689,1.22995,0,0
1.22799,1.22689,1.22935,0,0
1.22762,1.22689,1.23035,0,0
1.22762,1.22689,1.22938,0,0
1.22756,1.22689,1.22925,0,0
1.22756,1.22689,1.22963,0,0
1.22755,1.22689,1.22986,0,0
1.2266,1.22689,1.23089,1.22343,1.22343
1.22593,1.22701,1.22892,1.22403,1.22403
1.2252,1.22742,1.22787,1.22403,1.22403
1.2257,1.2275,1.22859,1.22418,1.22418
1.2259,1.22755,1.22919,1.22432,1.22432
1.2259,1.22755,1.22966,1.22432,1.22432
1.2259,1.22755,1.23166,1.22432,1.22432
1.2259,1.22755,1.23396,1.22436,1.22436
1.2262,1.22755,1.23249,1.22436,1.22436
1.22629,1.22755,1.23385,1.22491,1.22485
1.22694,1.22755,1.23381,1.22598,1.22571
1.22697,1.22755,1.23373,1.22673,1.22642
1.22729,1.22755,1.23401,1.22677,1.22642
1.22729,1.22755,1.23196,1.22677,1.22642
1.22729,1.22755,1.23094,1.22705,1.2267
1.22729,1.22755,1.22822,1.22705,1.2267
1.22724,1.22755,1.22897,1.22725,1.22689
1.22754,1.22688,1.2299,1.22754,1.22689
1.22797,1.22732,1.23098,1.2275,1.22689
1.22797,1.22732,1.2307,1.22744,1.22689
1.22797,1.22732,1.23236,1.22726,1.22689
1.22799,1.22734,1.23237,1.22726,1.22689
1.22799,1.22734,1.23278,1.22723,1.22689
1.22799,1.22734,1.23383,1.22723,1.22689
1.22799,1.22734,1.23326,1.22722,1.22689
1.23,1.2287,1.23305,1.22674,1.22689
1.2304,1.22871,1.23245,1.22647,1.22689
1.23019,1.22905,1.23275,1.22631,1.22689
1.23013,1.22905,1.23247,1.2266,1.22689
1.23013,1.22905,1.23127,1.22672,1.22689
1.23013,1.22905,1.23205,1.22672,1.22689
1.23013,1.22905,1.23111,1.22672,1.22689
1.23105,1.22997,1.22942,1.22672,1.22689
1.23105,1.22997,1.22687,1.22688,1.22689
1.23105,1.22997,1.22495,1.22692,1.22689
1.23105,1.22997,1.22568,1.22724,1.22689
1.23126,1.23018,1.22674,1.22726,1.22689
1.23165,1.23018,1.22685,1.22742,1.22689
1.23206,1.23018,1.2259,1.22742,1.22689
1.2321,1.23018,1.22593,1.22742,1.22689
1.23123,1.23018,1.22638,1.22742,1.22689
1.23075,1.23018,1.22656,1.22739,1.22689
1.23075,1.23075,1.22742,1.22721,1.22689
1.23075,1.23075,1.22678,1.22764,1.22689
1.23075,1.23075,1.22657,1.22764,1.22689
1.23075,1.23075,1.22697,1.22764,1.22689
1.23052,1.23075,1.22647,1.22766,1.22689
1.23027,1.23075,1.22689,1.22766,1.22689
1.23028,1.23075,1.22578,1.22766,1.22689
1.2305,1.23075,1.22482,1.22766,1.22689
1.23149,1.23075,1.22599,1.22935,1.22774
1.23204,1.23075,1.22619,1.22956,1.22774
1.23211,1.23075,1.22632,1.22962,1.22785
1.23257,1.23075,1.22579,1.22959,1.22828
1.23277,1.23075,1.22633,1.22959,1.22834
1.23259,1.23075,1.22389,1.22959,1.2284
1.23259,1.23075,1.22237,1.22959,1.2284
1.23185,1.23075,1.224,1.23051,1.22932
1.23006,1.23068,1.22393,1.23051,1.22932
1.22888,1.22973,1.22505,1.23051,1.22932
1.22882,1.22973,1.22485,1.23051,1.22932
1.22882,1.22973,1.22709,1.23072,1.22953
1.22854,1.22973,1.22496,1.23092,1.22953
1.22854,1.2295,1.22552,1.23112,1.22953
1.22854,1.22948,1.22517,1.23114,1.22953
1.22811,1.22948,1.22287,1.2307,1.22953
1.22704,1.22948,1.2195,1.23047,1.22953
1.2264,1.22948,1.22148,1.23075,1.22953
1.22647,1.22948,1.2226,1.23075,1.22953
1.22647,1.22948,1.22189,1.23075,1.22953
1.22647,1.22948,1.22149,1.23075,1.22953
1.22647,1.22948,1.21871,1.23063,1.22953
1.22628,1.22948,1.21886,1.23051,1.22953
1.22669,1.22948,1.21778,1.23051,1.22953
1.22571,1.22898,1.21801,1.23063,1.22953
1.22571,1.22861,1.21733,1.23112,1.22953
1.2256,1.22838,1.21739,1.2314,1.22983
1.2256,1.22832,1.21816,1.23143,1.22984
1.2256,1.22832,1.219,1.23166,1.23018
1.22538,1.22804,1.21786,1.23176,1.23018
1.22524,1.2279,1.21903,1.23167,1.23018
1.22429,1.22695,1.21607,1.23167,1.23018
1.22412,1.22652,1.21672,1.2313,1.23018
1.22412,1.22546,1.21663,1.23036,1.23018
1.22412,1.2248,1.21658,1.2293,1.22973
1.22412,1.2248,1.21446,1.22928,1.22973
1.22491,1.22491,1.21374,1.22928,1.22973
1.22491,1.22491,1.21505,1.22913,1.22973
1.22491,1.22491,1.21689,1.22902,1.22973
1.22491,1.22491,1.2167,1.22901,1.22973
1.22512,1.22491,1.21655,1.2288,1.22973
1.22389,1.22389,1.21624,1.22826,1.22973
1.22389,1.22389,1.21535,1.22794,1.22973
1.22389,1.22389,1.21497,1.22797,1.22973
1.22389,1.22389,1.21512,1.22797,1.22973
1.22383,1.22389,1.21606,1.22797,1.22973
1.22229,1.22336,1.21594,1.22797,1.22973
1.22223,1.2233,1.21491,1.22788,1.22973
1.22122,1.2228,1.21439,1.22809,1.22973
1.2198,1.22259,1.21486,1.22735,1.22923
1.21971,1.22259,1.21429,1.22716,1.22923
1.2197,1.22258,1.21533,1.22699,1.22923
1.2197,1.22258,1.21608,1.22696,1.22923
1.21959,1.22258,1.21634,1.22696,1.22923
1.21921,1.22258,1.21519,1.22671,1.22923
1.21833,1.22258,1.21617,1.22657,1.22909
1.21799,1.22224,1.21453,1.22562,1.22814
1.21772,1.22196,1.21515,1.22532,1.22814
1.21772,1.22196,1.21552,1.22478,1.22814
1.21772,1.22196,1.21463,1.22446,1.22814
1.21695,1.2212,1.21512,1.22446,1.22814
1.21668,1.22092,1.21555,1.22491,1.22814
1.21659,1.22078,1.21681,1.22491,1.22814
1.21659,1.21977,1.21745,1.22491,1.22814
1.21629,1.21977,1.2187,1.22491,1.2279
1.21532,1.21926,1.21997,1.22501,1.22789
1.21532,1.21805,1.22056,1.22389,1.22688
1.21532,1.21797,1.22058,1.22389,1.22688
1.21532,1.21797,1.22053,1.22389,1.22688
1.21532,1.21797,1.22087,1.22389,1.22688
1.21532,1.21786,1.2208,1.22386,1.22688
1.21609,1.21747,1.22174,1.22282,1.22634
1.21574,1.21659,1.22127,1.22277,1.22628
1.2156,1.21659,1.22159,1.222,1.22578
1.2155,1.21659,1.22086,1.22119,1.22558
1.2152,1.21659,1.2209,1.22115,1.22558
1.21504,1.21659,1.22141,1.22114,1.22519
1.21504,1.21659,1.22032,1.22114,1.22496
1.21569,1.21659,1.2191,1.22108,1.2249
1.21569,1.21659,1.21893,1.22089,1.2249
1.2159,1.21659,1.21775,1.22045,1.22462
1.2159,1.21629,1.21629,1.22011,1.22428
1.2159,1.21556,1.21729,1.21984,1.22401
1.2159,1.21556,1.21612,1.21984,1.22358
1.21595,1.21556,1.2164,1.21984,1.22252
1.21582,1.21556,1.21598,1.21908,1.2212
1.21582,1.21556,1.21577,1.2188,1.22092
1.21582,1.21556,1.21655,1.21869,1.22084
1.21582,1.21582,1.21612,1.21818,1.22084
1.21651,1.21651,1.21539,1.21804,1.22084
1.2172,1.2172,1.21544,1.21729,1.22084
1.21726,1.21726,1.21568,1.21668,1.22084
1.21734,1.21734,1.21561,1.21664,1.22084
1.21734,1.21734,1.21619,1.21664,1.22084
1.21794,1.21734,1.21647,1.21664,1.22084
1.21855,1.21766,1.21661,1.21659,1.22084
1.21903,1.21777,1.21522,1.21678,1.22084
1.21957,1.21782,1.21452,1.21617,1.22084
1.22036,1.21788,1.21497,1.2161,1.22084
1.22092,1.21788,1.21551,1.21604,1.22084
1.22099,1.21788,1.215,1.2159,1.22084
1.22099,1.21788,1.21433,1.21582,1.22084
1.22124,1.218,1.21585,1.21582,1.22084
1.22043,1.218,1.21662,1.21614,1.22084
1.22025,1.218,1.21657,1.21614,1.22084
1.21978,1.218,1.21516,1.21624,1.22084
1.21918,1.218,1.21297,1.21609,1.22084
1.21918,1.218,1.21197,1.21573,1.22084
1.21886,1.218,1.21172,1.21573,1.22084
1.21883,1.218,1.21356,1.21576,1.22084
1.21883,1.218,1.21546,1.21569,1.22084
1.21799,1.2186,1.21656,1.21569,1.22084
1.21662,1.21812,1.21507,1.21569,1.22084
1.21657,1.21812,1.21552,1.21582,1.22078
1.21601,1.21812,1.21642,1.21651,1.21977
1.21601,1.21812,1.21515,1.2172,1.21977
1.21601,1.21812,1.21512,1.21726,1.21926
1.21601,1.21812,1.21505,1.21734,1.21805
1.21601,1.21812,1.21544,1.21734,1.21797
1.21571,1.21812,1.21507,1.21764,1.21797
1.21571,1.21812,1.21516,1.2181,1.21797
1.2155,1.21791,1.21495,1.2184,1.21786
1.21536,1.21791,1.21469,1.2187,1.21757
1.21536,1.21791,1.21398,1.21912,1.21764
1.21536,1.21791,1.21377,1.2194,1.21764
1.21536,1.21791,1.2135,1.21944,1.21764
1.21536,1.21791,1.2131,1.21944,1.21764
1.21536,1.21791,1.21389,1.21962,1.21775
1.21536,1.21716,1.21317,1.21921,1.21775
1.21522,1.2164,1.21233,1.21912,1.21775
1.21517,1.21636,1.21217,1.21889,1.21775
1.2146,1.21526,1.2116,1.21859,1.21775
1.21392,1.21458,1.20974,1.21859,1.21775
1.21392,1.21458,1.20933,1.21843,1.21775
1.21392,1.21458,1.20976,1.21842,1.21775
1.21392,1.21458,1.20937,1.21842,1.21775
1.2145,1.2145,1.20806,1.21829,1.21775
1.2145,1.2145,1.20769,1.21737,1.21775
1.2145,1.2145,1.20784,1.21734,1.21775
1.2145,1.2145,1.20747,1.21706,1.218
1.2145,1.2145,1.20771,1.21706,1.218
1.21454,1.2145,1.20664,1.21706,1.218
1.21454,1.2145,1.20757,1.21706,1.218
1.21557,1.2145,1.20787,1.21706,1.218
1.21628,1.2145,1.2083,1.21692,1.218
1.21603,1.2145,1.20741,1.21692,1.218
1.21544,1.2145,1.20701,1.21671,1.21791
1.21544,1.2145,1.20776,1.21664,1.21791
1.215,1.2145,1.20807,1.21664,1.21791
1.21482,1.2145,1.20675,1.21664,1.21791
1.21482,1.2145,1.20694,1.21664,1.21791
1.21401,1.2145,1.20621,1.21664,1.21791
1.21376,1.2145,1.20671,1.21664,1.21791
1.21362,1.2145,1.20653,1.21626,1.21791
1.21362,1.2145,1.20561,1.21581,1.21791
1.21332,1.2145,1.2066,1.21576,1.21791
1.21305,1.2145,1.20717,1.21493,1.21737
1.21203,1.21364,1.20746,1.21425,1.2167
1.21143,1.21304,1.20766,1.21425,1.2167
1.2113,1.21304,1.20748,1.21425,1.2167
1.2113,1.21304,1.2074,1.21425,1.2167
1.21108,1.21282,1.20788,1.2145,1.2167
1.21069,1.2127,1.20767,1.2145,1.2167
1.21047,1.2121,1.20746,1.2145,1.2167
1.21036,1.21199,1.20768,1.2145,1.2167
1.2096,1.21196,1.20778,1.2145,1.2167
1.2084,1.21143,1.20864,1.21452,1.2167
1.20827,1.21138,1.20933,1.21452,1.2167
1.20826,1.21138,1.20947,1.21504,1.2167
1.20794,1.21114,1.2097,1.21539,1.2167
1.20757,1.21099,1.20955,1.21526,1.2167
1.20757,1.21099,1.20969,1.21497,1.2167
1.20757,1.21081,1.2098,1.21497,1.2167
1.20757,1.2106,1.21043,1.21475,1.2167
1.2076,1.2106,1.21094,1.21466,1.2167
1.2076,1.2106,1.21182,1.21466,1.2167
1.2073,1.21016,1.21283,1.21426,1.2167
1.20716,1.21003,1.21272,1.21413,1.2167
1.20716,1.21003,1.21259,1.21406,1.2167
