time,high,low,open,close,volume
1614643200000,50200,49278.94,49587.03,49354.62,216488087.6
1614646800000,49699.93,48710,49354.62,49368.6,130190243.85
1614650400000,49777,49045.45,49368.6,49272.74,143869485.53
1614654000000,49398,48825,49272.74,48974.75,104756035.22
1614657600000,49243,48544.75,48974.75,49159.16,108239030.17
1614661200000,49402.07,48660.28,49159.16,48672.07,95318839.01
1614664800000,48846.03,48333,48672.07,48638.36,132803863.87
1614668400000,48833.1,48301.36,48638.36,48331.61,110625788.74
1614672000000,49222,48270.69,48331.61,48858.08,146165949.21
1614675600000,49265.54,48858.08,48858.08,49144.23,111331476.44
1614679200000,49263.95,48550,49144.23,48721.09,109735288.6
1614682800000,49047.06,48550,48721.09,48844.13,89672315.56
1614686400000,49117,48568.98,48844.13,48811.03,94695646.42
1614690000000,49076.7,48712.7,48811.03,49000,102661918.66
1614693600000,49699.99,48769.32,49000,48899.31,204406128.6
1614697200000,49043.99,48380.83,48899.31,48676.08,154673872.36
1614700800000,48718.18,47265.79,48676.08,47520.01,257575962.01
1614704400000,47982.45,47200,47520.01,47852.63,174456947.3
1614708000000,48030.48,47526.31,47852.63,47678.38,95233303.9
1614711600000,47944.43,47144.22,47678.38,47467.43,131747693.07
1614715200000,47643.28,47047.6,47467.43,47529.57,116231937.37
1614718800000,47870,47273.01,47529.57,47407.03,91943475.69
1614722400000,47960,47331.96,47407.03,47789.87,59837463.59
1614726000000,48489.24,47719.7,47789.87,48440.65,137811317.13
1614729600000,48745.13,48100.71,48440.65,48507.96,122798419.63
1614733200000,48882.43,48458.38,48507.96,48848.63,80018499.3
1614736800000,49000.51,48528.92,48848.63,48594.07,75752054.89
1614740400000,48839.27,48494.53,48594.07,48704.75,57663580.93
1614744000000,49327.7,48653.09,48704.75,49105.47,136996237.71
1614747600000,49466.69,48837,49105.47,49079.64,106340109.61
1614751200000,49637.39,49078.59,49079.64,49529.9,146185107.96
1614754800000,49960,49474.11,49529.9,49752.97,138931530.68
1614758400000,50998,49752.97,49752.97,50909.41,277024353.58
1614762000000,51495,50720,50909.41,51445.31,261126093.93
1614765600000,51756.05,51187.07,51445.31,51414.19,232747613.88
1614769200000,51777,51155.33,51414.19,51666.33,226230013.97
1614772800000,52575.17,51355,51666.33,52540.04,296992452.13
1614776400000,52640,51188.31,52540.04,51559.5,298239335.78
1614780000000,51564.15,50651,51559.5,50776.36,360402221.18
1614783600000,51155,50481,50776.36,50767.36,229708968.53
1614787200000,51444.9,50750.02,50767.36,51077,254824653.3
1614790800000,51449.84,50825.18,51077,51307.78,138068361.31
1614794400000,51600,51100,51307.78,51233.11,119154743.78
1614798000000,51257.29,50260,51233.11,50857.17,164086181.75
1614801600000,51172.62,50431.37,50857.17,50521.4,103090865.09
1614805200000,51123,50364.64,50521.4,50958.6,88022811.63
1614808800000,51356.86,50500,50958.6,50577.34,91937030.52
1614812400000,51068.99,50301.5,50577.34,50349.37,103180016.48
1614816000000,51147.05,49850.81,50349.37,50894.48,197918438.7
1614819600000,51622.94,50714.28,50894.48,51475.19,155800990.36
1614823200000,51773.88,50790.55,51475.19,50791.63,127904320.78
1614826800000,51033.47,49401.3,50791.63,49574.89,246022529.22
1614830400000,49811.66,49010.1,49574.89,49065.33,197194266.54
1614834000000,49698.43,49034.81,49065.33,49661.35,140413615.69
1614837600000,49870,49237.49,49661.35,49393.07,131018764.94
