time,high,low,open,close,volume
1627862400000,40099.36,39450,39845.44,39518.73,110024481.65
1627866000000,39787.56,39250,39518.73,39611.59,109130574.44
1627869600000,39883.56,39455.01,39611.59,39784.08,66425082.84
1627873200000,39920.57,39683.15,39784.08,39785.59,48985099.34
1627876800000,39866.41,39617.85,39785.59,39668.73,56862888.62
1627880400000,39818.01,39591.51,39668.73,39723.44,50214908.07
1627884000000,40325.68,39629.68,39723.44,40269,116899654.68
1627887600000,40480.01,40012.06,40269,40104.45,83702142.61
1627891200000,40171.87,39419.5,40104.45,39529.8,134247083.9
1627894800000,39710,39319,39529.8,39628.36,113853421.59
1627898400000,39837.59,39524.53,39628.36,39694.47,54794244.12
1627902000000,39710,39423,39694.47,39542.42,61330301.01
1627905600000,39698.36,38907.51,39542.42,39271.73,174041610.82
1627909200000,39678.71,39138.03,39271.73,39581.54,97443144.46
1627912800000,39765.94,39524.3,39581.54,39625.19,80050105.87
1627916400000,39818.18,39594.04,39625.19,39705.12,58419009.48
1627920000000,39975.96,39586.66,39705.12,39811.95,78380476.72
1627923600000,39889.25,39625.16,39811.95,39692.98,46618236.38
1627927200000,39784,39469,39692.98,39637.87,48944575.79
1627930800000,39783.72,39012.17,39637.87,39177.85,102583495.95
1627934400000,39278.33,38690,39177.85,38851.84,146537097.17
1627938000000,39317.92,38788.55,38851.84,39202.01,58788780.34
1627941600000,39528.55,39161.99,39202.01,39415.43,54569028.51
1627945200000,39545.24,39065.66,39415.43,39147.82,58082559.23
1627948800000,39780,38755.56,39147.82,39327.39,159740308.5
1627952400000,39334.9,38785.95,39327.39,38822.62,108513463.03
1627956000000,39087.08,38758.95,38822.62,38896.03,63710765.26
1627959600000,38998.89,38512,38896.03,38655.74,89004595.06
1627963200000,38828.59,38211,38655.74,38328.01,125760238.3
1627966800000,38378.25,37955.52,38328.01,38254.85,144072093.78
1627970400000,38449.97,38199.69,38254.85,38357.16,53227080.2
1627974000000,38665.75,38252.4,38357.16,38593.44,77638327.59
1627977600000,38666,38315,38593.44,38523.43,62416101.01
1627981200000,38646.39,38340,38523.43,38642.28,55367588.72
1627984800000,38809,38478.63,38642.28,38713.13,64092259.73
1627988400000,38748.82,38400,38713.13,38490.01,57955169.57
1627992000000,38538.37,37703.75,38490.01,38394.77,233406061.27
1627995600000,38644.09,38324.63,38394.77,38469.59,92565853.86
1627999200000,38703,38172.9,38469.59,38253.59,92483167.82
1628002800000,38342.32,37924.12,38253.59,38169.44,134002287.91
1628006400000,38470.76,37963.27,38169.44,38398.51,94159817.1
1628010000000,38550.24,38006.4,38398.51,38006.41,80269567.32
1628013600000,38200,37642.03,38006.41,38194.23,115304151.4
1628017200000,38328,37926.91,38194.23,38011.37,59360599.94
1628020800000,38199.89,37870,38011.37,38079.54,57599416.45
1628024400000,38419.91,38042.07,38079.54,38328.37,55205119.45
1628028000000,38570.12,38208.76,38328.37,38344.39,62682689.9
1628031600000,38643,38068.31,38344.39,38207.05,56823935.38
1628035200000,38491.71,37968,38207.05,38406.75,61985412.27
1628038800000,38566.82,38326.31,38406.75,38355.99,54360377.6
1628042400000,38425,38050.33,38355.99,38095.66,50786143.34
1628046000000,38145.91,37890.54,38095.66,37976.81,47028239.63
1628049600000,38099.99,37775,37976.81,37970.66,49098954.44
1628053200000,38213.99,37960.43,37970.66,38005.13,47182443.09
1628056800000,38159,37790,38005.13,37818.1,114138231.5
1628060400000,37890.57,37674.18,37818.1,37828.84,63769389.45
1628064000000,37979.64,37508.56,37828.84,37738.62,102186264.07
1628067600000,37875.99,37660,37738.62,37825.35,54013630.74
1628071200000,38120,37731.78,37825.35,38093.13,62855376.47
1628074800000,38260,38033.29,38093.13,38160.06,71318051.65
1628078400000,38933.5,38154.32,38160.06,38860.28,189773911.73
1628082000000,39237.73,38749.99,38860.28,39013.01,189846958.83
1628085600000,39177.54,38850,39013.01,39119.55,112097130.01
1628089200000,39472.47,39119.54,39119.55,39302,144312728.86
1628092800000,39599,39240.2,39302,39485.73,109340934.8
1628096400000,39495,39264.18,39485.73,39390.21,78096032.96
1628100000000,39800,39383.51,39390.21,39575.1,80268281.26
1628103600000,39850,39467.85,39575.1,39752.17,65227287.75
1628107200000,39874,39620,39752.17,39755.75,63873730.82
1628110800000,39969.66,39722.88,39755.75,39838.38,64997209.09
1628114400000,39959,39517.19,39838.38,39716.29,88553113.36
1628118000000,39913.07,39550.02,39716.29,39723.18,63682944.48
1628121600000,39849.61,39533.55,39723.18,39554.63,63384341.62
