conversion_line,base_line,lagging_span,leading_line1,leading_line2
10331.535,10331.535,10434.97,0,0
10357.21,10357.21,10440.92,0,0
10358.01,10358.01,10430.25,0,0
10358.14,10358.14,10421.94,0,0
10358.14,10358.14,10428.11,0,0
10358.14,10358.14,10556.26,0,0
10358.14,10358.14,10539.33,0,0
10358.14,10358.14,10532.76,0,0
10358.14,10358.14,10523.53,0,0
10359.945,10358.14,10542.27,0,0
10352.1,10352.1,10539.42,0,0
10352.1,10352.1,10504.01,0,0
10343.615,10352.1,10452.37,0,0
10339.085,10352.1,10324.89,0,0
10338.17,10352.1,10290.05,0,0
10338.125,10352.055,10322.73,0,0
10319.625,10333.555,10324.78,0,0
10314.365,10333.555,10280.14,0,0
10324.625,10333.555,10257.77,0,0
10324.625,10333.555,10275.01,0,0
10324.625,10333.555,10257.34,0,0
10373.61,10373.61,10309.05,0,0
10373.61,10373.61,10312.18,0,0
10373.61,10373.61,10296.87,0,0
10373.61,10373.61,10306.66,0,0
10376.505,10373.61,10332.83,10331.535,10331.535
10408.405,10373.61,10273.28,10357.21,10357.21
10413.43,10373.61,10324.2,10358.01,10358.01
10415.905,10373.61,10348.7,10358.14,10358.14
10427.165,10373.61,10348.14,10358.14,10358.14
10479.58,10414.185,10344.96,10358.14,10358.14
10490.075,10424.68,10337.75,10358.14,10358.14
10490.075,10424.68,10359.74,10358.14,10358.14
10490.075,10424.68,10399.32,10358.14,10358.14
10490.075,10424.68,10359.61,10359.042,10358.14
10490.075,10424.68,10366.97,10352.1,10352.1
10490.075,10424.68,10416.06,10352.1,10352.1
10499.165,10424.68,10469.82,10347.858,10352.1
10441.695,10424.68,10504.26,10345.592,10352.1
10432.92,10424.68,10643.64,10345.135,10352.1
10409.0,10419.055,10631.06,10345.09,10352.055
10409.0,10419.055,10698.03,10326.59,10333.555
10409.0,10419.055,10725.2,10323.96,10333.555
10380.0,10390.055,10683.72,10329.09,10333.555
10374.835,10390.055,10674.98,10329.09,10333.555
10352.01,10390.055,10665.0,10329.09,10333.555
10335.83,10390.055,10683.99,10373.61,10373.61
10276.105,10390.055,10717.36,10373.61,10373.61
10271.42,10390.055,10650.37,10373.61,10373.61
10271.0,10390.055,10671.77,10373.61,10373.61
10271.0,10390.055,10680.8,10375.058,10373.61
10267.095,10390.055,10714.41,10391.008,10373.61
10273.35,10390.055,10758.24,10393.52,10373.61
10305.685,10390.055,10755.13,10394.758,10373.61
10305.685,10390.055,10731.41,10400.388,10373.61
10305.685,10390.055,10742.04,10446.883,10414.185
10305.685,10390.055,10736.06,10457.378,10424.68
10305.685,10380.0,10741.37,10457.378,10424.68
10322.17,10380.0,10644.14,10457.378,10424.68
10335.25,10380.0,10693.93,10457.378,10424.68
10335.25,10380.0,10847.32,10457.378,10424.68
10335.25,10374.835,10821.15,10457.378,10424.68
10345.67,10352.01,10907.94,10461.922,10424.68
10365.67,10359.5,10834.71,10433.188,10424.68
10438.9,10432.73,10764.19,10428.8,10424.68
10450.17,10444.0,10784.46,10414.028,10419.055
10459.625,10453.455,10784.23,10414.028,10419.055
10481.17,10475.0,10794.84,10414.028,10419.055
10536.5,10475.0,10784.22,10385.028,10390.055
10557.505,10481.17,10783.36,10382.445,10390.055
10573.445,10481.17,10860.01,10371.033,10390.055
10600.155,10481.17,10858.6,10362.943,10390.055
10627.13,10481.17,10779.25,10333.08,10390.055
10672.785,10481.17,10785.31,10330.738,10390.055
10684.41,10481.17,10717.23,10330.528,10390.055
10684.41,10481.17,10738.19,10330.528,10390.055
10683.09,10481.17,10736.3,10328.575,10390.055
10728.91,10525.67,10779.41,10331.702,10390.055
10728.91,10525.67,10788.45,10347.87,10390.055
10728.91,10525.67,10771.74,10347.87,10390.055
10728.91,10525.67,10835.53,10347.87,10390.055
10728.91,10525.67,10915.49,10347.87,10390.055
10728.91,10525.67,10897.6,10342.842,10390.055
10722.74,10525.67,10865.12,10351.085,10390.055
