conversion_line,base_line,lagging_span,leading_line1,leading_line2
32844.99,32844.99,727.685,0,0
32913.89,32913.89,846.965,0,0
32971.845,32971.845,930.419,0,0
32982.405,32982.405,519.404,0,0
32982.405,32982.405,493.671,0,0
32893.27,32893.27,499.174,0,0
32617.77,32617.77,504.961,0,0
32548.525,32548.525,624.485,0,0
31835.365,31835.365,377.854,0,0
31835.365,31835.365,708.525,0,0
31835.365,31835.365,415.015,0,0
31835.365,31835.365,486.702,0,0
31484.715,31835.365,482.505,0,0
31384.715,31835.365,541.622,0,0
31359.725,31835.365,1925.243,0,0
31367.6,31835.365,4613.828,0,0
31367.6,31835.365,2148.202,0,0
31767.25,31835.365,2123.664,0,0
31839.14,31835.365,1469.377,0,0
31839.14,31835.365,1718.341,0,0
31859.875,31835.365,881.328,0,0
31859.875,31835.365,966.32,0,0
32034.025,31835.365,960.922,0,0
32118.05,31835.365,935.185,0,0
32118.05,31835.365,2448.801,0,0
32129.11,31835.365,1931.82,32844.99,32844.99
32208.755,31835.365,2652.268,32913.89,32913.89
32216.805,31835.365,2453.56,32971.845,32971.845
32327.92,31835.365,1481.847,32982.405,32982.405
32348.43,31630.225,1241.805,32982.405,32982.405
32465.67,31700.39,969.561,32893.27,32893.27
32570.03,31700.39,1812.522,32617.77,32617.77
32570.03,31700.39,1711.107,32548.525,32548.525
32570.03,31700.39,1572.503,31835.365,31835.365
32657.195,32100.04,956.546,31835.365,31835.365
32647.625,32171.93,1220.681,31835.365,31835.365
32647.625,32171.93,2911.75,31835.365,31835.365
32647.625,32192.665,1131.681,31660.04,31835.365
32647.625,32192.665,1071.115,31610.04,31835.365
32635.675,32299.71,1088.491,31597.545,31835.365
32836.67,32488.755,899.473,31601.482,31835.365
33098.835,32750.92,694.553,31601.482,31835.365
33158.405,32810.49,1434.336,31801.308,31835.365
33158.405,32833.26,1754.88,31837.253,31835.365
33164.51,32833.26,794.098,31837.253,31835.365
33180.885,32943.92,1330.556,31847.62,31835.365
33201.53,32964.565,666.749,31847.62,31835.365
33271.56,33012.65,697.877,31934.695,31835.365
33508.92,33117.01,686.752,31976.708,31835.365
33854.33,33179.35,1515.366,31976.708,31835.365
34079.335,33404.355,1473.743,31982.238,31835.365
34079.335,33481.95,1467.81,32022.06,31835.365
34079.335,33481.95,1083.113,32026.085,31835.365
34098.005,33481.95,1199.986,32081.642,31835.365
34127.775,33481.95,2177.897,31989.328,31835.365
34183.565,33481.95,2362.385,32083.03,31835.365
34183.565,33481.95,2321.711,32135.21,31835.365
34200.0,33481.95,2413.953,32135.21,31835.365
34215.58,33481.95,1293.201,32135.21,31835.365
34156.525,33481.95,1867.884,32378.618,31835.365
34156.525,33481.95,1474.058,32409.778,31835.365
34156.525,33488.055,1487.199,32409.778,31835.365
34010.625,33489.885,3154.598,32420.145,31835.365
34005.255,33489.885,3119.285,32420.145,31835.365
33904.88,33558.905,2138.479,32467.692,31835.365
33880.495,33796.265,1070.683,32662.712,31889.435
33880.495,34069.68,1119.362,32924.878,32151.6
33925.5,34069.68,903.672,32984.448,32211.17
33972.73,34069.68,1190.728,32995.833,32211.17
33976.82,34069.68,1863.52,32998.885,32211.17
33976.82,34069.68,749.28,33062.402,32225.715
34046.12,34069.68,643.812,33083.048,32246.36
34046.12,34069.68,643.153,33142.105,32247.37
34073.805,34069.68,482.753,33312.965,32247.37
34073.805,34069.68,518.721,33516.84,32309.71
34132.14,34069.68,1431.31,33741.845,32534.715
34046.13,34010.625,1916.294,33780.642,32534.715
34046.13,34010.625,1128.881,33780.642,32534.715
34008.99,34010.625,944.193,33789.978,32534.715
34008.99,34010.625,758.315,33804.862,32534.715
33975.77,34005.255,414.212,33832.758,32534.715
33747.55,33784.69,499.065,33832.758,32534.715
33471.075,33614.735,451.476,33840.975,32534.715
33471.075,33614.735,611.088,33848.765,32534.715
33471.075,33614.735,488.322,33819.238,32534.715
33471.075,33614.735,915.39,33819.238,32934.365
33407.595,33614.735,826.234,33822.29,33006.255
33258.095,33614.735,1229.277,33750.255,33006.255
33088.875,33445.515,1057.881,33747.57,33026.99
33048.195,33404.835,1052.288,33731.892,33026.99
33048.195,33404.835,1738.114,33838.38,33134.035
33048.195,33404.835,1429.137,33975.087,33134.035
33048.195,33404.835,932.914,33997.59,33134.035
32987.7,33404.835,1651.602,34021.205,33134.035
32872.905,33372.905,778.554,34023.25,33156.805
32688.535,33335.765,709.969,34023.25,33156.805
32688.535,33335.765,664.101,34057.9,33252.92
32688.535,33335.765,1110.108,34057.9,33252.92
32688.535,33335.765,905.845,34071.742,33299.995
32670.14,33210.85,815.234,34071.742,33404.355
32610.92,33210.85,501.362,34100.91,33404.355
32882.49,33210.85,482.021,34028.378,33404.355
33001.025,33210.85,1381.734,34028.378,33481.95
33001.025,33147.37,714.168,34009.808,33481.95
33042.87,33042.87,872.976,34009.808,33481.95
33042.87,33042.87,714.351,33990.513,33481.95
33042.87,33042.87,872.714,33766.12,33481.95
33042.87,33042.87,1118.123,33542.905,33481.95
33183.05,33042.87,705.451,33542.905,33481.95
33434.135,33042.87,682.883,33542.905,33481.95
33434.135,33042.87,660.573,33542.905,33481.95
33425.4,33042.87,964.712,33511.165,33481.95
33355.07,33042.87,929.098,33436.415,33488.055
33334.57,33042.87,1057.017,33267.195,33489.885
33334.57,33042.87,1039.874,33226.515,33489.885
33312.57,33042.87,887.22,33226.515,33497.695
33145.025,33042.87,1372.261,33226.515,33497.695
33022.765,33042.87,1220.424,33226.515,33497.695
33022.765,33042.87,1288.86,33196.268,33497.695
32958.87,33042.87,1591.703,33122.905,33465.765
32958.87,33042.87,4864.326,33012.15,33465.765
32958.87,33042.87,1626.208,33012.15,33465.765
32958.87,33042.87,1390.14,33012.15,33465.765
32863.355,33042.87,1409.424,33012.15,33465.765
32863.355,33042.87,1069.848,32940.495,33447.37
32863.355,33109.37,1745.905,32910.885,33447.37
32863.355,33109.37,2304.076,33046.67,33447.37
32885.745,33109.37,1202.263,33105.938,33388.315
33029.165,33109.37,1399.028,33074.198,33388.315
33029.165,33109.37,5927.968,33042.87,33388.315
33029.165,33088.87,2742.637,33042.87,33388.315
33214.36,33088.87,3830.065,33042.87,33382.945
33223.425,33066.87,8137.468,33042.87,33354.51
33223.425,33003.86,3621.602,33112.96,33354.51
33223.425,33003.86,3787.695,33238.503,33354.51
33264.96,33003.86,3518.96,33238.503,33354.51
33316.4,33003.86,2401.97,33234.135,33354.51
33279.835,33003.86,1378.349,33198.97,33354.51
33279.835,33003.86,2114.211,33188.72,33354.51
33209.215,33003.86,1994.824,33188.72,33354.51
33096.495,33003.86,2698.859,33177.72,33354.51
33034.505,33003.86,1711.72,33093.948,33354.51
33000.03,33003.86,1911.478,33032.818,33354.51
33000.03,33003.86,1669.164,33032.818,33354.51
32991.59,33003.86,1541.218,33000.87,33354.51
32983.815,33038.23,1115.628,33000.87,33354.51
32670.58,32860.565,1148.645,33000.87,33317.37
32493.625,32683.61,2201.029,33000.87,33317.37
32493.625,32683.61,1143.966,32953.113,33317.37
32493.625,32683.61,1869.645,32953.113,33317.37
32443.62,32683.61,2264.744,32986.363,33210.85
32293.765,32566.725,2032.189,32986.363,33210.85
32251.735,32566.725,1065.326,32997.558,33210.85
31909.27,32549.26,951.276,33069.268,33210.85
31841.57,32481.56,1272.83,33069.268,33147.37
31524.26,32164.25,2604.211,33059.018,33042.87
31524.26,32164.25,2548.575,33151.615,33042.87
30950.0,31589.99,1810.005,33145.148,33042.87
30410.58,31163.58,1211.495,33113.642,33042.87
30352.28,31129.105,1183.054,33113.642,33042.87
30352.28,31129.105,1204.448,33134.41,33042.87
30295.58,31120.665,1235.707,33160.13,33042.87
29823.4,31120.665,1339.354,33141.848,33042.87
29823.4,31035.585,1061.709,33141.848,33042.87
29762.705,31035.585,921.449,33106.538,33042.87
29925.58,31035.585,680.743,33050.178,33042.87
29965.58,31035.585,697.539,33019.183,33042.87
30357.08,30985.58,599.936,33001.945,33042.87
30448.5,30952.61,763.087,33001.945,33042.87
30448.5,30910.58,1244.036,32997.725,33042.87
30592.275,30585.58,781.313,33011.023,33042.87
30610.96,30585.58,1013.569,32765.573,32966.075
31071.495,30585.58,735.321,32588.618,32789.12
31226.905,30585.58,531.382,32588.618,32789.12
31285.71,30585.58,570.69,32588.618,32789.12
31349.475,30419.75,600.523,32563.615,32789.12
31363.645,30433.92,847.91,32430.245,32672.235
31363.645,30433.92,1074.387,32409.23,32672.235
31392.435,30433.92,679.636,32229.265,32654.77
31392.435,30433.92,369.026,32161.565,32587.07
31598.34,30433.92,427.284,31844.255,32269.76
31516.905,30433.92,399.934,31844.255,32249.26
31440.09,30433.92,450.24,31269.995,31675.0
31440.09,30433.92,446.889,30787.08,31288.58
31440.09,30770.42,1221.082,30740.692,31225.57
31351.015,30861.84,1379.299,30740.692,31225.57
31351.015,30861.84,1146.378,30708.122,31225.57
31181.86,31005.615,2563.983,30472.032,31225.57
30969.78,31024.3,1438.442,30429.492,31225.57
30931.86,31269.835,2103.397,30399.145,31225.57
31033.18,31305.2,1601.822,30480.582,31225.57
31033.18,31305.2,1111.812,30500.582,31225.57
31033.18,31305.2,1021.518,30671.33,31225.57
31033.18,31305.2,1151.769,30700.555,31225.57
31107.135,31305.2,961.863,30679.54,31225.57
31192.57,31305.2,860.413,30588.928,31225.57
31296.835,31305.2,943.066,30598.27,31225.57
31350.515,31305.2,813.783,30828.538,31225.57
31350.515,31305.2,546.168,30906.242,31225.57
31350.515,31305.2,754.128,30935.645,31225.57
31350.515,31305.2,1559.911,30884.612,31225.57
31350.515,31305.2,1347.142,30898.782,31225.57
31331.515,31264.37,2033.864,30898.782,31225.57
31238.225,31264.37,2707.675,30913.177,31225.57
31183.375,31192.57,2374.426,30913.177,31225.57
31124.63,31192.57,1061.252,31016.13,31225.57
31090.02,31192.57,1086.134,30975.412,31225.57
31107.475,31192.57,872.069,30937.005,31225.57
31107.475,31192.57,1174.395,30937.005,31225.57
31107.475,31192.57,873.542,31105.255,31163.58
31240.365,31194.71,3446.971,31106.427,31129.105
31348.31,31302.655,2413.47,31106.427,31129.105
31502.005,31401.73,1343.952,31093.738,31120.665
31699.255,31552.515,1925.885,30997.04,31120.665
31780.17,31591.95,927.904,31100.848,31035.585
31789.54,31601.32,886.766,31169.19,31035.585
31789.54,31601.32,703.261,31169.19,31035.585
31789.54,31601.32,594.89,31169.19,31035.585
32114.5,31694.285,626.466,31169.19,30985.58
32184.045,31694.285,1261.001,31206.168,30952.61
32311.635,31769.275,794.054,31248.885,30910.58
32479.845,31769.275,584.215,31301.018,30585.58
32479.845,31769.275,597.851,31327.858,30585.58
32461.775,31769.275,921.15,31327.858,30585.58
32461.775,31769.275,691.125,31327.858,30585.58
32461.775,31769.275,1337.999,31327.858,30585.58
32253.12,31769.275,985.325,31327.858,30433.92
32177.195,31769.275,666.45,31297.942,30433.92
31911.78,31769.275,623.877,31251.298,30433.92
31557.43,31669.19,1296.934,31187.972,30433.92
31505.75,31669.19,587.5,31158.6,30433.92
31505.75,31669.19,647.04,31141.295,30433.92
31505.75,31669.19,589.392,31150.022,30433.92
31252.505,31669.19,842.633,31150.022,30433.92
31135.93,31669.19,829.057,31150.022,30433.92
30917.86,31669.19,1360.782,31217.538,30770.42
30768.135,31534.89,1397.544,31325.482,30861.84
30563.635,31330.39,630.427,31451.868,30958.37
30563.635,31330.39,772.799,31625.885,31207.275
30465.365,31330.39,568.115,31686.06,31265.395
30509.665,31330.39,540.762,31695.43,31520.3
30509.665,31330.39,606.336,31695.43,31555.665
30509.665,31330.39,807.81,31695.43,31555.665
30509.665,31330.39,1414.031,31904.392,31648.63
30509.665,31330.39,740.844,31939.165,31648.63
30612.18,31330.39,1338.587,32040.455,31723.62
30864.825,31218.63,2448.64,32124.56,31723.62
31007.44,31166.95,1152.811,32124.56,31723.62
31007.44,31166.95,929.754,32115.525,31723.62
31067.26,31166.95,855.619,32115.525,31723.62
31136.54,30913.705,678.415,32115.525,31723.62
