conversion_line,base_line,lagging_span,leading_line1,leading_line2
7202.855,7202.855,7169.02,0,0
7210.29,7210.29,7129.61,0,0
7210.355,7210.355,7142.21,0,0
7210.355,7210.355,7138.93,0,0
7210.355,7210.355,7135.97,0,0
7210.355,7210.355,7110.57,0,0
7210.355,7210.355,7154.36,0,0
7210.355,7210.355,7162.01,0,0
7210.355,7210.355,7161.83,0,0
7212.5,7210.355,7139.79,0,0
7212.5,7210.355,7158.29,0,0
7208.865,7210.355,7131.15,0,0
7208.865,7210.355,7135.59,0,0
7208.865,7210.355,7130.98,0,0
7217.5,7215.355,7052.32,0,0
7217.5,7215.355,6970.04,0,0
7220.1,7215.355,6974.02,0,0
7220.1,7215.355,6983.27,0,0
7221.805,7215.355,6948.49,0,0
7225.575,7215.355,6977.73,0,0
7231.585,7215.355,6974.8,0,0
7220.5,7215.355,6965.71,0,0
7215.075,7215.075,6937.0,0,0
7212.57,7215.075,6888.85,0,0
7212.57,7215.075,6956.88,0,0
7201.035,7205.175,6952.04,7202.855,7202.855
7181.675,7187.685,7210.19,7210.29,7210.29
7179.84,7185.85,7220.47,7210.355,7210.355
7179.725,7185.85,7202.22,7210.355,7210.355
7175.595,7185.85,7203.21,7210.355,7210.355
7158.75,7180.0,7260.6,7210.355,7210.355
7158.75,7180.0,7348.42,7210.355,7210.355
7158.08,7180.0,7312.25,7210.355,7210.355
7148.0,7180.0,7340.46,7210.355,7210.355
7142.5,7180.0,7322.78,7211.428,7210.355
7142.5,7180.0,7348.87,7211.428,7210.355
7142.5,7180.0,7254.73,7209.61,7210.355
7142.5,7180.0,7320.18,7209.61,7210.355
7142.5,7180.0,7386.03,7209.61,7210.355
7100.0,7137.5,7355.26,7216.428,7215.355
7052.37,7087.365,7342.96,7216.428,7215.355
7052.37,7087.365,7343.08,7217.728,7215.355
7046.705,7085.73,7316.99,7217.728,7215.355
7044.07,7083.86,7283.0,7218.58,7215.355
7044.045,7083.86,7300.56,7220.465,7215.355
7040.92,7083.745,7344.96,7223.47,7215.355
7038.37,7079.615,7302.24,7217.928,7215.355
7029.865,7062.69,7309.16,7215.075,7215.075
6965.64,7045.345,7327.83,7213.822,7215.075
6933.02,7041.1,7333.11,7213.822,7215.075
6933.02,7031.02,7334.86,7203.105,7205.175
7067.875,7067.875,7344.69,7184.68,7187.685
7067.875,7067.875,7354.96,7182.845,7185.85
7067.875,7067.875,7348.11,7182.788,7185.85
7067.875,7067.875,7346.59,7180.722,7185.85
7084.165,7084.165,7363.88,7169.375,7180.0
7114.96,7114.96,7318.3,7169.375,7180.0
7121.48,7121.48,7336.45,7169.04,7180.0
7155.96,7121.48,7312.89,7164.0,7180.0
7160.28,7121.48,7303.88,7161.25,7180.0
7274.24,7125.52,7316.72,7161.25,7180.0
7282.52,7125.52,7318.99,7161.25,7180.0
7282.52,7125.52,7307.11,7161.25,7180.0
7303.64,7138.02,7351.99,7161.25,7180.0
7317.15,7138.02,7306.92,7118.75,7137.5
7317.15,7138.02,7334.83,7069.868,7089.87
7317.15,7138.02,7341.06,7069.868,7089.87
7317.15,7138.02,7350.68,7066.218,7089.87
7317.15,7138.02,7350.24,7063.965,7089.87
7317.15,7138.02,7354.11,7063.952,7089.87
7328.74,7138.02,7373.48,7062.332,7089.87
7332.505,7138.02,7459.18,7058.992,7089.87
7331.605,7138.02,7443.79,7046.278,7083.94
7314.74,7138.02,7475.99,7005.492,7066.595
7310.505,7138.02,7457.14,6987.06,7063.02
7310.505,7172.5,7459.12,6982.02,7063.02
7314.645,7176.82,7457.5,7067.875,7067.875
7314.645,7286.74,7463.63,7067.875,7067.875
7325.065,7295.02,7430.05,7067.875,7067.875
7325.065,7295.02,7427.74,7067.875,7067.875
7325.065,7303.64,7415.12,7084.165,7084.165
7332.905,7317.15,7422.33,7114.96,7114.96
7335.865,7317.15,7457.01,7121.48,7121.48
7335.865,7317.15,7431.15,7138.72,7121.48
7330.315,7317.15,7431.82,7140.88,7121.48
7330.315,7317.15,7468.42,7199.88,7125.52
7330.315,7317.15,7461.38,7204.02,7125.52
7330.315,7328.74,7464.65,7204.02,7125.52
7330.315,7332.505,7438.72,7220.83,7138.02
7338.105,7332.005,7444.14,7227.585,7138.02
7338.105,7332.005,7431.6,7227.585,7138.02
7338.105,7332.005,7368.52,7227.585,7138.02
7338.105,7332.005,7355.73,7227.585,7138.02
7338.105,7332.005,7358.75,7227.585,7138.02
7338.105,7332.005,7378.75,7227.585,7138.02
7338.105,7338.105,7423.5,7233.38,7138.02
7377.04,7377.04,7551.44,7235.263,7138.02
7377.54,7377.54,7540.9,7234.812,7138.02
7382.94,7377.54,7529.52,7226.38,7138.02
7402.835,7383.605,7532.85,7224.263,7138.02
7411.95,7383.605,7520.0,7241.503,7138.02
7411.95,7383.605,7507.91,7245.732,7138.02
7411.95,7383.605,7547.55,7300.692,7138.02
7424.555,7383.605,7550.78,7310.043,7138.02
7434.215,7383.605,7561.22,7310.043,7138.02
7447.5,7383.605,7544.72,7314.352,7138.02
7447.5,7383.605,7557.42,7325.028,7138.02
