time,high,low,open,close,volume
1607770800000,18513.66,18366.68,18382.1,18506.1,34939468.43
1607774400000,18525.33,18427.01,18506.1,18445.15,33837614.63
1607778000000,18451.35,18388.88,18445.15,18400.21,26575944.52
1607781600000,18475.63,18308.82,18400.21,18372.97,46678373.33
1607785200000,18434.62,18317.67,18372.97,18399.01,32835455.25
1607788800000,18450.46,18362.42,18399.01,18397.88,32300285.13
1607792400000,18527.93,18374.07,18397.88,18483.17,30293379.93
1607796000000,18746.33,18482.47,18483.17,18687.62,91723634
1607799600000,18850,18687.62,18687.62,18805.29,61099760.13
1607803200000,18840.4,18745.01,18805.29,18770.68,38177013.4
1607806800000,18840.4,18729.09,18770.68,18787.72,34855681.55
1607810400000,18948.66,18754.37,18787.72,18870.51,41739813.22
1607814000000,18880.37,18768.77,18870.51,18808.69,32547242
1607817600000,18875,18711.12,18808.69,18750,39074643.82
1607821200000,18808.98,18711.57,18750,18795.31,21444519.94
1607824800000,18830,18750.02,18795.31,18812.61,28756253.12
1607828400000,18831.36,18760.77,18812.61,18784.42,17515656.31
1607832000000,18884.5,18768.19,18784.42,18852.51,23588810.06
1607835600000,18938.55,18815,18852.51,18850,41496010.02
1607839200000,18984.55,18844.95,18850,18973.93,36506250.34
1607842800000,19306.27,18973.93,18973.93,19247.68,135268469.4
1607846400000,19322.24,19179.5,19247.68,19245.91,69681154.85
1607850000000,19301.14,19185.74,19245.91,19263.25,46164906.47
1607853600000,19370,19255,19263.25,19278.99,61854943.99
1607857200000,19349,19200,19278.99,19316.81,43339962.29
1607860800000,19400,19265.91,19316.81,19348.97,68052068.15
1607864400000,19411,19290.01,19348.97,19321.13,54575254.92
1607868000000,19364,19275.41,19321.13,19292.13,32098424.62
1607871600000,19334.08,19080,19292.13,19211.34,74379774.47
1607875200000,19385,19208.7,19211.34,19328.12,65743060.9
1607878800000,19334.85,19197.36,19328.12,19273.6,35345202.04
1607882400000,19273.6,19172.33,19273.6,19185.33,31438157.19
1607886000000,19233,19155,19185.33,19193.78,25098223.16
1607889600000,19193.78,19089.63,19193.78,19154.57,36534026.68
1607893200000,19225.63,19150,19154.57,19190.01,22141548.64
1607896800000,19194.33,18971,19190.01,19112.41,42225204.52
1607900400000,19225,19090,19112.41,19174.99,31198043.18
1607904000000,19174.99,19000,19174.99,19057.19,36034622.58
1607907600000,19112.74,19019.65,19057.19,19085.64,23782999.43
1607911200000,19307.09,19052.62,19085.64,19297.7,53087642.95
1607914800000,19347,19227.01,19297.7,19260.68,46541743.79
1607918400000,19282.11,19055.51,19260.68,19126.94,51189039.77
1607922000000,19130,19033.84,19126.94,19085.53,29708802.72
1607925600000,19207.93,19080.4,19085.53,19206.23,33341909.69
1607929200000,19210,19100.43,19206.23,19155.8,25419485.44
1607932800000,19244.69,19140,19155.8,19222,39651855.99
1607936400000,19258.96,19120,19222,19184.61,38099270.66
1607940000000,19215.19,19052.72,19184.61,19088.94,40218964.14
1607943600000,19144.14,19051.11,19088.94,19106.44,35606173.21
1607947200000,19147,19028.97,19106.44,19114.66,40440153.52
1607950800000,19199.86,19063.31,19114.66,19184.19,42499310.01
1607954400000,19227.66,19088.88,19184.19,19221.74,46733762.73
1607958000000,19300,19158.57,19221.74,19200.07,69076198.19
1607961600000,19237.79,19114.58,19200.07,19152.37,36339368.46
1607965200000,19170.51,19113.08,19152.37,19143.09,24045294.1
1607968800000,19236.76,19143.09,19143.09,19236.75,34874284.35
1607972400000,19236.76,19165,19236.75,19175.88,25786096.45
1607976000000,19216.57,19130.85,19175.88,19208.07,26580893.94
1607979600000,19220.85,19150.85,19208.07,19197.83,26079866.29
1607983200000,19296,19188.76,19197.83,19291.9,25349746.4
1607986800000,19349,19200.85,19291.9,19273.14,55614202.93
1607990400000,19395,19243.64,19273.14,19394.94,57955812.5
1607994000000,19470,19320.85,19394.94,19455.06,57047581.23
1607997600000,19570,19444.25,19455.06,19458.97,98656537.38
1608001200000,19509.57,19416.35,19458.97,19479.7,37665313.62
1608004800000,19497.36,19161.03,19479.7,19180.71,61473987.93
1608008400000,19259.78,19050,19180.71,19132.4,76251092.67
1608012000000,19211.76,19101,19132.4,19186.12,43244582.04
1608015600000,19226.95,19146.95,19186.12,19197.6,33199007.21
1608019200000,19219.96,19106.95,19197.6,19137.24,35542869.26
1608022800000,19209.99,19074,19137.24,19187.51,47850670.01
1608026400000,19350,19117.9,19187.51,19310,69249283.58
1608030000000,19334.9,19241.07,19310,19293.54,35435762.76
1608033600000,19383.98,19256.33,19293.54,19291.4,42063871.16
1608037200000,19349,19263.5,19291.4,19349,29090445.92
1608040800000,19433,19256.27,19349,19337.46,64257051.47
1608044400000,19429.27,19337.46,19337.46,19403.31,53762615.77
1608048000000,19425.87,19328.06,19403.31,19364.1,45467441.87
1608051600000,19422.92,19352.48,19364.1,19399.53,35907617.38
1608055200000,19543,19390,19399.53,19530,69405393.33
1608058800000,19545,19465,19530,19530.38,48206007.97
1608062400000,19547,19461.55,19530.38,19491.87,31114529.27
1608066000000,19511.99,19276,19491.87,19419.92,73200283.82
1608069600000,19489.09,19379.19,19419.92,19461.38,22884617.06
1608073200000,19471.18,19345.51,19461.38,19426.43,27429152.7
1608076800000,19454.97,19278.6,19426.43,19365.29,45764099.31
1608080400000,19420,19317.01,19365.29,19389.37,34702572.31
1608084000000,19488.02,19389.37,19389.37,19442.08,37321668.92
1608087600000,19454,19325,19442.08,19346.52,38948590.86
1608091200000,19403.07,19300.3,19346.52,19358.68,27440437.88
1608094800000,19421.8,19339.35,19358.68,19373.81,28012940.03
1608098400000,19454.93,19341.4,19373.81,19429.89,29362597.46
