time,open,volume
1632096000000,47241.75,98542353.05
1632099600000,46977.98,43676793.01
1632103200000,47220.79,206831424.26
1632106800000,45938.37,191235409.26
1632110400000,45542.76,95383032.84
1632114000000,45650.45,56565530.86
1632117600000,45724.73,64329891.42
1632121200000,45638.93,217881999.73
1632124800000,44824.89,96712421.92
1632128400000,45046.55,65166086.43
1632132000000,44844.02,205557994.41
1632135600000,44585.33,310074280.41
1632139200000,43739.75,432974681.41
1632142800000,43532,248046161.81
1632146400000,44054.65,148540081.68
1632150000000,43807.99,131236008.31
1632153600000,43844.88,104975452.04
1632157200000,43850.46,61793823.75
1632160800000,44044.12,117573812.3
1632164400000,43406.62,181434071.75
1632168000000,43850.25,77942555.23
1632171600000,43540.38,51721933.98
1632175200000,43516.86,90093112.94
1632178800000,43343.03,158850361.51
1632182400000,43015.62,503810394.16
1632186000000,41666.69,155176784.17
1632189600000,42762.58,121512219.47
1632193200000,42900,72995504.07
1632196800000,42683.01,93028959.25
1632200400000,42433.08,80364772.73
1632204000000,42564.99,86089294.81
1632207600000,42894.7,94666683.52
1632211200000,43301.07,99192461.53
1632214800000,43266.17,72649531.15
1632218400000,43149.96,81489285.69
1632222000000,43446.17,63703406.62
1632225600000,43288.97,99702829.22
1632229200000,43116,110876281.45
1632232800000,43131,162482684.18
1632236400000,42429.75,108442982.14
1632240000000,43072.81,108812318.91
1632243600000,42446.3,173836796.19
1632247200000,41691.42,194362712.93
1632250800000,42196.41,109564157.98
1632254400000,42013.63,229060135.8
1632258000000,40960.32,352301292.47
1632261600000,41379.1,174949751.06
1632265200000,40508.13,202926547.19
1632268800000,40734.38,182112828.91
1632272400000,41017.29,207612404.29
1632276000000,42199.99,80742429.04
1632279600000,42030,92932266.35
1632283200000,42052.09,73751047.27
1632286800000,41890,61370232.6
1632290400000,42018.73,74966900.26
1632294000000,42326.66,113075582.65
1632297600000,42540,74322038.7
1632301200000,42289.81,72029420.61
1632304800000,42389.81,72041664.48
1632308400000,42153.04,72476302.81
1632312000000,41928.32,56606521.72
1632315600000,42184.75,98914932.37
1632319200000,42372.29,115376518.16
1632322800000,42317.02,187327442.18
1632326400000,43222.96,132934305.95
1632330000000,43339,98858023.58
1632333600000,43128.92,265787891.78
1632337200000,43134.05,97461973.74
1632340800000,43384.9,70287858.51
1632344400000,43423.01,75889942.22
1632348000000,43247.3,53011141.51
1632351600000,43509.39,52749802.19
1632355200000,43543.61,108825863.66
1632358800000,43184.37,68457603.3
1632362400000,43627.41,60101567.37
1632366000000,43704.43,100196752.15
1632369600000,44074.57,69980074.33
1632373200000,44036.52,66991921.93
1632376800000,43891.23,72022607.49
1632380400000,44300.32,71258995.27
1632384000000,44229.99,79553354.99
1632387600000,43859.73,68341311.45
1632391200000,43985.09,132758236.39
1632394800000,43770.59,76665955.39
1632398400000,43648.15,91921293.24
1632402000000,43509,115236535.6
1632405600000,44022.7,106656836.64
1632409200000,44133,86828711.96
1632412800000,43747.63,61470214.05
1632416400000,43789.24,235834018.55
1632420000000,44817.3,118494567.92
1632423600000,44735.46,70512678.22
1632427200000,44767.57,76127577.37
1632430800000,44680.01,44826618.27
1632434400000,44665.62,92713788.46
1632438000000,44786.35,71434221.5
1632441600000,44865.26,89461023.64
1632445200000,44649.99,74389594.15
1632448800000,44460.58,77522102.61
1632452400000,44444.43,71165210.66
1632456000000,44283.03,75279192.95
1632459600000,44261.63,91653731.75
1632463200000,44210.52,72470709.29
1632466800000,44118.14,208902389.51
1632470400000,44818.46,120229513.15
1632474000000,44517.29,570593826.3
1632477600000,42350.81,288114633.44
1632481200000,42142.54,430556315.69
1632484800000,41527.5,200434347.98
1632488400000,41182.76,255933642.93
1632492000000,41830.86,277658288.1
1632495600000,42448.12,128264049.58
1632499200000,41944.01,90158070.43
1632502800000,42188.51,68038930.48
1632506400000,41992.56,48781053.17
1632510000000,42152.07,73410444.21
1632513600000,42371.43,84380465.27
1632517200000,42934.52,80336933.78
1632520800000,42911.69,61697047.39
1632524400000,42993.13,57286714.61
1632528000000,42810.57,69961468.84
1632531600000,42727.89,88903673.86
1632535200000,42392.91,46174259.76
1632538800000,42336.36,55792429.13
1632542400000,42608.11,40897240.8
1632546000000,42693.01,49394631.4
1632549600000,42446.13,33831984.55
1632553200000,42744.69,60341377.81
1632556800000,42372.02,169389976.17
1632560400000,42642.91,96207566.95
1632564000000,42649.29,49926342.44
1632567600000,42679.58,66861138.98
1632571200000,42485.03,43250929.74
1632574800000,42344.98,83444059.96
1632578400000,42500.02,71958511.15
1632582000000,42343.93,77473937.05
1632585600000,42669.96,65170198.03
1632589200000,42629.61,46225141.2
1632592800000,42597.56,50815625.5
1632596400000,42581.83,35616160.08
1632600000000,42665.95,32957560.36
1632603600000,42645.91,37762661.6
1632607200000,42676.06,32143792.23
1632610800000,42717.37,23738080.61
1632614400000,42670.64,69878847.4
1632618000000,42575.68,71218132.74
1632621600000,42383.95,77231702.73
1632625200000,42062.5,47270507.41
1632628800000,42212.4,51074457.2
1632632400000,42223.06,39422578.35
1632636000000,42069.04,46067845.98
1632639600000,41963.14,234564175.8
1632643200000,41231.34,172490226.77
1632646800000,41607.53,309048649.72
1632650400000,43251.33,138688008.5
1632654000000,43003.37,67864959.26
1632657600000,43063.57,90741028.82
1632661200000,43262.2,49753522.44
1632664800000,43217.41,67151765.05
1632668400000,43318.36,88251592.75
1632672000000,43343.73,68314697.58
1632675600000,43214.15,91844457.11
1632679200000,43145,24397019.65
1632682800000,43190.81,34330124.14
1632686400000,43252.54,67685465.57
1632690000000,43640.1,31610229.26
1632693600000,43563.89,92854196.84
1632697200000,42894.49,92902888.24
1632700800000,43160.9,98603866.28
1632704400000,43872.24,110926766.27
1632708000000,44271.66,75947488.35
1632711600000,44174.13,49291405.93
1632715200000,44038.75,41158030.37
1632718800000,44013.08,52229687.81
1632722400000,44085.89,63317657.5
1632726000000,43728.35,64946020.15
1632729600000,43688.03,61594806.39
1632733200000,43836.2,103192048.57
1632736800000,43556.97,60746113.39
1632740400000,43772.19,50658496.7
1632744000000,43747.69,85221706.29
1632747600000,43544.33,54386554.07
1632751200000,43508.48,118301408.07
1632754800000,43192.38,93518513.73
1632758400000,43293.26,111338616.54
1632762000000,43066.16,55106128.78
1632765600000,43049.47,46817582.28
1632769200000,43033.61,47252210.08
1632772800000,43011.82,79854292.24
1632776400000,42675.71,40563545.16
1632780000000,43069.98,49537976.33
1632783600000,43163.66,114401378.53
1632787200000,42147.35,85394284.62
1632790800000,42333,62557231.91
1632794400000,42459.91,61506293.02
1632798000000,42433.06,50423020.16
1632801600000,42558.4,43563118.97
1632805200000,42635.84,63517312.69
1632808800000,42413.06,73361132.22
1632812400000,42214.35,97669782.67
1632816000000,41775.25,132759579.96
1632819600000,41844.31,77987862.22
1632823200000,41891.99,60986456.28
1632826800000,41820.67,79476342.58
1632830400000,42101.49,57432869.37
1632834000000,41827.41,159288436.85
1632837600000,41999.96,161266576.18
1632841200000,41543.63,77787427.37
1632844800000,41447.18,74090562.88
1632848400000,41262,69976136.91
1632852000000,41404.41,64320566.87
1632855600000,41578.38,50418227.85
1632859200000,41601.99,62398804.92
1632862800000,41770.75,29412559.14
1632866400000,41851.86,36344583.78
1632870000000,41574.51,85545660.98
1632873600000,41026.54,122605143.85
1632877200000,41596.2,62364359.57
1632880800000,41551.15,55655633.88
1632884400000,41701.8,72908699.93
1632888000000,42199.99,73009016.26
1632891600000,42245.8,45086529.22
1632895200000,42300.38,45425306.14
1632906000000,42450.25,49874154.17
1632909600000,42252.57,66052247.61
1632913200000,42431.93,54165260.97
1632916800000,42399.98,94945965.39
1632920400000,42050.31,76244893.21
1632924000000,42144.48,52835714.18
1632927600000,42219.12,88450383.73
1632931200000,41698.98,79379461.33
1632934800000,41497.31,52039315.83
1632938400000,41219.72,69792443.06
1632942000000,41306.78,43423051.68
1632945600000,41207.86,77411704.42
1632949200000,41128.88,39234082.15
1632952800000,41236,44907878.18
1632956400000,41360.36,33814231.27
1632960000000,41524.28,95288018.5
1632963600000,42329.41,149974439.66
1632967200000,42965.41,97638589.75
1632970800000,43407.83,115449718.88
1632974400000,43591.23,82777499.93
1632978000000,43506.61,53886243.76
1632981600000,43516.52,54873825.37
1632985200000,43371.92,65095375.65
1632988800000,43286.88,131985418.78
1632992400000,43062.03,63917986.89
1632996000000,43147.37,70423802.46
1632999600000,42826.78,51760621.67
1633003200000,43072.29,136077591.06
1633006800000,43419.53,98515505.96
1633010400000,43081.77,89966931.46
1633014000000,43118.64,90330574.33
1633017600000,43149.02,68881282.36
1633021200000,42950.67,86023788.32
1633024800000,43333.12,132125212.8
1633028400000,43994.08,84034809.08
1633032000000,43532.31,61971596.04
1633035600000,43435.08,40120496.5
1633039200000,43754,45713001.94
1633042800000,43741.7,38653672.45
1633046400000,43824.1,87792530.45
1633050000000,43694.48,56338648.3
1633053600000,43742.74,58684290.14
1633057200000,43379.01,43228225.15
1633060800000,43635.79,42816443.82
1633064400000,43625.02,52088456.25
1633068000000,43850.33,67516793.91
1633071600000,43995.09,213258855.49
1633075200000,44788.42,132467725.98
1633078800000,44945.8,81267694.06
1633082400000,44906,572013095.17
1633086000000,47081.46,220975313.93
1633089600000,47488.08,244916137.36
1633093200000,47214.37,122493667.1
1633096800000,46980.94,163679194.61
1633100400000,47130,166340371.72
1633104000000,47363.68,136929179.67
1633107600000,47559.88,68107302.23
1633111200000,47617.29,86347518.25
1633114800000,47724.18,109043153.46
1633118400000,48030,83103242.1
1633122000000,48090.42,99872948.24
1633125600000,48344.93,120343372.87
1633129200000,48001,46470726.32
1633132800000,48141.61,105854129.23
1633136400000,47817.73,67439126.06
1633140000000,47736.82,53995571.15
1633143600000,47708.51,65973448.21
1633147200000,47520.84,73529587.06
1633150800000,47569.92,44888910.26
1633154400000,47749.32,43373678.93
1633158000000,47801.94,49694711.74
1633161600000,47725.01,46440740.6
1633165200000,47723.91,39288427.16
1633168800000,47708.43,35687958.86
1633172400000,47606.05,44003226.86
1633176000000,47683.45,47053601.1
1633179600000,47729.23,148044514.86
1633183200000,47825.16,88317037.4
1633186800000,48019.26,55663574.23
1633190400000,47828.52,82706895.32
1633194000000,48004.69,45526245.94
1633197600000,47879.99,43249359.86
1633201200000,47864.02,67451735.14
1633204800000,48239.99,55074899.32
1633208400000,47996.24,27493176.97
1633212000000,48125.9,43582263.76
1633215600000,48049.34,84732060.5
1633219200000,47634.9,107904189.39
1633222800000,47272.06,56283615.46
1633226400000,47516.37,44849333.91
1633230000000,47620.36,39409900.78
1633233600000,47898.66,30334656.23
1633237200000,47890.78,35315833.78
1633240800000,47990.14,29608213.04
1633244400000,47972.99,27261247.08
1633248000000,47895.99,40148139.81
1633251600000,47823.99,71100989.05
1633255200000,47830.09,29916774.34
1633258800000,47812.32,46637893.45
1633262400000,47974.86,38615673.83
1633266000000,47964.43,55117267.02
1633269600000,48052.5,47872047.14
1633273200000,47965.64,59958482.66
1633276800000,47879.82,44951175.84
1633280400000,48034.99,202840801.7
1633284000000,48910.24,123261369.5
1633287600000,48822.03,47752637.17
1633291200000,48774.76,63843395.19
1633294800000,48425.02,125365742.34
1633298400000,47758.21,64681822.98
1633302000000,47984.94,49733260.5
1633305600000,48200.01,76559657.62
1633309200000,47860.89,63233496.64
1633312800000,47810.39,64612470.14
1633316400000,47678.16,76920833.18
1633320000000,47468.79,86962699.51
1633323600000,47751.99,37279179.45
1633327200000,47777.05,47507460.18
1633330800000,47710,46414657.04
1633334400000,47838.54,64756520.48
1633338000000,47656.49,45137611.58
1633341600000,47732.22,46760754.52
1633345200000,47626.97,65339136.62
1633348800000,47585.85,66769269.79
1633352400000,47707.37,101986736.88
1633356000000,48116.29,191436294.82
1633359600000,47450.66,154569765.58
1633363200000,47758.23,212272458.89
1633366800000,48589.99,224411934.23
