adx,DI_plus,DI_minus
23.78,20.61,18.24
21.61,19.58,17.33
19.41,18.94,16.93
18.9,24.46,15.52
18.36,24.28,14.61
18.21,21.43,20.77
18.07,20.68,20.04
16.85,18.53,25.23
15.5,17.32,23.59
13.73,16.64,22.66
11.31,18.9,21.35
10.32,21.12,20.25
9.5,20.81,18.99
9.76,21.2,17.44
11.11,25.93,15.58
12.45,24.52,14.73
13.5,23.45,15.52
13.72,23.84,14.2
13.75,22.41,13.35
16.01,24.44,12.26
18.26,23.02,11.55
18.95,21.4,12.87
20.55,25.27,11.43
22.84,29.18,10.4
25.8,27.32,9.73
28.24,24.63,11.51
30.51,23.38,10.92
32.62,23.5,10.23
33.65,22.46,9.78
34.81,22.38,9.33
35.09,20.62,12.56
34.59,18.52,12.79
34.08,17.23,11.9
32.01,16.42,15.13
30.07,15.42,17.4
29.07,14.53,18.07
26.83,15.29,17.38
24.57,14.2,19.54
22.45,13.48,19.3
20.93,13.64,18.46
19.49,13.1,18.16
19.05,11.8,23.55
18.6,10.89,21.61
17.99,10.09,19.87
19.33,9.37,23.55
19.76,13.04,21.38
19.89,13.6,20.43
21.66,12.82,23.29
22.96,13.73,22.5
22.68,18.39,21.12
22.61,18.2,20.26
21.68,18.6,19.71
20.9,21.32,18.59
20.01,19.86,18.9
19.03,19.03,18.11
16.95,17.38,18.89
14.9,16.67,18.12
12.64,17.71,17.32
9.74,17.73,16.87
9.06,16.47,22.11
8.64,15.89,21.15
7.01,21.37,18.85
5.73,20.37,17.97
5.52,19.32,17.86
6.9,26.46,15.96
8.47,25.04,15.1
9.57,23.82,15.14
10.54,22.46,16.22
10.39,19.75,19.88
10.21,18.48,19.11
10.79,16.76,21.49
12.4,15.3,24.71
14.17,13.75,24.09
15.08,12.8,22.42
15.89,12.67,21.39
16.56,14.59,20.02
16.14,18.24,18.36
15.9,17.97,17.76
14.93,16.77,20.98
13.31,20.59,19.79
11.86,19.51,18.75
10.85,18.76,18.03
11.18,19.05,17.26
11.47,18.54,16.5
10.89,17.55,19.07
9.5,16.93,18.39
8.74,15.59,21.79
8.24,14.58,22.02
6.78,18.59,20.6
6.17,21.67,18.75
9.23,36.6,14.54
12.57,34.43,12.31
15.15,32.17,11.5
17.58,29.86,14.07
20.0,27.96,13.17
22.63,27.62,12.19
25.05,26.43,11.67
26.01,24.48,16.56
27.11,23.39,15.71
28.47,23.77,14.84
28.46,21.98,15.77
28.18,20.84,14.96
29.41,22.13,14.05
30.48,21.03,13.36
28.72,17.67,25.63
26.78,16.53,24.94
25.08,15.43,24.91
23.48,17.83,23.42
21.88,17.08,22.44
20.02,16.66,21.51
17.49,18.93,20.21
16.34,18.18,19.41
15.79,17.11,21.72
14.53,18.34,20.49
13.87,17.19,19.83
15.31,14.3,30.86
16.93,12.66,33.33
18.55,12.11,31.9
20.18,12.45,30.0
22.75,10.52,37.45
24.04,14.57,35.33
25.92,14.48,33.67
27.9,13.69,32.96
30.13,13.01,33.45
33.3,11.75,33.17
36.48,10.92,30.82
37.56,16.34,28.47
38.3,18.79,25.89
38.78,18.76,24.75
37.24,17.96,24.37
35.43,16.94,25.21
32.96,19.54,24.08
31.19,18.77,26.17
27.97,19.65,24.52
26.55,17.91,27.83
26.47,15.41,34.97
27.29,12.54,40.59
28.27,11.22,41.89
29.31,10.01,42.88
30.71,8.75,44.74
33.55,8.21,41.23
38.0,6.26,51.34
42.61,5.76,47.24
47.11,5.4,44.25
51.3,5.14,42.14
55.83,5.98,39.76
58.77,10.13,37.69
61.43,12.48,35.71
63.38,11.72,34.33
64.12,11.05,32.36
64.25,10.14,34.53
64.36,9.01,35.28
64.16,8.52,33.39
63.59,8.19,32.08
62.82,8.72,30.88
61.01,9.2,29.84
59.27,8.92,29.81
57.84,8.08,30.64
56.71,7.46,32.24
54.9,10.11,29.11
54.24,9.81,28.23
54.37,9.33,28.04
53.71,11.3,26.33
53.34,10.43,26.74
51.9,12.23,25.07
50.34,11.41,25.12
49.02,10.78,25.69
47.24,12.01,24.6
45.74,11.44,23.7
44.02,12.76,23.12
42.51,12.34,24.35
40.03,14.4,23.28
35.83,18.76,20.15
32.62,17.52,18.82
29.43,16.66,17.94
26.12,15.99,17.21
23.53,15.52,16.71
20.7,15.0,16.35
19.36,14.13,19.38
18.47,13.31,22.24
17.15,13.36,21.04
17.24,12.02,25.32
17.65,11.05,26.21
17.72,13.06,24.14
16.58,15.99,22.48
16.11,15.38,21.63
16.81,15.93,20.83
16.78,17.98,19.21
16.76,19.25,18.0
17.08,18.13,21.37
17.8,16.95,22.35
18.33,16.46,20.82
18.05,15.63,19.77
18.2,14.35,25.14
20.5,11.49,39.05
22.64,9.17,43.94
24.4,8.39,40.17
26.6,9.26,37.67
29.92,8.65,38.47
32.5,10.47,34.16
34.9,11.79,32.68
37.33,13.93,30.42
39.74,13.36,29.18
41.92,12.78,28.93
43.82,12.28,28.85
45.34,13.88,27.58
45.95,16.86,25.38
45.44,15.91,23.95
43.35,14.91,25.02
39.42,18.72,23.09
35.31,24.55,20.97
31.55,22.79,19.47
27.16,20.99,21.77
23.68,22.33,20.44
22.62,32.79,16.84
23.71,43.84,13.68
24.8,40.86,12.75
25.16,37.94,14.85
25.18,35.39,14.94
25.72,33.94,14.32
27.28,33.1,13.53
29.71,37.86,11.27
31.77,36.16,10.76
34.31,33.91,12.53
36.85,32.43,12.76
39.4,31.12,12.25
41.85,29.37,13.77
43.94,28.23,13.99
43.7,26.99,14.96
41.4,24.74,16.42
39.22,24.63,15.77
36.37,21.75,23.53
34.0,19.76,22.91
31.62,18.89,21.9
28.63,20.06,20.08
25.37,21.47,18.13
22.09,20.25,17.16
18.8,18.67,18.67
16.34,20.13,16.78
13.88,19.26,16.05
12.8,22.59,14.74
12.27,23.9,13.95
11.91,22.87,14.15
12.58,24.74,13.41
13.03,23.52,13.19
13.77,21.36,15.99
13.96,20.25,16.54
14.32,19.9,15.53
15.06,18.69,15.15
15.68,20.29,14.36
16.76,21.92,13.6
18.06,20.66,14.32
20.05,27.06,12.44
22.05,25.7,11.81
22.29,24.24,14.71
21.61,22.96,16.36
21.13,21.87,15.58
20.56,22.35,14.35
20.11,21.49,13.8
19.75,20.33,16.86
19.7,19.53,16.2
20.17,21.84,14.86
21.03,22.33,14.14
20.75,20.43,15.69
20.03,19.73,15.08
20.25,21.65,14.07
18.52,20.87,16.13
16.67,20.13,16.1
16.31,22.52,15.22
16.14,21.12,15.78
16.14,21.34,15.18
16.47,23.74,13.82
17.2,25.35,13.08
18.68,24.35,13.11
20.23,23.88,12.56
21.24,23.97,12.03
21.66,22.76,12.71
22.6,17.52,30.04
23.53,16.51,28.31
24.57,15.05,31.85
26.22,14.24,30.14
27.29,16.3,27.86
27.9,15.18,26.9
29.27,13.56,27.36
30.02,14.93,26.16
30.01,14.6,25.01
28.01,21.42,19.8
26.38,20.82,18.04
24.67,20.07,17.39
22.64,18.99,17.31
20.92,17.98,16.5
19.34,17.52,16.08
17.5,16.69,16.86
15.5,18.57,15.86
14.23,21.04,14.63
16.09,36.66,11.5
17.83,34.38,10.79
19.31,34.43,10.14
20.41,32.57,13.1
21.39,30.92,13.24
24.12,30.27,12.32
26.11,28.75,13.83
27.75,27.05,14.52
29.75,26.7,13.59
31.34,25.08,14.54
33.23,25.31,13.42
35.61,25.41,12.56
38.09,27.05,10.87
39.85,24.75,9.95
38.72,22.95,10.7
37.48,21.39,10.34
36.08,20.35,9.84
35.72,20.39,9.24
34.63,19.35,11.65
32.81,18.39,13.13
31.57,18.36,12.84
31.07,19.27,12.06
30.38,18.25,11.42
31.66,13.15,34.16
32.64,12.03,31.23
33.39,11.44,29.71
33.69,10.85,29.98
33.81,11.17,28.95
34.26,11.23,28.0
35.07,10.78,29.27
34.35,15.85,26.26
33.43,15.12,25.06
33.43,14.5,24.03
33.47,15.72,22.29
32.71,17.61,20.27
31.22,18.21,19.05
30.1,17.49,20.24
28.1,16.08,22.41
25.47,17.89,20.8
23.36,16.51,22.29
22.09,14.87,27.08
21.46,13.67,28.72
19.59,18.64,26.07
16.97,20.12,24.3
15.54,20.84,22.94
14.03,20.23,21.75
12.52,19.27,20.72
12.84,27.89,17.95
13.89,26.38,16.98
14.36,24.65,20.61
14.27,22.58,20.06
13.27,21.24,22.34
13.67,19.56,25.44
13.39,18.61,23.23
12.55,17.17,24.39
10.78,18.12,22.43
10.44,17.09,21.73
11.06,16.14,23.24
11.42,18.19,22.15
12.17,17.05,22.63
12.33,18.04,20.34
11.0,18.28,19.4
9.52,18.43,18.8
9.68,22.01,17.56
10.07,20.94,16.71
10.97,21.25,15.63
10.91,18.53,23.66
10.99,17.05,21.77
10.62,16.04,20.47
10.3,17.11,19.35
9.54,18.32,17.85
8.98,20.42,16.61
9.94,24.77,15.46
11.03,25.89,14.11
12.85,25.14,13.14
14.25,23.89,15.08
15.84,23.14,14.41
16.52,21.94,14.39
17.63,23.68,13.67
18.01,22.22,14.67
20.1,30.06,12.44
22.19,28.72,11.89
23.25,25.88,14.91
24.73,24.03,13.84
26.64,22.95,12.9
27.39,21.35,14.01
26.7,20.31,15.46
26.39,16.04,26.82
28.4,11.72,46.12
31.04,10.95,43.1
32.51,14.77,37.94
33.37,17.95,35.44
33.8,17.05,33.7
34.49,17.3,32.2
33.79,16.25,31.33
33.09,15.77,30.4
33.55,15.17,30.35
34.01,14.64,29.27
34.32,14.36,28.09
34.32,17.33,26.4
35.07,15.81,25.84
37.02,12.62,40.51
36.52,11.25,36.08
36.02,10.75,34.5
36.95,10.03,36.59
38.72,9.38,34.81
40.79,8.53,36.05
42.74,9.29,34.36
44.19,10.16,32.17
43.37,18.17,27.37
42.43,17.4,26.21
41.52,16.67,25.28
40.38,16.91,23.54
40.06,16.2,22.55
39.51,15.69,21.84
37.14,15.0,22.12
34.7,14.49,21.03
33.06,13.05,24.0
30.45,14.07,21.29
27.8,13.64,20.64
25.16,12.97,21.49
22.99,12.47,21.76
21.22,12.09,21.15
21.26,13.35,20.33
21.3,13.03,19.85
21.65,12.41,20.89
22.91,11.56,23.46
24.17,11.24,22.8
24.73,12.91,21.16
25.09,12.27,20.12
25.09,13.2,19.2
23.74,14.68,18.18
23.35,14.12,19.07
22.74,14.32,18.19
21.82,13.92,17.69
20.21,15.52,17.0
19.58,21.92,15.09
19.42,21.01,14.47
19.38,20.78,13.81
19.22,21.11,13.12
17.83,19.85,14.83
16.43,19.19,14.36
14.74,17.81,18.01
13.05,16.9,17.09
12.53,15.6,19.57
12.58,14.7,18.44
12.05,15.04,17.49
11.44,15.78,16.86
11.23,18.74,15.64
11.55,18.07,15.08
12.77,27.0,12.87
13.98,25.49,12.15
14.1,23.35,15.02
13.98,22.4,14.41
13.9,21.12,16.13
14.23,21.97,14.97
15.54,20.45,13.93
17.33,22.23,13.18
17.92,21.1,14.21
18.47,20.15,13.72
18.9,19.07,14.5
19.75,18.94,13.95
21.64,25.92,12.35
24.59,32.21,10.65
25.65,28.8,9.52
26.71,27.4,9.06
29.03,27.89,8.29
31.35,26.26,7.81
35.24,34.46,6.57
38.74,32.72,6.24
42.28,31.71,5.93
43.87,28.7,10.14
45.11,27.29,12.58
46.55,27.19,11.88
46.81,24.08,17.01
47.46,24.56,14.99
46.65,23.28,14.21
44.56,22.02,14.36
42.36,20.94,14.12
40.52,21.9,13.27
37.91,20.04,14.0
36.35,25.27,12.94
34.67,29.91,11.52
32.56,28.32,12.58
30.6,27.65,11.56
29.57,24.88,12.45
28.93,23.24,13.08
28.72,26.43,12.37
30.41,27.84,11.69
31.67,26.84,11.0
33.05,26.5,10.42
35.25,29.02,9.22
37.59,26.61,8.34
39.14,25.09,9.24
41.6,27.66,8.69
42.65,25.99,9.37
42.84,24.91,8.98
42.12,23.55,13.1
40.87,22.49,13.94
39.02,19.76,17.01
37.39,18.22,16.48
35.58,19.6,15.71
33.17,17.61,20.28
31.98,15.69,26.29
30.27,16.53,24.58
28.34,15.15,25.12
26.74,13.95,25.85
23.57,19.78,20.5
19.97,18.63,19.31
16.99,17.8,19.81
16.44,14.07,32.22
17.69,12.74,34.44
19.44,11.83,33.67
22.3,11.18,31.38
24.81,12.76,29.9
26.31,14.49,28.21
28.11,13.87,26.98
29.06,12.86,29.01
30.13,13.61,27.98
30.97,13.09,28.16
31.49,12.55,27.44
33.41,14.42,26.0
34.78,16.27,24.85
35.85,15.67,23.66
34.62,14.83,23.23
33.32,13.75,24.3
32.1,13.04,24.77
30.53,13.95,23.49
28.43,17.74,22.04
26.77,17.25,20.55
25.39,15.96,20.68
22.95,17.81,19.45
21.3,16.69,21.0
19.09,17.78,19.85
16.79,20.52,18.52
15.58,21.89,17.31
14.68,20.83,17.65
13.83,20.39,17.23
12.3,19.5,19.25
10.79,20.93,18.33
8.65,19.45,19.88
7.71,18.18,23.29
7.82,17.35,22.23
7.59,19.04,21.26
7.35,18.32,22.19
8.63,16.83,26.5
9.4,15.83,24.92
11.73,13.7,30.57
14.32,12.18,29.38
16.9,11.0,31.08
17.44,19.42,26.74
17.97,18.74,25.8
18.07,23.97,23.04
19.86,34.99,18.14
23.88,48.38,13.08
27.11,43.94,11.88
30.33,40.98,11.08
34.13,38.54,10.03
36.97,36.1,12.24
38.9,34.34,11.64
40.92,33.52,11.01
41.81,32.12,10.55
42.57,31.73,10.03
43.28,33.85,9.07
45.72,30.45,10.14
48.16,29.3,9.76
51.85,30.98,9.34
53.04,29.84,10.39
51.95,28.77,11.71
50.54,27.49,12.42
48.05,25.76,16.3
46.07,28.44,14.98
44.76,27.7,14.59
42.85,26.34,16.61
42.55,36.8,13.5
43.09,43.12,11.39
43.57,40.0,10.41
43.64,37.85,9.85
44.03,35.55,10.2
44.47,34.13,9.54
44.76,32.69,8.78
45.42,31.82,8.55
46.07,30.59,9.89
46.3,28.95,12.11
47.62,28.0,11.71
47.84,26.39,12.98
48.36,27.75,12.38
49.86,29.41,11.54
49.67,27.48,10.79
48.63,25.99,10.2
50.09,53.52,6.23
51.66,51.95,5.55
53.41,49.57,5.53
54.59,47.11,7.42
53.66,41.33,15.83
52.73,39.89,15.28
52.34,39.58,14.75
51.12,35.29,21.64
48.9,30.97,25.36
47.41,30.9,23.74
45.45,29.19,23.45
43.54,30.8,21.9
41.63,29.57,21.03
40.4,32.36,18.82
36.62,30.19,17.65
32.73,28.98,16.95
28.93,28.37,16.4
25.65,27.55,15.88
24.27,26.58,15.88
22.35,24.74,17.29
20.35,23.57,16.47
18.89,21.26,22.8
18.42,19.98,21.43
18.63,26.28,19.04
18.99,25.41,18.4
18.1,24.02,22.01
17.07,22.83,21.75
15.39,21.96,20.66
14.36,24.85,19.63
13.33,23.94,18.91
12.14,22.95,18.73
10.64,22.0,19.51
10.35,27.11,17.68
10.64,25.26,16.22
10.91,24.08,15.52
11.77,22.49,16.47
13.82,27.86,14.28
14.98,25.58,13.11
15.6,23.42,14.17
17.11,22.64,13.45
18.42,21.25,13.91
18.58,18.56,20.64
18.12,17.74,19.73
19.57,15.14,29.38
20.75,15.81,27.27
21.34,19.22,25.58
20.84,18.4,24.48
19.76,20.11,22.94
18.52,19.97,21.76
17.72,19.3,20.99
16.14,18.48,22.67
14.09,20.06,21.53
13.48,18.25,25.24
12.95,16.69,23.99
12.74,15.84,22.78
14.59,14.42,27.48
18.01,11.16,36.61
19.53,10.67,35.0
21.01,11.7,32.71
20.85,31.55,24.81
20.69,29.9,23.51
22.04,35.06,20.85
23.55,33.32,19.82
25.05,32.0,19.11
26.13,31.17,18.61
27.78,30.92,17.91
28.38,29.47,17.88
30.28,39.03,14.95
32.18,36.36,13.93
30.59,30.41,25.48
26.84,27.4,26.96
23.09,25.93,25.51
19.77,24.81,24.41
19.48,23.11,27.08
19.19,22.26,26.09
17.43,24.65,25.02
15.92,23.45,25.52
14.9,22.17,27.66
13.72,22.1,26.32
12.39,21.71,25.45
12.43,17.8,29.7
11.03,16.72,27.89
10.08,15.39,29.42
12.64,13.6,35.55
15.93,12.45,34.5
18.64,14.55,32.89
21.6,13.73,33.93
24.04,13.15,32.23
26.54,12.43,31.09
28.73,15.15,29.0
30.67,14.49,27.73
31.42,17.08,26.49
32.37,16.35,25.61
33.49,15.59,25.21
32.53,18.28,23.03
31.56,17.29,21.78
30.48,16.64,23.09
28.92,15.5,24.62
27.64,14.51,26.42
26.96,13.84,25.2
25.78,14.18,24.07
24.48,13.96,22.72
22.56,15.74,21.74
21.8,14.69,22.38
21.78,13.39,25.45
22.46,12.49,23.74
23.28,11.61,23.32
22.62,25.84,19.34
22.0,21.17,20.03
22.22,18.53,24.87
22.1,17.48,23.46
21.52,16.92,22.72
20.97,15.85,24.42
19.96,17.33,23.43
18.81,18.21,22.19
17.44,19.34,21.22
16.54,18.92,20.26
15.38,20.73,18.96
13.48,19.73,18.06
11.31,18.75,19.04
9.25,17.77,19.51
8.68,17.18,19.5
8.63,19.35,18.56
7.97,19.61,17.59
7.57,19.88,16.59
6.99,18.99,16.66
6.24,17.08,21.17
7.39,14.96,28.51
8.92,14.18,27.02
10.81,13.58,25.88
11.15,18.67,21.98
10.98,19.47,20.3
10.81,18.41,19.19
10.82,18.55,18.23
11.86,23.37,15.8
12.94,21.53,13.95
14.36,20.9,13.36
16.39,24.87,12.31
19.17,31.3,10.98
19.48,25.95,20.86
19.5,24.79,19.93
17.95,23.89,19.72
16.48,23.31,18.86
15.52,25.79,18.04
16.2,25.03,17.51
16.71,23.64,19.62
19.47,16.94,40.21
22.31,15.46,36.69
23.84,14.79,35.09
25.26,14.32,34.43
26.5,14.32,32.93
27.63,13.03,38.65
27.14,14.8,35.5
28.12,19.51,32.26
29.1,18.49,30.58
30.26,17.54,29.69
31.62,16.27,30.0
32.78,15.34,31.03
33.61,16.18,29.64
35.17,15.23,28.96
34.2,15.96,27.88
33.57,14.97,28.95
33.35,14.27,31.44
32.44,16.62,29.91
31.49,16.85,28.74
30.14,15.72,29.6
29.66,14.71,30.17
29.82,16.23,28.13
29.91,15.96,27.17
29.54,17.0,25.81
28.85,16.62,24.87
27.91,16.04,24.46
26.7,17.91,22.96
25.36,17.25,22.12
24.81,16.14,23.94
24.07,15.38,23.76
22.56,16.48,22.97
21.52,16.72,22.18
21.02,15.92,23.44
20.43,14.83,23.34
20.72,12.36,27.9
20.28,16.33,24.78
20.29,15.4,26.28
20.78,14.36,25.24
21.26,14.26,24.63
21.23,15.71,23.72
22.07,14.75,24.16
22.84,14.4,23.04
23.16,13.94,22.73
22.51,16.75,21.47
21.74,17.84,19.96
20.76,19.12,18.96
19.52,18.04,18.65
18.11,17.37,18.29
15.38,17.4,17.53
14.25,18.23,16.57
14.75,27.94,14.06
15.15,26.48,13.32
16.03,27.18,11.91
16.44,25.39,14.91
16.57,24.34,14.29
16.92,24.46,13.78
17.0,23.3,13.94
18.19,24.11,13.26
20.86,29.09,11.63
23.89,27.16,10.86
26.88,25.82,10.14
29.9,25.14,9.57
33.31,25.28,8.85
35.89,24.34,10.22
35.43,22.89,13.27
35.6,26.24,12.51
35.64,27.04,11.7
37.22,29.9,10.45
39.33,30.47,8.73
41.29,29.43,8.43
42.16,27.24,12.46
41.55,24.59,16.23
39.95,22.85,15.09
38.48,22.49,14.27
37.2,22.5,13.32
36.06,23.05,12.71
34.82,22.83,12.09
34.54,24.59,11.3
35.52,24.55,10.45
36.62,28.44,9.27
37.41,25.35,8.32
39.17,40.4,6.35
40.47,37.8,5.72
42.4,46.25,4.44
45.64,42.51,4.04
49.08,39.64,7.38
51.03,35.77,12.67
52.72,34.3,12.68
54.49,35.44,11.65
56.29,36.29,10.81
58.11,35.51,9.96
59.43,33.53,9.61
60.28,31.29,9.8
59.68,29.08,11.78
59.09,27.66,11.21
57.36,30.12,10.39
55.58,28.71,9.9
52.99,27.05,9.94
50.91,30.27,9.16
50.3,30.73,7.66
51.01,28.61,7.7
52.34,32.15,6.91
53.53,32.42,6.37
54.96,34.03,5.04
56.25,30.17,4.47
57.83,31.72,4.01
59.67,30.37,3.72
62.36,30.27,3.39
65.05,28.11,3.12
67.46,30.1,2.88
68.78,28.43,5.58
69.41,26.03,7.55
68.79,24.74,9.42
67.95,25.62,8.92
67.51,26.74,8.57
65.66,24.88,11.0
63.88,24.75,10.05
61.95,26.25,9.43
60.91,32.27,8.16
60.2,38.09,7.36
59.67,38.65,6.62
59.02,36.24,6.21
58.38,34.47,5.84
55.68,31.07,11.82
54.09,29.39,11.18
53.2,27.67,11.15
53.48,30.71,10.58
54.29,35.5,8.98
55.15,35.63,7.92
57.15,35.83,7.19
59.8,47.55,5.46
62.11,43.21,4.96
63.76,47.47,4.47
64.69,43.61,4.68
65.0,40.72,5.79
64.39,36.9,8.59
63.91,36.02,7.83
65.68,38.93,6.99
67.89,43.77,5.99
67.76,33.99,14.34
67.18,31.65,13.35
65.83,30.88,13.03
62.78,28.63,18.7
59.53,27.49,17.95
55.05,26.05,18.56
50.58,24.97,17.8
46.06,25.6,17.23
41.38,24.52,18.07
37.37,25.08,17.08
34.62,25.07,15.46
32.22,27.27,14.48
29.7,28.05,13.72
25.5,25.76,18.19
23.83,24.18,17.08
22.15,23.11,16.32
20.84,24.68,15.71
21.57,27.58,14.46
22.32,25.88,13.45
23.38,25.04,13.02
25.02,28.03,12.11
26.6,27.78,11.44
26.56,24.43,18.23
26.52,24.08,16.54
25.44,22.48,18.96
23.56,20.87,22.81
21.43,20.23,22.11
20.35,21.67,20.8
19.37,21.64,20.19
18.25,20.85,21.55
16.69,20.61,20.48
14.89,19.06,21.48
13.07,18.35,20.74
10.82,19.34,19.36
8.43,20.74,18.28
6.24,21.57,17.31
5.98,20.57,16.51
5.06,19.88,17.74
5.27,21.24,16.92
5.11,20.33,19.43
4.8,19.28,19.29
6.52,16.27,27.84
8.15,14.81,25.35
9.82,14.3,23.82
10.9,16.48,22.52
11.24,17.4,21.61
11.77,16.58,21.77
12.58,16.67,20.93
12.44,18.39,20.06
12.65,17.49,23.11
12.19,19.89,21.78
11.88,20.47,21.02
11.31,21.39,20.01
11.29,20.44,19.61
11.44,19.66,20.48
9.61,19.52,19.79
8.3,18.4,21.54
7.21,17.63,21.4
6.62,17.56,20.3
6.0,19.78,18.92
5.37,19.85,18.11
4.89,19.15,17.47
4.81,18.41,17.24
5.72,24.9,14.42
8.23,30.05,13.0
10.03,27.18,15.77
11.94,27.34,14.73
13.93,25.98,13.99
15.75,24.48,13.91
17.67,23.33,13.26
17.83,21.09,17.21
17.86,19.92,16.26
18.58,21.78,15.36
19.94,21.98,14.28
21.63,24.06,13.45
23.32,22.95,12.83
27.08,35.92,10.17
29.16,31.83,9.02
27.17,22.66,28.65
26.1,20.79,26.28
24.79,20.15,25.48
23.95,18.95,27.36
23.28,18.27,26.37
23.04,17.25,28.21
24.32,16.12,28.74
25.48,16.04,27.49
25.69,17.27,26.05
25.62,16.79,25.32
25.47,15.8,27.02
25.55,14.61,26.79
22.87,17.63,25.54
20.69,16.15,27.11
21.62,15.44,25.56
22.53,15.1,24.8
23.69,14.5,25.8
24.55,13.91,25.95
25.01,15.18,25.08
25.53,13.98,26.76
24.68,18.29,25.34
23.55,19.17,23.71
22.63,19.47,22.54
22.31,17.61,24.23
21.34,17.59,22.68
20.66,16.56,24.78
21.41,15.17,27.4
22.52,12.94,30.91
23.29,13.95,29.24
23.76,14.55,27.59
22.72,19.58,25.66
21.76,18.24,25.59
20.12,23.46,22.71
17.99,21.33,20.65
19.28,16.86,34.35
21.74,13.81,36.39
24.51,12.31,33.45
25.94,14.55,30.77
27.15,15.74,28.98
27.19,18.23,27.62
26.6,17.58,26.63
25.26,16.81,26.4
23.68,19.4,25.35
21.84,21.01,23.28
21.25,20.22,22.41
20.16,20.54,21.16
20.15,19.7,20.29
20.1,19.94,19.58
18.02,20.51,18.5
14.85,19.69,19.46
12.42,23.22,18.19
10.88,23.19,17.43
9.04,21.87,20.21
9.71,31.95,17.29
11.73,40.87,14.05
13.64,36.94,12.7
16.01,33.75,12.3
18.97,31.79,11.59
22.99,40.68,9.72
27.35,38.47,8.89
32.03,40.74,8.04
35.38,34.89,12.3
38.43,33.09,11.66
41.34,30.34,12.61
43.62,29.7,11.52
45.76,27.86,10.81
47.66,24.46,13.03
47.71,22.45,11.96
46.4,21.22,11.31
45.92,24.98,10.16
45.61,22.97,9.34
45.3,21.58,8.77
43.26,20.45,10.31
41.22,19.97,9.85
36.74,17.57,19.16
33.63,16.44,17.93
30.3,16.33,16.76
28.15,15.31,19.13
27.53,13.19,27.66
27.74,11.69,32.52
29.19,10.28,31.47
31.29,9.0,35.93
32.63,11.19,32.81
33.12,10.34,30.32
33.79,9.39,29.35
34.2,9.87,28.02
35.07,10.05,26.66
35.88,9.71,25.76
39.07,9.2,26.79
41.28,12.23,25.59
43.41,12.97,24.7
44.83,12.55,23.79
44.99,11.69,25.83
44.32,11.22,24.79
43.7,10.53,25.82
42.14,11.16,24.88
41.35,10.79,24.06
39.97,12.34,22.89
39.36,11.12,27.85
39.25,10.42,28.44
39.0,11.1,26.93
39.23,10.07,29.06
39.2,9.36,26.98
40.82,8.19,30.78
41.18,13.2,28.16
39.15,23.3,24.49
36.64,21.9,23.02
34.84,26.46,20.55
32.94,26.19,19.15
31.16,24.3,18.68
29.37,23.15,17.79
27.45,21.86,20.57
24.8,21.59,19.21
21.5,20.02,20.07
18.54,19.02,19.07
16.09,21.54,16.15
14.19,23.64,15.14
10.6,22.1,18.95
8.13,20.83,20.18
8.03,19.88,20.34
9.5,16.85,26.89
10.41,15.68,26.34
11.31,14.59,26.01
11.57,17.23,24.16
12.12,16.0,24.39
