adx,DI_plus,DI_minus
19.56,20.68,17.64
16.33,18.68,17.88
13.44,17.24,16.51
10.46,16.57,15.85
8.6,16.69,15.03
6.28,15.86,15.31
4.78,14.65,16.31
4.74,15.11,15.66
5.3,14.18,18.39
6.35,13.39,18.79
7.23,12.5,18.32
8.69,11.59,20.88
10.5,10.61,25.22
12.77,12.4,24.18
15.01,11.36,26.0
17.51,11.24,24.56
19.07,14.4,23.48
20.37,14.96,22.65
20.21,19.34,20.53
21.4,26.72,18.39
22.37,25.62,17.44
23.2,24.22,18.51
22.98,23.03,18.88
22.78,22.99,17.39
23.31,27.12,15.81
24.1,31.32,13.54
25.03,38.32,11.49
26.58,35.04,10.51
28.15,39.09,9.4
30.13,38.18,8.12
33.06,34.58,7.36
36.61,37.63,6.57
40.92,35.19,7.92
44.24,34.83,7.41
47.83,36.19,6.56
51.88,34.91,6.13
56.19,33.37,5.86
58.78,30.79,10.22
60.48,28.81,9.56
61.23,27.61,9.16
60.97,26.51,8.8
59.47,24.3,12.27
57.44,23.0,11.62
54.68,21.74,12.71
52.56,24.46,11.7
50.67,27.81,10.88
50.43,37.07,9.3
50.07,34.69,8.71
47.38,30.22,15.66
43.94,27.29,17.48
40.72,26.95,16.17
39.46,29.66,15.1
38.2,28.64,14.58
36.74,27.15,14.72
34.94,25.81,15.48
33.7,24.15,17.68
33.43,18.73,34.08
33.63,17.42,31.71
33.19,16.53,30.09
31.63,18.18,28.4
28.4,20.35,27.33
24.78,21.47,25.83
23.53,20.08,26.72
22.58,21.48,25.55
21.77,20.7,27.26
20.92,19.18,29.15
19.91,18.37,26.67
18.78,19.19,25.37
17.59,26.53,22.49
17.07,25.54,21.65
15.35,23.39,25.88
13.64,22.59,25.0
11.58,23.4,23.28
10.21,23.56,22.31
9.73,24.03,20.48
9.64,23.0,19.61
10.06,26.45,17.61
10.95,25.77,16.78
10.52,23.61,20.26
9.07,21.8,21.66
8.16,20.23,22.69
7.58,19.16,21.49
8.74,16.68,27.51
10.18,15.06,26.98
12.58,12.51,28.23
14.97,11.11,25.09
18.33,10.06,28.09
21.24,10.38,26.35
23.76,9.81,24.81
25.85,10.53,22.94
27.34,9.49,22.66
29.7,8.42,28.31
33.55,7.43,31.24
37.58,8.08,29.27
42.08,6.93,37.32
46.77,6.03,36.21
50.99,4.25,47.19
54.48,5.59,43.71
57.25,5.28,41.28
60.15,4.92,42.37
62.49,4.46,40.29
64.73,5.57,38.66
66.1,8.5,36.84
67.2,10.75,34.48
67.9,10.53,32.29
67.88,9.92,33.09
67.44,9.3,32.42
67.64,8.49,33.49
67.44,7.63,37.15
67.05,7.1,34.59
66.21,6.18,37.55
66.02,5.56,38.39
65.18,7.32,35.11
64.22,6.89,33.48
63.83,5.87,40.17
64.05,5.02,40.47
64.83,5.64,36.72
66.59,4.95,38.29
67.25,8.36,33.5
67.55,8.41,31.67
68.24,7.48,35.49
68.44,7.5,32.34
68.19,7.0,30.19
68.02,6.69,30.01
67.53,6.39,30.03
67.07,5.99,31.66
66.65,7.28,28.85
65.49,9.34,27.74
63.41,10.03,26.7
60.88,10.42,25.86
59.15,9.58,28.11
55.99,13.23,26.17
53.73,14.15,25.38
51.19,15.4,24.37
47.8,16.28,23.3
44.83,15.53,23.66
42.21,14.66,24.75
39.5,14.09,23.8
36.12,15.81,22.58
32.0,17.35,21.42
28.71,16.52,21.74
26.14,15.83,20.83
23.4,17.21,19.78
21.93,15.47,24.19
20.21,14.66,24.45
19.87,13.61,24.28
19.47,14.47,23.01
19.49,13.88,22.07
19.85,13.42,21.34
20.56,12.74,24.03
21.11,12.22,24.42
22.03,11.44,25.82
23.58,10.8,24.74
24.35,15.03,23.18
23.49,20.6,21.28
22.61,20.04,20.56
22.2,19.49,20.0
21.19,18.65,21.79
20.47,17.62,23.83
19.41,17.06,22.3
18.55,17.5,21.71
17.83,16.89,21.78
17.78,15.63,24.5
18.07,14.17,29.3
18.18,13.2,27.3
16.77,17.42,25.55
14.08,23.59,22.91
13.25,25.84,21.27
13.27,24.09,23.19
13.18,22.52,22.56
13.09,21.19,21.2
13.91,19.11,28.2
14.29,17.91,27.02
14.78,16.93,25.54
16.15,15.65,29.03
17.78,14.24,29.87
19.16,12.81,30.94
20.14,11.29,32.56
21.48,10.12,33.52
23.96,9.32,30.87
27.12,10.33,27.69
29.69,9.66,25.88
32.64,9.63,24.29
36.55,8.64,29.67
40.47,8.12,27.88
43.68,7.04,32.21
46.81,6.63,30.32
48.74,10.03,28.04
49.56,11.12,26.85
50.32,10.33,27.96
49.97,12.26,26.36
49.47,11.37,27.56
47.94,12.82,24.96
45.77,14.15,22.76
43.67,15.68,21.72
41.28,16.08,20.56
39.36,15.47,21.49
37.25,14.61,24.55
35.6,13.63,26.31
33.72,12.46,27.65
32.2,11.67,29.1
31.14,13.78,27.1
29.01,19.61,24.7
26.09,21.35,23.69
24.0,20.09,23.25
21.58,19.04,22.22
19.84,18.2,21.24
18.67,17.82,20.49
17.64,19.87,19.2
17.66,18.55,23.85
17.75,17.32,24.7
17.36,16.54,24.75
16.08,18.02,23.79
13.56,20.88,22.04
10.54,20.4,20.23
8.24,19.37,19.22
7.73,18.17,19.79
8.35,16.69,22.08
8.91,15.78,21.42
9.03,17.03,20.57
8.88,17.71,19.81
8.56,18.12,19.07
8.84,17.05,19.1
8.96,16.06,21.33
9.77,14.46,26.21
11.17,12.71,29.27
12.59,13.24,26.73
14.81,12.67,25.6
18.02,11.33,30.07
21.77,10.21,33.28
25.37,9.53,32.47
27.25,12.35,28.98
29.41,11.2,29.75
31.97,10.61,28.2
33.83,13.64,26.25
35.43,14.73,24.53
36.81,13.81,23.0
37.58,13.23,22.02
37.85,12.17,23.98
37.74,11.45,25.38
38.57,10.45,27.88
39.72,9.29,27.74
40.17,8.63,27.05
40.05,8.13,25.27
39.88,7.64,24.4
38.98,12.67,22.37
36.87,15.19,20.87
34.04,17.87,19.99
32.31,16.99,19.74
30.9,19.99,18.06
30.35,22.47,15.85
29.8,21.35,15.06
29.09,22.58,14.24
28.0,21.96,13.84
25.87,20.62,15.04
23.43,19.73,14.39
20.17,18.64,16.55
17.19,19.03,15.69
15.4,24.96,14.28
15.6,25.41,13.51
16.91,25.63,12.61
19.31,27.16,11.87
21.57,25.67,11.22
24.43,27.73,10.5
25.95,25.24,11.18
28.2,28.95,9.97
30.21,28.08,9.16
32.21,26.42,8.65
33.92,25.13,10.87
35.09,23.57,12.14
37.23,23.32,11.02
39.1,22.18,10.48
40.23,24.66,9.8
41.63,27.53,9.15
43.13,28.95,8.38
42.83,26.39,12.72
42.62,25.35,11.88
41.46,24.02,13.28
40.12,22.47,15.01
38.29,22.4,13.98
35.59,21.31,16.4
32.83,20.21,15.86
31.5,22.08,14.43
30.78,21.62,13.85
29.05,20.11,15.91
27.33,19.1,15.11
25.22,18.75,14.27
22.6,18.02,13.72
20.77,22.72,12.4
19.36,21.16,15.57
17.76,18.22,24.09
16.8,16.86,22.91
16.36,16.49,21.78
16.28,15.21,23.8
17.06,14.32,23.36
17.38,15.73,21.97
16.86,15.64,20.58
15.43,19.73,19.0
15.2,21.03,17.76
15.21,21.52,16.98
15.29,21.7,16.13
15.29,20.88,15.9
15.0,24.69,14.72
15.93,24.51,13.71
17.21,24.88,12.86
18.85,27.16,12.15
21.67,34.55,10.55
24.27,36.95,9.7
26.9,37.49,9.11
29.98,35.01,8.85
33.76,38.74,7.76
37.94,33.48,8.27
40.34,30.65,12.53
42.11,28.73,13.33
43.97,29.58,12.46
45.92,27.87,11.72
47.19,27.97,11.15
46.36,25.33,18.06
45.28,23.54,16.79
43.61,21.85,16.22
41.23,22.29,14.91
38.03,20.68,15.7
33.76,18.28,17.91
30.36,21.03,16.47
26.71,20.54,15.06
23.5,17.81,24.37
22.07,16.64,25.97
21.02,15.72,24.54
19.35,16.33,23.22
17.68,15.62,22.21
14.96,22.25,20.18
14.93,19.23,26.72
14.9,17.97,24.97
15.0,17.09,23.74
14.3,18.38,22.45
14.54,16.88,23.86
14.57,21.87,21.27
14.1,20.18,22.59
13.09,20.76,21.26
13.24,18.24,26.09
13.64,16.77,29.46
14.04,15.75,27.68
14.85,14.82,26.78
15.37,15.37,25.45
16.79,14.75,24.43
16.72,16.93,23.09
18.2,14.52,31.54
19.84,13.73,31.48
21.61,14.27,29.47
22.58,14.93,28.19
24.96,13.95,28.78
27.03,13.27,27.37
29.04,14.33,26.23
29.66,14.58,24.99
30.23,13.22,27.76
30.8,12.5,26.24
31.11,12.64,25.17
31.05,14.87,24.13
30.24,16.91,22.11
29.31,19.2,20.17
27.2,21.73,18.72
24.75,20.05,18.16
23.38,18.3,25.01
21.67,20.07,23.0
19.2,21.79,21.69
17.85,27.03,19.64
16.95,25.99,18.57
16.26,24.79,17.72
14.52,23.17,18.54
12.6,21.92,18.42
10.86,20.91,17.57
9.47,20.12,18.45
8.54,19.2,19.33
8.84,18.06,20.61
8.35,18.9,19.11
8.11,18.72,18.13
7.42,19.61,17.45
6.96,18.52,18.39
7.61,17.45,21.04
7.65,16.45,22.92
7.64,15.81,22.02
8.62,14.33,26.87
10.46,13.21,28.57
12.46,12.4,26.83
14.47,11.71,25.33
16.08,13.21,22.9
16.63,17.75,20.85
16.33,18.69,19.63
16.31,18.51,18.62
16.28,17.92,17.5
15.95,16.93,16.53
17.11,21.09,15.1
17.62,20.28,14.52
18.04,21.58,13.74
18.8,22.44,12.86
19.2,24.66,11.61
19.22,23.85,10.94
18.76,22.67,12.13
17.66,21.64,14.0
17.67,22.71,13.08
19.92,26.94,11.68
23.38,32.4,10.54
27.3,33.13,9.57
31.15,30.98,8.95
35.01,29.35,8.48
37.46,27.75,9.04
39.94,26.8,8.64
42.49,28.0,7.47
44.68,26.45,7.06
46.76,30.29,6.41
48.75,28.66,6.07
49.73,26.19,10.21
50.92,25.12,11.26
50.21,23.19,16.45
48.6,21.93,15.56
47.11,26.12,14.05
46.21,30.93,12.46
45.57,30.64,11.27
45.1,30.4,10.5
42.95,26.75,17.53
40.26,25.08,19.13
36.8,23.7,19.57
33.72,24.92,18.55
29.68,22.73,19.19
25.6,20.5,24.1
23.44,19.14,25.17
21.27,19.97,23.27
20.26,20.56,21.78
19.38,22.17,20.16
17.57,21.06,19.16
15.78,24.85,17.48
13.98,23.72,15.46
12.01,22.05,14.37
12.03,20.6,13.43
12.57,20.04,13.06
13.76,21.48,12.55
15.27,24.41,11.57
17.89,28.03,10.59
20.54,26.68,10.08
22.12,24.85,11.73
24.8,28.25,10.68
27.98,27.43,9.79
32.08,34.62,8.08
36.21,33.11,7.64
39.63,33.98,7.14
42.79,32.05,6.73
46.18,33.37,6.24
49.59,31.43,5.79
51.95,29.85,8.91
54.18,29.97,8.1
55.82,29.78,7.76
56.86,29.15,7.36
57.9,27.93,7.05
58.3,25.78,10.68
58.69,28.73,9.39
58.93,27.43,8.97
56.61,25.47,13.83
53.99,23.85,14.06
51.17,22.53,13.28
47.95,21.46,14.27
44.82,22.45,13.56
42.25,25.24,12.71
40.24,23.37,13.75
38.54,25.35,12.61
36.8,24.51,11.99
36.07,31.59,10.66
34.46,27.15,12.45
31.71,23.51,22.16
28.14,21.3,21.64
24.58,20.25,20.58
23.07,18.89,22.39
21.29,21.56,21.16
20.07,23.75,19.92
19.75,25.36,18.51
20.0,29.41,16.46
19.66,27.39,15.33
19.46,26.09,16.27
19.33,29.3,15.22
19.97,34.1,13.48
19.59,32.64,12.65
20.17,31.8,11.98
23.68,34.45,10.86
27.36,32.25,10.09
31.04,30.56,9.56
34.41,31.01,8.82
36.89,28.45,13.48
37.74,24.58,16.19
38.32,24.55,15.1
36.75,22.09,19.49
34.76,20.2,20.36
33.64,18.84,21.89
31.46,21.02,20.6
28.68,20.79,19.01
25.85,19.73,18.04
22.99,18.6,20.64
19.95,17.32,20.99
16.84,16.35,19.48
14.81,15.14,24.65
12.54,14.44,23.51
10.34,19.0,21.0
9.54,23.38,19.39
8.75,23.38,18.11
9.92,26.83,16.93
11.78,27.11,15.75
12.05,24.21,19.32
12.78,22.75,18.15
13.14,21.19,17.52
14.36,24.5,15.81
15.53,22.4,14.45
16.24,20.47,13.77
17.43,21.85,13.0
17.74,22.04,12.34
18.18,21.86,11.75
18.21,19.45,17.43
17.66,17.81,17.24
16.87,17.16,16.61
15.69,17.95,15.88
14.03,16.7,17.83
13.66,15.35,17.33
12.96,16.05,16.49
13.19,15.16,19.59
12.89,14.0,19.9
12.59,13.33,18.95
13.22,12.07,21.58
12.9,13.16,20.14
12.65,12.35,20.45
13.72,10.8,28.53
16.55,9.97,26.34
17.8,16.23,23.94
18.14,19.88,22.56
17.92,19.89,21.17
17.91,18.84,20.04
18.26,17.44,21.73
19.4,16.2,22.96
19.91,14.91,22.34
19.5,16.74,21.13
19.01,16.53,20.44
18.94,15.02,26.27
19.65,14.15,26.89
20.11,13.4,25.5
18.76,14.24,24.31
17.15,14.41,22.78
16.93,15.64,21.68
17.84,14.73,21.63
18.2,17.14,20.22
18.02,18.92,19.11
17.27,18.18,18.37
18.99,34.53,14.35
20.78,35.27,13.34
23.4,33.99,11.86
26.09,32.01,11.17
27.6,30.87,10.77
28.4,29.61,12.02
29.04,28.27,12.1
30.61,31.95,11.2
32.43,30.44,10.67
35.07,32.37,9.9
38.18,38.01,8.78
41.94,34.07,8.29
46.25,32.33,7.87
50.67,32.74,7.57
52.34,32.5,6.97
53.22,30.79,8.33
53.88,29.44,7.97
54.74,30.32,7.5
55.7,30.0,7.1
56.48,28.76,8.8
56.26,27.2,12.52
55.27,25.62,12.55
53.7,23.84,13.97
52.14,25.23,13.19
48.66,22.89,17.33
44.86,20.33,23.7
40.78,21.01,22.64
37.27,19.31,25.21
33.6,18.03,23.54
31.07,16.7,26.12
28.79,15.32,25.8
26.3,14.49,24.39
22.86,17.21,22.61
20.03,16.42,21.57
18.04,16.69,20.06
15.87,17.29,18.63
14.53,16.13,18.73
14.22,13.26,23.05
15.54,11.73,22.88
16.44,13.71,20.71
17.43,14.09,20.12
17.35,15.1,19.27
17.99,13.67,21.44
18.91,12.47,25.84
20.21,11.37,29.04
22.43,9.83,35.35
25.49,9.1,32.73
29.79,6.85,45.15
34.39,6.42,42.3
39.12,7.1,40.18
43.85,6.38,42.03
46.17,10.08,39.63
47.66,11.11,36.29
50.14,10.35,35.72
52.91,9.6,34.42
56.18,9.01,33.69
58.63,8.97,32.25
59.62,10.65,30.9
59.41,12.26,29.2
58.28,11.75,27.8
57.45,10.89,28.62
55.74,9.93,29.54
54.93,8.39,36.16
54.67,7.63,37.68
53.99,7.93,36.25
54.44,7.48,36.19
54.88,8.8,34.4
55.46,8.23,36.57
54.35,13.5,32.17
52.89,13.95,30.51
50.56,17.39,28.31
48.35,18.73,26.85
46.98,17.71,27.49
45.96,16.59,28.47
45.07,15.29,29.9
43.38,16.34,27.85
40.78,15.66,26.7
37.58,16.59,25.63
34.23,17.13,24.24
31.32,15.86,26.46
28.87,15.08,25.17
25.85,15.52,23.72
23.33,19.79,22.17
20.77,20.52,21.11
19.28,21.23,19.98
18.05,19.58,19.82
16.88,20.19,18.18
15.02,19.31,19.21
13.4,18.14,22.03
12.57,16.88,22.61
11.75,16.14,21.62
11.6,14.94,22.05
10.98,17.69,21.0
10.06,16.58,21.17
9.24,15.86,20.85
10.44,13.57,29.95
12.72,12.76,28.15
15.34,11.99,26.74
18.31,10.58,27.66
21.46,9.91,25.9
24.47,9.33,26.13
28.06,8.52,25.94
29.99,11.09,23.91
31.41,11.13,22.8
31.39,25.22,18.94
31.72,28.6,17.56
32.96,28.2,16.63
34.33,28.87,15.07
35.8,28.9,14.18
35.58,27.39,13.29
35.91,30.38,12.33
36.21,28.88,11.72
36.04,27.86,11.31
35.16,26.69,13.64
34.25,26.57,12.9
33.12,25.21,12.23
32.97,24.15,11.73
31.67,22.22,16.04
31.33,20.83,17.23
30.3,19.69,16.29
29.47,20.72,15.54
27.45,19.25,18.1
25.37,18.03,19.95
23.25,17.25,19.06
21.15,16.23,20.98
19.93,28.6,17.07
19.25,30.28,15.33
19.28,29.09,14.73
17.23,25.61,22.77
15.39,22.87,27.36
13.77,21.12,26.82
13.31,20.93,25.47
13.1,21.31,24.25
13.25,19.97,25.21
14.28,17.5,31.54
16.1,16.34,29.46
17.17,18.65,27.98
18.01,18.87,26.44
17.68,21.11,24.91
16.25,20.8,23.09
14.12,20.75,21.97
12.41,19.4,23.2
12.93,17.48,22.76
12.63,19.3,21.25
12.26,18.2,20.76
11.78,18.67,19.88
11.84,21.82,18.83
11.63,20.04,23.81
10.36,18.41,22.91
8.4,20.92,21.42
7.03,19.89,20.2
5.89,19.17,19.47
5.88,17.95,21.15
6.06,17.47,20.4
7.36,15.07,23.05
8.21,14.36,21.96
8.8,13.8,21.27
10.45,12.98,23.07
12.27,11.8,22.88
13.74,13.49,21.89
15.03,12.74,21.42
16.64,12.16,23.14
18.13,11.52,22.22
20.49,11.08,22.63
23.0,10.54,22.39
24.91,12.28,21.62
25.42,15.08,20.5
25.64,15.78,19.61
24.89,15.18,18.7
23.81,19.1,17.0
22.78,17.99,15.69
22.55,21.99,13.24
22.04,20.34,12.25
22.79,22.91,11.23
22.97,21.78,12.26
22.75,21.0,11.83
22.83,22.32,11.25
22.74,21.44,10.81
20.79,18.12,21.56
19.44,17.18,20.43
18.92,16.45,19.31
19.61,15.27,23.11
20.63,13.78,22.81
21.97,13.13,21.72
24.29,11.97,27.49
25.5,11.22,27.25
27.48,9.78,31.44
28.79,9.31,29.95
30.75,8.48,29.54
32.71,8.01,27.91
34.38,7.5,26.87
37.12,6.05,36.1
41.59,5.55,33.13
46.06,5.24,31.28
50.59,5.0,29.83
50.95,15.56,26.19
51.01,15.02,25.28
50.53,16.55,23.82
49.43,15.34,24.97
48.16,14.75,24.0
45.64,16.33,23.17
42.63,18.07,22.27
38.68,20.96,20.93
34.95,20.61,19.32
31.19,19.31,17.94
26.76,17.75,21.39
23.57,15.64,27.04
20.58,14.82,27.16
16.82,17.27,25.19
15.02,23.07,23.2
13.52,24.03,21.97
12.41,22.68,21.62
11.1,23.2,20.74
9.67,22.2,20.56
9.04,20.47,24.31
9.05,19.47,24.05
10.28,29.31,20.7
11.28,27.16,19.18
11.16,24.29,25.3
11.19,21.84,26.56
9.98,20.59,25.03
8.58,19.7,23.96
9.0,17.47,28.86
10.74,16.21,26.78
12.44,14.76,26.43
15.31,13.11,32.57
18.98,10.86,39.51
22.77,10.08,36.69
26.54,9.14,38.35
29.69,10.41,35.49
32.55,9.49,34.89
34.14,14.03,32.27
36.87,13.13,30.86
39.11,12.68,30.35
41.64,11.82,31.33
44.89,10.38,35.98
47.15,9.63,34.38
48.37,12.96,31.44
48.89,14.02,29.59
47.96,15.38,28.28
45.67,16.33,27.11
43.81,15.17,28.7
40.68,18.15,25.92
37.74,18.96,24.86
34.99,17.82,26.03
33.51,17.05,24.9
31.17,19.43,22.64
28.77,18.79,21.81
25.95,18.54,20.75
23.3,17.17,24.75
21.26,15.83,28.01
20.44,14.89,27.69
19.69,15.58,26.1
19.46,14.72,25.29
20.46,13.1,29.73
21.13,11.71,27.4
22.58,11.96,26.56
24.67,11.08,27.67
26.49,10.38,26.79
28.52,9.81,27.28
29.46,15.54,23.76
29.19,19.94,21.46
29.75,25.59,19.53
29.76,27.2,18.8
28.62,25.67,20.26
27.32,24.84,19.54
27.0,28.14,18.5
26.25,25.71,18.65
24.62,24.4,17.7
21.98,22.74,21.28
19.53,21.06,22.59
16.99,19.24,22.29
14.82,17.17,22.61
13.33,15.64,26.84
15.13,13.44,36.42
18.16,12.57,34.04
21.57,10.45,43.43
24.64,9.85,40.94
28.31,9.11,40.37
32.08,8.35,39.06
35.35,7.64,37.73
38.93,7.23,35.44
42.52,6.86,33.63
46.19,9.24,31.59
48.87,12.5,29.87
51.65,11.51,31.37
54.06,10.82,30.35
55.1,12.02,28.66
54.58,12.04,27.25
54.43,10.95,28.18
54.37,9.22,37.29
54.31,8.14,32.99
53.92,8.19,30.45
53.66,7.63,31.6
52.87,8.3,28.89
51.85,8.7,27.34
49.29,13.46,25.21
47.55,12.76,23.89
46.02,14.98,22.26
44.11,14.23,21.14
42.57,12.97,22.05
41.92,12.13,23.42
40.98,12.77,21.53
39.46,13.12,20.86
37.31,12.25,22.86
34.39,14.12,20.97
31.56,13.84,19.94
28.22,14.43,19.26
25.35,13.89,18.88
21.99,18.61,16.94
20.54,19.5,15.97
19.08,18.81,15.4
18.31,18.08,15.15
17.48,16.61,19.45
16.3,15.48,18.7
14.52,15.39,17.65
12.8,16.51,16.98
11.17,16.38,16.4
10.06,19.54,14.54
9.72,18.74,13.95
9.38,17.88,13.68
9.31,17.33,13.26
10.08,21.38,12.53
12.15,23.46,11.64
14.11,24.24,11.07
16.48,25.46,10.11
19.49,28.36,9.2
22.07,27.06,10.52
24.34,25.85,10.78
26.78,24.99,10.42
30.15,28.02,9.71
33.78,27.44,8.93
36.37,26.35,8.57
38.12,25.17,11.0
39.64,23.57,11.46
41.15,22.79,11.09
41.34,21.47,11.9
39.75,20.02,15.95
37.28,18.32,19.38
34.64,19.75,17.44
31.44,18.79,16.59
29.45,21.34,15.41
29.54,32.23,13.06
29.68,31.15,12.37
28.49,29.11,15.05
27.13,28.07,14.51
25.77,27.25,14.08
26.31,33.79,12.27
27.17,31.33,11.38
27.15,28.59,14.01
27.1,26.39,14.87
28.28,24.87,14.01
30.08,23.7,13.35
31.72,23.03,12.62
33.95,26.08,11.88
35.46,25.01,11.39
34.14,23.34,14.36
32.93,22.74,13.31
32.52,21.71,12.71
32.65,23.72,11.76
31.57,22.06,15.74
29.43,21.08,15.04
26.33,18.99,20.34
24.13,17.83,19.09
22.38,16.94,18.15
21.56,22.69,16.31
20.98,22.79,15.23
19.65,21.12,17.1
17.83,18.74,23.81
16.87,16.97,27.67
16.88,15.92,25.97
16.27,16.87,24.08
14.9,19.14,22.02
12.55,21.24,20.93
11.81,19.24,21.84
11.71,17.93,24.43
12.52,17.27,23.24
13.21,17.14,22.35
14.28,16.15,23.42
14.95,14.85,25.13
14.65,16.23,22.28
14.09,21.09,19.97
15.26,30.25,16.9
16.65,36.92,14.59
18.14,35.97,13.68
19.7,34.0,14.8
22.31,35.09,13.79
25.37,33.51,13.17
28.03,32.17,12.64
28.61,28.8,17.85
29.01,26.58,17.59
30.15,29.45,16.17
30.89,27.89,15.43
30.51,26.1,17.27
30.35,24.2,18.48
31.11,22.83,17.44
30.51,24.78,16.55
28.37,23.32,17.79
26.13,22.25,16.98
23.89,21.24,18.08
21.13,20.46,18.54
18.21,19.69,18.64
16.32,23.65,16.72
15.87,22.59,15.98
16.73,28.04,14.34
16.95,26.76,13.69
16.53,25.02,15.71
17.86,30.8,13.54
20.18,33.22,12.34
22.5,31.48,11.69
24.49,31.62,11.15
26.31,29.74,13.1
27.52,28.23,15.05
28.74,26.49,15.87
30.09,25.17,15.5
31.72,25.24,14.97
32.74,26.97,14.07
33.76,25.51,13.3
32.59,22.88,16.6
31.42,21.86,15.85
31.07,21.82,15.16
29.27,20.99,15.91
27.61,23.65,14.93
26.04,23.25,14.3
23.69,22.15,16.4
21.04,20.83,20.07
19.2,20.87,19.0
17.75,20.22,18.41
18.81,33.93,14.99
17.1,24.23,25.01
16.13,20.17,28.96
15.16,18.88,27.11
15.91,17.15,29.49
16.56,16.72,27.82
16.61,17.55,25.71
15.97,21.44,23.58
14.69,20.44,22.48
13.81,25.67,20.39
13.9,25.62,18.5
14.92,24.52,17.7
16.23,26.94,16.85
16.08,23.71,22.5
13.35,21.8,22.02
13.57,22.59,20.62
12.34,21.47,21.16
11.08,20.6,20.51
9.87,23.34,19.28
8.91,23.16,18.41
8.38,22.32,17.74
8.67,21.68,18.17
8.48,19.99,20.84
7.81,19.18,19.99
6.67,19.05,18.98
5.91,17.92,20.02
5.2,22.92,17.62
5.94,21.33,16.4
6.23,20.01,18.29
6.51,18.49,21.92
6.95,18.19,20.85
7.36,22.24,19.72
7.11,21.26,18.84
7.14,22.77,17.95
6.38,21.13,20.81
6.47,19.52,23.92
7.81,17.18,26.21
8.79,18.12,24.93
9.68,18.2,23.48
10.37,17.18,23.28
10.15,17.57,21.52
9.89,16.84,20.37
10.85,15.78,22.67
11.06,16.98,21.34
12.37,29.33,17.53
13.74,27.5,16.44
14.71,25.43,17.08
15.14,24.36,16.96
16.15,23.2,17.18
16.7,23.44,16.38
16.47,22.64,15.87
15.96,21.06,17.7
15.67,20.37,17.12
15.07,19.54,17.11
14.54,18.28,19.29
15.09,16.32,23.08
15.03,15.46,21.86
14.61,18.69,20.84
13.72,17.33,22.37
13.02,16.76,22.84
12.93,15.95,23.15
14.05,14.43,28.99
15.38,13.49,27.12
16.79,12.45,27.4
18.02,12.59,26.03
18.7,16.55,23.87
18.57,18.99,21.78
18.58,17.74,20.35
18.81,17.18,19.34
17.93,16.69,18.39
16.92,16.47,17.48
16.6,17.1,16.79
16.18,15.99,18.34
15.58,15.47,17.75
16.42,12.67,23.65
16.18,11.35,21.18
14.76,15.09,19.88
13.49,14.39,21.46
12.61,13.65,21.58
12.74,13.63,20.42
13.8,12.79,19.85
15.76,11.75,24.01
18.25,10.63,25.24
21.58,9.49,29.69
25.67,8.31,33.52
28.79,11.69,30.44
31.91,10.38,31.66
35.46,9.25,33.24
37.74,8.35,35.76
40.2,7.33,34.16
44.12,6.62,35.6
47.7,5.98,33.69
49.64,10.46,31.11
51.65,10.36,29.59
53.06,11.73,28.26
53.7,11.16,28.12
54.08,10.54,28.61
53.44,10.93,27.15
51.89,11.55,26.03
51.42,11.25,24.98
50.14,12.15,23.98
49.33,10.83,28.65
47.23,12.54,24.72
44.36,14.14,23.3
40.75,15.47,22.33
37.71,13.79,24.13
36.15,12.99,23.01
34.05,15.17,22.17
32.6,14.48,22.24
31.48,13.56,23.84
30.15,13.08,23.0
28.54,14.8,22.22
27.46,14.03,22.57
26.0,15.3,21.82
25.49,14.01,23.65
24.68,13.34,26.93
25.18,12.43,28.79
26.47,11.55,28.64
28.31,10.84,27.73
30.17,9.87,32.51
32.09,8.98,30.7
34.39,9.27,28.48
36.79,8.39,28.61
37.74,10.91,25.96
37.94,12.97,24.29
38.47,13.22,23.23
37.39,18.47,21.77
36.75,17.3,20.52
36.95,30.81,17.16
36.74,30.29,16.03
36.1,28.45,15.06
34.46,26.36,17.76
32.72,25.09,16.9
30.43,24.82,16.1
27.81,23.32,16.16
24.58,21.75,19.4
21.34,22.12,18.4
19.52,22.63,16.57
19.29,26.78,15.38
18.19,23.56,18.48
18.18,22.66,19.28
18.35,22.66,18.17
17.1,21.54,17.28
16.08,22.89,16.45
14.54,21.48,17.85
13.38,19.37,20.67
11.99,18.33,18.32
10.47,17.34,17.32
9.47,16.13,17.55
9.4,15.07,16.53
9.43,18.24,15.03
8.62,17.22,15.87
8.88,14.61,27.55
10.21,13.58,25.61
11.44,14.19,23.79
12.15,14.88,22.78
12.88,14.23,21.85
13.16,13.8,20.81
13.81,13.58,19.72
16.04,12.1,24.79
18.65,11.03,23.72
20.7,12.43,22.45
23.17,11.07,25.17
26.21,10.18,28.36
27.9,13.19,26.38
29.26,15.34,24.56
29.52,13.72,28.07
28.67,17.07,24.96
27.27,19.89,22.3
27.11,18.09,26.44
26.95,16.87,24.65
27.61,15.07,27.73
28.99,13.2,29.2
30.2,11.03,34.31
31.33,9.81,31.44
32.57,11.0,29.81
32.74,11.89,28.6
32.66,11.1,30.01
33.68,10.26,28.9
35.64,9.48,28.9
36.95,8.82,28.49
39.73,8.15,30.27
43.1,8.74,28.46
45.13,9.88,27.46
46.53,11.56,25.99
47.5,10.6,26.69
48.1,9.61,26.08
47.12,11.2,24.69
46.13,10.74,24.19
45.19,11.61,23.02
