SAR
3704
3778
3600
3608.0
3615.84
3631.526
3658.915
3693.562
3741.505
3803.245
3866.771
3921.403
3968.386
4257
4208.9
1852
1898.6
1990.736
2125.152
2251.503
2370.273
2519.371
2691.334
2877.294
3068.913
3258.207
3438.529
3604.023
3737.419
3844.935
3931.948
4002.358
4059.087
4104.869
4142.896
4174.516
4201.013
4223.411
4233
4267.0
4311.8
4365.44
4425.752
4481.802
4544.241
4612.993
4687.194
4766.356
4845.084
4928.468
5007.774
5092.219
5159.775
5430
5423.58
5406.917
5382.502
5359.552
5337.979
5304.62
5258.258
5216.532
5178.979
2352
2352
2408.6
2464.068
2518.427
2571.698
2623.904
2675.066
2725.205
2774.341
2822.494
2869.684
2915.93
3009.573
3150.539
3334.576
3557.118
3810.784
4034.01
4275.228
4515.512
4747.62
4982.096
5193.077
5385.861
5562.889
5720.511
5869.009
6009.207
6122.366
6213.893
6313.314
6395.651
6464.721
6521.777
6568.421
6613.737
6652.39
6892
6899
6664
6669.32
6685.267
6716.151
6758.699
6797.843
6833.856
6866.987
6918.989
6976.83
7039.854
7109.637
7177.742
7269.594
7592.475
7850.78
8057.424
8222.739
8884
8871.58
8847.197
8811.725
8778.381
8747.039
8717.576
8689.882
8256
8265.56
8274.929
8284.11
8293.108
8315.584
8358.509
8426.628
8508.365
8597.721
8709.9
8806.374
8889.342
9399
9387.86
9360.106
9317.499
9259.219
9188.497
9104.078
8995.847
8876.831
8744.202
8635.445
8531.556
8434.045
8328.236
8242.389
8172.711
8116.169
8070.535
7885
8041
7881
8041
8041
8041
8028.32
8000.821
7954.275
7911.453
7861.608
7797.575
7741.226
7691.639
7640.589
7596.687
7558.931
7519.262
7455.495
7368.796
7271.437
7183.349
6800
6800
6806.42
6812.712
6818.877
6824.92
6891.923
8500
8388.62
8279.468
8172.498
8067.668
7964.935
7864.256
7765.591
7668.899
7574.141
7481.278
7390.273
7301.087
2931
3017.66
3102.587
3185.815
3267.379
3347.311
3425.645
3502.412
3653.756
3879.79
4092.263
4291.987
4479.728
4656.204
4822.092
4978.026
5124.605
5310.156
5480.864
5637.915
5822.023
6029.141
6250.041
6470.834
6681.464
6874.171
7044.537
7180.83
7289.864
7377.091
7452.073
7752
7746.64
7735.934
7718.418
7695.425
7431
7436.98
7442.84
7448.584
7454.212
7730
7724.04
7710.398
7688.714
7349
7356.6
7377.296
7417.358
7455.017
7490.416
7523.691
7554.969
7584.371
7612.009
7637.988
7673.429
7715.786
7778.572
8239
8229.88
8210.725
8179.841
8150.811
7696
7707.54
7718.849
7729.932
7740.794
7751.438
7761.869
7787.274
7838.738
8645
8600
4140
4229.4
4317.012
4493.252
8983
1851
1851
1994.66
2135.447
2273.418
2408.63
2541.137
2670.994
2798.254
2922.969
3045.19
3164.966
3282.347
3397.38
3510.112
3620.59
3728.858
3834.961
3938.942
4040.843
4140.706
4238.572
4334.481
4428.471
4520.581
4610.85
4699.313
4786.007
4870.966
4954.227
5035.823
5115.786
5194.15
5270.947
5346.208
5419.964
5492.245
5563.08
5632.498
5700.529
5767.198
5828
5892.12
5954.958
5980
6000
6060.68
6120.146
6178.423
6186
9034
8976.76
8862.41
8697.505
8490.665
8300.371
8125.302
7964.238
7816.059
7645.553
7453.726
7256.645
7062.782
6847.001
6615.401
6396.121
6187.696
6019.357
5865.086
5734.869
5630.695
5541.156
5466.325
5394.26
5336.608
5290.486
5262
5262
5200.0
5120.8
5028.64
4927.112
4845.89
4753.912
4654.129
4548.903
4440.123
4329.098
4217.079
4127.463
4033.17
3957.736
3875.589
3809.871
3736.097
3677.078
3609.262
3535.01
3475.408
3408.326
3335.861
3259.689
3181.151
3118.321
3068.057
3027.845
2995.676
2969.941
2867
2869.04
2871.039
2874.998
2880.758
2888.137
2905.523
2935.221
2978.87
3016.408
3040
3040
3068.98
3093.903
3119.198
3257
3257
3252.86
3248.803
3244.827
3240.93
3232.213
3219.48
3202.962
3183.066
3113.098
3051.526
2997.343
2949.662
2907.702
2870.778
2838.285
2809.691
2775.434
2738.244
2707.005
2543
2546.24
2552.67
2558.844
2564.77
2573.364
2590.615
2606.485
2633.037
2656.933
2693.061
2742.473
2805.597
2882.17
2971.136
3042.509
3119.407
3201.325
3287.86
3378.888
3474.111
3573.289
3676.431
3761.945
3854.956
3954.565
4034.252
4098.001
4121
4140
4182.6
4216.68
4243.944
4356
4363
4363
4352.02
4336.738
4322.679
4161
4344
4164
4164
4173.8
4183.208
4198.556
4217.951
4240.456
4265.241
4290.967
4316.733
4338.375
4359.548
4376.909
4419.327
4480.662
4557.93
4636.744
4688
4688
4757.0
4819.0
4895.2
4965.76
5029.208
5183.366
5800
5774.82
5750.144
5725.961
5702.262
5679.036
5656.276
5633.97
5612.111
5590.688
5569.695
5549.121
5528.958
5509.199
5489.835
5470.859
5452.261
5434.036
5416.175
5398.672
5381.518
4541
4560.46
4605.202
4679.83
4881.443
5066.928
5237.573
5394.568
5539.002
5671.882
5794.131
5906.601
6010.073
6105.267
6192.846
6273.418
6347.545
6415.741
6478.482
6536.203
6589.307
6638.162
6683.109
6724.461
6762.504
6797.503
6800
6831
6860.52
7200
7191.52
7183.21
7175.065
7167.084
6776
6785.22
6807.651
6849.132
6925.202
6995.185
7059.571
7118.805
7800
7786.4
7773.072
7744.949
7717.951
7692.033
7667.152
7643.266
7620.335
7598.322
7577.189
7556.901
7537.425
7518.728
7500.779
7070
7078.6
7087.028
7095.287
7103.382
7500
7491.7
7483.566
7475.595
7457.211
7428.518
7401.547
7376.194
6979
6970
6970
6988.4
7006.064
7038.7
7069.378
7098.215
7125.323
7150.803
7195.539
7260.285
7318.557
7371.001
7418.201
7843
7834.14
7825.457
7816.948
7808.609
7800.437
7792.428
7775.531
7748.799
7710.655
7664.09
7597.479
7522.792
7458.561
7403.322
7339.271
7278.382
7222.706
7178.165
7000
7006.0
7022.32
7037.987
7062.648
7105.556
7145.032
7181.349
7214.761
7262.585
7333.075
7395.106
7449.693
7850
7842.02
7834.2
7826.536
7819.025
7811.664
7804.451
7797.382
7790.454
7451
7457.9
7472.704
7496.482
7527.483
7566.835
7612.575
7661.074
7662
7742.32
7827.762
8430
8430
8419.4
8409.012
8398.832
8376.318
8342.459
8310.632
8280.714
8252.591
8216.384
8170.845
8129.861
8081.518
8020.965
7955.211
7900
7828.4
7800
7800
7454
7400
7400
7432.58
7959
7959
7948.54
7927.718
7891.915
7858.26
7331
7343.2
7355.156
7941
7929.3
7917.834
7906.597
7883.453
7848.866
7804.397
7750.857
7702.672
7659.304
7620.274
7269
7277.34
7293.846
7800
7800
7752.0
7678.08
7579.834
7465.25
7362.125
7269.313
7185.781
7110.603
7042.943
6982.049
6927.244
6877.919
6434
6445.3
6471.048
6511.785
6550.078
6618.072
6680.626
6759.663
6853.304
6935.707
7008.222
7072.036
7128.191
7177.609
7221.095
7540
7531.22
7513.971
7497.412
7481.516
7466.255
7451.605
7437.541
7424.039
7411.078
7100
7106.22
7121.931
7137.014
7166.953
7228.877
7305.789
7375.01
7437.309
7504.832
7564.252
7616.542
7662.557
7730.519
7788.966
8148
8141.44
7820
7830.22
7854.971
7878.732
7922.728
7988.99
8095.891
8192.102
8278.692
8356.623
8460.348
8551.626
9221
9206.86
9167.906
9130.509
9094.609
9060.145
8233
8249.12
8283.115
8315.751
8347.081
8377.157
8406.031
8433.75
8460.36
8480
9099
9087.02
9075.28
9063.774
9052.499
9041.449
9030.62
9008.035
8969.453
8933.186
8899.094
8855.167
8799.65
8749.685
8704.717
8651.591
8586.268
8185
8194.12
8203.058
8211.816
8220.4
8239.544
8270.171
8312.478
8351.4
8411.36
8465.324
8951
8500
8500
8525.12
8565.613
8603.676
8639.455
8684.379
8758.241
8876.892
8981.305
9109.502
9243.982
9380.065
9491.654
10000
9990.0
9980.2
9500
9514.68
9529.066
9543.165
9556.982
9588.222
9618.214
9647.005
9674.645
9701.179
9726.652
9751.106
9798.319
9876.374
10009.137
10204.96
10442.266
10646.349
10878.773
11147.194
11434.755
11739.604
13400
13400
13328.12
13215.613
13109.856
13010.445
12916.998
12829.158
12746.589
12668.973
12596.015
12527.434
12462.968
12402.37
12345.408
12291.863
12241.531
12194.22
11453
11471.82
11527.907
11625.953
11718.116
11804.749
11886.184
11962.733
12034.689
12137.034
12307.33
12557.611
12777.857
13025.957
13305.804
13574.759
13795.303
13976.148
14800
14776.2
14752.876
14730.018
14707.618
14685.666
14664.152
14643.069
14596.307
14512.528
14433.777
14359.75
14290.165
14224.755
14163.27
14105.474
14051.145
14000.076
13952.072
13880.066
13813.821
13052
13071.1
13128.376
13183.361
13236.147
13286.821
13335.468
13382.169
13427.002
13470.042
13511.361
13551.026
13589.105
13659.059
13784.654
13944.089
14167.758
14364.587
14537.797
14741.805
14974.956
15170.803
15335.315
15473.504
16199
16176.5
16111.4
16048.904
15988.908
15400
14785.06
14207.016
13663.655
12979.363
12180.527
11310.463
10544.808
9871.031
9278.107
8756.334
8297.174
7893.113
7537.54
7224.635
6949.279
6706.965
6493.729
6306.082
6140.952
5995.638
5867.761
5755.23
5634.098
5488.962
5367.048
5264.64
5178.618
5106.359
5045.662
4994.676
4921.834
4862.104
4590
4595.7
4609.672
4623.085
4643.0
4673.16
4700.907
4726.435
4749.92
4771.526
4804.974
4835.076
4887.267
4933.195
4973.612
5009.178
5031
5270
5265.4
5251.104
5237.38
5208.377
5169.307
5122.776
5080.899
5043.209
5002.024
4945.74
4897.337
4855.71
4851
4851
4815.86
4785.64
4600
4788
4788
4772.92
4758.443
4744.545
4723.993
4704.673
4686.513
4669.442
4402
4408.72
4415.306
4421.759
4428.084
4434.283
4738
4731.48
4718.181
4705.414
4693.157
4681.391
4670.095
4659.251
4648.841
4638.848
4629.254
4609.498
4576.739
4526.165
4458.345
4376.397
4305.921
4245.312
3873
3881.5
3902.76
3943.694
3982.173
4018.342
4052.342
4084.301
4114.343
4142.583
4169.128
4194.08
4217.535
4239.583
4260.308
4279.79
4298.102
4303
4303
4319.92
4335.825
4350.775
4371.513
4413.662
4451.596
4503.484
4578.176
4642.412
4721.706
4807.799
4878.395
4936.284
4983.753
5200
5195.06
5190.219
5185.474
5180.825
5176.268
5165.258
5154.687
5133.106
5092.298
5054.754
5011.278
4972.151
4936.936
4894.703
4847.845
4792.51
4739.858
4674.486
4616.589
4365
4365
4376.6
4397.024
4428.382
4457.232
4483.773
4508.191
4530.656
4551.323
4570.338
4587.831
4600
4600
4630.0
4662.06
4715.01
4785.749
4843.754
4862
4901
5108
5103.18
5098.456
5088.558
4851
4855.78
4870.309
4884.256
4897.646
4910.5
4922.84
4934.687
4946.059
4956.977
5219
5213.22
5201.491
5180.522
5160.81
5142.282
5124.865
5102.476
5081.878
5053.79
5022.135
4985.576
4943.564
4895.222
4850.178
4814.142
4799
4759.2
4723.36
4550
4550
4559.6
4568.816
4577.663
4790
4785.66
4781.407
4777.239
4773.154
4770
4770
4766.06
4762.199
4758.415
4750.478
4719
4662.12
4591.908
4514.879
4447.094
4387.442
4334.949
4288.755
4248.105
4202.45
4151.818
4109.287
4073.561
4036.92
4001.536
3971.829
3947.063
3911.451
3885
3851.6
3817.28
3797
3797
3746.2
3694.56
3649.648
3456
3456
3463.76
3471.21
3484.817
3497.608
3517.799
3544.619
3574.785
3606.735
3638.778
3669.778
3719.822
3773.658
3828.926
3883.741
3959.393
4019.914
4083
4156.2
4249.16
4325.328
4417.862
4520.09
4601.872
4650
4700
4764.0
4809
4852
4946.6
5064.48
5536
5526.48
5517.15
5508.007
5060
5070.78
5081.344
5091.698
5101.844
5111.787
5120
5161.52
5229.638
5326.175
5465.834
5629.097
5816.121
5973.222
6105.186
6216.037
6309.151
6798
6789.62
6764.475
6724.007
6685.966
6650.208
6616.596
6090
6102.2
6133.952
6184.715
6232.432
6307.437
6412.594
6507.234
6620.366
6719.922
6807.532
6884.628
6952.472
7025.346
7125.131
7248.767
7350.149
7452.919
7578.736
7712.988
7758
8367
8355.06
8343.359
8331.892
8320.654
8290.948
8246.251
8204.236
8164.742
8127.617
8092.72
8059.917
8029.082
7978.195
7893.376
7775.491
7629.822
7504.547
7396.81
7304.157
7207.492
6700
6708.86
6732.506
6755.205
6776.997
6797.917
6818.001
6837.281
6855.789
6873.558
6890.615
7300
7290.6
7254.976
7198.277
7116.175
7015.758
6925.382
6844.044
6754.999
6660.499
6547.299
6430.785
6319.028
6198.422
6096.738
6015.39
5690
5696.22
6019
6019
5688
5695.42
5711.683
5745.182
5776.671
5818.138
5856.287
5891.384
6295
6286.1
6277.378
6257.323
6218.664
6167.73
6103.457
6025.162
5927.84
5814.585
5719.452
5669
5220
5228.18
5236.196
5258.869
5280.634
5301.528
5337.317
5393.931
5464.338
5527.704
5584.734
5636.061
5682.255
6098
6089.0
6068.68
6034.919
5987.966
5944.768
5905.027
5868.465
5834.828
5803.881
5448
5455.66
5476.714
5517.111
6150
6089.36
6029.933
5971.694
5914.62
5858.688
5746.34
5578.08
5419.915
5271.24
5131.486
5000.117
4876.63
4760.552
4651.439
4548.872
4452.46
4361.832
4276.643
4196.564
4121.29
4050.533
3984.021
3921.5
3862.73
3807.486
3755.557
3706.743
3660.859
3617.727
3577.183
3539.072
3503.248
3469.573
2942
2954.36
2966.473
2978.343
3005.05
3052.207
3115.23
3173.212
3244.291
3323.936
3394.023
3455.701
3509.977
3557.739
3908
3900.44
3882.622
3853.965
3815.248
3779.628
3746.858
3716.709
3674.738
3636.964
3595.329
3290
3295.98
3310.621
3336.984
3361.765
3385.059
3406.955
3443.359
3488.723
3529.551
3575.205
3615.38
3662.227
3710.67
3757.35
3814.68
4044
4039.12
4028.355
4008.714
3990.251
3701
3707.4
3721.584
3735.201
3748.273
3767.696
3798.281
3839.353
3888.63
3931.995
4250
4242.0
4225.72
4200.837
4169.57
4140.804
4114.34
4081.306
4051.575
4024.818
4000.736
3971.848
3939.529
3911.735
3892
3892
3885
3849.16
3820
3661
3665.32
3679.067
3692.265
3704.934
3717.097
3728.773
3751.346
3791.719
3850.547
3903.492
3951.143
3994.029
4032.626
4067.363
4098.627
4138.032
4201.027
4277.503
4351.752
4412.637
4450
4451
4500
4584.0
4920
4913.6
4907.328
4901.181
4895.158
4889.255
4876.884
4853.311
4818.166
4765.65
4704.972
4631.616
4549.597
4458.77
4354.216
4245.173
4149.738
4073.39
4034
3768
3772.62
3784.515
3806.684
3827.523
3847.112
4154
4146.48
4130.741
4103.276
4077.46
4053.192
4021.497
3992.337
3965.51
3950
3926.56
3904.995
