rsi
50.0
50.495
50.986
51.48
51.971
51.996
52.488
52.977
53.344
53.291
53.217
53.05
52.524
52.407
52.451
52.587
52.798
52.798
52.798
52.816
52.865
52.886
52.942
53.014
53.118
53.201
53.275
53.339
53.425
53.481
53.52
53.563
53.723
53.869
54.026
54.194
54.314
56.862
59.362
61.801
64.046
65.036
67.233
69.468
71.578
73.605
75.084
76.94
78.033
79.75
81.137
74.764
69.296
63.901
59.31
60.886
62.602
57.787
53.748
53.656
54.245
55.967
59.871
61.808
48.469
50.636
46.696
43.051
45.984
48.648
51.068
53.762
56.231
58.535
61.591
65.058
67.898
70.867
73.575
72.905
75.212
76.462
75.863
78.413
80.671
82.674
84.333
85.383
86.733
87.884
87.937
87.983
89.384
89.527
89.687
89.788
89.847
90.32
90.467
91.436
91.896
78.136
81.071
83.611
85.679
86.247
87.876
82.955
77.575
80.306
80.548
81.05
81.974
82.208
84.791
86.884
93.559
93.866
86.108
78.877
78.711
78.667
78.381
70.637
73.354
74.863
73.027
75.488
72.579
73.241
68.563
68.916
72.304
75.373
78.053
79.949
75.033
77.479
77.132
74.76
69.46
66.813
60.048
54.57
55.575
50.707
51.522
45.936
43.326
38.811
42.577
40.349
38.25
34.492
34.338
34.201
34.085
33.991
33.89
33.747
33.747
33.747
33.747
33.747
27.111
22.447
18.995
18.995
18.864
17.029
17.029
17.029
17.005
17.005
17.005
16.544
13.007
10.613
8.888
7.659
7.65
16.986
25.056
21.58
22.816
24.356
24.536
56.726
50.774
50.466
52.448
46.619
43.853
43.853
42.612
46.142
45.843
45.615
46.305
45.991
44.371
39.525
46.007
42.489
36.96
36.563
36.145
41.081
46.036
53.601
55.729
54.355
51.912
51.402
50.73
50.73
52.94
54.705
55.068
54.597
57.273
62.024
65.591
66.918
67.562
67.808
72.272
78.14
73.984
72.793
64.714
65.957
66.015
64.579
62.621
58.337
57.513
60.516
62.24
63.229
60.664
59.227
57.897
51.042
45.682
45.348
48.077
62.35
74.574
76.478
71.173
70.741
70.282
69.314
68.931
69.236
66.694
75.751
74.721
78.193
69.666
59.562
57.24
54.287
54.718
65.07
69.378
56.173
52.128
57.534
58.136
63.899
71.41
76.302
70.562
65.475
64.569
65.972
66.428
73.01
77.838
78.642
78.642
78.642
37.359
37.501
37.804
33.981
31.897
31.351
33.618
31.941
29.984
28.775
25.538
24.629
23.33
23.273
22.721
21.023
18.823
18.785
18.692
18.635
24.915
27.112
27.36
34.488
39.732
39.593
38.327
35.856
35.644
34.687
34.343
27.758
25.862
24.982
24.225
19.939
16.832
16.832
20.035
23.144
25.256
33.56
39.756
40.124
40.32
43.323
42.454
42.6
39.625
39.41
39.294
39.294
39.294
39.294
39.294
39.212
34.029
33.957
33.879
23.264
17.514
13.929
11.472
11.371
10.148
9.757
9.757
9.374
9.167
8.428
8.428
8.428
8.414
8.414
6.519
5.273
4.397
3.745
3.745
3.212
2.796
2.463
2.19
1.963
1.771
1.607
1.607
1.454
1.454
1.315
1.315
1.187
1.187
1.069
0.969
0.968
0.875
0.796
0.727
0.667
8.597
9.412
9.509
9.716
9.827
10.066
10.194
10.194
10.342
10.5
10.84
24.575
35.513
31.226
32.969
30.426
46.554
47.438
48.434
49.152
49.572
38.692
45.318
46.622
43.531
40.458
36.218
36.06
35.723
35.192
29.433
21.762
21.09
21.062
21.002
20.969
20.969
20.895
20.895
17.3
33.911
36.13
36.443
36.666
36.666
36.666
36.805
46.929
46.929
55.417
55.417
62.605
68.246
72.813
76.563
79.65
79.68
82.442
84.743
86.679
88.333
89.743
90.952
92.002
92.126
93.075
82.154
82.792
83.993
81.361
83.207
83.806
84.355
84.444
84.519
70.184
73.026
64.884
66.353
67.804
64.085
68.993
65.063
68.6
62.525
66.405
67.406
67.475
67.55
67.709
67.795
67.931
67.931
68.14
68.14
74.541
79.181
82.68
72.778
75.165
78.394
79.923
80.66
83.25
84.079
84.674
88.358
83.19
44.566
48.691
48.425
53.336
53.628
54.022
54.142
54.271
57.271
57.369
57.403
57.552
57.592
57.635
57.774
57.921
58.132
58.244
58.305
66.236
72.102
76.618
80.181
83.047
92.101
79.241
81.607
78.328
73.452
72.136
70.43
73.084
73.392
75.777
67.327
65.394
63.373
61.272
63.621
67.256
62.765
67.074
66.615
61.977
61.749
60.717
60.717
63.301
59.73
58.494
59.701
60.897
63.917
61.589
61.589
66.164
69.424
67.171
73.762
66.335
62.884
57.731
55.31
56.085
55.422
51.57
52.7
54.963
63.695
64.746
64.345
64.552
64.584
62.773
53.603
49.44
50.172
57.615
59.601
59.059
53.793
52.044
45.096
42.145
46.377
45.566
40.183
39.622
46.048
44.34
48.93
59.261
57.935
53.232
56.922
61.954
55.153
54.415
57.515
58.574
65.125
62.248
63.673
54.282
52.329
51.355
50.047
52.809
56.305
56.305
57.37
51.286
47.361
45.095
42.676
41.373
37.247
40.355
36.646
42.74
36.566
35.78
