moving12
130.64
130.745
130.563
130.472
130.438
130.438
130.41
130.404
130.378
130.41
130.44
130.538
130.624
130.717
130.873
131.094
131.264
131.397
131.532
131.684
131.818
131.783
131.785
131.707
131.579
131.393
131.144
130.869
130.643
130.425
130.208
130.044
129.894
129.848
129.745
129.686
129.619
129.59
129.631
129.468
129.282
129.122
128.985
128.731
128.543
128.348
128.153
127.913
127.637
127.433
127.207
127.349
127.5
127.64
127.743
128.159
128.545
128.933
129.372
129.802
130.427
130.823
131.293
131.644
132.041
132.402
132.787
132.896
132.908
132.992
133.149
133.272
133.227
133.377
133.444
133.458
133.432
133.469
133.504
133.517
133.653
133.683
133.634
133.558
133.549
133.515
133.508
133.46
133.538
133.502
133.486
133.526
133.525
133.583
133.619
133.783
134.013
134.213
134.454
134.689
134.822
135.038
135.23
135.338
135.438
135.503
135.576
135.672
135.667
135.677
135.769
135.873
136.007
136.147
136.31
136.516
136.52
136.533
136.558
136.537
136.672
136.969
137.155
137.343
137.457
137.549
137.624
137.858
138.312
138.89
139.404
139.958
140.21
140.373
140.433
140.538
140.758
140.941
141.147
141.274
141.344
141.434
141.652
141.774
142.073
142.312
142.588
142.738
142.835
142.982
143.108
143.191
143.264
143.25
143.123
142.903
142.661
142.396
142.061
141.968
141.948
141.913
141.939
142.073
142.065
142.008
142.023
142.558
142.947
143.259
143.676
143.98
144.153
144.377
144.407
144.333
144.404
144.546
144.604
144.172
143.959
143.752
143.497
142.978
142.477
141.997
141.521
141.127
140.782
140.498
140.267
140.061
139.887
139.749
139.626
139.723
139.755
139.759
139.933
139.951
139.876
139.743
139.537
139.417
139.19
138.974
138.829
138.491
138.231
137.941
137.742
137.608
137.501
137.396
137.354
137.246
137.134
137.028
136.927
136.967
136.945
137.003
136.927
136.786
136.705
136.637
136.695
136.92
137.077
137.383
137.844
138.236
138.753
139.255
139.821
140.417
140.988
141.493
142.028
142.335
142.782
143.084
143.164
143.339
143.414
143.435
143.394
143.356
143.432
143.433
143.248
143.178
143.129
143.02
143.015
143.277
143.58
143.893
144.172
144.434
144.44
144.479
144.458
144.502
144.479
144.609
144.653
144.423
144.221
144.022
143.877
143.788
143.834
143.85
143.942
143.978
144.136
144.144
144.227
144.257
144.263
144.294
144.288
144.28
144.282
144.438
144.693
144.803
144.815
144.708
144.58
144.572
144.507
144.323
144.19
144.097
144.003
143.882
143.567
143.415
143.217
143.216
143.17
143.137
143.108
143.185
143.237
143.304
143.383
143.375
143.442
143.626
143.993
144.351
144.86
145.332
145.781
146.249
146.708
147.115
147.58
148.131
148.796
149.273
149.835
150.557
151.149
151.989
153.278
154.666
156.034
157.216
158.395
159.508
160.682
162.197
163.295
164.219
164.769
164.882
164.634
164.431
164.108
163.98
164.083
164.367
164.266
163.963
164.045
163.945
163.926
164.226
164.56
164.602
164.858
165.221
165.228
165.185
165.349
165.209
164.562
164.106
163.893
163.579
163.324
163.201
162.9
162.477
162.132
161.78
161.586
161.472
161.574
161.74
161.963
162.093
162.215
162.312
162.526
162.886
163.069
163.207
163.218
163.318
163.581
163.863
164.082
164.474
165.023
165.413
166.039
166.548
167.272
167.825
168.307
168.66
168.971
169.022
169.289
169.571
169.605
169.966
169.812
169.601
169.537
169.618
169.607
170.039
170.373
170.781
171.08
170.962
170.773
170.403
170.306
170.253
170.089
169.861
169.796
169.613
169.744
170.249
170.549
170.99
171.557
172.052
172.627
173.209
173.815
174.474
174.897
175.331
175.427
175.352
175.412
175.581
175.683
175.808
175.94
176.018
175.924
175.707
175.08
174.173
173.26
172.268
171.314
170.421
169.505
168.588
167.619
166.627
165.819
165.139
165.153
165.182
165.268
165.355
165.426
165.387
165.431
165.553
165.612
165.683
165.586
165.478
165.166
164.905
164.788
164.85
164.947
165.125
165.178
165.234
165.404
165.568
165.787
166.007
166.326
166.648
166.902
167.0
167.123
167.202
167.273
167.334
167.239
167.222
167.178
167.222
167.31
167.45
167.602
167.673
167.657
167.641
167.687
167.673
167.556
167.657
167.855
167.968
168.098
168.232
168.249
168.277
168.326
168.476
168.58
168.812
169.153
169.163
169.15
169.066
168.942
168.8
168.578
168.443
168.338
168.252
168.202
168.048
167.948
167.924
167.834
167.769
167.775
167.704
167.578
167.49
167.325
167.018
166.652
166.308
166.048
165.678
165.308
164.975
164.528
164.162
163.887
163.579
163.388
163.192
163.007
162.667
162.312
162.098
162.017
161.97
161.979
162.003
161.982
161.685
161.338
160.999
160.805
160.783
160.668
160.481
159.95
159.396
159.214
159.072
159.102
159.387
159.689
159.907
160.054
160.24
160.612
160.983
161.578
162.137
162.297
162.069
161.799
161.566
161.268
161.143
161.014
160.818
160.47
160.293
160.06
159.758
159.488
159.504
159.635
159.699
159.812
159.947
160.011
160.109
160.232
160.229
160.321
160.458
160.547
160.654
160.672
160.642
160.709
160.694
160.745
160.763
160.782
160.883
160.949
161.097
161.329
161.614
161.867
162.173
162.352
162.676
163.129
163.592
164.004
164.35
164.754
165.102
165.495
165.905
166.318
166.681
167.042
167.229
167.284
167.371
167.466
167.407
167.347
167.256
167.317
167.408
167.478
167.677
167.872
168.147
168.364
168.687
169.01
169.519
169.943
170.298
170.422
170.579
170.938
171.204
171.462
171.639
171.843
171.865
171.932
171.851
171.777
171.918
172.073
172.077
171.959
171.866
171.802
171.691
171.598
171.551
171.487
171.606
171.71
171.852
172.16
172.52
172.928
173.232
173.575
174.011
174.492
175.032
175.603
176.094
176.464
176.81
176.854
176.837
176.748
176.802
176.687
176.725
176.667
176.577
176.456
176.304
176.281
176.125
175.921
175.707
175.542
175.202
175.064
174.852
174.665
174.467
174.422
174.378
174.355
174.264
174.393
174.676
174.945
175.227
175.576
175.866
176.343
176.933
177.384
178.114
178.892
179.881
180.666
181.305
181.881
182.503
182.986
183.366
183.506
183.683
183.765
183.6
183.354
182.934
182.618
182.113
181.632
181.193
180.912
180.594
180.358
180.046
179.79
179.603
179.498
179.519
179.443
179.7
180.161
180.657
180.946
181.235
181.492
181.708
182.018
182.076
182.108
182.062
182.141
182.057
181.905
181.737
181.568
181.698
181.817
181.928
181.901
182.085
182.206
182.351
182.572
182.696
182.697
182.584
182.509
182.372
182.287
182.507
182.87
183.195
183.698
184.341
185.017
185.808
186.54
187.462
188.454
189.234
190.001
190.464
190.825
191.236
191.458
191.326
191.053
191.109
191.233
191.133
191.042
191.016
191.027
190.984
190.863
190.684
190.468
190.367
190.484
190.335
190.052
189.993
189.676
189.424
189.231
189.112
189.123
189.154
189.213
189.324
189.312
189.381
189.411
189.441
189.479
189.423
189.357
189.23
189.073
188.783
188.452
188.128
187.897
187.466
187.185
186.903
186.93
187.1
187.183
187.229
187.199
187.302
187.506
187.828
187.994
188.331
188.551
188.788
188.913
189.001
189.17
189.368
189.614
189.878
190.14
190.633
191.351
191.907
192.662
193.328
194.078
194.882
195.703
196.722
197.652
198.66
199.947
200.745
201.266
201.836
202.397
202.871
203.51
204.009
204.488
204.823
205.426
205.916
206.173
206.645
207.197
208.183
208.718
209.588
210.078
210.708
211.237
211.7
211.914
212.25
212.577
212.664
212.896
213.126
213.845
214.317
214.717
215.139
215.523
215.954
216.548
216.932
217.367
218.263
218.864
218.952
219.051
219.317
219.683
219.948
220.212
220.565
220.769
220.864
220.947
220.951
221.195
221.395
221.468
220.977
220.622
220.478
220.439
220.273
220.192
220.691
221.082
221.329
221.567
221.942
222.307
223.156
223.804
224.257
224.57
224.817
225.18
225.042
224.894
224.787
224.527
224.596
224.616
224.548
224.834
225.023
225.374
225.794
226.199
226.66
227.083
227.494
227.915
228.076
228.178
228.195
228.054
228.063
227.91
227.729
227.488
227.142
226.941
226.857
226.889
226.923
226.903
226.947
226.827
