time,high,low,open,close,volume
1577840400000,7230,7175.71,7177.02,7216.27,6030300.92
1577844000000,7244.87,7211.41,7216.27,7242.85,4530216.13
1577847600000,7245,7220,7242.85,7225.01,5414508.65
1577851200000,7230,7215.03,7225.01,7217.27,3193315.81
1577854800000,7229.76,7216.65,7217.27,7224.21,2394229.94
1577858400000,7236.27,7221.51,7224.21,7225.62,4285931.3
1577862000000,7232.94,7199.11,7225.62,7209.83,4331917.06
1577865600000,7210,7180,7209.83,7200.64,6263611.59
1577869200000,7210.51,7188,7200.64,7188.77,4301877.48
1577872800000,7210,7185.2,7188.77,7202,3738322.72
1577876400000,7237.73,7188.61,7202,7197.2,7241553.14
1577880000000,7233.33,7196.15,7197.2,7225.59,5908385.02
1577883600000,7231.89,7212.88,7225.59,7221.2,4127101.71
1577887200000,7234.97,7208.17,7221.2,7221.43,4169391.31
1577890800000,7255,7218.29,7221.43,7234.19,9089369.24
1577894400000,7246.42,7214,7234.19,7245.37,6041104
1577898000000,7249.99,7224.92,7245.37,7236.83,7400245.93
1577901600000,7246.72,7225.17,7236.83,7240.67,4154254.4
1577905200000,7241,7225.49,7240.67,7229.48,2908575.96
1577908800000,7242.98,7224.68,7229.48,7236.73,2738914.5
1577912400000,7242.75,7227,7236.73,7233.17,1988698.53
1577916000000,7234.49,7186,7233.17,7197.99,5235445.26
1577919600000,7204.17,7175.15,7197.99,7200.85,5568967.05
1577923200000,7212.5,7185.46,7200.85,7211.02,2692786.87
1577926800000,7211.16,7185.11,7211.02,7190.99,2681968.7
1577930400000,7191,7155.35,7190.99,7169.02,9067293.07
1577934000000,7169.06,7120.37,7169.02,7129.61,10068819.13
1577937600000,7161,7116.7,7129.61,7142.21,8450673.23
1577941200000,7152.05,7126.93,7142.21,7138.93,3830795.55
1577944800000,7149.02,7121.43,7138.93,7135.97,4566438.96
1577948400000,7140.63,7105,7135.97,7110.57,10215873.25
1577952000000,7157.48,7109.11,7110.57,7154.36,7381955.83
1577955600000,7165,7135.36,7154.36,7162.01,5616156.02
1577959200000,7180,7153.33,7162.01,7161.83,9403671.93
1577962800000,7168.67,7139.03,7161.83,7139.79,5079856.66
1577966400000,7163.4,7139.03,7139.79,7158.29,5418206.81
1577970000000,7163.35,7107.43,7158.29,7131.15,10052740.13
1577973600000,7157.1,7122.34,7131.15,7135.59,6250745.67
1577977200000,7152,7120,7135.59,7130.98,5781838.4
1577980800000,7146.85,7020,7130.98,7052.32,21223627.77
1577984400000,7053.09,6924.74,7052.32,6970.04,36590597.62
1577988000000,6989.68,6949.96,6970.04,6974.02,9706564.77
1577991600000,6995,6960,6974.02,6983.27,8975453.34
1577995200000,6983.27,6941.27,6983.27,6948.49,7306956.32
1577998800000,6985,6946.2,6948.49,6977.73,4230589.2
1578002400000,6978.24,6963.02,6977.73,6974.8,3637613.22
1578006000000,6974.8,6950,6974.8,6965.71,4882371.13
1578009600000,6966.47,6912.88,6965.71,6937,7131051.14
1578013200000,6946.07,6878.19,6937,6888.85,13902724.81
1578016800000,6966.8,6871.04,6888.85,6956.88,18117820.19
1578020400000,6966.36,6940,6956.88,6952.04,8312684.09
1578024000000,7264.71,6948.64,6952.04,7210.19,60038013.12
1578027600000,7249,7168.48,7210.19,7220.47,23442376.24
1578031200000,7225,7190.14,7220.47,7202.22,13807326.71
1578034800000,7232,7185.04,7202.22,7203.21,14522295.01
1578038400000,7297.29,7202.28,7203.21,7260.6,25645359
1578042000000,7358.88,7256.56,7260.6,7348.42,35803518.46
1578045600000,7371.92,7281.3,7348.42,7312.25,26028236.47
1578049200000,7346,7306.61,7312.25,7340.46,12113394.78
1578052800000,7350.19,7303.14,7340.46,7322.78,11445236.12
1578056400000,7380,7311.59,7322.78,7348.87,12615069.4
1578060000000,7362.31,7229.3,7348.87,7254.73,29880068.78
1578063600000,7322.44,7252.48,7254.73,7320.18,15621950.74
1578067200000,7405,7293.1,7320.18,7386.03,39090239.86
1578070800000,7403.2,7335.21,7386.03,7355.26,14750344.29
1578074400000,7369.47,7330.32,7355.26,7342.96,9832598.9
1578078000000,7352.33,7280,7342.96,7343.08,15109308.27
1578081600000,7361,7297.01,7343.08,7316.99,10504088.58
1578085200000,7335,7262.68,7316.99,7283,8169603.18
1578088800000,7320.54,7260.01,7283,7300.56,9261502.21
1578092400000,7346.08,7291.75,7300.56,7344.96,11564081.81
1578096000000,7350,7289.98,7344.96,7302.24,8238013.51
1578099600000,7312.58,7280.85,7302.24,7309.16,5511388.91
1578103200000,7328.99,7296.18,7309.16,7327.83,6033604.91
1578106800000,7339.69,7318.56,7327.83,7333.11,5280272.61
1578110400000,7338.46,7312.65,7333.11,7334.86,4757240.24
1578114000000,7369.28,7325,7334.86,7344.69,9086709.94
1578117600000,7367.88,7340,7344.69,7354.96,7917093.54
1578121200000,7363.63,7327.32,7354.96,7348.11,9142304.6
1578124800000,7365,7330,7348.11,7346.59,8900062.6
1578128400000,7369.18,7339.28,7346.59,7363.88,7393204.52
1578132000000,7369.63,7304.36,7363.88,7318.3,12284752.2
1578135600000,7339.27,7302.1,7318.3,7336.45,10455261.36
1578139200000,7339.58,7305,7336.45,7312.89,7862507.77
1578142800000,7326.49,7291,7312.89,7303.88,10517775.52
1578146400000,7323.74,7296.44,7303.88,7316.72,5989110.41
1578150000000,7332,7305,7316.72,7318.99,6033159.85
1578153600000,7323.26,7297.91,7318.99,7307.11,7263631.61
1578157200000,7352,7305,7307.11,7351.99,8435516.58
1578160800000,7404,7272.21,7351.99,7306.92,26997370.16
1578164400000,7353.84,7283.01,7306.92,7334.83,13352974.4
1578168000000,7352.64,7310.67,7334.83,7341.06,9787595.62
1578171600000,7367.31,7330.72,7341.06,7350.68,5838353.84
1578175200000,7359.7,7342.67,7350.68,7350.24,3274551.6
1578178800000,7363,7328.9,7350.24,7354.11,3632613.56
1578182400000,7393,7354.11,7354.11,7373.48,9866063.13
1578186000000,7481.87,7373.43,7373.48,7459.18,42686211.57
1578189600000,7482.87,7432.79,7459.18,7443.79,13906915.83
1578193200000,7478,7439.33,7443.79,7475.99,9856828.1
1578196800000,7495,7444,7475.99,7457.14,12958096.34
1578200400000,7470,7444,7457.14,7459.12,6586636.6
1578204000000,7481.25,7437.4,7459.12,7457.5,8088315.74
1578207600000,7470.36,7442,7457.5,7463.63,6196487.62
1578211200000,7472,7410,7463.63,7430.05,10970071.4
1578214800000,7436.84,7400,7430.05,7427.74,14067615.05
1578218400000,7432.28,7403.21,7427.74,7415.12,7038415.48
1578222000000,7440,7410,7415.12,7422.33,6945495.43
1578225600000,7460.46,7421.93,7422.33,7457.01,7524049.3
1578229200000,7458,7415,7457.01,7431.15,9135673.7
1578232800000,7444.73,7425,7431.15,7431.82,5581922.35
1578236400000,7476.31,7430.99,7431.82,7468.42,12823051.45
1578240000000,7484,7450,7468.42,7461.38,12191238.86
1578243600000,7470.76,7445.15,7461.38,7464.65,6377967.59
1578247200000,7468.87,7421.77,7464.65,7438.72,8356484.22
1578250800000,7449.69,7427.1,7438.72,7444.14,6484821.54
1578254400000,7445,7426,7444.14,7431.6,4678290.46
1578258000000,7431.6,7361.01,7431.6,7368.52,14587077.39
1578261600000,7385.65,7318,7368.52,7355.73,13737201.68
1578265200000,7363.35,7321,7355.73,7358.75,9464046.02
1578268800000,7384.72,7346.76,7358.75,7378.75,9478020.08
1578272400000,7426.82,7368.55,7378.75,7423.5,11178741.72
1578276000000,7562,7421.64,7423.5,7551.44,39241392.75
1578279600000,7580,7486.85,7551.44,7540.9,32492756.72
1578283200000,7554.61,7516.06,7540.9,7529.52,11048808.6
1578286800000,7541.55,7496,7529.52,7532.85,10072273.89
1578290400000,7537.53,7510.99,7532.85,7520,6192283.13
1578294000000,7527.27,7505.57,7520,7507.91,6405730
1578297600000,7551.68,7507.39,7507.91,7547.55,11914384.5
1578301200000,7553,7516.51,7547.55,7550.78,14551015.98
1578304800000,7576.68,7535.64,7550.78,7561.22,12936292.78
1578308400000,7582.27,7526.88,7561.22,7544.72,14853721.45
1578312000000,7566.24,7535,7544.72,7557.42,10471579.19
1578315600000,7622,7465.44,7557.42,7528.64,24264691.87
1578319200000,7558.45,7505.02,7528.64,7547.93,16514655.8
1578322800000,7553.28,7516.34,7547.93,7519.99,11255488.66
1578326400000,7546.08,7509.43,7519.99,7529.24,11165647.64
1578330000000,7561,7526.91,7529.24,7558.48,7675947.33
1578333600000,7560,7525.96,7558.48,7533,6472629.27
1578337200000,7551.71,7524,7533,7539.9,6164234.4
1578340800000,7557.99,7534.9,7539.9,7551.25,6759671.95
1578344400000,7608,7547.56,7551.25,7578.42,14658278.59
1578348000000,7752,7574.39,7578.42,7712.63,44147768.71
1578351600000,7795.34,7690.7,7712.63,7758,36037449.57
1578355200000,8000,7758,7758,7888.42,88317742.26
1578358800000,7919.99,7866.01,7888.42,7905.67,27179266.44
1578362400000,7940,7892.32,7905.67,7896.2,19380739.28
1578366000000,7916.94,7885.75,7896.2,7894.9,13051021.55
1578369600000,7905.5,7821,7894.9,7840.83,22820617.27
1578373200000,7882.56,7826.63,7840.83,7869.33,12614044.89
1578376800000,7876,7851.26,7869.33,7872.91,7598453.87
1578380400000,7896.72,7857.53,7872.91,7883.37,12452529.26
1578384000000,7904.72,7868,7883.37,7883.97,15313566.13
1578387600000,7886.17,7855,7883.97,7856.26,9554675.12
1578391200000,7889.78,7856.15,7856.26,7889.24,8603636.05
1578394800000,7965,7881.69,7889.24,7895.14,30213570.81
1578398400000,7915.77,7840,7895.14,7869.05,22701065.08
