unix,high,low,open,close,Volume
1600178400000,28.9698,27.55,28.8851,27.8102,406728.444
1600182000000,28.45,27.6813,27.8102,28.2396,327987.057
1600185600000,28.578,28.0685,28.2396,28.5139,171020.835
1600189200000,28.6234,27.7999,28.5215,28.0182,301493.373
1600192800000,28.4127,27.7,28.0235,27.8785,116501.028
1600196400000,28.1888,27.25,27.8793,27.6433,263190.961
1600200000000,27.9432,27.3844,27.6402,27.4887,148462.633
1600203600000,27.6779,27.1809,27.5004,27.5622,160995.414
1600207200000,27.7833,27.1269,27.5635,27.2287,124450.833
1600210800000,27.2857,26.7123,27.2363,27.1181,258540.806
1600214400000,27.2444,25.82,27.1148,26.1878,491007.076
1600218000000,27.25,26.066,26.2023,27.2149,360317.105
1600221600000,27.2396,26.3631,27.2252,26.8628,204880.604
1600225200000,26.8661,26.45,26.8501,26.7135,164944.447
1600228800000,27.0197,26.568,26.7134,26.7272,247447.888
1600232400000,27.6995,26.6898,26.7267,27.2769,453416.321
1600236000000,27.4149,26.9019,27.2874,27.1726,301504.577
1600239600000,27.3333,26.9268,27.1666,27.2833,215296.074
1600243200000,27.39,26.7606,27.2877,27.0501,293298.279
1600246800000,27.4703,26.6781,27.047,26.7688,288523.158
1600250400000,27.0537,26.7795,26.7795,26.8472,113902.773
1600254000000,27.09,26.69,26.8424,27.0304,120279.636
1600257600000,27.66,26.9181,27.03,27.3476,226547.368
1600261200000,28.125,27.1454,27.3471,28.0269,428931.246
1600264800000,28.4,27.7,28.0261,27.898,583288.141
1600268400000,28.1231,27.65,27.8979,27.9002,166492.217
1600272000000,28.4724,27.7556,27.8876,28.1622,490833.774
1600275600000,28.2411,27.86,28.1836,27.9989,91397.991
1600279200000,28.1108,27.5727,27.9939,27.6254,133124.398
1600282800000,27.92,27.5,27.625,27.6587,79625.182
1600286400000,27.8603,27.5376,27.6637,27.7728,47960.712
1600290000000,27.8495,27.5998,27.7667,27.8127,49985.543
1600293600000,28.2447,27.6699,27.8074,28.1107,118988.467
1600297200000,28.2239,27.7651,28.1144,27.8695,105426.775
1600300800000,28.83,27.6385,27.8539,28.3337,434537.494
1600304400000,28.6702,28.2235,28.3379,28.5385,369712.781
1600308000000,28.5582,27.9437,28.5528,28.1078,329481.578
1600311600000,28.1259,27.4001,28.1078,27.6697,383544.434
1600315200000,27.83,27.279,27.6701,27.5506,198661.16
1600318800000,27.8388,27.3368,27.549,27.6071,206896.52
1600322400000,27.7405,27,27.6071,27.1127,215580.392
1600326000000,27.2205,26.6648,27.1127,26.9712,219111.087
1600329600000,27.0899,26.57,26.9785,26.6414,142692.347
1600333200000,27.1305,26.6142,26.6637,27.0894,138194.34
1600336800000,27.0867,26.2728,27.082,26.6266,205555.013
1600340400000,26.9899,26.5133,26.6266,26.8045,125982.768
1600344000000,26.8355,26.3411,26.8042,26.3602,90836.251
1600347600000,26.7346,26.254,26.36,26.6375,231656.567
1600351200000,26.7815,26.3099,26.648,26.4135,173484.79
1600354800000,26.565,26.24,26.412,26.481,153644.944
1600358400000,26.5582,26.05,26.4866,26.2026,188631.914
1600362000000,26.3669,26.1643,26.2083,26.2999,91953.445
1600365600000,26.6,26.269,26.3,26.5235,134231.284
1600369200000,26.7796,26.3422,26.5296,26.7607,75211.243
1600372800000,26.962,26.6176,26.7606,26.7011,118326.997
1600376400000,26.7973,26.52,26.713,26.6695,56850.584
1600380000000,26.7278,26.404,26.6734,26.6209,81755.807
1600383600000,27.1199,26.624,26.6246,27.095,253985.134
1600387200000,27.6486,27.0015,27.1106,27.2201,398823.129
1600390800000,27.83,27.1538,27.2313,27.7973,267416.626
1600394400000,28.1001,27.5732,27.7912,28.03,219455.363
1600398000000,28.125,27.64,28.0264,27.8256,202851.818
1600401600000,27.8473,27.25,27.8244,27.4186,168409.441
1600405200000,27.6404,27.25,27.423,27.6248,138247.923
1600408800000,27.9451,27.473,27.6318,27.8498,127497.721
1600412400000,27.8846,27.4322,27.8595,27.6165,157717.408
1600416000000,27.6395,27.2448,27.622,27.4264,115365.57
1600419600000,28.75,27.3832,27.4264,28.4699,387111.211
1600423200000,28.6867,28.0298,28.4513,28.1016,382269.677
1600426800000,28.308,27.9313,28.1152,28.1747,143856.252
1600430400000,28.22,27.7223,28.1743,28.0332,125426.63
1600434000000,28.1164,27.7171,28.0367,27.8511,101798.352
1600437600000,28.0224,27.7335,27.8511,27.802,112547.01
1600441200000,27.9,27.2515,27.8103,27.506,191097.131
1600444800000,27.6315,27.2777,27.5207,27.4446,110718.326
1600448400000,27.4428,26.701,27.4428,26.8897,224476.394
1600452000000,27.256,26.5708,26.8897,27.1818,186787.948
1600455600000,27.4821,27,27.1803,27.3,131910.892
1600459200000,27.3163,26.7502,27.3071,26.8299,126842.824
1600462800000,27.1363,26.8177,26.8299,27.04,58297.441
1600466400000,27.0617,26.83,27.04,26.9601,42004.836
1600470000000,27.7,26.6,26.9602,27.629,122206.076
1600473600000,27.977,27.1,27.6414,27.2078,283866.92
1600477200000,27.4614,26.9102,27.2026,27.0743,152931.362
1600480800000,27.4117,27.0662,27.0715,27.3912,107621.963
1600484400000,27.4416,27.1518,27.4,27.3049,109167.315
1600488000000,27.3104,27.0168,27.3049,27.2703,113995.372
1600491600000,27.3643,26.9,27.2772,26.9881,111277.426
1600495200000,27.1111,26.9,26.9856,27.0075,129106.202
1600498800000,27.0256,26.6666,27.0075,26.7583,135861.405
1600502400000,26.9199,26.6591,26.754,26.8494,84173.471
1600506000000,26.9855,26.7649,26.8494,26.9526,53017.986
1600509600000,27.1773,26.8825,26.9526,27.1742,53361.543
1600513200000,27.4999,27.1001,27.1746,27.4343,105679.937
1600516800000,27.5499,27.1,27.448,27.2597,143401.542
1600520400000,27.7187,27.1992,27.2638,27.5148,200718.12
1600524000000,27.5913,27.3092,27.5146,27.4747,118755.883
1600527600000,27.6,27.2268,27.4562,27.3494,72574.787
1600531200000,27.4062,27.15,27.3494,27.156,82669.149
1600534800000,27.3782,27.15,27.1554,27.2234,74012.493
1600538400000,27.2336,27,27.2234,27.1316,77876.975
1600542000000,27.2222,27.02,27.1316,27.1541,39813.425
1600545600000,27.1551,27,27.1541,27.0639,42963.117
1600549200000,27.33,27.0317,27.0634,27.3158,49433.872
1600552800000,27.3599,27.0834,27.3192,27.1303,61162.694
1600556400000,27.2374,27.077,27.1307,27.2035,28074.191
1600560000000,27.2043,26.9472,27.2035,27.109,63419.63
1600563600000,27.1528,26.8663,27.11,27.0195,106023.791
1600567200000,27.1,26.789,27.0174,26.8694,96248.767
1600570800000,26.9871,26.8,26.8757,26.9581,109659.643
1600574400000,27.036,26.8013,26.9649,26.9609,108521.429
1600578000000,26.9917,26.8369,26.9601,26.9329,109786.792
1600581600000,26.986,26.805,26.9335,26.959,109591.459
1600585200000,27.32,26.9142,26.9555,27.1531,105716.162
1600588800000,27.26,26.9973,27.1507,27.0255,73658.846
1600592400000,27.1409,26.8611,27.026,27.1092,104562.945
1600596000000,27.19,26.9697,27.108,27.1893,28497.857
1600599600000,27.2419,27.05,27.1875,27.0778,39425.108
1600603200000,27.1039,26.2309,27.0895,26.3943,219694.619
1600606800000,26.52,25.8,26.3948,26.497,258453.659
1600610400000,26.5611,26.154,26.5044,26.243,142184.195
1600614000000,26.45,25.9834,26.2398,26.2537,105268.363
1600617600000,26.2547,25.4102,26.2537,25.8944,266143.29
1600621200000,26.1925,25.8702,25.8943,26.0265,102190.598
1600624800000,26.1567,25.97,26.0265,26.1026,60081.029
1600628400000,26.147,25.97,26.1185,25.987,42422.135
1600632000000,26.0069,25.7034,25.9867,25.7714,113334.152
1600635600000,26.0747,25.15,25.7723,25.15,169362.844
1600639200000,25.6524,25.1247,25.1687,25.634,139029.23
1600642800000,26.54,25.5039,25.6349,26.316,180985.602
1600646400000,26.367,25.806,26.3167,26.1635,214468.788
1600650000000,26.6199,26.1632,26.1743,26.3388,186851.54
1600653600000,26.4772,26.2555,26.3554,26.3396,67272.016
1600657200000,26.68,26.1528,26.3355,26.4888,155509.65
1600660800000,26.5589,26.2693,26.4845,26.3069,53783.603
1600664400000,26.4213,26.2007,26.3061,26.3053,36863.334
1600668000000,26.3683,26.1307,26.3074,26.2341,34868.806
1600671600000,26.3332,25.86,26.2362,25.8756,107630.807
1600675200000,25.9486,25.234,25.8746,25.4924,222013.251
1600678800000,25.55,24.4109,25.502,24.57,393335.794
1600682400000,24.5772,23.55,24.5772,24.0135,709699.672
1600686000000,24.2827,23.7,24.0184,24.0583,280703.264
1600689600000,24.0855,23.2151,24.0583,23.4264,392335.582
1600693200000,24.4446,23.3943,23.4332,23.9339,374431.431
1600696800000,24.0135,22.1,23.9457,22.8855,595524.954
1600700400000,23.4942,22.6879,22.884,23.3144,351254.864
1600704000000,23.4589,22.9901,23.3112,23.1125,173577.199
1600707600000,23.4285,22.9724,23.1192,23.3131,117197.342
1600711200000,23.355,23.007,23.3289,23.3512,80547.607
1600714800000,23.576,23.2944,23.3512,23.5251,81483.875
1600718400000,23.9,23.4915,23.5391,23.5361,94648.534
1600722000000,24.2872,23.5027,23.5378,24.1417,175906.352
1600725600000,24.15,23.2,24.1417,23.6703,210471.924
1600729200000,23.8272,23,23.6833,23.1232,141042.054
1600732800000,24.2801,22.6666,23.1273,23.3722,465056.94
1600736400000,23.4613,23.0469,23.3665,23.3476,74910.587
1600740000000,23.7082,23.2729,23.3362,23.7082,75719.211
1600743600000,23.8,23.401,23.6945,23.4542,71673.512
1600747200000,23.8,23.4281,23.4567,23.6677,73816.759
1600750800000,23.7398,23.43,23.6677,23.6475,79497.204
1600754400000,23.807,23.15,23.6453,23.351,249029.192
1600758000000,23.4917,22.8866,23.351,22.9993,190038.272
1600761600000,23.5011,22.9933,22.9998,23.4484,157587.021
1600765200000,23.567,23.3201,23.4484,23.5538,104503.984
1600768800000,24.1484,23.5372,23.5557,23.8488,358213.869
1600772400000,24.1955,23.7258,23.8583,23.925,123223.214
1600776000000,24.4999,23.8528,23.925,24.427,227612.037
1600779600000,24.565,24.01,24.425,24.1512,214404.027
1600783200000,24.3,23.75,24.165,23.7755,181917.826
1600786800000,24.03,23.7374,23.7841,23.9498,119432.573
1600790400000,24.205,23.9358,23.973,23.9759,85977.52
1600794000000,24.245,23.921,23.993,24.1296,83547.122
1600797600000,24.2008,23.8723,24.1304,23.9266,74759.291
1600801200000,24.147,23.8,23.9268,23.9883,74762.477
1600804800000,24.0976,23.861,23.9895,24.0502,50604.178
1600808400000,24.1739,23.8135,24.0576,24.1034,62773.693
1600812000000,24.105,23.8904,24.103,23.9661,38243.595
1600815600000,24.0733,23.8197,23.9717,24.0468,52262.819
1600819200000,24.3437,23.8802,24.0468,24.2186,145015.431
1600822800000,24.25,24.0375,24.2069,24.0675,118855.788
1600826400000,24.1499,24.01,24.0653,24.0998,52312.126
1600830000000,24.1299,23.728,24.0999,24.115,196570.747
1600833600000,24.1372,23.7188,24.1294,23.8035,96180.566
1600837200000,23.81,23.51,23.808,23.6819,93252.517
1600840800000,23.7177,23.3785,23.6819,23.3785,129549.222
1600844400000,23.562,23.0345,23.3785,23.5296,275364.853
1600848000000,24.0555,23.4156,23.53,23.4282,335090.312
1600851600000,23.85,23.4,23.4269,23.7767,125444.926
1600855200000,23.8007,23.6,23.778,23.7883,65301.826
1600858800000,23.8823,23.6961,23.7835,23.7895,70247.198
1600862400000,24.0841,23.7387,23.8002,23.944,118304.428
1600866000000,24.2122,23.8541,23.944,24.0132,155135.561
1600869600000,24.1,23.7583,24.0256,23.8428,106282.691
1600873200000,23.9312,23.51,23.8462,23.773,103860.906
1600876800000,23.92,23.7181,23.773,23.8902,41989.393
1600880400000,23.98,23.7015,23.8902,23.73,74705.533
1600884000000,23.7971,23.422,23.7333,23.4849,84663.798
1600887600000,23.5695,23.05,23.4878,23.1988,205857.394
1600891200000,23.333,22.4514,23.1988,22.9975,270897.104
1600894800000,23.2051,22.8821,22.9975,23.05,108389.13
1600898400000,23.1945,22.9029,23.058,23.1623,61501.772
1600902000000,23.1753,22.5919,23.1753,22.8331,99368.552
1600905600000,23.0997,22.5661,22.8448,23.0772,135808.461
1600909200000,23.2881,22.9717,23.0748,23.12,140675.749
1600912800000,23.3496,23.0331,23.1301,23.1264,92084.787
1600916400000,23.3,23.088,23.124,23.1994,56785.976
1600920000000,23.2951,23.1688,23.2126,23.2106,66530.326
1600923600000,23.25,23.07,23.1957,23.1269,70931.414
1600927200000,23.3222,23.1381,23.1491,23.1971,82173.941
1600930800000,23.8199,23.2003,23.209,23.818,207315.919
1600934400000,23.87,23.4755,23.818,23.5688,184802.378
1600938000000,23.86,23.3642,23.5691,23.7984,124448.106
1600941600000,23.98,23.6997,23.796,23.9712,161576.414
1600945200000,24.1461,23.7341,23.9701,23.78,270241.231
1600948800000,23.9059,23.6108,23.78,23.6888,148911.867
1600952400000,23.788,23.5201,23.6801,23.6556,142197.58
1600956000000,23.8569,23.597,23.6569,23.7181,148294.142
1600959600000,24.1115,23.6977,23.7181,24.0299,160210.973
1600963200000,24.3499,23.993,24.0298,24.1943,223692.413
1600966800000,24.3399,24.07,24.2093,24.1991,115986.563
1600970400000,24.2758,24.04,24.1952,24.0639,67666.884
1600974000000,24.2398,24.05,24.0756,24.23,62080.86
1600977600000,24.45,24.1151,24.23,24.3802,195114.653
1600981200000,24.4156,24.0654,24.3839,24.1313,167776.496
1600984800000,24.6742,24.1265,24.1313,24.6732,201490.112
1600988400000,24.6999,24.4785,24.6727,24.5745,58197.396
1600992000000,25.047,24.5285,24.5749,24.7488,259072.504
1600995600000,24.8723,24.5952,24.7488,24.6346,102605.867
1600999200000,24.8204,24.614,24.6346,24.7,74787.192
1601002800000,24.7562,24.4902,24.6998,24.5181,75707.998
1601006400000,24.6593,24.3927,24.5242,24.5207,62841.184
1601010000000,24.55,24.28,24.5189,24.3508,76980.885
1601013600000,24.5102,24.2244,24.3508,24.5055,84052.123
1601017200000,24.6398,24.3589,24.5055,24.5694,72199.096
1601020800000,24.583,24.1387,24.577,24.2075,92866.346
1601024400000,24.35,23.9958,24.2074,24.0768,116908.428
1601028000000,24.1741,24.0116,24.0871,24.0324,84903.123
1601031600000,24.2633,23.7111,24.0325,24.2299,139687.699
1601035200000,24.4611,24.1465,24.2363,24.3181,85808.157
1601038800000,24.4237,24.115,24.3214,24.1806,68972.937
1601042400000,24.3121,23.91,24.1831,24.2869,103748.583
1601046000000,24.564,24.15,24.2858,24.45,179414.762
1601049600000,24.49,24.3,24.45,24.4222,244855.151
1601053200000,24.6,24.3251,24.4253,24.5246,194081.356
1601056800000,24.7,24.4804,24.5267,24.6,111880.518
1601060400000,24.7419,24.5306,24.6,24.7083,84929.466
1601064000000,25.0799,24.714,24.7142,24.8479,142041.705
1601067600000,24.8914,24.7235,24.8473,24.822,157858.45
1601071200000,24.8571,24.5455,24.8223,24.6045,122960.348
1601074800000,24.7152,24.5263,24.6055,24.6924,87705.711
1601078400000,24.8103,24.475,24.6925,24.5231,113897.985
1601082000000,24.6938,24.4752,24.5269,24.6233,106014.772
1601085600000,24.6736,24.5145,24.6299,24.6294,74034.913
1601089200000,24.7613,24.5726,24.6365,24.6198,68284.555
1601092800000,24.698,24.515,24.6246,24.6761,64137.217
1601096400000,24.9741,24.6482,24.6796,24.7442,94332.122
1601100000000,24.9693,24.7029,24.7534,24.876,86634.082
1601103600000,24.94,24.7419,24.8854,24.7992,122368.917
1601107200000,24.9041,24.7336,24.7992,24.819,151505.461
1601110800000,25.3,24.7935,24.819,25.2555,108532.733
1601114400000,25.47,25.152,25.2585,25.43,166727
1601118000000,25.5422,25.2717,25.4219,25.4805,86419.148
1601121600000,25.5467,25,25.4805,25.1535,134385.054
1601125200000,25.1654,24.8746,25.1536,24.9275,124240.431
1601128800000,25.2979,24.8992,24.9296,25.2147,147319.635
1601132400000,25.4783,25.1612,25.2147,25.4468,103084.663
1601136000000,25.4981,25.2632,25.4338,25.4844,139332.794
1601139600000,25.9748,25.4651,25.4851,25.8278,249559.908
1601143200000,25.93,25.682,25.8324,25.797,122439.825
1601146800000,25.8336,25.6002,25.7905,25.791,80183.596
1601150400000,26.1686,25.7883,25.7932,26.1074,139911.436
1601154000000,26.4628,26.0879,26.1139,26.2736,288741.474
1601157600000,26.3466,26,26.2736,26.1825,226887.837
1601161200000,26.3083,26.0512,26.1825,26.1998,125610.063
1601164800000,26.9,26.021,26.1885,26.7453,299004.101
1601168400000,26.8999,26.3974,26.7507,26.5478,221609.226
1601172000000,26.6215,26.3707,26.5459,26.486,136203.589
1601175600000,26.6149,26.41,26.4885,26.4877,74902.805
1601179200000,26.5436,26.3012,26.4877,26.4834,69492.757
1601182800000,26.8495,26.4222,26.4834,26.6839,125644.913
1601186400000,26.75,25.8877,26.6874,25.9412,183609.86
1601190000000,26.38,25.9,25.9532,26.3441,91263.968
1601193600000,26.3433,25.9532,26.3346,26.2565,141614.464
1601197200000,26.2553,25.8896,26.2553,25.9904,112159.662
1601200800000,26.2415,25.7994,25.9817,26.0721,89839.101
1601204400000,26.1593,25.942,26.0779,26.0612,35241.721
1601208000000,26.1378,25.8585,26.0807,25.9885,122827.697
1601211600000,26.2,25.9648,25.9972,26.1975,65176.408
1601215200000,26.2,25.9116,26.199,25.982,65861.312
1601218800000,26.3214,25.7093,25.9825,26.3,135280.967
1601222400000,26.4702,26.125,26.3,26.1601,103858.856
1601226000000,26.2079,25.8851,26.1601,25.941,88274.231
1601229600000,26.102,25.92,25.9455,25.9636,54321.66
1601233200000,26.102,25.9001,25.9636,26.0905,46395.022
1601236800000,26.1043,25.9569,26.0851,26.0117,23683.785
1601240400000,26.0241,25.5012,26.0233,25.8712,142992.814
1601244000000,26.0837,25.8607,25.8712,26.0628,57487.509
1601247600000,26.2599,25.961,26.0619,26.251,68303.634
1601251200000,26.55,26.1094,26.2435,26.304,138732.792
1601254800000,26.62,26.28,26.304,26.5264,144678.591
1601258400000,26.5788,26.4012,26.5279,26.4324,98910.332
1601262000000,26.5351,26.2722,26.4379,26.45,123505.386
1601265600000,26.8,26.4282,26.4593,26.7115,122862.567
1601269200000,26.7509,26.4446,26.7116,26.52,112002.959
1601272800000,26.5617,26.2521,26.5257,26.356,112606.259
1601276400000,26.3843,25.8313,26.356,25.903,318470.728
1601280000000,26.3499,25.8976,25.9019,26.1972,224797.157
1601283600000,26.4,26.1812,26.1972,26.3578,99010.898
1601287200000,26.5774,26.237,26.3673,26.5266,103094.175
1601290800000,26.5918,26.4001,26.5266,26.5492,91819.809
1601294400000,26.9907,26.5,26.5545,26.8734,185810.982
1601298000000,27,26.67,26.8693,26.8781,144215.727
1601301600000,26.9972,26.7731,26.8885,26.7914,112738.096
1601305200000,27.3353,26.756,26.7914,27.277,192999.372
1601308800000,27.5101,27.0975,27.2756,27.189,142595.412
1601312400000,27.4444,27.1212,27.1945,27.1994,62431.269
1601316000000,27.3687,27.0543,27.1994,27.368,71481.565
1601319600000,27.55,27.2941,27.3687,27.5077,65583.828
1601323200000,27.72,27.4924,27.5042,27.6646,87920.765
1601326800000,27.6709,27.4455,27.6646,27.6064,71301.44
1601330400000,27.65,27.3099,27.605,27.3757,154822.052
1601334000000,27.3756,26.6981,27.3756,26.9855,238382.689
1601337600000,27.2887,26.86,26.9969,27.1483,195461.391
1601341200000,27.271,27,27.1536,27.0201,120278.732
1601344800000,27.2,26.9255,27.0305,26.9935,113117.101
1601348400000,27.1771,26.9724,26.9925,27.0202,79940.313
1601352000000,27.3251,26.9632,27.0269,27.2786,122262.315
1601355600000,27.3858,27.0967,27.2786,27.2127,125889.441
1601359200000,27.8256,27.1398,27.2127,27.7822,145297.632
1601362800000,27.807,27.5808,27.7822,27.8008,119191.858
1601366400000,27.8069,27.5761,27.8024,27.726,97882.1
1601370000000,28.5203,27.7051,27.7259,28.259,451885.523
1601373600000,28.752,28.2341,28.2562,28.6527,229955.893
1601377200000,28.7279,28.325,28.6526,28.65,181889.073
1601380800000,28.74,28.3962,28.6456,28.5956,129022.57
1601384400000,28.6047,27.86,28.5956,28.2105,272480.492
1601388000000,28.3962,28.1666,28.2105,28.32,120787.836
1601391600000,28.5564,28.1,28.3198,28.2303,151466.181
1601395200000,28.2497,27.6801,28.2353,27.7374,221402.168
1601398800000,28.0267,27.6311,27.7452,27.9341,129738.233
1601402400000,28.4731,27.9217,27.9372,28.4587,111278.313
1601406000000,28.545,28.2892,28.4594,28.4521,91895.143
1601409600000,28.6825,28.452,28.4577,28.5238,100396.877
1601413200000,28.619,28.383,28.5326,28.5043,56783.178
1601416800000,28.8777,28.4595,28.5043,28.8777,96230.695
1601420400000,29,28.6528,28.8777,28.8946,178382.21
1601424000000,28.8946,28.4479,28.8814,28.556,98304.645
1601427600000,28.7937,28.322,28.556,28.3604,116910.892
1601431200000,28.7447,28.3,28.3548,28.7218,92197.83
1601434800000,28.7141,28.3034,28.714,28.3816,71193.405
1601438400000,28.5952,28.2555,28.3853,28.5566,66925.493
1601442000000,28.5879,28.299,28.5594,28.3136,167353.815
1601445600000,28.5328,28.2773,28.3136,28.3872,159010.221
1601449200000,28.6206,28.2909,28.3837,28.4471,170903.156
1601452800000,28.4498,28.1111,28.4432,28.16,166058.214
1601456400000,28.2381,27.8813,28.1527,28.1151,159881.827
1601460000000,28.3673,28.0618,28.1159,28.3178,68148.588
1601463600000,28.36,27.9881,28.3088,28.0517,122231.143
1601467200000,28.2985,27.9782,28.0506,28.2368,74075.101
1601470800000,28.5672,28.2271,28.236,28.4867,110531.616
1601474400000,28.6804,28.4516,28.4867,28.6241,89441.13
1601478000000,29.175,28.6178,28.6241,29.1716,207489.707
1601481600000,29.1722,28.7419,29.1627,29.0784,162201.46
1601485200000,29.125,28.8508,29.06,28.8685,75348.114
1601488800000,29,28.7,28.8611,28.9152,127793.876
1601492400000,29.1215,28.8467,28.9094,28.896,138651.4
1601496000000,29.25,28.8618,28.8901,29.0111,170306.659
1601499600000,29.2359,28.9623,29.0172,29.1058,90049.305
1601503200000,29.5,29.0744,29.1081,29.4229,174756.304
1601506800000,29.5646,29.2,29.4226,29.2656,227163.176
1601510400000,29.3927,28.9771,29.2696,29.0361,209988.987
1601514000000,29.1233,28.9224,29.0361,29.0848,156483.064
1601517600000,29.2617,29.0591,29.0721,29.2093,152688.09
1601521200000,29.2308,28.8754,29.2093,28.929,96044.741
1601524800000,29.06,28.6905,28.929,28.8675,110366.251
1601528400000,28.929,28.72,28.8674,28.8971,67306.021
