unix,high,low,open,close,Volume
1605384000000,27.92,27.7,27.7701,27.9092,37003.29
1605387600000,27.974,27.8234,27.9136,27.8998,31547.333
1605391200000,27.92,27.775,27.899,27.8482,37107.768
1605394800000,28.028,27.8383,27.8475,27.9311,86722.889
1605398400000,28.0337,27.8677,27.9359,27.9807,80139.205
1605402000000,28.2332,27.9806,27.9806,28.046,161398.496
1605405600000,28.0624,27.8402,28.0464,27.9575,71859.355
1605409200000,27.9872,27.832,27.9572,27.9337,55235.271
1605412800000,27.9453,27.7979,27.9352,27.86,55287.508
1605416400000,27.9097,27.8101,27.8575,27.874,57382.662
1605420000000,27.985,27.8733,27.8733,27.9509,51380.246
1605423600000,28.0619,27.9379,27.9509,28.0187,58762.76
1605427200000,28.058,27.9558,28.0213,27.9872,65083.839
1605430800000,28.1333,27.9804,27.9899,28.1223,36494.51
1605434400000,28.1292,27.81,28.1231,27.8987,50128.271
1605438000000,27.9826,27.7721,27.9023,27.8491,57477.881
1605441600000,27.93,27.7443,27.8491,27.88,37897.358
1605445200000,27.9649,27.78,27.8801,27.9114,39152.05
1605448800000,28,27.8645,27.9121,27.9685,44435.311
1605452400000,27.9983,27.8675,27.9685,27.8867,39063.22
1605456000000,27.9679,27.6809,27.8867,27.7557,72946.68
1605459600000,27.7698,27.5431,27.7557,27.608,71201.306
1605463200000,27.6871,27.5,27.6084,27.5282,64642.283
1605466800000,27.629,27.4545,27.5251,27.5021,32161.187
1605470400000,27.5801,27.3111,27.5021,27.4907,76662.915
1605474000000,27.55,27.4017,27.4907,27.4064,24278.282
1605477600000,27.5417,27.07,27.4034,27.4873,91809.462
1605481200000,27.6827,27.4834,27.4878,27.6786,47142.49
1605484800000,27.7859,27.4461,27.6822,27.6949,170352.704
1605488400000,27.7054,27.5261,27.6965,27.5303,54907.909
1605492000000,27.6363,27.4776,27.5292,27.4817,53371.142
1605495600000,27.677,27.4805,27.4816,27.6459,49081.854
1605499200000,27.6829,27.6049,27.6473,27.6484,37727.619
1605502800000,27.74,27.615,27.648,27.6812,45031.235
1605506400000,27.7209,27.5708,27.6813,27.6444,75024.773
1605510000000,27.7389,27.6217,27.646,27.7385,31784.06
1605513600000,27.8079,27.6829,27.7378,27.6956,65847.607
1605517200000,27.8174,27.6043,27.6988,27.7346,39753.951
1605520800000,27.8998,27.731,27.735,27.8712,47977.474
1605524400000,27.9751,27.7843,27.873,27.7905,87203.001
1605528000000,27.9096,27.72,27.791,27.7689,40127.276
1605531600000,28.1998,27.7576,27.7706,28.0927,172389.229
1605535200000,28.2202,27.9985,28.0953,28.0892,153963.548
1605538800000,28.1,27.9475,28.0893,27.9584,58644.949
1605542400000,28.0638,27.832,27.9629,27.8754,125563.367
1605546000000,28.0126,27.8563,27.8778,27.9893,49168.565
1605549600000,28.0878,27.9532,27.9897,28.0028,49334.83
1605553200000,28.0872,27.9593,28.0029,28.0526,46982.18
1605556800000,28.0833,27.9697,28.0526,28.0509,67967.497
1605560400000,28.1034,27.7,28.0517,27.882,77187.16
1605564000000,28.1047,27.8703,27.8915,28.0395,42126.242
1605567600000,28.1898,27.9164,28.0488,27.9451,43850.663
1605571200000,28.19,27.9262,27.9588,28.1355,88249.744
1605574800000,28.3199,28.0201,28.1366,28.1785,146821.223
1605578400000,28.5,28.1504,28.1799,28.4122,132628.034
1605582000000,28.4612,28.2788,28.4139,28.2944,74280.853
1605585600000,28.3961,28.2727,28.2944,28.328,69029.471
1605589200000,28.482,28.3082,28.3264,28.4042,106628.028
1605592800000,28.5571,28.3151,28.4056,28.5421,119835.799
1605596400000,28.5993,28.385,28.5421,28.5512,75664.068
1605600000000,28.6268,28.45,28.5553,28.6207,73482.954
1605603600000,28.8,28.3831,28.6207,28.454,116737.646
1605607200000,28.61,28.4418,28.4499,28.5896,49453.924
1605610800000,28.728,28.4868,28.5885,28.6591,93769.994
1605614400000,28.7,28.514,28.6607,28.6448,131881.43
1605618000000,28.7,28.36,28.6452,28.3764,91341.707
1605621600000,28.501,28.3556,28.378,28.4512,85654.446
1605625200000,28.5656,28.2801,28.45,28.5491,100793.728
1605628800000,28.7,28.3654,28.5491,28.617,133101.807
1605632400000,28.7,28.372,28.6175,28.4468,153190.843
1605636000000,28.5917,28.3985,28.4472,28.5078,66075.7
1605639600000,28.6663,28.409,28.5085,28.6503,77653.864
1605643200000,28.75,28.5789,28.6515,28.6744,66133.301
1605646800000,28.7181,28.512,28.6753,28.5488,39875.174
1605650400000,28.551,28.2729,28.5407,28.4201,63525.739
1605654000000,28.5753,28.38,28.4201,28.5552,87837.728
1605657600000,28.765,28.5021,28.5552,28.6973,144061.44
1605661200000,28.7277,28.4972,28.6975,28.5154,113149.912
1605664800000,28.5154,28.3333,28.5154,28.415,89933.886
1605668400000,28.4298,28.212,28.4182,28.3936,91523.706
1605672000000,28.838,28.375,28.3934,28.4901,217975.645
1605675600000,28.5693,27.5,28.4904,27.9813,319438.268
1605679200000,28.25,27.8623,27.9986,28.1745,127905.505
1605682800000,28.2727,28.0365,28.1745,28.2554,78096.619
1605686400000,28.3,28.15,28.2542,28.1939,76244.414
1605690000000,28.1999,28,28.1918,28.1842,94428.046
1605693600000,28.2991,28.0634,28.1849,28.27,82544.949
1605697200000,28.28,28.05,28.2743,28.2031,60607.107
1605700800000,28.207,28,28.2031,28.0245,49917.418
1605704400000,28.0965,27.7007,28.026,27.8352,113483.729
1605708000000,28.0076,27.6247,27.859,27.691,78113.562
1605711600000,27.9594,27.51,27.6918,27.9288,119130.396
1605715200000,27.9755,27.7068,27.9298,27.9347,67188.516
1605718800000,28.031,27.8023,27.9348,27.8981,88255.366
1605722400000,27.9448,27.8062,27.8977,27.839,26895.521
1605726000000,27.98,27.5851,27.8394,27.7246,42679.451
1605729600000,27.7589,27.57,27.7249,27.7134,35656.774
1605733200000,27.8676,27.6811,27.7108,27.8371,22617.027
1605736800000,28,27.7611,27.8335,27.9703,33645.292
1605740400000,28.109,27.8498,27.9703,28.0931,47347.382
1605744000000,28.1264,27.8334,28.1049,28.1009,67203.704
1605747600000,28.1482,28.0008,28.1,28.0221,75280.892
1605751200000,28.0637,27.9172,28.0221,28.0384,70383.65
1605754800000,28.1,28.0177,28.0394,28.0915,94837.198
1605758400000,28.1692,27.967,28.0921,27.9911,81296.38
1605762000000,28.0891,27.895,27.9927,28.0603,94051.748
1605765600000,28.083,27.83,28.0587,27.8597,100236.519
1605769200000,27.9341,27.8074,27.8609,27.89,45986.385
1605772800000,27.9822,27.6935,27.8888,27.7933,78856.667
1605776400000,27.8927,27.6183,27.7908,27.6923,41906.733
1605780000000,27.9615,27.6207,27.6854,27.8893,42763.683
1605783600000,28.1436,27.8743,27.8879,28.0781,74087.55
1605787200000,28.25,28.0333,28.0855,28.2058,88354.872
1605790800000,28.3509,28.091,28.2065,28.2914,146652.645
1605794400000,28.3666,28.2001,28.2914,28.2946,87684.902
1605798000000,28.346,28.2207,28.2946,28.2494,107496.352
1605801600000,28.32,28.0679,28.2442,28.1578,79206.824
1605805200000,28.2033,28.01,28.1568,28.1421,47270.529
1605808800000,28.3006,28.0776,28.1481,28.1307,67206.393
1605812400000,28.2,28.04,28.1331,28.1469,65977.124
1605816000000,28.1745,28.0501,28.1453,28.1331,106842.513
1605819600000,28.15,27.9268,28.1298,27.9839,107926.157
1605823200000,28.1,27.9,27.9839,27.9135,133164.183
1605826800000,28.1398,27.81,27.9134,28.1387,106676.734
1605830400000,28.3101,28.0711,28.1266,28.1922,100690.084
1605834000000,28.2999,28.0969,28.1917,28.2945,107498.901
1605837600000,28.3527,28.1787,28.2979,28.3243,110814.173
1605841200000,28.4499,28.2633,28.3298,28.3206,88829.175
1605844800000,28.3774,28.2281,28.325,28.2695,87070.462
1605848400000,28.33,28.2,28.2746,28.3099,105042.674
1605852000000,28.3893,28.2158,28.3152,28.2533,74743.337
1605855600000,28.3417,28.0598,28.2527,28.2348,102891.477
1605859200000,28.2828,28.0882,28.2455,28.2541,123566.468
1605862800000,28.3306,28.1437,28.2541,28.2624,78185.467
1605866400000,28.777,28.2252,28.2608,28.7727,110269.113
1605870000000,29.2303,28.7642,28.7642,28.8502,246470.657
1605873600000,29.2198,28.8443,28.8443,29.0322,131746.134
1605877200000,29.1478,28.9378,29.0413,29.0457,105623.102
1605880800000,29.3516,29.0152,29.0457,29.0904,191710.533
1605884400000,29.1065,28.85,29.0944,28.9616,125758.329
1605888000000,29.1435,28.88,28.961,29.0917,78951.588
1605891600000,29.0915,28.9404,29.0915,29.0377,52813.909
1605895200000,29.0477,28.6459,29.0385,28.7783,89284.347
1605898800000,28.9344,28.7037,28.7783,28.9011,63259.181
1605902400000,29.1,28.8043,28.9067,28.8556,84547.864
1605906000000,28.8648,28.6835,28.858,28.7154,39582.979
1605909600000,28.9252,28.6211,28.7143,28.8638,129738.929
1605913200000,28.9828,28.7413,28.8636,28.9715,62247.196
1605916800000,29.09,28.8501,28.9722,28.9573,77154.131
1605920400000,29.1098,28.8613,28.9533,28.9946,88954.68
1605924000000,28.9945,28.6411,28.9945,28.6898,114673.631
1605927600000,28.8366,28.4269,28.6906,28.53,170422.184
1605931200000,28.5298,28.2955,28.5298,28.3954,82142.191
1605934800000,28.5621,28.3816,28.3954,28.5375,36070.528
1605938400000,28.65,28.5281,28.5375,28.6074,54577.426
1605942000000,28.852,28.5926,28.6022,28.8412,55676.384
1605945600000,29.0512,28.75,28.8411,29.0512,102471.75
1605949200000,29.4586,28.9127,29.0512,29.4046,197846.336
1605952800000,29.5,29.2412,29.4025,29.3031,132404.571
1605956400000,29.45,28.79,29.3031,28.92,110705.621
1605960000000,29.2669,28.8,28.92,29.2442,89211.806
1605963600000,29.3608,29.1421,29.2466,29.3466,119808.527
1605967200000,29.9369,29.303,29.3466,29.8789,247479.722
1605970800000,30.4991,29.6833,29.879,30.49,404336.35
1605974400000,30.8,29.86,30.4856,30.2733,414009.294
1605978000000,30.49,30.035,30.2882,30.3317,148242.58
1605981600000,30.4555,30.1495,30.3333,30.3486,86298.184
1605985200000,30.5,30.0504,30.3494,30.295,101575.277
1605988800000,30.3601,30.102,30.2937,30.2782,60159.221
1605992400000,30.5171,30.0931,30.2804,30.4,65866.46
1605996000000,30.4067,30.06,30.3993,30.3796,105839.32
1605999600000,30.5942,30.2753,30.3796,30.5161,94409.298
1606003200000,31.12,30.2689,30.5168,30.4737,295134.598
1606006800000,30.6589,29.8888,30.4796,30.0689,296268.546
1606010400000,30.3259,30,30.0688,30.2296,113747.413
1606014000000,30.4807,30.082,30.2262,30.4797,56391.435
1606017600000,30.55,30.1033,30.4753,30.55,75313.027
1606021200000,30.5698,30.0746,30.55,30.1296,55686.196
1606024800000,30.2276,29.72,30.1299,29.972,151453.898
1606028400000,29.975,29.6,29.9713,29.9443,121137.982
1606032000000,29.9967,29.5,29.9452,29.5191,107858.023
1606035600000,30.2563,29.4796,29.5413,30.12,129062.596
1606039200000,30.1199,29.69,30.1199,29.8645,96260.586
1606042800000,29.9445,29,29.8645,29.3363,217042.753
1606046400000,29.6819,29.2042,29.3363,29.503,116740.275
1606050000000,29.8611,29.4307,29.5052,29.6789,88033.451
1606053600000,29.9509,29.6183,29.679,29.6876,131915.064
1606057200000,29.9606,29.6251,29.6862,29.7533,78180.283
1606060800000,30.0977,29.67,29.7511,30.0561,108823.4
1606064400000,30.15,29.976,30.0611,30.0617,57620.752
1606068000000,30.38,30.0415,30.0611,30.232,81702.526
1606071600000,30.604,30.2076,30.2287,30.604,82174.439
1606075200000,30.7689,30.2817,30.604,30.4377,97281.242
1606078800000,30.49,30.18,30.4324,30.4137,84331.201
1606082400000,30.5124,30.2357,30.4134,30.3423,46604.82
1606086000000,30.4385,29.91,30.3424,30.0226,153606.277
1606089600000,30.376,29.786,30.0291,30.2281,204616.735
1606093200000,30.6377,29.9501,30.2266,30.5296,279420.626
1606096800000,30.6376,29.828,30.5263,30.3071,133345.972
1606100400000,30.5419,30.2496,30.3027,30.4801,79612.835
1606104000000,30.569,30.3229,30.4851,30.4332,84231.76
1606107600000,30.6836,30.3078,30.4336,30.4767,72748.695
1606111200000,30.5571,30.3358,30.4771,30.5249,48045.887
1606114800000,30.8366,30.4183,30.5249,30.4674,123636.648
1606118400000,30.8291,30.458,30.4709,30.7536,104678.843
1606122000000,31.1,30.7059,30.7562,31.0597,179354.042
1606125600000,31.07,30.5819,31.0636,30.7471,116467.05
1606129200000,30.8914,30.5829,30.7503,30.6171,89089.076
1606132800000,30.6793,30.3586,30.6192,30.6587,106200.807
1606136400000,30.7272,30.0132,30.6599,30.4539,177689.888
1606140000000,30.7158,30.2722,30.4555,30.3582,157968.172
1606143600000,30.4722,30.05,30.3599,30.0947,147867.56
1606147200000,30.36,29.96,30.0999,30.2928,135015.234
1606150800000,30.4389,30.2583,30.2871,30.3336,74137.871
1606154400000,30.3897,30.1397,30.3307,30.1804,69238.899
1606158000000,30.4,30.064,30.1805,30.3931,48097.545
1606161600000,30.4,30.2145,30.3956,30.3647,43353.429
1606165200000,30.65,30.3178,30.3617,30.5363,140292.947
1606168800000,30.6198,30.289,30.5458,30.6182,146103.995
1606172400000,30.9988,30.285,30.6178,30.995,159308.371
1606176000000,31.8888,30.7934,30.9994,31.6994,554490.433
1606179600000,32.2,31.5744,31.6992,31.7361,310307.303
1606183200000,32.5227,31.5292,31.7467,31.9323,344765.001
1606186800000,33.5,31.8971,31.9373,32.8387,608854.344
1606190400000,33.98,32.81,32.8385,33.6485,371060.606
1606194000000,33.6734,33.1108,33.6482,33.207,284561.181
1606197600000,33.3429,31.49,33.2079,32.8283,576729.496
1606201200000,33.5,32.823,32.8335,33.0515,305178.877
1606204800000,35.14,33.051,33.0519,34.9019,638775.148
1606208400000,34.9997,33.441,34.885,33.5873,433758.048
1606212000000,33.653,31.8127,33.5873,33.276,619959.966
1606215600000,33.489,32.88,33.2733,32.9937,188653.84
1606219200000,33.0235,32.0507,32.9943,32.8993,294429.243
1606222800000,33.3317,32.4654,32.9051,33.1614,267274.957
1606226400000,33.3275,32.5676,33.1614,32.7676,154047.647
1606230000000,33.29,32.6084,32.7676,33.0389,154947.904
1606233600000,33.2838,32.6,33.0498,33.1143,188748.342
1606237200000,33.5763,33.0908,33.1116,33.3618,125061.93
1606240800000,33.4156,33.0322,33.3618,33.1857,75785.434
1606244400000,33.1884,32.8637,33.1857,33.0257,79137.76
1606248000000,33.25,32.6201,33.0251,32.8552,103229.809
1606251600000,33.1458,32.6315,32.8522,33.0711,189268.499
1606255200000,33.81,32.8631,33.0711,33.6641,269215.837
1606258800000,33.999,33.3925,33.6765,33.9407,158125.764
1606262400000,34.9998,33.5576,33.9451,34.6294,505411.099
1606266000000,35.4338,34.3437,34.6367,34.69,511743.519
1606269600000,34.6937,33.334,34.69,33.6416,274989.99
1606273200000,33.75,32.5,33.6279,32.7048,253834.363
1606276800000,33.34,32.55,32.686,32.6309,312840.841
1606280400000,33.124,32.3304,32.6535,32.9161,184856.602
1606284000000,33.2466,32.865,32.9079,33.073,99193.836
1606287600000,33.3208,32.95,33.0761,33.1042,90496.104
1606291200000,33.2901,32.8554,33.1058,33.0636,123250.204
1606294800000,33.5689,32.9701,33.0636,33.3975,147116.403
1606298400000,33.85,33.2481,33.3975,33.5178,182184.108
1606302000000,34,33.4695,33.5178,33.6723,148732.82
1606305600000,33.6987,33.16,33.6863,33.2361,114037.878
1606309200000,33.3498,32.6882,33.2389,32.8807,151738.65
1606312800000,33.1914,32.7274,32.8973,33.1558,86025.751
1606316400000,33.2498,32.8026,33.1645,32.8946,89977.399
1606320000000,33.125,32.5882,32.8931,32.6797,151541.535
1606323600000,32.9462,32.5012,32.6806,32.9301,111303.61
1606327200000,33.0338,32.7702,32.932,32.9286,60988.862
1606330800000,32.99,32.3888,32.9414,32.4202,87494.134
1606334400000,32.5451,31.52,32.4201,32.0601,219262.694
1606338000000,32.532,31.8067,32.0601,32.093,179550.066
1606341600000,32.2759,31.2,32.0972,31.6821,248157.862
1606345200000,31.677,30.439,31.664,31.2953,254508.752
1606348800000,31.7357,30.7472,31.295,31.59,251141.635
1606352400000,31.7708,31.2396,31.5899,31.5421,213759.856
1606356000000,31.5591,30.4,31.5468,30.642,359137.994
1606359600000,30.7161,28.9,30.6218,29.9844,773570.228
1606363200000,30.3,29.3447,29.9756,29.6691,333766.72
1606366800000,30.0204,29.3757,29.666,29.6893,168761.993
1606370400000,30.1507,29.507,29.6856,29.8162,138510.829
1606374000000,29.8499,28.95,29.8163,29.2894,206553.604
1606377600000,29.3181,27.2,29.2894,27.802,635110.05
1606381200000,28.3999,27.5281,27.802,28.2043,373102.969
1606384800000,28.8169,28.125,28.1944,28.7411,234202.48
1606388400000,28.9274,28.14,28.7412,28.436,220295.012
1606392000000,28.6096,28.0389,28.4342,28.3656,334029.277
1606395600000,28.5891,27.83,28.366,27.873,171030.281
1606399200000,28.1099,27.58,27.873,27.605,245362.639
1606402800000,28.4192,27.5631,27.605,28.0621,152921.232
1606406400000,28.2243,27.5,28.0812,27.6266,184868.09
1606410000000,27.6519,26.8888,27.6094,27.5505,297666.722
1606413600000,27.7993,27.0573,27.5467,27.1167,125352.637
1606417200000,27.2397,26.35,27.1162,26.9646,323899.618
1606420800000,28,26.9501,26.9645,27.9104,166716.012
1606424400000,28.1,27.55,27.9232,27.7898,146310.72
1606428000000,28.1645,27.6839,27.7932,28.1244,73405.397
1606431600000,28.2493,27.6123,28.1247,28.2356,112377.018
1606435200000,28.6629,27.9524,28.2354,28.63,186242.764
1606438800000,28.6734,28.4002,28.6356,28.4406,179562.63
1606442400000,28.6209,28.22,28.4472,28.2604,109321.484
1606446000000,28.7175,28.2742,28.2742,28.42,127507.725
1606449600000,28.6,28.3676,28.4235,28.3977,104572.817
1606453200000,28.599,28.398,28.398,28.4933,66291.824
1606456800000,28.5812,28.3616,28.4955,28.4909,80011.523
1606460400000,28.5024,28.1647,28.4948,28.2242,83399.379
1606464000000,28.3152,27.5333,28.2516,27.8057,146328.209
1606467600000,28.1121,27.432,27.8101,27.5575,119198.153
1606471200000,27.98,27.5489,27.5571,27.9217,77618.076
1606474800000,27.9778,27.51,27.9202,27.62,48081.126
1606478400000,28.1025,27.5687,27.6232,28.0776,79071.974
1606482000000,28.2651,27.9278,28.0795,27.9536,85723.488
1606485600000,28.0524,27.6687,27.955,27.6839,78472.098
1606489200000,27.7186,27.2042,27.7,27.3622,141359.227
1606492800000,27.8964,27.2386,27.3674,27.8813,68907.149
1606496400000,27.9,27.6411,27.8823,27.8542,40813.277
1606500000000,28.19,27.7401,27.8541,28.0241,75596.144
1606503600000,28.1989,27.9199,28.0226,28.0289,38799.096
1606507200000,28.314,27.92,28.0257,28.2673,57396.775
1606510800000,28.304,28,28.2647,28.1635,121776.601
1606514400000,28.2995,27.9974,28.1711,28.2406,76835.192
1606518000000,28.4857,28.2417,28.2417,28.4606,124473.064
1606521600000,28.54,28.2714,28.4606,28.5029,137681.664
1606525200000,28.5717,28.2672,28.5039,28.5,128874.474
1606528800000,28.4992,28.2655,28.4992,28.2835,70501.21
1606532400000,28.3083,28.1323,28.2831,28.1925,62284.317
1606536000000,28.255,28.0042,28.1915,28.2076,47445.973
1606539600000,28.2184,27.9884,28.2111,28.065,42576.494
1606543200000,28.1562,28.0272,28.064,28.1391,30673.577
1606546800000,28.2433,28.102,28.1339,28.192,47697.835
1606550400000,28.2582,27.9,28.1919,27.9232,53104.227
1606554000000,28.1799,27.9224,27.9225,28.1523,43742.46
1606557600000,28.6,28.047,28.1498,28.5726,77221.554
1606561200000,28.8,28.48,28.5726,28.6577,66672.806
1606564800000,28.8488,28.5121,28.6578,28.5755,82824.691
1606568400000,29.13,28.5755,28.5756,29.1171,120965.259
1606572000000,29.5381,28.918,29.1087,29.3702,176208.982
1606575600000,29.6175,29.2469,29.3702,29.5158,125346.025
1606579200000,29.6049,29.2312,29.5313,29.3085,166497.35
1606582800000,29.4275,29.1248,29.3077,29.4143,103663.984
1606586400000,29.4625,29.1858,29.42,29.365,102218.176
1606590000000,29.38,29.1616,29.3698,29.2901,381376.908
1606593600000,29.3604,29,29.2901,29.0273,94709.238
1606597200000,29.235,29.0069,29.0236,29.1933,88551.017
1606600800000,29.3551,29.02,29.2001,29.1369,95594.143
1606604400000,29.2503,29,29.1445,29.1766,290220.23
1606608000000,29.5,28.901,29.1552,29.3407,222531.416
1606611600000,29.4045,28.9775,29.3369,29.0822,83255.249
1606615200000,29.3055,29.0301,29.0769,29.2307,73738.229
1606618800000,29.4914,29.215,29.2307,29.3855,74605.564
1606622400000,29.3853,29.0744,29.38,29.1,114714.017
1606626000000,29.2182,28.9781,29.0999,29.0807,74433.033
1606629600000,29.0807,28.8544,29.08,29.0389,61961.063
1606633200000,29.2399,28.91,29.0281,29.1559,88322.663
1606636800000,29.5822,29.0931,29.1557,29.5327,132253.357
1606640400000,29.7862,29.3859,29.5435,29.6795,98311.728
1606644000000,29.7666,29.5028,29.6794,29.7097,63558.789
1606647600000,29.82,29.4776,29.712,29.5901,91803.497
1606651200000,29.6895,29.3869,29.5983,29.5997,63736.051
1606654800000,29.87,29.5868,29.5991,29.8699,55411.989
1606658400000,30.02,29.7566,29.87,29.78,121302.2
1606662000000,29.8783,29.6428,29.7812,29.8158,57015.633
1606665600000,29.885,29.4122,29.815,29.7021,236073.026
1606669200000,29.9165,29.6219,29.7065,29.8761,177753.81
1606672800000,29.9682,29.7522,29.8769,29.9556,211880.515
1606676400000,30.0766,29.7227,29.9563,29.7512,175434.216
1606680000000,30.23,29.7373,29.7495,30.215,102210.811
1606683600000,30.45,30.1667,30.215,30.2804,111532.127
1606687200000,30.3632,30.0665,30.2772,30.1498,87188.53
1606690800000,30.3413,30.04,30.1386,30.1045,278674.788
1606694400000,30.6799,30.0662,30.1003,30.6367,169000.796
1606698000000,30.6674,30.262,30.6366,30.4254,191970.137
1606701600000,30.4557,30.323,30.4253,30.3424,84898.259
1606705200000,30.4053,30.125,30.3432,30.2782,147164.278
1606708800000,30.2997,29.9424,30.2791,30.11,119519.601
1606712400000,30.2199,30.072,30.1086,30.0911,72327.147
1606719600000,30.4149,30.0652,30.108,30.3118,115527.148
1606723200000,30.3191,29.9791,30.3155,30.0816,98739.093
1606726800000,30.1287,29.723,30.0815,30.0094,82064.392
1606730400000,30.275,29.9888,30.0094,30.2363,54974.417
1606734000000,30.4104,30.2314,30.2405,30.3121,55072.846
1606737600000,30.7,30.301,30.3104,30.661,105822.752
1606741200000,30.768,30.3465,30.6609,30.7295,150717.652
1606744800000,31.26,30.6,30.7407,30.7943,247010.779
1606748400000,31.3,30.4913,30.8059,30.7409,232958.195
1606752000000,31.5999,30.7147,30.7624,31.2406,280567.635
1606755600000,31.45,31,31.2521,31.2894,229869.805
1606759200000,31.3993,31.0526,31.2894,31.0798,90912.033
1606762800000,31.4716,31.0317,31.0842,31.1715,93898.292
1606766400000,31.2063,31,31.1832,31.1239,74725.615
1606770000000,31.2987,31.054,31.1284,31.2646,54899.425
1606773600000,31.4135,31.0506,31.2702,31.4112,66503.786
1606777200000,31.4995,31.2786,31.4096,31.4935,158892.146
1606780800000,31.7517,31.2614,31.4935,31.394,147856.403
1606784400000,31.496,31.1624,31.3965,31.3182,152983.251
1606788000000,31.4912,31.1312,31.3182,31.4033,110740.343
1606791600000,31.4294,31.1539,31.4017,31.2102,99453.468
1606795200000,31.5197,31.1613,31.2102,31.2108,115468.849
1606798800000,31.5,31.145,31.2109,31.4876,122799.923
1606802400000,31.65,31.3602,31.4907,31.4231,95478.222
1606806000000,31.81,31.3842,31.4223,31.6811,91860.924
1606809600000,31.8101,31.5,31.6782,31.5721,92370.958
1606813200000,31.6185,31.3682,31.5752,31.4915,93628.026
1606816800000,31.71,31.4411,31.4886,31.7076,92893.254
1606820400000,31.8875,31,31.7008,31.2767,327101.922
1606824000000,31.393,29.313,31.2767,29.5373,498481.951
1606827600000,30.2,29.17,29.535,30.0546,253895.007
1606831200000,30.7293,29.8565,30.0546,30.7118,150700.764
1606834800000,30.8776,30.3845,30.7054,30.5841,136438.519
1606838400000,30.7103,30.0714,30.5845,30.2635,97609.159
1606842000000,30.3586,29.8538,30.2598,30.2988,88076.943
1606845600000,30.3052,29.72,30.2989,29.8403,79699.181
1606849200000,30.58,29.7867,29.8453,30.4161,63676.109
1606852800000,30.4589,30.2181,30.4153,30.3587,48564.261
1606856400000,30.6006,30.2538,30.3579,30.3743,35908.675
1606860000000,30.7067,30.1225,30.3769,30.1555,39158.59
1606863600000,30.2379,29.95,30.1658,30.1996,104177.381
1606867200000,30.4197,29.5306,30.2003,30.3368,209130.064
1606870800000,30.4,30.1845,30.3307,30.3182,89841.942
1606874400000,30.4085,30.08,30.3182,30.1,158641.234
1606878000000,30.3844,29.9384,30.1096,30.0812,136436.881
1606881600000,30.1984,29.786,30.0839,29.9974,82504.039
1606885200000,30.1758,29.7564,29.9892,30.1675,48287.158
1606888800000,30.4,30.1337,30.1675,30.3074,71817.473
1606892400000,30.4703,30.1759,30.2995,30.4144,90000.944
1606896000000,30.4699,30.2978,30.4204,30.3438,128753.084
1606899600000,30.9993,30.342,30.343,30.6162,166996.72
1606903200000,30.7114,30.5022,30.6146,30.5508,75008.104
1606906800000,30.7,30.4523,30.5498,30.5697,72439.521
1606910400000,30.5919,30.2142,30.578,30.4645,110949.002
1606914000000,30.549,30.4227,30.4707,30.4307,78285.535
1606917600000,30.5199,30.2037,30.4298,30.2389,77469.296
1606921200000,30.3888,30,30.2475,30.1875,117949.822
1606924800000,30.2864,29.9576,30.2019,29.9902,116686.602
1606928400000,30.272,29.96,29.9854,30.2462,67799.262
1606932000000,30.4435,30.1641,30.2515,30.2925,92248.078
1606935600000,30.3993,30.2375,30.296,30.3138,67361.222
1606939200000,30.4141,30.2142,30.3095,30.3733,59444.688
1606942800000,30.414,30.2962,30.3733,30.3025,59524.106
1606946400000,30.414,30.1439,30.3,30.1839,98870.6
1606950000000,30.3877,30.1735,30.185,30.2875,83850.931
1606953600000,30.5042,30.2252,30.2724,30.3631,153979.475
1606957200000,30.3812,30.0624,30.3649,30.2088,85724.025
1606960800000,30.2712,30.1136,30.2089,30.2072,75377.474
1606964400000,30.354,30.1826,30.2082,30.2853,99496.672
1606968000000,30.368,30.1877,30.2806,30.1964,77181.763
1606971600000,30.2403,29.8568,30.1898,29.9559,104171.017
1606975200000,30.1038,29.9432,29.9559,30.0279,107701.148
1606978800000,30.2494,29.8936,30.0355,30.206,104653.68
1606982400000,30.348,30.1227,30.2117,30.2931,121645.077
1606986000000,30.33,30.1401,30.2931,30.3187,62086.792
1606989600000,30.5952,30.2628,30.317,30.5672,63231.782
1606993200000,30.7915,30.52,30.5628,30.7115,87598.467
1606996800000,30.793,30.5075,30.7141,30.6114,73113.53
1607000400000,30.6766,30.3993,30.6114,30.4742,72723.124
1607004000000,30.69,30.4628,30.4737,30.5052,61103.311
1607007600000,30.6628,30.444,30.5069,30.642,70617.33
1607011200000,30.738,30.2947,30.6415,30.47,117449.335
1607014800000,30.5181,30.3228,30.478,30.4384,56598.672
1607018400000,30.4838,30.3999,30.4339,30.4399,51241.633
1607022000000,30.4617,30.3381,30.4376,30.418,38756.358
1607025600000,30.4762,30.2703,30.418,30.3572,30339.041
1607029200000,30.4861,30.33,30.3573,30.4594,28661.037
1607032800000,30.6449,30.4501,30.4596,30.6449,67186.96
1607036400000,30.71,30.48,30.645,30.7065,113824.763
1607040000000,30.8708,30.6298,30.7099,30.8637,86989.543
1607043600000,31.1371,30.7383,30.8681,30.7652,226585.523
1607047200000,30.8194,30.4501,30.7758,30.4614,81093.358
1607050800000,30.687,30.2632,30.4583,30.2819,107034.487
1607054400000,30.4246,30.12,30.2788,30.4112,70254.559
