adx,DI_plus,DI_minus
30.46,0.27,0.09
32.61,0.25,0.08
32.74,0.23,0.11
32.98,0.26,0.1
33.65,0.24,0.12
34.75,0.24,0.11
35.49,0.23,0.1
35.03,0.21,0.17
34.47,0.19,0.15
34.43,0.18,0.18
34.61,0.23,0.17
32.73,0.21,0.16
29.66,0.2,0.15
26.44,0.18,0.16
23.96,0.21,0.15
21.48,0.2,0.14
19.43,0.18,0.16
16.89,0.18,0.15
14.72,0.17,0.15
12.57,0.15,0.18
10.67,0.22,0.17
10.73,0.2,0.16
11.19,0.21,0.15
11.96,0.2,0.15
11.31,0.18,0.16
10.66,0.17,0.15
10.15,0.16,0.14
11.44,0.21,0.13
11.95,0.2,0.12
12.14,0.18,0.12
12.54,0.17,0.13
12.94,0.17,0.12
13.43,0.15,0.12
13.92,0.15,0.11
14.21,0.14,0.1
14.73,0.14,0.1
15.56,0.16,0.09
17.23,0.17,0.08
19.82,0.19,0.08
22.83,0.2,0.07
25.95,0.2,0.07
28.54,0.25,0.06
31.13,0.23,0.06
32.63,0.21,0.09
34.24,0.2,0.1
35.79,0.19,0.09
36.53,0.17,0.11
37.37,0.18,0.1
38.17,0.17,0.09
37.65,0.15,0.12
36.2,0.14,0.12
34.33,0.13,0.11
31.93,0.12,0.14
29.09,0.11,0.13
26.35,0.11,0.13
22.91,0.1,0.12
19.47,0.09,0.12
18.45,0.08,0.14
16.4,0.12,0.13
15.69,0.21,0.12
16.03,0.2,0.12
15.61,0.19,0.12
15.13,0.17,0.11
14.82,0.16,0.14
14.61,0.15,0.13
13.99,0.14,0.14
13.76,0.14,0.13
13.52,0.13,0.12
13.24,0.13,0.11
12.39,0.12,0.12
12.57,0.15,0.11
11.74,0.14,0.1
13.01,0.16,0.1
13.71,0.19,0.09
14.87,0.21,0.08
16.03,0.2,0.09
16.76,0.18,0.1
18.54,0.18,0.09
19.87,0.16,0.1
21.04,0.15,0.11
21.56,0.14,0.11
22.38,0.14,0.1
23.46,0.15,0.09
25.02,0.14,0.09
25.56,0.13,0.08
24.9,0.12,0.11
23.26,0.11,0.11
20.77,0.1,0.1
18.13,0.1,0.11
16.71,0.09,0.13
17.36,0.08,0.2
17.88,0.08,0.18
16.95,0.13,0.17
16.7,0.12,0.16
18.16,0.12,0.23
18.08,0.15,0.21
17.53,0.14,0.2
17.06,0.13,0.18
17.01,0.12,0.19
17.7,0.13,0.18
18.34,0.13,0.16
18.6,0.14,0.15
18.19,0.14,0.14
16.96,0.13,0.13
14.16,0.12,0.12
12.18,0.12,0.15
12.23,0.18,0.14
11.4,0.16,0.16
9.66,0.17,0.15
9.01,0.16,0.14
9.63,0.21,0.13
10.95,0.25,0.12
11.85,0.23,0.11
12.68,0.21,0.12
13.87,0.2,0.11
15.36,0.18,0.11
16.45,0.17,0.12
18.21,0.19,0.11
20.06,0.18,0.1
21.53,0.19,0.1
23.04,0.18,0.09
25.62,0.19,0.08
27.78,0.17,0.08
29.24,0.16,0.09
29.94,0.18,0.09
30.5,0.19,0.08
30.29,0.18,0.1
30.15,0.17,0.1
30.1,0.16,0.09
30.12,0.15,0.09
29.29,0.14,0.12
28.76,0.17,0.12
28.57,0.18,0.11
27.92,0.16,0.1
26.0,0.15,0.13
23.87,0.14,0.12
21.41,0.13,0.12
19.63,0.12,0.13
17.83,0.14,0.12
15.66,0.14,0.11
14.7,0.15,0.1
14.51,0.15,0.1
14.23,0.14,0.09
14.81,0.17,0.08
16.89,0.16,0.08
16.9,0.14,0.1
16.69,0.14,0.09
15.86,0.13,0.1
16.26,0.12,0.09
15.87,0.11,0.11
16.86,0.14,0.1
17.99,0.13,0.09
18.03,0.12,0.1
18.92,0.15,0.09
20.13,0.18,0.09
21.03,0.17,0.08
20.87,0.15,0.1
20.86,0.19,0.1
20.84,0.18,0.09
21.21,0.17,0.1
20.71,0.15,0.12
20.84,0.14,0.11
20.46,0.13,0.15
20.59,0.16,0.14
19.82,0.15,0.13
19.06,0.14,0.12
18.92,0.13,0.15
17.59,0.13,0.14
15.96,0.12,0.15
14.79,0.11,0.16
13.43,0.15,0.15
11.15,0.14,0.14
8.88,0.14,0.13
7.32,0.13,0.12
7.02,0.14,0.11
6.73,0.13,0.11
6.56,0.12,0.13
6.97,0.11,0.14
6.79,0.14,0.13
7.42,0.16,0.12
8.39,0.17,0.11
9.53,0.16,0.1
9.8,0.14,0.11
9.48,0.13,0.1
9.49,0.12,0.12
9.68,0.12,0.11
11.79,0.2,0.11
13.9,0.19,0.1
13.2,0.18,0.18
14.96,0.16,0.34
15.85,0.22,0.31
16.66,0.21,0.32
17.72,0.2,0.3
16.82,0.26,0.28
15.8,0.24,0.27
14.33,0.25,0.25
13.81,0.28,0.24
13.08,0.26,0.24
13.81,0.28,0.22
14.28,0.26,0.21
12.39,0.24,0.22
10.84,0.22,0.27
11.21,0.28,0.25
9.12,0.26,0.23
8.98,0.3,0.22
8.38,0.28,0.21
7.62,0.26,0.22
7.67,0.24,0.22
7.89,0.25,0.2
8.86,0.25,0.19
9.28,0.23,0.18
9.55,0.22,0.19
9.4,0.2,0.24
10.19,0.19,0.3
11.82,0.18,0.31
13.67,0.16,0.34
15.14,0.19,0.32
16.62,0.17,0.3
16.88,0.19,0.28
16.73,0.21,0.26
17.11,0.19,0.25
17.34,0.2,0.24
17.38,0.19,0.23
17.33,0.18,0.23
17.14,0.17,0.21
17.83,0.16,0.22
17.63,0.18,0.21
16.16,0.2,0.19
15.02,0.18,0.23
13.0,0.19,0.21
11.87,0.17,0.21
10.5,0.17,0.2
9.2,0.18,0.18
9.15,0.21,0.17
9.06,0.2,0.16
8.59,0.19,0.19
8.04,0.17,0.18
7.23,0.18,0.17
6.53,0.16,0.17
6.37,0.15,0.2
6.51,0.16,0.19
6.98,0.15,0.18
7.78,0.14,0.22
9.34,0.13,0.24
10.69,0.12,0.22
11.39,0.14,0.2
12.32,0.14,0.19
12.59,0.13,0.17
13.55,0.12,0.21
15.77,0.11,0.22
17.13,0.13,0.2
17.95,0.14,0.19
18.81,0.13,0.17
19.35,0.12,0.19
19.04,0.17,0.18
18.93,0.15,0.18
18.53,0.14,0.2
18.69,0.13,0.26
18.85,0.12,0.24
19.2,0.14,0.22
19.39,0.15,0.2
18.97,0.16,0.19
17.58,0.2,0.18
15.59,0.19,0.17
14.39,0.18,0.16
13.81,0.17,0.15
13.13,0.16,0.14
11.82,0.14,0.13
11.73,0.13,0.13
11.41,0.12,0.13
10.32,0.12,0.12
9.18,0.11,0.15
8.05,0.1,0.14
8.27,0.09,0.15
7.96,0.11,0.14
7.73,0.15,0.13
7.39,0.14,0.13
7.37,0.13,0.13
7.06,0.12,0.13
7.22,0.14,0.12
7.01,0.13,0.13
7.09,0.13,0.12
7.25,0.12,0.11
8.13,0.11,0.15
8.41,0.12,0.14
7.33,0.13,0.13
6.38,0.12,0.13
5.36,0.11,0.14
5.39,0.11,0.14
7.15,0.1,0.18
7.49,0.15,0.17
7.74,0.14,0.16
8.39,0.13,0.15
8.94,0.12,0.16
9.63,0.12,0.15
9.44,0.13,0.14
9.83,0.12,0.15
9.55,0.11,0.14
10.26,0.11,0.15
10.98,0.17,0.14
11.58,0.16,0.13
11.07,0.14,0.15
10.28,0.14,0.14
8.51,0.13,0.14
8.48,0.15,0.13
9.26,0.18,0.12
9.11,0.16,0.14
8.84,0.16,0.13
9.07,0.16,0.12
9.33,0.15,0.13
8.76,0.14,0.15
8.07,0.14,0.13
6.99,0.13,0.12
7.11,0.12,0.15
7.06,0.17,0.14
7.53,0.16,0.13
7.54,0.15,0.15
7.41,0.15,0.14
7.39,0.15,0.13
6.76,0.15,0.12
6.7,0.14,0.12
6.35,0.13,0.11
5.63,0.12,0.13
5.8,0.11,0.13
6.81,0.1,0.14
8.8,0.09,0.17
11.16,0.09,0.17
11.51,0.12,0.16
11.53,0.12,0.15
11.55,0.11,0.14
11.63,0.12,0.13
11.48,0.12,0.12
11.52,0.13,0.11
11.35,0.12,0.1
11.78,0.12,0.1
11.52,0.12,0.11
11.89,0.12,0.1
11.98,0.11,0.09
10.88,0.1,0.11
9.32,0.11,0.1
7.1,0.11,0.11
6.47,0.1,0.12
6.21,0.12,0.11
5.86,0.11,0.1
5.74,0.11,0.1
7.46,0.16,0.1
9.0,0.16,0.09
10.94,0.17,0.08
13.06,0.19,0.08
16.09,0.19,0.07
19.27,0.22,0.07
22.89,0.24,0.06
26.49,0.23,0.07
27.13,0.21,0.15
28.37,0.21,0.14
29.6,0.22,0.13
32.0,0.29,0.12
34.02,0.27,0.13
36.62,0.27,0.12
37.5,0.25,0.11
37.81,0.23,0.12
37.71,0.22,0.11
35.49,0.2,0.16
33.82,0.23,0.15
31.56,0.22,0.14
28.44,0.2,0.14
24.98,0.19,0.2
24.02,0.18,0.18
23.24,0.16,0.2
21.87,0.16,0.18
19.02,0.17,0.17
17.32,0.19,0.16
15.2,0.18,0.15
12.7,0.16,0.15
10.83,0.16,0.14
8.59,0.15,0.15
7.86,0.14,0.14
7.12,0.17,0.13
7.03,0.19,0.12
7.36,0.17,0.11
8.13,0.16,0.12
9.4,0.17,0.11
10.17,0.16,0.11
11.8,0.18,0.1
13.96,0.17,0.09
15.61,0.17,0.08
16.96,0.15,0.09
18.17,0.14,0.1
20.03,0.17,0.09
23.04,0.21,0.08
26.49,0.23,0.08
29.19,0.21,0.07
31.29,0.2,0.07
31.97,0.19,0.1
32.26,0.17,0.12
32.84,0.2,0.11
33.23,0.18,0.11
31.18,0.17,0.17
29.33,0.17,0.16
27.78,0.18,0.15
26.53,0.17,0.14
25.53,0.16,0.14
24.24,0.17,0.13
22.17,0.16,0.12
19.65,0.15,0.11
16.3,0.14,0.15
13.7,0.18,0.14
12.53,0.17,0.13
12.81,0.18,0.12
12.82,0.19,0.11
12.38,0.18,0.12
13.4,0.17,0.12
13.69,0.15,0.13
13.71,0.15,0.12
13.39,0.14,0.13
13.18,0.13,0.12
12.37,0.12,0.11
13.07,0.11,0.18
14.01,0.1,0.18
14.93,0.12,0.17
15.03,0.11,0.16
14.42,0.13,0.15
13.04,0.13,0.14
11.72,0.12,0.15
11.78,0.11,0.17
12.17,0.1,0.15
13.69,0.1,0.18
15.57,0.09,0.2
17.39,0.1,0.18
17.93,0.14,0.17
18.15,0.14,0.16
16.86,0.13,0.15
15.68,0.12,0.15
15.63,0.11,0.15
15.07,0.16,0.14
14.69,0.15,0.15
14.55,0.14,0.14
14.94,0.13,0.18
16.3,0.12,0.28
17.81,0.11,0.27
18.75,0.11,0.26
19.27,0.1,0.26
18.22,0.17,0.24
17.94,0.2,0.22
17.72,0.2,0.21
17.5,0.18,0.19
17.66,0.17,0.22
17.18,0.17,0.2
17.38,0.16,0.2
19.77,0.15,0.3
22.14,0.14,0.28
22.66,0.16,0.26
21.65,0.15,0.25
19.98,0.17,0.24
17.89,0.17,0.22
15.83,0.15,0.21
16.07,0.14,0.21
16.99,0.13,0.2
18.54,0.12,0.2
20.89,0.12,0.24
23.09,0.11,0.27
24.22,0.16,0.25
25.02,0.15,0.24
24.47,0.14,0.24
22.56,0.2,0.22
21.76,0.18,0.23
21.16,0.17,0.23
20.36,0.19,0.22
19.75,0.18,0.2
19.36,0.17,0.21
18.46,0.22,0.19
17.23,0.2,0.2
15.8,0.2,0.18
14.29,0.23,0.17
12.92,0.26,0.16
12.73,0.24,0.16
12.58,0.22,0.15
12.18,0.21,0.14
13.26,0.2,0.13
13.63,0.19,0.13
13.84,0.19,0.12
14.62,0.17,0.12
14.73,0.16,0.14
14.48,0.15,0.13
14.16,0.14,0.14
14.17,0.13,0.13
14.93,0.12,0.16
15.12,0.11,0.16
15.54,0.1,0.19
15.42,0.12,0.18
15.44,0.11,0.17
16.87,0.1,0.24
17.74,0.11,0.23
18.28,0.13,0.21
18.02,0.14,0.19
18.23,0.13,0.2
20.47,0.12,0.27
22.7,0.11,0.25
25.92,0.11,0.3
28.54,0.12,0.27
30.36,0.11,0.27
32.58,0.1,0.3
34.15,0.1,0.31
36.8,0.09,0.33
39.19,0.09,0.31
40.31,0.09,0.31
42.36,0.08,0.36
43.68,0.13,0.33
44.78,0.16,0.31
44.94,0.18,0.29
44.05,0.17,0.28
43.33,0.16,0.28
41.97,0.15,0.26
40.53,0.17,0.24
38.43,0.18,0.22
35.71,0.17,0.21
32.14,0.18,0.19
28.29,0.19,0.18
24.71,0.18,0.17
21.16,0.17,0.15
16.76,0.16,0.16
14.62,0.15,0.19
12.5,0.19,0.18
11.54,0.2,0.17
11.13,0.23,0.16
10.87,0.24,0.14
10.46,0.22,0.14
10.93,0.22,0.13
12.08,0.21,0.12
13.3,0.19,0.11
15.09,0.18,0.1
15.4,0.17,0.14
16.33,0.19,0.13
17.89,0.22,0.12
20.3,0.24,0.12
22.0,0.23,0.11
24.49,0.21,0.1
25.32,0.2,0.13
25.65,0.2,0.12
24.48,0.18,0.16
23.1,0.17,0.16
21.47,0.16,0.15
19.73,0.15,0.14
18.66,0.14,0.18
17.96,0.13,0.18
18.77,0.12,0.17
18.94,0.11,0.16
18.47,0.1,0.16
17.96,0.1,0.17
17.94,0.09,0.19
17.29,0.1,0.18
17.54,0.1,0.16
17.53,0.09,0.15
19.94,0.09,0.21
20.57,0.15,0.19
20.62,0.17,0.18
20.69,0.16,0.17
20.1,0.15,0.16
19.07,0.16,0.15
18.27,0.16,0.14
17.53,0.15,0.13
16.18,0.14,0.15
15.45,0.19,0.14
14.32,0.19,0.13
13.4,0.18,0.13
12.48,0.16,0.13
11.76,0.16,0.12
10.55,0.18,0.11
11.7,0.18,0.1
13.49,0.17,0.1
14.97,0.16,0.1
16.2,0.15,0.1
16.75,0.14,0.11
17.62,0.15,0.1
18.45,0.14,0.09
18.25,0.13,0.13
16.98,0.12,0.12
15.97,0.11,0.13
15.08,0.12,0.12
15.07,0.14,0.11
15.49,0.15,0.1
15.8,0.17,0.1
15.82,0.16,0.09
15.98,0.16,0.08
16.39,0.14,0.08
17.04,0.13,0.07
16.75,0.12,0.11
15.83,0.12,0.1
18.39,0.33,0.09
23.74,0.61,0.09
29.35,0.68,0.08
34.82,0.8,0.08
39.82,0.74,0.12
42.16,0.7,0.27
44.36,0.77,0.25
45.95,0.72,0.23
46.44,0.66,0.32
47.09,0.67,0.29
47.45,0.62,0.3
47.95,0.6,0.27
50.03,0.56,0.26
52.36,0.56,0.24
51.22,0.52,0.23
47.06,0.48,0.34
42.38,0.44,0.34
37.19,0.41,0.34
32.11,0.38,0.39
29.19,0.38,0.36
25.95,0.37,0.33
22.7,0.35,0.31
20.26,0.32,0.31
17.64,0.31,0.29
15.81,0.28,0.34
14.05,0.26,0.34
12.26,0.25,0.32
9.85,0.26,0.29
7.58,0.24,0.28
6.57,0.27,0.26
5.81,0.25,0.24
5.64,0.26,0.22
6.97,0.31,0.21
8.99,0.37,0.19
10.32,0.34,0.21
11.96,0.35,0.19
14.13,0.34,0.18
16.49,0.35,0.17
18.09,0.32,0.17
19.0,0.3,0.18
20.48,0.32,0.16
22.14,0.29,0.16
24.69,0.38,0.15
28.16,0.43,0.14
31.04,0.4,0.16
34.13,0.46,0.15
36.65,0.47,0.14
37.81,0.44,0.16
39.45,0.4,0.14
39.68,0.37,0.19
39.07,0.35,0.22
37.0,0.32,0.28
35.28,0.3,0.26
33.78,0.28,0.26
31.92,0.26,0.29
29.87,0.27,0.27
26.78,0.25,0.25
24.07,0.23,0.3
21.05,0.28,0.28
17.99,0.31,0.26
15.17,0.33,0.24
12.8,0.3,0.23
9.81,0.28,0.25
7.94,0.26,0.23
6.99,0.26,0.22
8.11,0.32,0.2
9.04,0.29,0.19
10.05,0.27,0.19
10.39,0.25,0.2
11.26,0.24,0.19
12.73,0.27,0.18
13.49,0.27,0.16
16.15,0.33,0.15
18.27,0.31,0.14
19.3,0.29,0.16
19.34,0.27,0.2
19.73,0.25,0.2
20.3,0.24,0.18
20.47,0.22,0.17
19.42,0.21,0.24
18.92,0.19,0.25
18.58,0.18,0.24
19.77,0.17,0.29
20.83,0.15,0.27
22.44,0.14,0.36
23.8,0.13,0.33
24.44,0.12,0.34
24.53,0.14,0.32
25.2,0.13,0.29
27.84,0.12,0.38
30.72,0.11,0.35
31.66,0.19,0.33
32.21,0.2,0.3
33.25,0.19,0.29
33.43,0.19,0.27
34.18,0.18,0.3
34.98,0.17,0.38
36.36,0.16,0.43
36.12,0.17,0.4
36.23,0.16,0.42
34.74,0.23,0.39
32.83,0.28,0.36
31.07,0.26,0.35
28.26,0.25,0.33
25.51,0.24,0.31
24.0,0.25,0.28
23.32,0.24,0.29
22.03,0.29,0.27
21.14,0.27,0.25
19.73,0.25,0.28
17.95,0.23,0.31
14.92,0.26,0.28
12.14,0.27,0.26
9.6,0.25,0.3
8.42,0.23,0.28
8.84,0.21,0.31
9.23,0.2,0.3
9.68,0.19,0.28
9.01,0.24,0.26
8.81,0.25,0.24
8.36,0.24,0.22
8.49,0.22,0.25
8.98,0.21,0.26
9.43,0.19,0.24
8.92,0.2,0.22
9.1,0.18,0.21
9.7,0.17,0.2
9.26,0.18,0.19
9.05,0.2,0.18
7.87,0.18,0.19
6.73,0.19,0.18
5.67,0.18,0.16
6.15,0.16,0.2
6.69,0.15,0.19
8.47,0.14,0.26
10.14,0.13,0.24
11.78,0.12,0.25
13.41,0.11,0.23
16.32,0.11,0.29
18.94,0.11,0.27
20.97,0.11,0.25
23.51,0.11,0.24
23.98,0.17,0.22
24.46,0.18,0.21
25.06,0.16,0.21
26.09,0.15,0.22
27.19,0.14,0.24
27.81,0.15,0.22
27.07,0.14,0.21
25.62,0.16,0.19
23.22,0.18,0.18
20.81,0.17,0.17
17.74,0.15,0.17
15.66,0.14,0.19
13.04,0.18,0.17
10.94,0.17,0.2
11.22,0.15,0.22
11.93,0.14,0.21
13.71,0.13,0.29
14.32,0.16,0.27
14.18,0.15,0.25
14.54,0.14,0.23
14.01,0.17,0.22
14.19,0.16,0.2
14.99,0.15,0.19
16.37,0.14,0.2
16.37,0.17,0.19
15.64,0.16,0.18
15.73,0.16,0.16
15.23,0.14,0.15
14.14,0.14,0.14
13.11,0.14,0.13
10.72,0.13,0.12
9.98,0.12,0.17
9.59,0.11,0.16
9.53,0.1,0.17
9.81,0.11,0.16
9.01,0.14,0.15
8.4,0.14,0.13
7.22,0.13,0.12
7.31,0.12,0.14
8.01,0.11,0.15
8.86,0.18,0.14
8.96,0.17,0.16
9.36,0.16,0.18
9.9,0.15,0.19
10.89,0.14,0.2
10.79,0.13,0.18
10.21,0.14,0.17
9.3,0.13,0.16
10.05,0.12,0.2
12.14,0.11,0.2
15.81,0.1,0.35
18.71,0.13,0.32
21.38,0.12,0.3
23.98,0.11,0.33
26.06,0.12,0.31
29.1,0.11,0.31
31.89,0.1,0.29
35.03,0.1,0.34
37.89,0.09,0.34
41.24,0.08,0.36
44.92,0.08,0.33
49.11,0.07,0.4
52.5,0.07,0.44
55.32,0.08,0.41
54.01,0.18,0.38
53.48,0.17,0.36
52.71,0.17,0.33
51.46,0.16,0.31
50.96,0.15,0.32
49.15,0.19,0.29
47.0,0.2,0.27
44.25,0.18,0.26
41.46,0.17,0.25
37.91,0.18,0.23
34.63,0.17,0.23
30.84,0.16,0.22
27.49,0.14,0.25
23.66,0.17,0.23
21.19,0.22,0.21
18.72,0.2,0.2
16.71,0.19,0.2
15.17,0.18,0.22
13.97,0.16,0.24
14.08,0.15,0.24
14.25,0.15,0.22
13.94,0.16,0.21
12.68,0.19,0.19
12.05,0.19,0.18
11.58,0.2,0.17
11.36,0.2,0.15
10.41,0.18,0.14
10.25,0.17,0.13
10.79,0.16,0.13
11.71,0.16,0.12
12.45,0.15,0.11
12.27,0.14,0.17
12.5,0.13,0.21
11.88,0.15,0.19
11.96,0.14,0.2
13.46,0.13,0.26
15.87,0.12,0.25
17.25,0.14,0.23
18.2,0.13,0.21
19.59,0.12,0.24
19.52,0.18,0.23
19.65,0.16,0.22
20.08,0.15,0.21
20.13,0.14,0.19
20.18,0.13,0.18
20.68,0.12,0.17
19.82,0.12,0.15
20.27,0.11,0.17
19.47,0.13,0.16
17.68,0.13,0.15
16.71,0.12,0.18
16.22,0.12,0.17
15.91,0.11,0.16
15.72,0.1,0.19
16.34,0.12,0.18
15.45,0.16,0.17
14.76,0.15,0.16
14.61,0.14,0.18
15.27,0.13,0.21
15.7,0.13,0.19
15.23,0.16,0.18
13.84,0.17,0.17
13.35,0.16,0.16
13.07,0.16,0.15
12.19,0.17,0.14
12.39,0.19,0.13
12.98,0.21,0.12
12.04,0.19,0.14
11.54,0.18,0.14
13.82,0.26,0.13
16.17,0.26,0.12
18.07,0.25,0.11
18.96,0.23,0.11
20.01,0.21,0.1
23.05,0.26,0.09
25.43,0.24,0.12
27.86,0.23,0.11
30.1,0.22,0.1
32.64,0.25,0.09
35.59,0.35,0.09
38.06,0.34,0.08
40.66,0.32,0.1
42.65,0.29,0.12
43.49,0.3,0.11
44.57,0.34,0.1
45.57,0.32,0.1
46.63,0.29,0.09
46.96,0.27,0.11
46.31,0.25,0.11
46.9,0.26,0.11
47.37,0.24,0.1
47.55,0.22,0.1
45.73,0.21,0.14
42.13,0.19,0.16
38.45,0.18,0.15
35.42,0.16,0.2
33.22,0.15,0.19
30.12,0.17,0.18
26.35,0.17,0.16
23.27,0.19,0.15
20.76,0.2,0.14
18.68,0.18,0.14
16.31,0.17,0.15
14.29,0.19,0.14
12.15,0.17,0.14
10.29,0.16,0.13
9.47,0.15,0.17
9.29,0.19,0.16
9.11,0.17,0.15
10.02,0.16,0.26
11.84,0.15,0.32
14.23,0.14,0.3
17.33,0.13,0.33
19.65,0.12,0.31
20.49,0.16,0.29
21.53,0.16,0.27
22.48,0.17,0.25
22.12,0.19,0.23
21.58,0.19,0.21
20.84,0.19,0.2
20.39,0.19,0.18
20.39,0.17,0.2
20.9,0.25,0.19
20.44,0.24,0.17
18.33,0.23,0.2
15.87,0.21,0.2
13.67,0.2,0.26
11.57,0.18,0.24
9.58,0.22,0.22
7.81,0.21,0.2
6.77,0.19,0.21
6.55,0.18,0.2
7.12,0.17,0.21
8.27,0.15,0.22
9.64,0.14,0.22
10.99,0.13,0.23
11.83,0.12,0.21
13.13,0.11,0.24
15.63,0.11,0.26
18.48,0.1,0.24
20.82,0.09,0.25
22.69,0.1,0.23
24.76,0.12,0.22
26.98,0.11,0.21
29.35,0.1,0.22
31.53,0.09,0.2
33.86,0.09,0.23
36.12,0.08,0.24
36.43,0.14,0.22
36.33,0.13,0.21
36.71,0.12,0.22
36.59,0.11,0.22
35.35,0.12,0.2
33.73,0.13,0.19
31.68,0.12,0.17
29.25,0.15,0.16
27.52,0.14,0.15
26.68,0.13,0.19
25.84,0.12,0.19
24.83,0.11,0.18
22.79,0.12,0.17
20.47,0.11,0.16
19.14,0.13,0.14
17.46,0.14,0.13
15.3,0.13,0.12
13.35,0.12,0.13
12.09,0.11,0.13
11.43,0.1,0.12
10.89,0.14,0.12
10.61,0.13,0.13
10.67,0.12,0.14
9.43,0.13,0.13
8.69,0.16,0.12
7.74,0.15,0.12
7.04,0.14,0.12
6.92,0.15,0.11
7.15,0.14,0.11
7.75,0.13,0.11
8.4,0.12,0.15
8.68,0.11,0.14
10.12,0.1,0.18
13.11,0.1,0.3
14.88,0.14,0.28
16.99,0.14,0.26
18.29,0.15,0.24
19.49,0.15,0.23
19.73,0.15,0.21
19.28,0.18,0.19
19.21,0.2,0.18
18.35,0.19,0.2
18.08,0.17,0.2
17.56,0.17,0.18
17.49,0.16,0.19
16.93,0.17,0.18
15.57,0.16,0.19
12.44,0.15,0.17
11.67,0.14,0.22
11.36,0.13,0.22
10.61,0.15,0.2
10.04,0.15,0.19
9.64,0.14,0.18
10.0,0.14,0.16
9.84,0.14,0.15
9.99,0.13,0.15
10.12,0.16,0.14
10.94,0.17,0.13
11.46,0.16,0.12
12.52,0.15,0.11
13.77,0.17,0.1
15.01,0.16,0.09
14.53,0.14,0.1
13.97,0.14,0.1
13.82,0.13,0.1
14.11,0.13,0.09
14.41,0.12,0.09
14.4,0.11,0.1
15.46,0.1,0.15
16.23,0.1,0.14
16.85,0.1,0.13
17.75,0.09,0.15
17.91,0.1,0.14
17.57,0.1,0.13
16.16,0.11,0.12
14.62,0.12,0.11
13.48,0.11,0.11
12.2,0.11,0.11
11.43,0.1,0.1
10.88,0.09,0.11
9.77,0.1,0.1
10.22,0.13,0.1
9.68,0.12,0.09
9.32,0.11,0.09
8.21,0.1,0.1
6.45,0.1,0.09
5.14,0.09,0.09
4.78,0.1,0.08
4.89,0.09,0.08
6.1,0.11,0.07
7.5,0.1,0.07
8.75,0.09,0.07
9.64,0.09,0.12
9.56,0.12,0.11
10.04,0.11,0.1
9.08,0.11,0.11
9.27,0.1,0.13
8.6,0.12,0.12
8.66,0.11,0.11
9.62,0.1,0.14
10.66,0.09,0.13
12.02,0.09,0.15
14.7,0.08,0.21
13.78,0.17,0.2
12.51,0.17,0.18
11.47,0.16,0.17
11.14,0.15,0.18
10.96,0.15,0.17
10.95,0.14,0.16
11.9,0.13,0.17
12.21,0.12,0.17
13.86,0.11,0.19
15.52,0.1,0.17
16.21,0.1,0.16
17.86,0.09,0.2
17.07,0.14,0.19
14.96,0.13,0.17
16.7,0.12,0.23
18.1,0.14,0.22
17.99,0.21,0.2
17.55,0.2,0.19
17.7,0.18,0.21
18.21,0.17,0.23
18.02,0.17,0.21
16.9,0.2,0.19
15.23,0.19,0.18
13.63,0.18,0.18
12.33,0.16,0.19
10.33,0.15,0.19
9.71,0.15,0.17
9.27,0.19,0.16
7.3,0.18,0.16
5.8,0.16,0.17
5.69,0.16,0.16
5.95,0.15,0.17
5.7,0.15,0.16
5.69,0.14,0.18
5.24,0.15,0.17
5.85,0.14,0.17
6.19,0.14,0.16
6.51,0.13,0.15
6.82,0.12,0.15
7.16,0.11,0.15
7.59,0.11,0.14
7.84,0.1,0.13
8.57,0.1,0.13
10.16,0.09,0.14
10.73,0.11,0.13
10.93,0.1,0.12
12.12,0.1,0.15
12.54,0.09,0.13
14.18,0.08,0.15
14.99,0.09,0.14
15.46,0.1,0.13
15.84,0.09,0.12
16.21,0.09,0.12
16.82,0.08,0.13
16.25,0.13,0.12
15.68,0.12,0.13
15.54,0.11,0.14
14.91,0.1,0.14
14.72,0.11,0.13
14.38,0.13,0.12
13.14,0.12,0.12
11.79,0.11,0.12
9.96,0.1,0.11
8.44,0.1,0.1
9.02,0.14,0.09
10.04,0.15,0.09
10.99,0.15,0.08
11.44,0.14,0.08
13.0,0.13,0.07
14.44,0.12,0.07
13.69,0.11,0.11
13.73,0.13,0.1
14.16,0.12,0.1
14.14,0.11,0.11
14.23,0.11,0.1
14.55,0.1,0.11
15.06,0.09,0.11
15.65,0.09,0.1
15.51,0.08,0.12
14.2,0.09,0.11
12.93,0.09,0.11
11.13,0.09,0.1
9.64,0.1,0.09
8.43,0.1,0.09
9.47,0.11,0.08
10.69,0.15,0.07
13.44,0.21,0.07
17.63,0.28,0.06
20.89,0.26,0.09
23.84,0.24,0.09
25.59,0.22,0.11
27.34,0.21,0.1
28.67,0.21,0.1
30.78,0.2,0.09
31.65,0.18,0.11
33.49,0.19,0.1
35.25,0.18,0.1
36.48,0.16,0.1
36.41,0.15,0.11
36.07,0.18,0.1
34.89,0.19,0.1
33.02,0.19,0.09
32.42,0.2,0.08
31.82,0.18,0.08
32.34,0.18,0.07
32.86,0.17,0.07
32.91,0.15,0.07
31.93,0.14,0.09
32.39,0.15,0.08
32.18,0.14,0.08
32.66,0.16,0.07
33.76,0.16,0.07
35.97,0.18,0.06
36.12,0.17,0.09
36.25,0.18,0.08
36.23,0.17,0.08
34.46,0.15,0.11
32.87,0.14,0.1
30.48,0.13,0.15
27.8,0.15,0.14
