high,low,open,close,Volume BTC
15699.43,15482.01,15548.5,15628.88,4839.600937
15757.59,15628.88,15628.89,15679.76,4240.707168
15783.62,15657.5,15679.77,15733.3,3866.897354
15739,15447.71,15731.56,15479.24,5614.51615
15541.28,15274.05,15478.32,15403.01,6940.661816
15654.76,15388,15403,15584.33,5693.795921
15623,15424,15584.34,15572.36,5168.570596
15576.87,15359.78,15572.35,15453.5,4687.882368
15710,15435.4,15453.66,15685.04,6721.279748
15690.5,15352.05,15685.03,15459.54,6888.244291
15520,15350,15459.55,15411.27,5502.860781
15544.13,15398.01,15410.42,15496.66,3643.795732
15560,15459.48,15496.66,15466.27,2296.825497
15529.93,15415.48,15466.73,15459.86,2869.714622
15519.9,15400.11,15459.85,15435.99,2191.235078
15540,15166,15436,15484.02,6426.17357
15627.74,15457.17,15484.28,15533.23,3570.876889
15619.32,15465.78,15533.23,15594.81,1980.070755
15675,15521.58,15596.11,15579.92,3104.961079
15660,15544.58,15579.93,15607.73,3392.845877
15753.52,15569.28,15607.73,15684.39,3735.589408
15689.24,15520.36,15684.39,15569.53,3761.066737
15610.04,15489.97,15569.55,15545.2,2187.250155
15617.49,15456.84,15545.2,15513.16,2210.838788
15577.01,15452,15513.16,15554.75,1464.555723
15561.1,15480,15554.75,15528.03,1192.706533
15530.23,15415,15528.03,15444.41,1783.355536
15546.75,15388.03,15444.33,15498.25,2248.018395
15534,15441,15498.24,15483.71,1857.885126
15566.44,15425.63,15483.65,15551.78,1826.341405
15583.15,15467.94,15551.78,15515.95,1956.845288
15550,15495,15515.95,15509.17,1850.28835
15523.3,15390,15509.17,15505.09,3128.49794
15505.08,15267,15505.08,15296.69,5534.995825
15390,15170,15297.77,15337.91,6356.36502
15410,15100,15338.47,15360.01,7032.9473
15396.96,15200.09,15360.28,15224.12,2773.058775
15298.41,14707,15223.79,14927.95,10901.692613
15056,14560,14927.96,14643.52,13115.975338
14949,14344.22,14643.52,14852.26,12190.56945
14937.69,14746.8,14852.27,14822.58,4768.110335
14855,14662.16,14822.58,14800,3303.886698
14918,14788,14800.01,14818.3,2857.519938
14917.85,14703.88,14818.3,14912.74,3545.030798
15075.97,14832.65,14912.74,15046.89,2856.654602
15120,14977.28,15046.89,15016.16,3172.996398
15044.96,14954.86,15016.17,14957.41,1908.556253
15029.41,14928.85,14957.42,14985.61,1671.587638
15092.18,14951,14985.62,15048.67,1386.134193
15068.34,14968.58,15048.67,15003.58,1335.076926
15030.5,14906.16,15003.58,14931.53,1653.987481
14987,14848,14931.71,14970.87,1863.160381
15034,14932.18,14970.86,15026.94,1681.582029
15180,14992.38,15026.95,15161.5,3405.518551
15192.5,15109,15161.51,15171,2625.873849
15287.41,15171.11,15171.11,15242.07,3335.856111
15271.16,15106.01,15242.07,15204.8,3043.996626
15353.19,15180,15204.8,15343.83,3024.543095
15443,15314.94,15343.83,15353.48,4185.724075
15430,15300,15353.49,15387.99,2382.678436
15634.9,15380,15388,15574.19,5827.935088
15650,15455,15574.19,15528.01,3741.542182
15554,15239.08,15528,15339.47,4459.773255
15436.11,15332.45,15339.48,15375.3,1966.905147
15410.12,15250,15375.29,15327.05,2058.085324
15534.88,15325.02,15327.05,15500,1947.669828
15527,15414,15500.01,15475.1,2466.310308
15595,15401.66,15475.1,15549.62,2553.887622
15595,15475,15549.63,15509.29,1789.897687
15563.91,15437,15509.34,15467.33,1806.222588
15480,15374.26,15467.33,15434.08,2258.016722
15437.2,15359,15434.08,15382.23,2486.772363
15491.37,15329.82,15382.23,15465.74,2181.996223
15467.74,15349.9,15465.57,15375.04,2226.59849
15450,15282.35,15375.04,15303.26,3067.989356
15450,15140,15303.27,15393.5,6128.237168
15466.63,15375.4,15393.51,15404.26,3289.143619
15485.3,15400,15404.26,15465.83,2524.225463
15840,15446.2,15465.84,15802.39,7194.038225
15808.4,15409,15802.4,15565.27,10169.609953
15586.72,15142.52,15565.11,15278.58,10988.218625
15441.84,14952,15278.58,15101,7974.184851
15156.15,14940.54,15081.46,15000.96,9309.71134
15135.7,14805.54,15000.96,15111.62,9186.659161
15244.15,15054.69,15111.62,15225,4501.892047
15323.67,15148.7,15225,15317.51,3811.911023
15449.84,15263.12,15317.5,15360,4708.183911
15492.67,15347.5,15360,15373.76,3802.717379
15433.43,15314.5,15373.77,15369.24,2703.471183
15418.05,15211.22,15369.25,15242.61,2193.302414
15347.51,15228.52,15242.62,15328.41,2119.446721
15350,15182.06,15328.41,15300,2756.209276
15401.27,15257.84,15300,15392.01,2435.350128
15429,15332.19,15392.01,15339.14,2056.440108
15357.69,15254.21,15339.14,15334.91,2201.809866
15417.49,15323,15334.91,15387.5,2118.010387
15441.18,15308.21,15387.74,15357.92,2178.822453
15390.18,15247.21,15357.92,15275.82,2558.920212
15333.49,15250.47,15275.83,15274.74,1981.500383
15460,15261.01,15274.75,15371.37,3795.218353
15440,15367.4,15371.36,15383.84,2253.766369
15430,15302.58,15383.84,15305.14,2365.383922
15323.67,15155,15305.15,15279.24,4014.340547
15393.65,15213,15279.24,15287.61,3484.4231
15330,15179,15287.61,15306.83,3370.999279
15325,15132,15306.84,15219.11,4017.365029
15265.93,15072.46,15219.11,15167.49,3994.300853
15279.8,15111.2,15167.12,15243.7,3056.977601
15324.22,15233.86,15243.71,15309.29,2073.794643
15310.01,15184.39,15309.28,15266.23,1952.792548
15342,15257.53,15266.23,15297.94,2215.256675
15327,15260.17,15297.94,15280.63,1559.008798
15383.42,15279.44,15280.63,15371.6,1743.349833
15394,15312.43,15371.6,15369.54,1413.149612
15377.72,15266.06,15369.53,15297.21,2084.729631
15499,15272.68,15297.21,15474.63,4464.349008
15499.58,15379,15475.03,15433.4,2631.098423
15446.75,15333.33,15433.4,15387.16,2360.367332
15443.37,15362.26,15387.15,15401.9,1796.282379
15441.37,15322.02,15401.9,15366.38,1666.139253
15398.13,15323.23,15366.77,15374.25,1313.151545
15413.7,15346.93,15374.25,15359.49,1333.273752
15408.88,15351.15,15359.5,15400.51,1518.301446
15432.69,15363.37,15400.5,15396.66,1701.182151
15469,15382.93,15396.76,15426.99,2679.280524
15591.35,15424.48,15427,15590.79,3558.212139
15680,15500,15590.8,15574.48,5768.071073
15661.53,15527.1,15574.48,15620,2996.401161
15718.91,15539.66,15619.99,15557.85,4724.999672
15655,15477,15557.85,15636.49,3183.458777
15699,15587.92,15636.48,15667.27,2640.967361
15850,15639.21,15667.5,15756.43,7804.262794
15934.99,15734,15756.44,15865.48,6340.279554
15965,15733,15865.47,15811.66,5652.83007
15900.5,15702,15811.65,15807.58,3007.676882
15827.67,15576.04,15807.58,15713.09,4318.751064
15817.47,15625.96,15713.1,15813.63,2591.749422
15886,15771.33,15813.64,15781.86,2209.836014
15784.99,15672.64,15781.86,15684.24,2208.824662
15711.77,15440.64,15684.25,15609.36,5995.639064
15654.44,15577.71,15609.36,15639.84,1885.747968
15686.2,15591.4,15639.5,15616.49,1994.783475
15676.42,15601.85,15616.49,15628.14,1751.851186
15674,15591.54,15628.14,15661.38,1299.904799
15777.21,15649.01,15661.38,15747.94,2415.538659
15850,15727.71,15747.95,15791.17,3064.976824
15945,15762,15791.17,15862.75,3528.313039
15940,15788.88,15862.75,15791.53,3456.687481
16090.75,15790.74,15791.53,16048.99,7081.916725
16160.89,15670,16049,15704.9,11260.059267
15820.57,15600,15704.01,15762.55,5319.996723
15935.01,15747.14,15762.55,15885.47,3911.489076
16036.72,15820.77,15885.46,15996.02,4051.464673
16096.96,15828.6,15996.02,15984.53,7247.335128
16144.5,15945.75,15984.53,16125.01,5689.129509
16155,16010,16125,16124.67,5033.622656
16199,15930.75,16124.67,15943.01,6346.68142
16115.76,15882,15943,16097.49,3773.362219
16108.79,15988.09,16097.5,16063.81,2399.844484
16156.33,16030.65,16063.81,16145.35,2313.855076
16199,16100,16145.84,16140.17,3147.398287
16340.7,16117.21,16140.18,16225.68,6075.38126
16339.69,16174.82,16225.67,16291.86,3151.377594
16446,16263.06,16291.85,16391.21,4970.338728
16472.31,16359,16391.21,16430.31,3700.428311
16473.39,16355.29,16430.31,16392.41,3167.250239
16459.88,16359.99,16392.42,16432.99,2295.501496
16480,16364.01,16432.99,16399.11,2095.247722
16400,16186.32,16399.25,16233.88,4757.456352
16337.55,16215.19,16233.88,16314.54,2422.498421
16314.54,16172.41,16314.54,16253.3,2638.152564
16283.22,16122.33,16253.31,16263.72,3458.247103
16357.86,16222.48,16263.72,16324.61,3578.779497
16344.86,16165,16324.6,16201.14,3377.321229
16240.82,16070.17,16201.58,16225,4916.892018
16310,16201.67,16225,16246.23,3082.589806
16300,16192.92,16246.53,16230.57,2673.155626
16280,16124,16230.58,16210.33,3417.291997
16219.62,16066.09,16210.33,16100.17,4002.222967
16217.87,15952.35,16100.16,16173.09,7317.421838
16256.49,16106.47,16173.09,16248.35,2863.690138
16273.49,16205.11,16248.35,16246.7,1925.852471
16297.04,16222.44,16246.69,16282,2069.48364
16283,16178,16282,16201.94,1775.810615
16290,16198.13,16201.94,16272.78,1626.50353
16355,16272.78,16272.78,16309.71,1883.093081
16352.58,16271.83,16309.72,16320.7,1676.651625
16326.99,16213.21,16320.04,16283.95,2814.316583
16283.96,16180,16283.96,16193.66,1574.273692
16230,16145.63,16193.66,16161.07,1487.696948
16197.75,16141,16161.08,16178.62,1223.122265
16191.5,16100,16178.63,16130.37,1747.002115
16174.31,16061.11,16130.38,16165.7,2353.103711
16204.77,16136.02,16164.02,16170.2,1515.641978
16184,16023,16170.19,16089,2544.140684
16132.37,15830.11,16088.99,15959,6036.503013
15960.24,15754.84,15959,15794.85,4419.052836
15939.97,15750,15794.85,15849.99,3684.481419
15939.99,15815.27,15849.99,15925.44,2172.162977
15930.96,15832.13,15925.43,15905.75,1896.722564
15944.94,15854.09,15905.73,15929.38,1574.221721
16055,15925.07,15929.38,16015.59,3327.224516
16034.5,15924.02,16015.6,15951.92,2198.483299
16026.29,15820.69,15951.92,15857.47,3535.125624
15978,15670,15857.02,15905.32,5500.694856
15956.87,15871,15905.31,15898.27,1737.571692
15918.75,15845.67,15898.5,15881.33,1567.363353
16000,15853.85,15881.32,15990.95,1509.611143
16035.51,15972.45,15990.96,15990.48,1461.926373
16039,15956.2,15990.48,16033.85,866.332661
16140.99,16030.2,16033.86,16070.45,2369.571156
16105.66,16035.2,16069.56,16040.58,1287.511197
16079.75,15920.05,16040.58,15981.98,2344.85755
16029.84,15927.03,15981.98,15984.14,1300.508986
15992.73,15868.31,15984.14,15929.47,1812.5724
15956.51,15883.01,15929.48,15936.89,1493.602266
16019.98,15936.89,15936.89,16019.97,1086.624979
16080.37,15990.72,16019.97,16053.48,1434.176099
16099,16003.32,16053.48,16030.9,1178.850701
16180,16030.8,16030.9,16118,2854.094096
16125.97,16010.82,16118,16064.74,1411.139041
16096,15960.84,16064.74,15992.07,2202.295975
16095,15939.24,15992.07,15953.72,2302.635553
16068.92,15923,15953.73,15985.2,2160.320141
16083.38,15960.2,15985.2,16052.57,1713.318217
16110.02,16022.73,16052.57,16048.99,1823.039533
16073.75,15992,16048.99,16027.19,1443.573
16064.59,15960,16027.19,16001.95,1958.384008
16007.46,15871,16001.95,15888.09,2993.095579
15942.82,15850,15888.09,15904.74,2617.660056
15937.38,15850.01,15904.74,15855.29,1263.973959
15888,15808.18,15855.29,15845.1,1878.573552
15907.8,15821.44,15845.1,15848.67,1417.820972
15970.74,15774.72,15848.67,15925.18,1942.256164
16010,15923,15925.18,15957,1675.957489
15977.55,15864,15957,15972.88,1911.943488
16039.65,15939.03,15972.88,15948,1934.962891
16008.82,15922.57,15947.99,15935.15,1582.778251
16048.55,15932.14,15935.15,16006.5,1767.745994
16050,15980.88,16006.5,16034.47,1452.62532
16141.78,16034.46,16034.47,16108.76,3325.102059
16249.94,16106.57,16108.77,16237.99,3693.492491
16291.99,16199.72,16238,16235.71,3420.024262
16271.85,16203.37,16235.71,16216.23,2357.806641
16242,16164.55,16216.24,16235,2595.244793
16387,16217.84,16234.99,16384.59,4487.743169
16390,16235,16384.59,16235.68,3811.221023
16318.94,16235.2,16235.67,16306,2434.16677
16374.97,16291.68,16305.88,16322.83,2821.046814
16445,16322.83,16322.84,16401.52,4394.158026
16469,16320,16401.52,16450,3494.73261
16650,16434.89,16450,16566.52,9565.769897
16765,16566.59,16566.6,16691.91,5468.194833
16750,16627.16,16691.92,16690.85,3468.295116
16847.8,16660,16690.86,16779.01,4958.648643
16843,16755,16778.93,16825.56,2966.870354
16880,16578,16825.57,16695.41,4977.392414
16768.79,16650,16695.41,16713.86,2196.652372
16790,16690,16713.87,16713.57,2214.057693
16830,16683.63,16713.08,16806.09,2861.367994
16806.93,16666.4,16806.09,16690.21,2463.667461
16737.88,16625.24,16690.21,16678.02,2217.553653
16705.85,16570,16678.03,16573.58,2247.520113
16676.47,16538,16573.57,16668.95,2292.828167
16700,16600.99,16668.95,16619.81,2001.124092
16675.56,16578.45,16620.6,16631.72,1963.03066
16774.99,16623.68,16631.73,16750,3179.197779
16785.99,16683.75,16750,16704.83,2870.542604
16755,16633.37,16704.82,16659.11,2934.391306
16772.3,16648.76,16659.11,16763.47,2897.235746
17000,16737.17,16763.46,16995.06,8654.062236
17093.98,16935.09,16994.11,17083.01,8132.865113
17095.98,16920,17083.01,16947.38,5323.192805
17185.52,16930.48,16947.39,17153.93,5900.061749
17373,17116,17153.93,17322.19,8210.163232
17728.33,17231.53,17321.55,17639.35,11543.32034
17858.82,17306,17639.36,17808.66,12954.579258
17825,17583.26,17808.67,17638.37,7914.597245
17747.93,17450,17638.14,17685.22,6729.110698
17723.28,17617.42,17685.23,17677.64,3012.799882
17704.94,17500,17677.63,17624.15,3382.905947
17626.55,17456.52,17624.15,17596.78,2493.570136
17710,17596.78,17596.78,17659.38,3041.714886
17820,17601,17659.38,17693.64,5133.737193
17739.43,17610,17693.64,17739.42,2920.619225
17748.53,17640,17739.43,17680.64,2887.141878
18067.21,17623.33,17680.64,18030.71,6293.087409
18476.93,17950,18030.7,18369.33,12402.41548
18369.33,17214.45,18368.87,17623.39,16731.009076
17860,17500,17627.7,17780.19,6942.922497
18093.7,17651,17780.19,18063.7,5974.525903
18260,18021.66,18063.69,18211.02,7436.975046
18229.07,17853.01,18211.01,18110,8154.849423
18257.14,17971.42,18110.01,18250,4871.596856
18253,18005.44,18250,18249.99,4532.261645
18250,17931,18249.99,18024.03,4849.343084
18105.78,17792.04,18024.04,17882.89,6256.207266
17959.15,17666,17882.9,17683.11,5847.086598
17915.14,17271.02,17683.56,17873.88,14884.390658
18000,17640,17873.89,17793.71,7421.035964
17923.41,17700,17793.71,17890.45,4384.111537
17963.33,17739.99,17890.46,17775.92,3726.760244
17838.94,17553.8,17775.91,17659.9,4560.571992
17741,17490,17659.9,17642.93,4705.041227
17781.39,17586.62,17642.92,17762.64,2939.841394
17855,17700,17762.64,17806.03,2192.243119
17853.13,17673.09,17806.04,17776.12,2972.01342
17817.87,17573.31,17777.75,17763.05,3840.29718
17862.8,17679.36,17763.04,17855.5,2319.707927
18058.58,17854.26,17855.5,17928.65,4961.046422
17999.84,17842.11,17929.07,17915.46,2904.158817
17921.97,17741.33,17915.81,17844.73,2524.816941
17909.05,17712.36,17844.73,17894.88,2575.083502
17907,17705,17894.89,17750.31,2796.494479
17765.99,17590.7,17750.62,17649.94,3465.707493
17723.81,17388.77,17650.03,17533.42,6399.327551
17635.28,17335.65,17533.43,17426.52,5045.462379
17655,17361.89,17426.52,17611.77,4832.14252
17778.04,17580.03,17611.77,17765.33,5188.730333
17812,17653.24,17765.32,17710.5,3955.92529
18006.83,17703.37,17710.78,18000.56,6319.163785
18147,17842.79,18000.56,18116.85,5826.291869
18179.8,18010,18116.85,18045,5240.240834
18119.98,17909.4,18045.01,18009.88,4905.977241
18040.02,17882.36,18009.89,17969.4,2935.414543
18033.57,17905,17969.29,17934.02,2565.613235
17972.22,17869.76,17934.01,17955.8,2491.423538
18039.17,17904.14,17955.79,18023.99,2386.779195
18100,17871.64,18023.98,17928.48,3029.029823
17951.95,17854.57,17928.55,17859.87,1769.135901
17892.52,17681.36,17859.86,17802.82,4731.59021
17936.42,17753.8,17802.81,17777.25,2447.217894
17967.49,17740.04,17777.25,17960.39,2739.194311
18037.5,17916.74,17960.39,17960.09,2908.676292
18023.03,17931.62,17960.09,17955.06,2215.998646
18234,17941.66,17955.06,18194.79,5089.809664
18225,18045.5,18194.78,18129.99,2816.692881
18176.01,18060,18129.99,18164.8,2523.079494
18404.68,18089.71,18164.79,18212,6097.86638
18320,18143,18210,18304.63,3961.961089
18360.68,18101.05,18304.63,18173.01,3925.223408
18320,18130,18173,18284.34,3134.444967
18345.53,18251.55,18284.34,18263.5,2810.907963
18294.28,18152,18263.69,18234.99,3434.02089
18289.43,18150.22,18235,18242.84,3018.885565
18631,18241.01,18243.01,18630.98,8757.681588
18739.9,18501.81,18630.98,18668.56,7335.154995
18815.22,18625,18668.56,18684.31,6032.882449
18707,18546.16,18684.31,18684.92,4082.857423
18688.5,18401,18684.92,18582.33,3962.222212
18662.65,18530,18582.32,18627.38,2106.496986
18692.3,18562.16,18627.57,18623.35,2264.549964
18647.42,18518.19,18623.35,18580.26,2260.906408
18621.48,18473.94,18580.25,18619.99,1746.579917
18740,18546.16,18619.99,18655.67,2749.707103
18862.63,18620.46,18655.66,18860.56,3624.052497
18909.29,18770.69,18860.56,18830.42,3723.708654
18965.9,18629.61,18830.45,18739.96,5050.324286
18813.74,18631,18740.62,18659.48,3151.550503
18659.83,18444.74,18659.47,18579.21,3842.028144
18680,18550.77,18579.21,18652.44,1872.090898
18728.21,18600,18652.44,18628.14,2215.161927
18739.76,18600.13,18628.14,18669.99,2071.511643
18781.73,18661.99,18670,18781.73,2700.980494
18783.76,18551,18781.73,18609.99,3087.6599
18700,18563.32,18610,18593.39,2263.315199
18649.35,18486.56,18593.39,18531.06,2847.307523
18700,18308.58,18531.06,18641.43,4444.80487
18824.68,18638.96,18641.43,18794.82,4315.914045
18808.82,18638,18794.82,18733.02,3886.223497
18820,18638.46,18733.01,18790.01,3935.390363
18907.38,18665.86,18790,18732.18,5607.760538
18769.78,18650,18732.19,18762.3,3018.085458
18800,18717.55,18762.3,18735.47,2442.30423
18770,18580,18735.47,18679.97,2692.773282
18679.97,18582.94,18679.97,18652.09,1916.470104
18700,18575.72,18652.09,18654.26,1786.42563
18654.85,18525,18654.27,18636.95,2161.03765
18745.47,18600,18636.95,18703.8,2920.577059
18750,18500,18703.8,18547.96,3853.160753
18612.04,18350,18547.84,18470.4,6262.822067
18602.99,18430.83,18470.39,18583.91,2389.615829
18593.48,18492.39,18583.91,18559.91,1911.455645
18611,18430.68,18559.91,18602.46,1570.517975
18605.96,18478.01,18602.45,18517.31,1559.840195
18588.86,18400.3,18517.31,18481.99,2206.752933
18511.55,18255.93,18481.99,18498.31,3648.262488
18503.14,18185.86,18498.31,18211.65,4029.651477
18419.71,18121,18211.66,18379.07,4004.585235
18379.06,18051,18379.06,18172.45,3764.873669
18218.81,17610.86,18172.44,17887.82,9274.53096
18158.55,17820,17891.76,18107.25,5916.456391
18240,18049.26,18107.25,18196.37,3634.630973
18296.04,18142.21,18196.36,18179.07,2890.917444
18333.52,18178.53,18179.07,18295.4,2220.812875
18589.96,18258.11,18295.41,18554.93,4155.170416
18580,18444.4,18554.93,18480,2847.528125
18630.03,18468.17,18480,18504.89,3087.051764
18593.06,18487.52,18504.89,18573.58,2107.346069
18683.77,18506,18573.59,18550.21,3206.151541
18614.34,18490,18548.95,18567.04,1563.080265
18649,18517.5,18567.05,18613.41,1505.653487
18623.37,18367.82,18613.41,18414.43,4034.869202
18523.09,18100.05,18413.88,18136.3,4390.105551
18273.08,18000,18136.31,18209.51,4681.481165
18349.05,18188.26,18211.56,18210.5,2722.722409
18436.7,18180.14,18210.49,18369,2749.246581
18515.45,18337.04,18367.49,18461.19,2543.773785
18509.98,18381.14,18461.19,18438.26,2315.744168
18520,18308,18438.26,18520,3063.316519
18556.83,18428.39,18519.99,18458.13,2479.156847
18660,18453.55,18458.12,18575.01,3674.181641
18657.88,18534.12,18575.01,18637.79,3068.091917
18766,18636.41,18637.8,18747.04,3953.700762
18747.89,18560,18747.03,18567.7,3580.102187
18645,18480.07,18567.7,18619.88,3346.117224
18662.15,18331.5,18619.88,18594.27,7020.733093
18700,18502.01,18594.27,18530.07,4756.823554
18557.04,18222.22,18530.32,18261.86,6433.309827
18410.55,18134.11,18261.86,18376.42,4920.691134
18461.91,18323.06,18376.61,18352.93,2961.661928
18418.62,18283.43,18352.93,18346.23,2307.175659
18459.99,18300.1,18346.23,18444.44,2296.232159
18485.01,18345.52,18444.45,18373,2094.072004
18457.04,18326.08,18373,18410.29,2872.447229
18472.27,18350,18410.29,18415.7,1883.709947
18436.22,18262,18415.71,18368,2846.908803
18382.06,18207.98,18368.01,18367.54,3049.723205
18530,18334.71,18367.54,18465.98,4006.287613
18483.65,18337.04,18465.97,18337.04,2922.151915
18404.45,18303,18337.04,18338.52,2332.133855
18448,18276.73,18338.23,18441.19,3461.353001
18441.96,18290,18441.19,18322.38,3372.833775
18394.28,18018,18322.38,18394.28,5807.603069
18450,18360,18394.31,18369.36,3381.999928
18615.84,18369.35,18369.35,18613.8,4419.930308
19065,18552.2,18613.8,18983.15,12920.753237
19100,18683.64,18983.16,18887,8744.477934
19080.19,18810,18886.99,19064.99,4335.567783
19247.86,18979.99,19064.99,19176.06,8267.52594
19300,19092,19176.05,19167.81,7269.050696
19389,19095,19167.81,19384.43,5022.509036
19418.97,19220,19384.43,19358.57,5551.388492
19410,19074.4,19358.56,19296.13,6567.112855
19339.7,19138.49,19296.14,19204.64,3502.425002
19262.97,19150,19200.91,19254.42,2986.200415
19277.63,19160,19254.42,19160.01,2255.868046
19248.28,18925.51,19160.01,19057.68,4865.164783
19122.27,18842.31,19057.69,18939.3,4034.768754
19130,18857,18939.3,19123.23,1921.099036
19190,19082.53,19123.23,19160.01,2583.580563
19218,19090.19,19160,19161.74,2546.62356
19218.12,19065.29,19161.74,19099.63,2381.86013
19099.63,18900,19099.63,18975.81,3381.453493
19049.99,18734.22,18975.81,18808.03,3923.895414
18921.45,18670,18808.04,18685.82,4245.388994
18887.61,18625,18685.82,18879.49,3511.594732
18936.42,18847.09,18879.5,18895,2561.572818
19050.73,18833.49,18895,18975.13,2892.802042
19218,18970.01,18975.12,19115.18,3930.524218
19173.38,19055.69,19115.18,19169.79,2790.622793
19338.97,19157.09,19169.79,19287.88,4231.165947
19345.99,19254,19287.88,19281.55,3365.505913
19315,19152.33,19281.55,19291.59,3616.423698
19484.21,19100,19291.6,19198.55,6709.290801
19314.17,19114.46,19197.25,19268.99,4166.864355
19327.8,19115.79,19269.25,19126.84,4413.790327
19196.33,18856,19126.84,18988.62,6463.489026
19070.44,18811,18988.65,19061.31,4276.602741
19125.53,19032.36,19061.31,19056.67,2685.783764
19125,18896.28,19056.68,18981.29,2787.531469
19096.63,18731,18981.29,18902.39,5306.788267
19042.42,18800.47,18902.38,18880.27,3371.604649
18927.85,18695,18880.27,18758.71,3637.374986
18854.59,18500.27,18758.71,18719.11,6068.02275
18915.03,18613.92,18718.83,18862.54,3947.930416
18886.59,18749.33,18862.55,18799.32,2246.244535
18804.28,18355.85,18799.32,18400.98,6742.358428
18400.97,17200,18400.97,17927.98,18992.020492
18100,17566.54,17927.98,17772.02,9629.027658
17954.56,17697.76,17772.03,17930.86,5076.276052
18015.79,17825.63,17930.86,17954.09,3869.497833
17954.1,17435,17954.1,17619.9,7124.128904
17620.19,16334,17610.92,16878.8,20495.74479
17129.61,16652.18,16878.8,17060.77,10276.575206
17321.84,17058.33,17060.81,17285,8065.906971
17420.93,16930.3,17285,17100,8207.288511
17384.95,16963.79,17100,17369.17,6235.366191
17395.47,17045.08,17369.17,17054.57,4976.673512
17120,16732.24,17054.02,16732.33,9420.658057
17250,16720,16732.23,16905.18,6812.677089
17036.65,16585.41,16906.23,16674.52,7071.371027
16794.92,16188,16669.9,16693.76,12743.416511
16823,16500,16690.11,16531.73,4809.339578
16627.65,16300,16532.35,16516.87,6459.834891
17152.01,16513.35,16516.86,17136.33,7110.670759
17294.88,17005,17136.33,17031.18,5804.867586
17229.94,16968.11,17031.17,17167.99,2396.21421
17177.91,16807.69,17167.49,17149.47,2491.157486
17400,17012.56,17149.47,17393.73,4072.207547
17457.62,17266.08,17395.34,17306.48,4026.385965
17320,17068,17306.48,17092.5,3644.427392
17269.46,17022.18,17092.5,17078.11,3126.205873
17186.87,17050,17078.11,17073.39,2532.920502
17340.49,17069.27,17071.42,17258.5,2564.735274
17311,17172.53,17258.5,17282.03,2278.944943
17296.75,17037.57,17282.03,17094.18,2967.298969
17118.15,16713.46,17095.47,16850.85,5678.352506
17200,16620,16850.86,16656.53,6652.167102
16942.17,16654.26,16656.54,16920.69,4084.197019
16940.87,16758,16920.55,16789.37,2862.000148
17074.08,16772.52,16789.46,17066.95,3806.790043
17083.35,16910,17066.94,16944.79,2848.304629
16960.63,16724.82,16944.79,16768.39,3504.621045
16788.13,16438.08,16768.51,16498.85,6801.874284
16834.28,16465.48,16501.1,16810.09,4546.940112
16810.08,16660.33,16810.08,16727.51,2533.671191
16866.66,16686.71,16727.89,16781.22,2375.224392
16846.91,16730,16781.22,16803.14,1754.458516
17200,16750,16803.14,17069.73,4793.957566
17087.46,16634.34,17068.01,16994.92,3481.636993
17047.84,16910.36,16994.91,16956.45,1454.790336
17235.7,16956.59,16956.59,17139.52,2904.91244
17178.45,16974.3,17139.53,17150,2420.915111
17190,17046.46,17150,17129.66,2239.808181
17131.23,16979.61,17129.65,16983.94,1648.320379
17012.09,16923.5,16984.52,16990.27,2031.831202
17026.6,16891.9,16990.27,16961.38,1516.979559
16978,16872,16961.37,16977.99,1373.954178
17036.89,16962.99,16978,17019.32,1424.453161
17067.14,16992,17019.31,17014.72,1563.345881
17046.41,16865.56,17014.72,16875.01,1994.864198
16962.74,16874.99,16875.01,16916.42,1327.50858
17257.97,16880.5,16916.42,17195.73,3981.801077
17200,17106.02,17195.73,17160.29,2054.323901
17227.08,17070,17160.29,17134.42,2652.538908
17358,17074.39,17134.42,17356.02,3547.88444
17390,17264.59,17356.03,17336.07,3782.349438
17530.46,17336.06,17336.07,17517.04,4554.761505
17772.09,17516.52,17517.04,17707.26,7586.110418
17748.99,17580.64,17707.26,17745.74,3612.396753
17765.23,17640.38,17745.73,17729.99,3355.363365
17840,17670.75,17730,17814.5,2843.669555
17880.49,17671.14,17814.5,17673.21,3336.930892
17751.99,17660.3,17673.21,17741.05,1493.252522
17843,17612.33,17741.05,17760.03,2697.874029
17807.1,17661.21,17760.03,17719.85,1869.462737
17760,17517,17719.84,17649.23,2659.933773
17663.11,17520,17649.24,17587.53,1442.267549
17793,17545.28,17587.53,17742.25,1601.800201
17886.21,17724.19,17742.25,17867.48,1891.221617
17867.49,17758.66,17867.48,17763,1324.771807
17837.53,17751,17763,17790.31,1006.516218
17792.62,17707.31,17790.31,17729.27,1179.756442
17849.21,17666,17729.27,17817.34,1937.993089
18154.44,17803.78,17817.34,18144.99,4846.146026
18209.65,18049.92,18144.98,18104.35,3332.481216
18227.3,18036.04,18104.35,18192.82,3715.25868
18250,18000,18192.83,18090.44,3536.065448
18132.32,17882.82,18089.75,18030.08,2938.19158
18148.97,17919,18030.08,18097.46,2430.791961
18194.13,18030,18097.46,18039.82,2431.456325
18140,17966.16,18039.82,18119.97,2052.877585
18147,17926,18119.97,18089.78,2833.668102
18145.14,18045.31,18089.79,18094.31,1930.811428
18128.94,18040,18094.31,18118.27,1310.443979
18125.17,18008.12,18118.27,18042.86,1293.545754
18228,18027.82,18042.85,18207.4,2554.56347
18360.05,18202.36,18207.39,18255,3253.805105
