high,low,open,close,Volume BTC
10910,10840.39,10842.71,10898.99,2232.075597
10955,10860,10899,10925.23,3946.528146
10952,10885,10925.23,10923,3217.109152
10941.18,10860.43,10923.01,10888.97,2487.180481
11016.69,10881.77,10888.97,11004.99,5206.450394
11093,10981.3,11004.99,11059.57,5028.41792
11072.2,10994.39,11059.58,11040.8,2569.578636
11083.99,10960.03,11040.53,11010.29,4680.451899
11028.28,10966.18,11010.29,10982.2,2459.139417
11047.84,10970.4,10982.2,10994.68,2225.726388
11028.91,10976.39,10994.68,11015.09,1327.934167
11039.7,10987.36,11015.09,11020.82,1180.967859
11032.35,10941.35,11020.82,10954.01,1647.599869
11045.46,10923.24,10954.01,10993.67,3021.885507
11034,10950.04,10993.67,10958.42,2303.616641
10960.09,10905.86,10958.41,10926.87,2589.371336
10939.25,10869,10926.98,10872.09,2669.064101
10915.62,10850,10872.3,10909.43,1802.736953
10929.99,10888.09,10909.46,10914.72,1506.590671
10928.83,10850.81,10914.71,10865.41,2363.691454
10897.26,10842.77,10865.41,10882.39,2619.681894
10905,10860,10882.38,10865.72,1906.333199
10895.82,10855.65,10865.72,10877.37,1934.124379
10883.97,10781,10877.37,10826.54,3789.371616
10884.61,10798.06,10826.55,10877.65,2733.804503
10885.47,10800.01,10877.65,10803.95,2351.714432
10822,10745.83,10803.95,10819.91,3801.357927
10871.16,10771.52,10819.9,10840.87,3238.029743
10883.2,10836.06,10841.12,10838.31,2363.064752
10853.7,10794.23,10838.3,10839.55,1913.990761
10867.18,10833.43,10839.55,10860.86,1854.790393
10921.51,10860.86,10860.86,10905.26,2697.554615
10926.82,10888.22,10905.25,10916.63,1937.110789
10934.95,10910,10916.63,10930.64,1739.542256
10968.95,10917.72,10930.63,10957.45,1500.353714
10965,10903.51,10957.45,10912.08,1587.168254
10940,10904,10912.08,10939.99,1376.664639
10960,10883.2,10940,10905.71,1602.305402
10922.97,10888.1,10905.71,10901.09,1348.89176
10937.69,10901.1,10901.1,10920.9,1140.759696
10941.53,10920.98,10920.99,10924.36,1277.540996
10926.28,10870.01,10924.22,10904.6,1821.425522
10927.34,10893.99,10904.59,10926.46,1214.378424
10985,10898,10926.45,10966.76,2172.930607
10968.47,10931.86,10966.76,10954.14,2380.293209
10965,10925.62,10954.14,10959.1,2123.541274
11038.03,10953.49,10959.1,11008.38,2771.817881
11014.52,10972.57,11008.37,10974,2135.3236
11003.63,10966.64,10974,10977.26,1940.276587
10994.75,10952.12,10977.4,10990.49,1918.675037
11003.09,10907.74,10990.49,10914.51,2211.928114
10954.11,10903.72,10914.51,10945.21,1935.874511
10945.22,10870.37,10945.22,10899.37,2898.22612
10900,10828.74,10899.42,10882.75,2720.517068
10898.41,10812.84,10882.75,10834.42,3923.188518
10876.18,10818,10834.43,10861.63,2623.489656
10880,10842.3,10861.63,10866.55,1703.043716
10902.21,10850,10866.55,10886.79,1621.04262
10942.2,10873.94,10886.79,10939.63,1204.027141
10944.79,10919.07,10941.39,10928.04,1151.459072
10937.02,10884.38,10928.03,10933.39,1425.771744
10974.03,10929.88,10933.4,10972.79,1589.957088
10974.03,10934.2,10972.79,10945.49,1283.395268
10970,10941.83,10945.49,10970,1290.021624
10977.75,10947.39,10970,10976,1196.740653
10980,10949.65,10975.99,10956.67,951.385089
10962.33,10926.28,10956.6,10933.44,1121.672733
10953.28,10930,10933.44,10944.82,1092.551526
10949.99,10898.11,10944.82,10900.29,1695.389575
10929.73,10887.37,10900.28,10926.86,1562.29537
10961.77,10920.05,10926.87,10944.42,1281.749157
10993.22,10933.67,10944.43,10993.11,1606.400569
11150,10972.05,10993.12,11140,4583.382371
11179.79,11047.06,11139.69,11098.98,3366.637611
11128.88,11072.24,11098.99,11105,2277.089486
11105,11043,11105,11079.13,1835.46643
11105.07,11050.3,11079.13,11090.56,1749.382971
11119.93,11056.45,11090.57,11059.3,1453.400767
11095.31,11059.4,11059.41,11068.3,1407.227994
11073.05,11011.31,11068.3,11048.11,1941.607665
11074.45,11032.62,11048.12,11054.2,1059.644263
11087.99,11043.1,11054.21,11087.31,921.044107
11087.35,11026.5,11087.31,11052.18,1098.740726
11067.57,11026.4,11052.18,11064.28,1138.383655
11087.61,11040,11064.29,11080.65,936.47016
11080.64,11042.7,11080.64,11056,1168.906046
11056,10921,11056,10939.63,2716.57855
10966.88,10913,10939.63,10918.19,1372.808095
10954.92,10899.33,10918.37,10948.81,1125.161853
10982.24,10933,10948.8,10968,1070.778974
10967.99,10934.6,10967.99,10952.38,899.653063
10970.22,10938.05,10952.38,10964.65,1018.807231
10995.31,10949.03,10964.68,10962.61,1182.130358
10979.68,10950.46,10962.6,10952.92,1053.476958
10968.26,10925.27,10952.91,10964.67,1388.205911
10984,10943.45,10964.47,10983.64,1137.502139
10983.64,10939,10983.64,10951.17,1423.449206
10958.18,10825.1,10951.17,10850.64,3200.972688
10870.84,10775,10850.63,10866.07,3073.201677
10868.01,10833.31,10866.07,10838.55,1477.913183
10876.48,10829,10838.55,10834.58,1767.970716
10858.77,10723,10834.62,10852.25,3584.550313
10898.79,10850,10852.26,10894.66,2007.416244
10903.77,10864.38,10894.67,10891.25,1083.531337
10899.91,10855.16,10891.25,10871.03,977.189034
10878.39,10837.85,10871.03,10850.7,1671.535629
10893.27,10813.51,10850.7,10871.67,1736.702546
10885.96,10827.26,10871.66,10874.66,1275.130128
10938.02,10874.66,10874.66,10920.28,1744.350686
10971.42,10894.42,10920.28,10953.93,1979.237821
10978,10941.41,10953.94,10943.91,1416.907113
10970.16,10936.01,10943.77,10940.27,1154.871851
10963.11,10918.44,10940.26,10962.76,1136.986903
10988.86,10954.45,10962.76,10956.75,1353.097963
10961.18,10931.88,10956.76,10959.75,1057.634153
10976.36,10929.95,10959.75,10946.2,1306.803486
10955.11,10889,10946.2,10902.58,2081.341764
10912.62,10800,10902.58,10851.83,4129.947619
10860,10688,10851.83,10700.01,5710.805317
10735,10635,10700.01,10668.58,6013.828664
10687.86,10580,10668.59,10636.47,4864.958856
10636.46,10503.08,10636.46,10570.3,5151.900105
10638.1,10554.46,10570.22,10590.06,3604.877532
10604.32,10296.35,10590.01,10414.98,8461.46371
10452.95,10348.35,10413.55,10418.76,4349.67873
10438.53,10356.54,10418.77,10384.64,3116.041205
10430.55,10370,10384.64,10394.22,2154.629569
10444.64,10374.54,10394.22,10444.05,2053.830863
10499,10435.21,10444.02,10498.55,2854.793278
10533.46,10470.8,10498.55,10477.79,2312.873763
10533.42,10461.51,10477.79,10504,1224.147094
10533.32,10466.68,10504,10478.14,1371.18227
10506.17,10410,10478.14,10417.22,1821.59155
10491.32,10353,10417.22,10457.99,2684.658715
10470.93,10406.16,10457.98,10437.57,1140.887923
10468.56,10422.54,10437.56,10468.55,1197.076128
10478,10436,10468.56,10449.95,950.175126
10486.32,10449.94,10449.94,10463.99,1203.459885
10471.71,10441.09,10463.99,10461.61,1144.667244
10502.79,10402.38,10461.61,10423.27,2526.040339
10442.51,10360,10423.27,10372.9,2949.231718
10479.7,10372.9,10372.91,10463.18,2677.337719
10471,10439.22,10463.18,10452.03,1808.037813
10477.18,10427.06,10452.17,10458.4,1915.999155
10503,10441.05,10458.39,10452.26,1985.051248
10495.17,10416,10452.11,10487.47,2072.526566
10520,10456.68,10486.88,10473.43,2628.622499
10506.6,10439.25,10473.43,10439.25,2155.064449
10474.34,10420,10439.25,10451.07,2188.380709
10490.49,10450,10451.06,10455.13,2034.090611
10492,10447.53,10454.88,10491,1672.365221
10506.22,10484.34,10490.99,10489.25,1796.497506
10495.04,10467.36,10489.25,10491.97,1198.053554
10516.67,10480,10491.98,10512.77,1272.055158
10572.71,10453,10512.69,10547.17,2565.250486
10552.98,10494.49,10547.17,10508.4,1224.882241
10536.58,10494.15,10508.4,10529.61,1000.823463
10533.94,10500.25,10529.61,10510.73,1100.08176
10526.71,10503.42,10510.73,10515.02,846.568633
10527.7,10501.93,10515.02,10513.93,696.441134
10516.03,10471.72,10513.94,10476.01,1664.816333
10485.2,10441.91,10476,10470.32,1738.94569
10490.84,10451.33,10470.33,10473.22,1451.18006
10478.91,10403,10473.21,10436.48,2085.971611
10442.55,10380.47,10436.49,10428.64,2984.452885
10464.84,10403.95,10428.63,10448.54,2168.08403
10494.22,10441.4,10448.46,10481.82,2115.217158
10488.25,10460,10481.68,10488,1476.209307
10496.2,10470,10487.99,10474.45,1660.955943
10520,10463.69,10474.46,10505.43,1864.175085
10537.15,10492.16,10505.43,10495.85,2255.544883
10502,10461,10495.84,10471.89,2095.241759
10490,10444.41,10471.88,10453.2,1652.710312
10494.72,10446.84,10453.02,10486.2,1763.72721
10489.73,10455.26,10486.2,10455.89,1511.082967
10463.7,10406.95,10455.89,10409.14,2066.575877
10414.93,10255.53,10409.14,10293,6850.301566
10324.3,10136.82,10293,10230.39,6523.907868
10286.85,10205.76,10230.4,10252.22,2017.941145
10299.95,10241.72,10252.37,10270.04,1734.800784
10272.86,10211,10270.04,10241.46,1551.634079
10300,10190.93,10241.46,10290.84,2412.799451
10316.74,10275.84,10290.85,10285.86,1401.404123
10344.64,10279.54,10285.69,10290.11,1654.952138
10326.28,10289.12,10290.11,10301.75,941.32813
10319,10280,10301.75,10281.02,1594.932012
10304.33,10271,10281.02,10289.64,1244.407801
10322.18,10285.33,10289.64,10289.78,1387.163245
10356.47,10289.62,10289.79,10341.68,2174.074196
10351.48,10305.01,10341.69,10315.83,1679.497877
10335.55,10283.89,10315.82,10322.85,1971.796669
10376.41,10312.91,10322.85,10372.31,2018.277208
10440,10362.71,10372.31,10410.01,3425.458545
10424.99,10364.57,10410,10377.47,2259.240407
10399,10331.93,10377.47,10377.22,2867.155941
10421.01,10369.57,10377.22,10407.07,2507.433819
10557.19,10390.66,10406.97,10545.36,4850.461706
10743.59,10540.02,10545.07,10672.2,6679.350347
10712.97,10639.63,10672.2,10657.9,3599.640424
10684.2,10607.12,10657.9,10612.61,2479.722436
10667.55,10595.46,10612.62,10653.82,2530.76336
10667.17,10624.4,10653.87,10626.73,1711.993244
10678,10621,10626.61,10647.25,1130.585992
10795.24,10605,10647.25,10762.4,3024.767658
10768.99,10719.13,10762.39,10736.32,2129.412698
10760.53,10692.38,10736.33,10711.94,1966.653541
10730.82,10684.03,10711.93,10690.98,1264.775113
10727.2,10685.57,10690.98,10710.64,1360.036744
10720,10663.14,10710.64,10667.47,1388.43585
10693.99,10655.74,10667.47,10677.05,1136.956131
10682.23,10640.75,10677.05,10648.9,1382.631055
10695,10614.58,10648.9,10691.87,1717.712475
10703.12,10666.17,10691.96,10686.94,2063.974937
10686.94,10572,10686.93,10599.69,4137.32876
10647.96,10556.66,10599.8,10593.82,3222.095318
10622.98,10580,10593.82,10591.75,1785.10399
10650,10567.81,10591.76,10630,3441.716549
10684.09,10585.57,10630,10615.48,2289.057584
10641.49,10585,10615.48,10611.13,1963.400023
10635,10556.24,10611.59,10629.56,2988.229308
10669.9,10564.57,10629.55,10647.61,3078.811712
10668.95,10625.16,10647.62,10651.34,1604.144294
10718.97,10635.38,10651.35,10696.13,2437.361255
10744.18,10690.9,10696.13,10705.38,2096.722903
10725.17,10683.16,10705.38,10718.31,1583.671302
10754.21,10705,10718.43,10707.81,1887.213121
10746.8,10700.87,10707.81,10745.86,821.107195
10750.01,10662.84,10745.87,10685.94,1401.80412
10698.13,10650,10685.83,10686.67,1082.173728
10706.35,10649.86,10686.57,10649.86,1180.298721
10700.1,10644.68,10649.87,10690.05,927.914639
10722.96,10676.73,10690.2,10707.24,983.873254
10746.66,10700.3,10707.25,10704.86,1030.443844
10737.11,10687.38,10704.85,10735.04,863.424398
10820.94,10700.5,10734.77,10727.14,2406.895568
10766,10720.63,10727.14,10732.31,1693.850587
10739.35,10689.01,10732.43,10705.84,1544.172827
10713.62,10668,10705.84,10691,1439.415144
10710,10669.61,10691,10694.11,1335.224417
10728.77,10661.7,10694.12,10721.4,1185.438909
10728.59,10696.97,10721.4,10709.94,917.454932
10709.94,10666.21,10709.93,10686.37,1337.266172
10699,10668.15,10686.36,10672,1288.410918
10730,10664.97,10672,10706.65,1292.819941
10742.02,10704.32,10706.66,10721,1007.813416
10749.37,10682.78,10721,10749.19,1456.4416
10750,10721,10749.19,10742.68,1077.283599
10774.45,10723.64,10742.69,10729.9,1163.043952
10731.08,10705,10729.9,10718.55,914.357388
10725.98,10701.18,10718.54,10714.92,761.838137
10750,10712.31,10714.92,10712.34,853.213207
10744.49,10702.08,10712.34,10731.46,876.078208
10751.12,10726.57,10731.46,10728.6,883.862881
10780,10720.02,10728.59,10775.53,1560.852342
10799,10763.5,10775.54,10772.38,1586.8627
10785.07,10760,10772.38,10777.11,988.265939
10788.5,10762.61,10777.12,10781.2,843.999098
10794.99,10770,10781.2,10780.95,950.135623
10791.94,10762.5,10780.95,10779.08,977.670046
10781.91,10620,10779.09,10660.82,2568.386566
10691.48,10651.44,10660.56,10671.28,1216.275537
10671.28,10608.67,10671.28,10647.72,1609.776719
10656.15,10618.83,10647.73,10629.8,1139.714524
10678,10625.42,10629.79,10657.12,1236.08412
10666.49,10618.83,10657.12,10623.5,680.023874
10671.68,10594.82,10623.62,10666.97,1865.799513
10685.39,10654.76,10666.97,10676.37,978.849678
10687.67,10657.65,10676.37,10674.44,932.244552
10766.41,10599.99,10674.43,10754.82,2820.72141
10777,10704.7,10754.82,10720.35,2074.181798
10736.48,10708.16,10720.36,10725.18,1380.078112
10742.8,10701.58,10725.18,10714.2,797.479743
10741,10700.73,10714.2,10732,963.337171
10733.66,10715.28,10732.01,10720.56,741.59959
10737.48,10704.45,10720.56,10716.84,655.000884
10757.33,10716.1,10716.84,10749.63,848.848761
10784.61,10730.55,10749.64,10774.25,1133.294953
10950,10774.26,10774.26,10887.71,5487.262701
10930.98,10880.3,10888.68,10930.98,1800.622136
10947.84,10900,10929.53,10907.39,1469.392671
10914.99,10872.35,10907.38,10885.14,1291.851286
10905.13,10866.18,10885.21,10896.09,1985.855266
10916.6,10863.18,10896.09,10879.63,1553.479338
10885,10847.19,10879.55,10868.73,1942.35328
10879.84,10836,10868.73,10854,2155.245145
10890,10842.94,10854,10855.48,2078.876814
10874.2,10830,10855.49,10854.66,2006.465755
10889.99,10833.78,10854.66,10875.26,1982.806707
10902.49,10855.78,10875.27,10877.91,2160.346016
10941.99,10837.12,10877.91,10901.08,3833.918476
10938.25,10870.85,10901.07,10885.94,2417.976544
10916.8,10859.15,10885.95,10861.01,1853.427301
10910,10856.24,10861.01,10901.9,2082.254112
10908.87,10871.41,10901.89,10883.27,1744.395364
10918.57,10872.52,10883.26,10889.24,1388.743275
10889.24,10851.01,10889.24,10871.96,1886.362809
10872.15,10836.08,10871.96,10869,1302.339393
10874.73,10859.42,10868.63,10869.41,1020.610614
10888.59,10847.23,10869.41,10885.08,933.965156
10885.51,10850,10885.08,10867,929.36218
10867.25,10626,10867.01,10696.12,4787.339395
10732.02,10656.82,10696.11,10710.43,2013.363049
10717.98,10676.09,10710.44,10683.59,1702.732456
10704.35,10660.85,10683.59,10689.37,1475.312529
10710,10682.23,10689.37,10689.94,1101.546604
10713.25,10687.89,10689.94,10694.48,993.532506
10700,10670,10694.4,10680.87,1169.171984
10747.88,10668.26,10680.86,10742.46,1762.273507
10745.42,10710.7,10742.46,10726.99,1629.60076
10743.39,10713.41,10727,10736.27,1688.353121
10760,10707,10736.28,10721.56,1925.791485
10784.76,10717.18,10721.57,10776.49,2033.927665
10797,10752.7,10776.17,10758.92,1577.251854
10767,10738.88,10758.91,10762.24,1656.824308
10769.66,10711.48,10762.24,10757.5,2044.483625
10790.98,10739.44,10757.5,10759.91,2155.471047
10772.89,10717.06,10759.92,10725.94,1836.502235
10738.87,10664.78,10725.94,10692.39,2880.120463
10696.79,10635.87,10692.4,10675.37,2587.157598
10744.86,10673.5,10675.37,10727.75,2058.619949
10766,10713.9,10728.23,10737.49,1618.556189
10780,10738.97,10738.98,10756.16,1739.657761
10783.45,10745,10756.17,10770.31,1073.307778
10780.84,10746.74,10770.31,10763.99,937.01936
10867.54,10764,10764,10840.48,2214.320566
10849.34,10808.19,10840.58,10809.17,1281.783154
10821.98,10772.32,10809.18,10789.45,1307.081777
10827.56,10763.26,10789.45,10774.47,1600.362974
10781.9,10737.01,10774.37,10742.08,1682.991291
10760,10700,10742.23,10752.79,1732.468863
10765.78,10698.31,10752.8,10698.66,1318.207288
10735.39,10675.29,10698.66,10718.8,1833.298961
10753.73,10690.38,10718.81,10706.68,2030.403496
10730,10685.85,10706.56,10707.67,1560.119905
10707.67,10665.13,10707.67,10698.94,1830.441244
10728.54,10693.77,10698.95,10721.84,1642.966751
10726.29,10680,10721.84,10681,1630.316825
10747,10670,10680.53,10728,1814.222033
10754.91,10720.93,10728,10739.93,1664.188854
10760,10738,10739.92,10747.28,1940.596767
10793.8,10747.15,10747.28,10777.39,2133.437936
10787.63,10754.37,10777.39,10784.13,2064.4389
10799,10754.71,10784.14,10768.52,1477.493535
10774.76,10681.73,10768.53,10731.1,2646.31839
10741,10682.28,10731.08,10706.48,1927.644321
10728.77,10685.62,10706.48,10706.34,1312.302402
10742.68,10703.81,10706.35,10710.92,975.829682
10760.86,10705,10710.92,10745.86,953.566017
10785,10735.51,10745.85,10776.59,1235.545956
10826.19,10776.59,10776.59,10788.06,2128.759531
10849.97,10786.74,10788.3,10838.88,1604.12956
10857.47,10807.39,10838.89,10817.14,1268.291734
10824.22,10789.01,10817.14,10798.18,939.599057
10826.42,10795.78,10798.38,10800.01,1082.441958
10826,10790.85,10800,10821.07,1264.550975
10844.71,10811.72,10821.07,10821.29,1746.032168
10839.92,10799.7,10821.29,10824.75,1169.162524
10920,10811.52,10824.75,10872.35,5197.35309
10903.01,10872.16,10872.36,10896.77,1879.743386
10912.83,10842.16,10896.78,10865.97,1854.848552
10904.33,10853.02,10865.97,10903.16,1795.235435
10908.23,10860.25,10903.16,10885.96,1769.55368
10895.63,10846,10885.96,10860,2040.493213
10864.99,10831.16,10860.01,10857.98,2437.024127
10883.66,10712,10857.98,10716.23,3952.981122
10716.23,10437,10716.23,10522.72,12324.310787
10538.24,10470.77,10522.72,10482.39,4365.830262
10594.01,10464.01,10482.4,10586.5,3554.259094
10638.8,10567.65,10586.5,10617.74,3121.075423
10620,10567.37,10617.74,10606.03,1727.558258
10630.33,10584.5,10606.03,10585.3,1258.540215
10634.98,10573.52,10585.3,10607.11,1399.77766
10623,10594.2,10607.11,10619.13,984.781082
10619.14,10584,10619.13,10592.27,1327.103912
10619.08,10587.18,10592.27,10591.05,1098.20272
10621.81,10586.42,10591.05,10604.29,1188.033468
10654.83,10603.07,10604.29,10649.06,1299.978373
10664.64,10587.68,10649.06,10590.02,1964.841208
10590.27,10385.02,10590.02,10443.5,6219.059987
10528.56,10412.4,10443.5,10501.48,2886.560666
10516.53,10471.21,10501.72,10490.88,1942.448901
10495,10425.88,10490.88,10455.46,2564.925303
10485.81,10420,10455.45,10449.16,2574.561854
10468.77,10374,10448.91,10461.14,2963.097682
10480.56,10432.72,10461.13,10436.63,2128.067629
10495.29,10431.28,10436.63,10489.27,2336.45213
10600,10436.06,10489.28,10530.88,3824.738021
10552.41,10507.24,10530.42,10522.13,2558.573342
10548.72,10505.56,10522.13,10512.74,1809.916287
10563,10492,10512.74,10543.69,2238.51818
10560,10518.29,10543.68,10537.44,1362.611251
10554,10523.64,10537.44,10553.11,1704.925832
10553.1,10512.04,10553.1,10515.04,1186.916916
10555.21,10510.29,10515.04,10540.71,1359.698298
10555.65,10463.02,10540.71,10469.68,1427.455678
10580,10469.46,10469.68,10551.02,1424.675263
10577.53,10549.05,10551.02,10570.4,739.030804
10576.87,10532,10570.4,10544.92,906.615254
10556.3,10522.32,10544.92,10538.07,813.380341
10547.9,10521.88,10538.06,10540.34,689.095139
10562.01,10530.33,10540.35,10552.24,795.969346
10560,10541.79,10552.24,10558.01,623.580608
10563.24,10526.66,10558,10537.02,971.642801
10547.84,10496.46,10537.02,10529.01,1163.292589
10533.04,10512.64,10529,10527.75,840.887639
10550.95,10498.97,10527.75,10507.66,1307.681403
10539.04,10504.18,10507.66,10527.64,912.460601
10549.32,10517.86,10527.64,10549.31,847.011036
10564,10528.18,10549.31,10536.65,1073.444159
10542.58,10517.87,10536.65,10535.54,891.248492
10547.97,10518.73,10535.54,10528.2,958.872148
10541.33,10524.58,10528.2,10534.78,714.916127
10553.83,10531.03,10534.78,10541.98,918.317494
10603.56,10535.04,10541.97,10579.41,1501.078003
10585.26,10560.7,10579.41,10581.7,944.763049
10589.4,10563.4,10581.71,10574.06,931.38533
10597.13,10569,10574.11,10582.62,1571.60252
10588.43,10555.12,10582.57,10565.02,626.360672
10572.78,10555,10565.01,10568.37,616.511949
10568.36,10530,10568.36,10558.46,967.366547
10564.54,10537.79,10558.45,10542.06,710.738094
10558.14,10517.87,10542.07,10543.06,768.401644
10547.9,10517.99,10543.06,10541.14,935.370554
10553.46,10527.33,10541.14,10548.12,822.862516
10559.73,10542.08,10548.14,10545.49,688.760435
10579.81,10544.4,10545.48,10565.83,798.737328
10578,10561.12,10565.83,10562.28,396.132158
10637.35,10562.28,10562.28,10618,1809.145972
10630.21,10602,10618,10612.83,824.600399
10625,10582.1,10612.83,10599.58,1190.08677
10603,10582.87,10599.59,10595.52,873.355574
10598.46,10570.47,10595.52,10586.59,855.878048
10610,10575,10586.59,10600.75,860.836149
10608.67,10575,10600.75,10606.4,706.937314
10622.45,10596.61,10606.41,10610.65,1087.609418
10612.37,10588.7,10610.65,10604.45,687.057782
10608.35,10588,10604.54,10591.45,754.760033
10605.17,10581.26,10591.45,10600.44,817.078589
10607.68,10591.51,10600.45,10606.23,648.382806
10649,10597.13,10606.23,10630,1864.525031
10696.87,10629.99,10630,10673.26,2231.548848
10690.75,10637.33,10673.26,10643.47,1052.656204
10666,10642.18,10643.47,10645.01,678.468915
10680,10637.84,10645.01,10660.27,968.634465
10674.55,10645.76,10659.4,10666.63,890.174643
10741.63,10655.64,10666.62,10703.62,1956.467351
10709.16,10682.45,10703.61,10691.73,1031.469027
10712.28,10686.7,10691.65,10707.66,716.530353
10711.88,10661.31,10707.67,10665.88,966.797408
10671.6,10646.06,10665.88,10656.75,1099.063121
10678.89,10650.42,10656.75,10677.01,808.878824
