madc,signal,histogram
-384.92,-226.15,-158.77
-377.61,-256.44,-121.17
-343.97,-273.95,-70.02
-297.82,-278.72,-19.1
-249.08,-272.79,23.72
-228.12,-263.86,35.74
-237.86,-258.66,20.8
-322.7,-271.47,-51.23
-374.89,-292.15,-82.74
-396.68,-313.06,-83.62
-496.47,-349.74,-146.73
-524.79,-384.75,-140.04
-476.41,-403.08,-73.32
-459.48,-414.36,-45.12
-359.67,-403.42,43.75
-248.79,-372.5,123.71
-196.23,-337.24,141.01
-111.58,-292.11,180.53
-122.32,-258.15,135.83
-130.37,-232.6,102.23
-98.36,-205.75,107.39
-65.23,-177.65,112.41
-8.06,-143.73,135.67
62.25,-102.53,164.78
128.8,-56.27,185.06
203.06,-4.4,207.46
207.81,38.04,169.77
212.76,72.98,139.77
154.78,89.34,65.43
136.64,98.8,37.84
126.1,104.26,21.84
44.2,92.25,-48.05
-5.97,72.6,-78.58
-43.41,49.4,-92.81
-60.23,27.47,-87.71
-93.11,3.36,-96.47
-106.52,-18.62,-87.9
-105.88,-36.07,-69.81
-156.28,-60.11,-96.17
-222.18,-92.52,-129.65
-201.88,-114.4,-87.48
-172.83,-126.08,-46.74
-99.21,-120.71,21.5
-42.67,-105.1,62.43
-30.58,-90.2,59.61
-38.14,-79.79,41.64
-61.15,-76.06,14.91
-64.73,-73.79,9.06
-108.42,-80.72,-27.7
-158.26,-96.23,-62.03
-255.26,-128.03,-127.23
-345.03,-171.43,-173.59
-388.9,-214.93,-173.97
-431.45,-258.23,-173.22
-471.93,-300.97,-170.96
-519.3,-344.64,-174.66
-488.71,-373.45,-115.26
-444.33,-387.63,-56.7
-404.51,-391.0,-13.51
-393.63,-391.53,-2.11
-419.95,-397.21,-22.74
-383.78,-394.53,10.74
-383.32,-392.29,8.97
-301.45,-374.12,72.67
-223.99,-344.09,120.1
-206.33,-316.54,110.21
-164.21,-286.08,121.86
-136.72,-256.2,119.48
-94.05,-223.77,129.72
-175.99,-214.22,38.23
-243.34,-220.04,-23.3
-329.17,-241.87,-87.3
-496.36,-292.76,-203.59
-617.69,-357.75,-259.94
-709.94,-428.19,-281.75
-768.52,-496.25,-272.27
-818.97,-560.8,-258.18
-884.55,-625.55,-259.0
-1012.05,-702.85,-309.2
-1076.57,-777.59,-298.98
-1204.25,-862.92,-341.32
-1264.74,-943.29,-321.46
-1333.64,-1021.36,-312.29
-1460.9,-1109.27,-351.63
-1479.55,-1183.32,-296.23
-1519.02,-1250.46,-268.55
-1434.61,-1287.29,-147.32
-1303.09,-1290.45,-12.64
-1250.69,-1282.5,31.81
-1205.11,-1267.02,61.91
-1107.72,-1235.16,127.44
-1010.16,-1190.16,180.0
-922.19,-1136.57,214.37
-843.73,-1078.0,234.27
-713.71,-1005.14,291.44
-578.72,-919.86,341.14
-496.08,-835.1,339.03
-442.12,-756.51,314.38
-381.18,-681.44,300.26
-276.74,-600.5,323.76
-292.3,-538.86,246.56
-312.39,-493.57,181.18
-297.19,-454.29,157.1
-278.49,-419.13,140.64
-236.52,-382.61,146.09
-197.48,-345.58,148.1
-184.21,-313.31,129.1
-204.07,-291.46,87.39
-220.71,-277.31,56.6
-251.61,-272.17,20.56
-314.09,-280.55,-33.53
-352.89,-295.02,-57.87
-341.29,-304.27,-37.01
-327.95,-309.01,-18.94
-334.47,-314.1,-20.37
-262.6,-303.8,41.2
-228.6,-288.76,60.16
-181.29,-267.27,85.98
-106.99,-235.21,128.22
-39.13,-196.0,156.86
35.44,-149.71,185.15
87.33,-102.3,189.63
82.73,-65.29,148.03
58.16,-40.6,98.77
20.21,-28.44,48.65
15.05,-19.74,34.79
23.31,-11.13,34.44
-24.21,-13.75,-10.46
-71.45,-25.29,-46.16
-119.14,-44.06,-75.08
-138.53,-62.95,-75.58
-127.52,-75.87,-51.65
-116.37,-83.97,-32.4
-69.39,-81.05,11.66
-37.99,-72.44,34.45
-1.99,-58.35,56.36
-11.55,-48.99,37.44
-42.76,-47.74,4.98
-89.84,-56.16,-33.68
-224.49,-89.83,-134.66
-366.97,-145.26,-221.72
-387.46,-193.7,-193.76
-368.96,-228.75,-140.21
-204.02,-223.81,19.78
8.92,-177.26,186.18
179.56,-105.9,285.45
345.48,-15.62,361.1
463.65,80.23,383.41
569.71,178.13,391.58
669.98,276.5,393.48
738.47,368.89,369.58
766.38,448.39,317.99
848.59,528.43,320.16
884.74,599.69,285.05
933.41,666.44,266.97
951.83,723.51,228.31
969.36,772.68,196.67
962.98,810.74,152.24
949.02,838.4,110.62
904.41,851.6,52.81
919.0,865.08,53.92
936.8,879.42,57.37
923.34,888.21,35.13
833.97,877.36,-43.39
769.09,855.71,-86.62
726.96,829.96,-103.0
719.08,807.78,-88.7
677.27,781.68,-104.41
645.96,754.53,-108.57
617.24,727.08,-109.83
559.65,693.59,-133.94
507.87,656.45,-148.57
498.33,624.82,-126.49
547.56,609.37,-61.81
567.5,601.0,-33.49
567.5,594.3,-26.8
565.56,588.55,-22.99
573.26,585.49,-12.23
610.18,590.43,19.75
607.11,593.77,13.34
588.84,592.78,-3.94
585.97,591.42,-5.45
579.27,588.99,-9.72
542.0,579.59,-37.59
523.57,568.39,-44.82
509.89,556.69,-46.79
477.55,540.86,-63.31
476.45,527.98,-51.53
481.45,518.67,-37.23
453.5,505.64,-52.14
431.8,490.87,-59.07
439.61,480.62,-41.01
447.62,474.02,-26.4
426.37,464.49,-38.12
371.68,445.93,-74.25
328.3,422.4,-94.1
272.54,392.43,-119.89
189.83,351.91,-162.08
131.78,307.88,-176.1
69.42,260.19,-190.77
31.9,214.53,-182.63
17.96,175.22,-157.26
41.91,148.56,-106.65
85.88,136.02,-50.14
87.83,126.38,-38.56
65.15,114.14,-48.99
34.59,98.23,-63.64
39.5,86.48,-46.98
53.58,79.9,-26.32
71.58,78.24,-6.65
123.02,87.19,35.83
78.73,85.5,-6.77
77.61,83.92,-6.32
49.15,76.97,-27.82
56.57,72.89,-16.32
51.68,68.65,-16.97
35.1,61.94,-26.84
22.37,54.02,-31.66
-12.66,40.69,-53.35
-95.81,13.39,-109.2
-133.38,-15.97,-117.42
-123.33,-37.44,-85.89
-106.69,-51.29,-55.4
-135.19,-68.07,-67.12
-107.17,-75.89,-31.28
-93.01,-79.31,-13.7
-91.06,-81.66,-9.4
-86.11,-82.55,-3.56
-139.01,-93.84,-45.16
-172.78,-109.63,-63.15
-195.61,-126.83,-68.79
-269.59,-155.38,-114.21
-342.76,-192.86,-149.9
-381.36,-230.56,-150.81
-412.73,-266.99,-145.74
-422.9,-298.17,-124.73
-398.33,-318.2,-80.12
-369.89,-328.54,-41.35
-330.03,-328.84,-1.19
-308.48,-324.77,16.29
-287.39,-317.29,29.9
-257.6,-305.35,47.76
-218.67,-288.02,69.35
-150.15,-260.44,110.29
-83.41,-225.04,141.62
-18.33,-183.7,165.36
27.13,-141.53,168.66
77.08,-97.81,174.89
98.7,-58.51,157.2
102.27,-26.35,128.62
109.17,0.75,108.42
147.25,30.05,117.2
281.78,80.4,201.38
381.01,140.52,240.49
552.36,222.89,329.47
642.6,306.83,335.77
693.17,384.1,309.08
749.68,457.21,292.47
797.37,525.25,272.13
805.7,581.34,224.36
820.53,629.18,191.36
834.22,670.19,164.04
881.28,712.4,168.87
917.44,753.41,164.03
986.26,799.98,186.28
1001.02,840.19,160.83
1007.46,873.64,133.81
990.94,897.1,93.84
973.25,912.33,60.92
929.2,915.71,13.49
870.55,906.67,-36.13
792.78,883.89,-91.12
726.19,852.35,-126.16
657.06,813.29,-156.24
629.93,776.62,-146.69
597.3,740.76,-143.46
552.7,703.15,-150.44
497.09,661.93,-164.85
441.93,617.93,-176.0
404.77,575.3,-170.53
376.98,535.64,-158.66
354.14,499.34,-145.2
344.96,468.46,-123.5
326.63,440.1,-113.46
290.33,410.14,-119.81
275.02,383.12,-108.1
271.28,360.75,-89.48
236.68,335.94,-99.26
204.75,309.7,-104.95
196.1,286.98,-90.88
91.38,247.86,-156.48
44.62,207.21,-162.59
7.2,167.21,-160.01
-23.97,128.97,-152.94
-67.82,89.62,-157.43
-109.99,49.69,-159.69
-147.79,10.2,-157.99
-145.27,-20.9,-124.37
-121.03,-40.92,-80.11
-120.63,-56.86,-63.77
-131.69,-71.83,-59.86
-127.4,-82.94,-44.45
-140.79,-94.51,-46.28
-152.67,-106.14,-46.52
-142.51,-113.42,-29.09
-128.1,-116.35,-11.75
-115.67,-116.22,0.54
-92.05,-111.38,19.33
-99.93,-109.09,9.16
-126.34,-112.54,-13.8
-129.95,-116.02,-13.92
-65.11,-105.84,40.73
37.08,-77.26,114.34
118.14,-38.18,156.31
169.55,3.37,166.18
199.51,42.6,156.91
230.14,80.1,150.03
252.05,114.49,137.55
333.53,158.3,175.23
391.68,204.98,186.7
404.5,244.88,159.62
414.54,278.81,135.73
432.85,309.62,123.23
434.34,334.56,99.78
361.88,340.03,21.85
307.37,333.5,-26.13
247.16,316.23,-69.07
204.49,293.88,-89.39
189.87,273.08,-83.21
160.76,250.61,-89.86
120.2,224.53,-104.33
24.75,184.58,-159.82
-24.27,142.81,-167.08
-47.84,104.68,-152.52
-75.61,68.62,-144.23
-246.3,5.64,-251.93
-346.02,-64.7,-281.33
-419.22,-135.6,-283.62
-491.18,-206.72,-284.46
-513.45,-268.06,-245.39
-510.74,-316.6,-194.14
-496.27,-352.53,-143.74
-491.46,-380.32,-111.14
-496.29,-403.51,-92.78
-467.49,-416.31,-51.18
-413.34,-415.71,2.38
-387.2,-410.01,22.81
-372.12,-402.43,30.31
-400.67,-402.08,1.41
-469.23,-415.51,-53.72
-599.42,-452.29,-147.13
-690.61,-499.96,-190.66
-728.85,-545.74,-183.12
-721.95,-580.98,-140.97
-707.02,-606.19,-100.83
-672.43,-619.44,-52.99
-667.75,-629.1,-38.65
-678.04,-638.89,-39.15
-748.53,-660.82,-87.72
-686.22,-665.9,-20.33
-614.26,-655.57,41.31
-527.62,-629.98,102.36
-474.07,-598.8,124.73
-446.1,-568.26,122.15
-407.86,-536.18,128.32
-394.92,-507.93,113.01
-345.43,-475.43,130.0
-257.52,-431.85,174.33
-190.93,-383.66,192.73
-115.21,-329.97,214.77
-95.93,-283.17,187.23
-42.71,-235.07,192.36
53.24,-177.41,230.65
186.5,-104.63,291.13
340.94,-15.52,356.46
440.35,75.66,364.69
502.57,161.04,341.53
547.21,238.27,308.93
562.74,303.17,259.57
545.02,351.54,193.48
521.31,385.49,135.82
518.18,412.03,106.15
539.47,437.52,101.95
512.01,452.42,59.59
474.76,456.88,17.88
455.93,456.69,-0.77
417.12,448.78,-31.65
393.64,437.75,-44.11
388.6,427.92,-39.32
334.0,409.14,-75.14
305.54,388.42,-82.88
286.46,368.03,-81.56
297.18,353.86,-56.67
359.68,355.02,4.66
405.01,365.02,39.99
406.32,373.28,33.04
375.13,373.65,1.48
337.0,366.32,-29.32
298.13,352.68,-54.55
234.72,329.09,-94.37
187.07,300.69,-113.61
65.97,253.74,-187.77
0.24,203.04,-202.8
-68.39,148.76,-217.14
-90.84,100.84,-191.68
-91.28,62.41,-153.69
-98.95,30.14,-129.09
-105.22,3.07,-108.29
-123.23,-22.19,-101.04
-165.27,-50.81,-114.47
-206.19,-81.88,-124.31
-225.91,-110.69,-115.22
-241.62,-136.88,-104.75
-226.16,-154.73,-71.42
-238.8,-171.55,-67.25
-220.44,-181.32,-39.12
-191.98,-183.46,-8.53
-154.01,-177.57,23.56
-117.38,-165.53,48.15
-8.01,-134.03,126.01
40.93,-99.03,139.96
89.34,-61.36,150.7
157.34,-17.62,174.96
271.1,40.12,230.98
342.79,100.66,242.13
376.7,155.87,220.83
374.56,199.61,174.96
370.53,233.79,136.74
343.25,255.68,87.57
291.83,262.91,28.92
270.86,264.5,6.36
282.14,268.03,14.11
276.45,269.71,6.73
324.22,280.62,43.61
345.73,293.64,52.09
355.22,305.95,49.26
344.32,313.63,30.69
325.96,316.1,9.87
360.44,324.96,35.47
414.73,342.92,71.81
448.02,363.94,84.08
448.23,380.79,67.43
444.6,393.56,51.04
461.16,407.08,54.08
466.12,418.88,47.23
474.11,429.93,44.18
367.56,417.46,-49.89
342.22,402.41,-60.19
359.77,393.88,-34.11
382.31,391.57,-9.25
393.22,391.9,1.33
389.69,391.46,-1.76
370.3,387.23,-16.93
333.7,376.52,-42.82
324.75,366.17,-41.42
