date,open,high,low,adjClose,value,volume,count,yesterday,close
2009-11-01,1015.0,1020.0,1013.0,1017.0,405791820,399041,40,1000.0,1020.0
2013-03-05,400.0,432.0,400.0,400.0,17524200,43800,16,1017.0,432.0
2013-03-06,432.0,432.0,432.0,432.0,3369600,7800,6,400.0,432.0
2013-03-09,466.0,466.0,466.0,466.0,21249600,45600,10,432.0,466.0
2013-03-10,502.0,502.0,429.0,432.0,147702335,342072,79,466.0,429.0
2013-03-11,460.0,466.0,405.0,424.0,14076495,33235,5,432.0,417.0
2013-03-12,423.0,425.0,391.0,407.0,120787057,297104,33,424.0,425.0
2013-03-13,381.0,394.0,380.0,382.0,45697435,119656,11,407.0,386.0
2013-03-16,388.0,388.0,388.0,388.0,17460000,45000,3,382.0,388.0
2013-03-17,363.0,370.0,361.0,361.0,3611780,10001,4,388.0,370.0
2013-03-18,360.0,384.0,360.0,364.0,18279057,50237,10,361.0,384.0
2013-03-25,392.0,393.0,392.0,393.0,22117719,56283,10,364.0,393.0
2013-03-26,400.0,405.0,400.0,400.0,220860,552,3,393.0,405.0
2013-03-27,408.0,408.0,370.0,395.0,49576922,125461,14,400.0,400.0
2013-03-30,373.0,373.0,370.0,370.0,163778560,442406,38,395.0,371.0
2013-03-31,372.0,379.0,367.0,372.0,93315510,251100,15,370.0,379.0
2013-04-03,380.0,383.0,380.0,383.0,7698297,20100,3,372.0,383.0
2013-04-06,401.0,402.0,400.0,401.0,102011758,254237,21,383.0,402.0
2013-04-07,412.0,412.0,390.0,391.0,237228093,605960,34,401.0,390.0
2013-04-08,400.0,400.0,380.0,389.0,203668088,523048,48,391.0,400.0
2013-04-09,402.0,420.0,402.0,415.0,51676992,124386,19,389.0,420.0
2013-04-10,448.0,448.0,421.0,440.0,206250206,468428,42,415.0,446.0
2013-04-13,421.0,421.0,415.0,420.0,202042159,481273,41,440.0,415.0
2013-04-15,407.0,410.0,407.0,409.0,260923216,638257,48,420.0,410.0
2013-04-16,410.0,410.0,377.0,387.0,305888134,790150,59,409.0,383.0
2013-11-20,900.0,900.0,900.0,900.0,455130000,505700,7,387.0,900.0
2013-11-23,900.0,900.0,900.0,900.0,507110400,563456,20,900.0,900.0
2013-11-24,900.0,900.0,900.0,900.0,109354500,121505,8,900.0,900.0
2013-11-25,901.0,972.0,901.0,964.0,3730713422,3871362,106,900.0,972.0
2013-11-26,1041.0,1041.0,1041.0,1041.0,1217150733,1169213,38,964.0,1041.0
2013-11-27,1124.0,1124.0,1124.0,1124.0,80028800,71200,4,1041.0,1124.0
2013-11-30,1213.0,1213.0,1213.0,1213.0,545850,450,1,1124.0,1213.0
2013-12-01,1310.0,1310.0,1310.0,1310.0,36399660,27786,2,1213.0,1310.0
2013-12-02,1414.0,1414.0,1414.0,1414.0,13949110,9865,1,1310.0,1414.0
2013-12-04,1527.0,1527.0,1527.0,1527.0,21378000,14000,2,1414.0,1527.0
2013-12-07,1405.0,1405.0,1405.0,1405.0,8373800,5960,19,1527.0,1405.0
2013-12-08,1295.0,1295.0,1293.0,1295.0,355150875,274325,11,1405.0,1295.0
2013-12-09,1295.0,1295.0,1295.0,1295.0,1406647130,1086214,52,1295.0,1295.0
2013-12-10,1295.0,1295.0,1295.0,1295.0,2592693600,2002080,79,1295.0,1295.0
2013-12-11,1398.0,1398.0,1398.0,1398.0,1683863040,1204480,41,1295.0,1398.0
2013-12-14,1398.0,1398.0,1398.0,1398.0,2909725902,2081349,58,1398.0,1398.0
