time,high,low,open,close,volume
1630540800000,48978,48584.06,48810.52,48785.18,103005443.28
1630544400000,49800,48667.44,48785.18,49708.13,224653032.94
1630548000000,49870,49565.8,49708.13,49570.44,134263527.6
1630551600000,49683.19,49551,49570.44,49561.24,82565735.71
1630555200000,49622.01,49303.48,49561.24,49382.57,91464805.18
1630558800000,49696.98,49353,49382.57,49449.07,76098456.89
1630562400000,50000,49414.81,49449.07,49953.92,155745004.53
1630566000000,50450,49640.15,49953.92,49846.27,287807709.84
1630569600000,50199,49736.84,49846.27,50089.32,111660813.18
1630573200000,50121,49658.99,50089.32,49819.3,136473671.1
1630576800000,50079.99,49715.02,49819.3,50026.06,94655301.13
1630580400000,50151.24,49810,50026.06,50072.61,87723140.18
1630584000000,50200.36,49850,50072.61,50010,106906331.29
1630587600000,50180,49945.61,50010,50108.44,85174347.52
1630591200000,50450.13,49400,50108.44,49529.96,271383211.15
1630594800000,49750,49244.35,49529.96,49540.7,137841596.44
1630598400000,49744.83,49403,49540.7,49594.61,80710474.34
1630602000000,49608.46,49270,49594.61,49520.95,84228526.51
1630605600000,49578.7,49186,49520.95,49371.96,82149962.14
1630609200000,49440.34,49238.78,49371.96,49340.05,41370369.45
1630612800000,49653,49272.15,49340.05,49541.88,57275741.08
1630616400000,49841.41,49510.28,49541.88,49808.43,60682083.06
1630620000000,49816.59,49609,49808.43,49683.25,50749679.9
1630623600000,49693.75,49224.92,49683.25,49246.64,63620001.11
1630627200000,49375,48500,49246.64,48570.37,160328257.96
1630630800000,48703.44,48316.84,48570.37,48547.09,119852170.81
1630634400000,49096.74,48502,48547.09,48970.01,98050849.95
1630638000000,49500,48920.18,48970.01,49476.83,77606504.14
1630641600000,49755,49375.22,49476.83,49707.18,103604130.53
1630645200000,49718.4,49368.22,49707.18,49455.08,94272042.75
1630648800000,49599.79,49311.11,49455.08,49394.89,60760220.54
1630652400000,49595.43,49215.81,49394.89,49305.11,71450134.37
1630656000000,50047.53,49255.57,49305.11,49986.9,110028453.7
1630659600000,50147.83,49794.58,49986.9,50100.04,164335653.56
1630663200000,50485,49600,50100.04,49856.66,250175794.85
1630666800000,50242.25,49515.54,49856.66,50168.54,152289912.68
1630670400000,50877.75,49888.24,50168.54,50645.85,331757920.88
1630674000000,50940.91,50547.59,50645.85,50713.2,159463202.65
1630677600000,51000,50205,50713.2,50691.73,237099229.27
1630681200000,50833.47,50540,50691.73,50550.44,121118738.83
1630684800000,50720,50461,50550.44,50483.84,87498355.44
1630688400000,50595,50312,50483.84,50396.59,101445946.18
1630692000000,50567.26,50210.67,50396.59,50458.79,87248992.77
1630695600000,50541.66,50264.85,50458.79,50528.49,46328750.7
1630699200000,50534.32,50028,50528.49,50132.74,65831152.32
1630702800000,50249.7,50032.27,50132.74,50239.89,51858448.84
1630706400000,50248.22,49600,50239.89,49693.78,104278944.07
1630710000000,50041.58,49570,49693.78,49999.14,92890670.29
1630713600000,50142.85,49683.85,49999.14,49918.54,102873880.14
1630717200000,49918.54,49575.83,49918.54,49688.72,79181170.65
1630720800000,50127.24,49600,49688.72,50126.29,76302432.55
1630724400000,50350.47,50016.21,50126.29,50277.43,85924551.95
1630728000000,50463.08,50201,50277.43,50330,55591305
1630731600000,50366.45,50156.63,50330,50282.82,57093549.26
1630735200000,50349,50180.01,50282.82,50323.03,41255739.26
1630738800000,50447.28,50109.04,50323.03,50187.29,48847938.38
1630742400000,50220,49899.19,50187.29,50092.26,80870665.51
1630746000000,50447.6,50026.8,50092.26,50417.77,74243950.91
1630749600000,50535.69,49776.17,50417.77,49789.59,113667596.23
1630753200000,50075.62,49690,49789.59,49902.94,84107329.64
1630756800000,50317.05,49889.42,49902.94,50234.12,73128209.28
1630760400000,50286.98,50057.29,50234.12,50186.84,58388480.95
1630764000000,50200.77,49828,50186.84,49971.62,78863981.83
1630767600000,50131.46,49750,49971.62,49873.53,70645242.44
1630771200000,50043.49,49710.24,49873.53,49814.48,72826359.02
1630774800000,49966.68,49370,49814.48,49954.83,141796772.74
1630778400000,50025,49844.25,49954.83,49879.01,72437793.31
1630782000000,49988.66,49624.12,49879.01,49974.82,66416257.5
1630785600000,50230.18,49952.84,49974.82,50156.65,65196321.65
