conversion_line,base_line,lagging_span,leading_line1,leading_line2
3300.0,3300.0,3330.0,0,0
3300.0,3300.0,3298.0,0,0
3300.0,3300.0,3327.0,0,0
3300.0,3300.0,3300.0,0,0
3300.0,3300.0,3300.0,0,0
3300.0,3300.0,3300.0,0,0
3300.0,3300.0,3300.0,0,0
3300.0,3300.0,3301.0,0,0
3300.0,3300.0,3301.0,0,0
3365.0,3300.0,3301.0,0,0
3384.5,3300.0,3350.0,0,0
3390.5,3300.0,3349.0,0,0
3401.5,3300.0,3350.0,0,0
3425.0,3300.0,3300.0,0,0
3425.0,3300.0,3300.0,0,0
3425.0,3300.0,3320.0,0,0
3425.0,3300.0,3310.0,0,0
3425.0,3300.0,3315.0,0,0
3414.0,3300.0,3309.0,0,0
3414.0,3300.0,3309.0,0,0
3410.0,3300.0,3330.0,0,0
3392.5,3300.0,3150.0,0,0
3360.0,3300.0,3038.0,0,0
3350.5,3300.0,3038.0,0,0
3350.5,3300.0,3000.0,0,0
3338.0,3300.0,3000.0,3300.0,3300.0
3337.5,3365.0,2994.0,3300.0,3300.0
3321.5,3375.0,2994.0,3300.0,3300.0
3285.0,3350.0,2965.0,3300.0,3300.0
3285.0,3350.0,2950.0,3300.0,3300.0
3285.0,3350.0,2944.0,3300.0,3300.0
3275.5,3350.0,2920.0,3300.0,3300.0
3275.0,3350.0,2888.0,3300.0,3300.0
3273.0,3350.0,2850.0,3300.0,3300.0
3273.0,3350.0,2850.0,3332.5,3300.0
3275.0,3350.0,2838.0,3342.25,3300.0
3275.0,3350.0,2800.0,3345.25,3300.0
3320.5,3350.0,2789.0,3350.75,3300.0
3320.5,3332.5,2790.0,3362.5,3300.0
3320.5,3300.0,2750.0,3362.5,3300.0
3320.5,3300.0,2740.0,3362.5,3300.0
3320.5,3300.0,2738.0,3362.5,3300.0
3320.5,3298.0,2734.0,3362.5,3300.0
3320.5,3297.5,2700.0,3357.0,3300.0
3325.5,3296.5,2709.0,3357.0,3300.0
3320.0,3285.0,2707.0,3355.0,3300.0
3248.0,3260.0,2704.0,3346.25,3300.0
3165.0,3181.5,2695.0,3330.0,3300.0
3118.5,3125.5,2694.0,3325.25,3300.0
3115.0,3125.5,2694.0,3325.25,3300.0
3115.0,3125.5,2690.0,3319.0,3300.0
3115.0,3125.5,2700.0,3351.25,3300.0
3115.0,3125.5,2700.0,3348.25,3300.0
3115.0,3125.5,2706.0,3317.5,3300.0
3032.5,3125.5,2800.0,3317.5,3300.0
3014.5,3125.5,2905.0,3317.5,3300.0
2917.5,3074.0,2905.0,3312.75,3300.0
2917.0,3074.0,2900.0,3312.5,3300.0
2898.5,3074.0,2870.0,3311.5,3300.0
2898.5,3074.0,2802.0,3311.5,3300.0
2873.0,3051.5,2800.0,3312.5,3300.0
2863.5,3050.5,2802.0,3312.5,3300.0
2835.0,3031.5,2800.0,3335.25,3300.0
2824.0,3022.0,2800.0,3326.5,3300.0
2814.0,3017.5,2803.0,3310.25,3300.0
2773.0,2996.5,2899.0,3310.25,3300.0
2767.5,2993.0,3002.0,3310.25,3300.0
2766.0,2993.0,3000.0,3309.25,3300.0
2750.5,2993.0,2950.0,3309.0,3300.0
2741.5,2993.0,2982.0,3311.0,3300.0
2722.5,2992.5,2960.0,3302.5,3300.0
2722.5,2910.0,2974.0,3254.0,3300.0
2702.5,2892.0,2960.0,3173.25,3246.5
2702.5,2846.5,2960.0,3122.0,3200.0
2690.0,2838.5,2970.0,3120.25,3200.0
2687.5,2820.0,2960.0,3120.25,3200.0
2684.5,2820.0,2960.0,3120.25,3200.0
2674.5,2817.0,2960.0,3120.25,3200.0
2694.5,2808.5,2950.0,3120.25,3200.0
2720.0,2799.0,2900.0,3079.0,3200.0
2785.0,2795.0,2883.0,3070.0,3200.0
2804.0,2804.0,2857.0,2995.75,3148.5
2804.0,2804.0,2855.0,2995.5,3148.5
2819.5,2804.0,2849.0,2986.25,3148.5
2825.5,2804.0,2848.0,2986.25,3148.5
2829.0,2804.0,2843.0,2962.25,3126.0
2833.0,2804.0,2849.0,2957.0,3125.0
2839.5,2804.0,2850.0,2933.25,3106.0
2883.5,2804.0,2850.0,2923.0,3099.0
2883.5,2804.0,2870.0,2915.75,3081.5
2857.0,2804.0,2903.0,2884.75,3028.0
2919.5,2840.0,2953.0,2880.25,3028.0
2919.5,2840.0,2949.0,2879.5,3028.0
2919.5,2840.0,2900.0,2871.75,3026.0
2919.5,2840.0,2952.0,2867.25,3025.5
2919.5,2840.0,2940.0,2857.5,3024.0
2919.5,2840.0,2911.0,2816.25,3012.5
2920.0,2840.0,2897.0,2797.25,3012.5
2928.5,2840.0,2849.0,2774.5,3012.5
2953.0,2840.0,2849.0,2764.25,2995.5
2980.5,2855.5,2850.0,2753.75,2995.5
2960.5,2861.5,2824.0,2752.25,2995.5
2967.5,2865.0,2819.0,2745.75,2995.5
2974.0,2869.0,2749.0,2751.5,2995.5
2941.5,2875.5,2819.0,2759.5,2995.5
2915.0,2919.5,2819.0,2790.0,2995.5
2909.5,2919.5,2855.0,2804.0,2995.5
2905.0,2919.5,2997.0,2804.0,2995.5
2900.0,2919.5,3098.0,2811.75,2995.5
2899.5,2919.5,3039.0,2814.75,2995.5
2895.5,2919.5,2985.0,2816.5,2995.5
2895.0,2919.5,2989.0,2818.5,2995.5
2885.0,2919.5,2960.0,2821.75,2995.5
2856.0,2919.5,2950.0,2843.75,2995.5
2846.0,2920.0,2948.0,2843.75,2993.0
2886.0,2928.5,2930.0,2830.5,2988.5
2896.0,2931.0,2900.0,2879.75,2988.5
2896.0,2931.0,2889.0,2879.75,2985.0
2896.0,2911.0,2897.0,2879.75,2985.0
2896.0,2911.0,2920.0,2879.75,2985.0
2900.5,2910.0,2934.0,2879.75,2985.0
2900.5,2902.5,2949.0,2879.75,2985.0
2914.5,2901.0,2911.0,2880.0,2902.5
2912.0,2901.0,2900.0,2884.25,2884.5
2912.0,2901.0,2900.0,2896.5,2840.0
2901.5,2900.5,2880.0,2918.0,2840.0
2901.5,2900.5,2879.0,2911.0,2840.0
2889.0,2889.0,2878.0,2916.25,2840.0
2839.0,2839.0,2854.0,2921.5,2840.0
2819.5,2839.0,2850.0,2908.5,2840.0
2804.5,2839.0,2800.0,2917.25,2840.0
2784.5,2839.0,2779.0,2914.5,2840.0
2848.0,2848.0,2768.0,2912.25,2840.0
2922.5,2922.5,2749.0,2909.75,2840.0
2922.5,2922.5,2500.0,2909.5,2840.0
2922.5,2922.5,2489.0,2907.5,2840.0
2922.5,2922.5,2493.0,2907.25,2840.0
2947.0,2922.5,2485.0,2902.25,2840.0
2982.5,2922.5,2470.0,2887.75,2840.0
2985.5,2922.5,2465.0,2883.0,2840.0
2998.0,2922.5,2470.0,2907.25,2840.0
3023.0,2922.5,2501.0,2913.5,2840.0
2989.5,2922.5,2570.0,2913.5,2840.0
2944.5,2922.5,2650.0,2903.5,2840.0
2944.5,2922.5,2700.0,2903.5,2840.0
2919.5,2922.5,2690.0,2905.25,2840.0
2904.5,2922.5,2689.0,2901.5,2840.0
2900.0,2922.5,2690.0,2907.75,2840.0
2900.0,2922.5,2673.0,2906.5,2840.0
2900.0,2922.5,2635.0,2906.5,2840.0
2900.0,2922.5,2639.0,2901.0,2840.0
2900.0,2922.5,2640.0,2901.0,2855.5
2902.0,2922.5,2634.0,2889.0,2861.5
2875.0,2922.5,2616.0,2839.0,2865.0
2875.0,2947.0,2550.0,2829.25,2869.0
2874.5,2973.0,2550.0,2821.75,2869.5
2839.5,2948.0,2610.0,2811.75,2869.5
2839.5,2948.0,2611.0,2848.0,2869.5
2822.0,2947.5,2650.0,2922.5,2922.5
2689.5,2795.0,2662.0,2922.5,2922.5
2627.0,2707.0,2660.0,2922.5,2922.5
2622.5,2707.0,2645.0,2922.5,2922.5
2615.5,2682.0,2630.0,2934.75,2922.5
2610.0,2667.0,2625.0,2952.5,2922.5
2582.5,2662.5,2600.0,2954.0,2922.5
2577.5,2662.5,2619.0,2960.25,2922.5
2563.5,2662.5,2650.0,2972.75,2922.5
2535.5,2662.5,2630.0,2956.0,2922.5
2512.5,2662.5,2619.0,2933.5,2922.5
2555.5,2662.5,2599.0,2933.5,2922.5
2565.0,2662.5,2630.0,2921.0,2922.5
2565.0,2662.5,2631.0,2913.5,2922.5
2565.0,2662.0,2640.0,2911.25,2922.5
2584.0,2652.0,2640.0,2911.25,2922.5
2595.0,2652.0,2630.0,2911.25,2922.5
2619.0,2635.0,2622.0,2911.25,2922.5
2647.5,2627.0,2540.0,2911.25,2922.5
2660.0,2627.0,2536.0,2912.25,2922.5
2660.0,2622.5,2500.0,2898.75,2922.5
2625.0,2615.5,2512.0,2911.0,2922.5
2619.5,2610.0,2520.0,2923.75,2922.5
2607.0,2582.5,2521.0,2893.75,2922.5
2585.0,2577.5,2522.0,2893.75,2922.5
2590.0,2563.5,2560.0,2884.75,2922.5
2605.0,2547.5,2600.0,2742.25,2823.0
2605.0,2547.5,2638.0,2667.0,2760.5
2605.0,2565.0,2700.0,2664.75,2760.5
2605.0,2565.0,2753.0,2648.75,2760.5
2605.0,2565.0,2791.0,2638.5,2760.5
2600.0,2565.0,2900.0,2622.5,2760.5
2600.0,2584.0,2853.0,2620.0,2760.5
2600.0,2595.0,2800.0,2613.0,2760.5
2600.0,2619.0,2750.0,2599.0,2760.5
2593.0,2620.0,2650.0,2587.5,2760.5
2585.0,2620.0,2650.0,2609.0,2760.5
2585.0,2620.0,2665.0,2613.75,2760.5
2585.0,2610.0,2700.0,2613.75,2760.5
2585.5,2605.5,2700.0,2613.5,2760.5
2610.5,2602.0,2700.0,2618.0,2760.5
2610.5,2600.0,2699.0,2623.5,2760.5
2610.5,2600.0,2697.0,2627.0,2760.5
2595.5,2600.0,2684.0,2637.25,2760.5
2575.5,2590.0,2730.0,2643.5,2760.5
2575.5,2590.0,2740.0,2641.25,2760.5
2575.5,2590.0,2530.0,2620.25,2760.5
2575.5,2590.0,2580.0,2614.75,2760.5
2570.0,2590.0,2580.0,2594.75,2760.5
2569.5,2590.0,2580.0,2581.25,2760.5
2561.0,2590.0,2580.0,2576.75,2760.5
2575.0,2590.0,2579.0,2576.25,2760.5
2575.0,2583.0,2600.0,2576.25,2732.5
2600.0,2600.0,2600.0,2585.0,2707.0
2626.5,2626.5,2630.0,2585.0,2707.0
2645.5,2645.5,2663.0,2585.0,2682.0
2700.0,2700.0,2728.0,2582.5,2667.0
2700.5,2700.5,2751.0,2592.0,2662.5
2725.5,2700.5,2800.0,2597.5,2662.5
2750.0,2700.5,2850.0,2609.5,2662.5
2752.0,2700.5,2895.0,2606.5,2662.5
2750.5,2700.5,2893.0,2602.5,2662.5
2750.5,2700.5,2887.0,2602.5,2662.5
2750.5,2700.5,2901.0,2597.5,2662.5
2750.5,2700.5,2899.0,2595.5,2662.5
2750.5,2700.5,2950.0,2606.25,2662.0
2715.5,2700.5,2950.0,2605.25,2652.0
2699.0,2700.5,2949.0,2605.25,2652.0
2675.0,2700.5,2940.0,2597.75,2635.0
2665.0,2700.5,2481.0,2582.75,2627.0
2695.0,2700.5,2480.0,2582.75,2627.0
2620.0,2700.5,2481.0,2582.75,2622.5
2620.0,2700.5,2500.0,2582.75,2615.5
2620.0,2700.5,2507.0,2580.0,2610.0
2620.0,2700.5,2510.0,2579.75,2582.5
2620.0,2700.5,2530.0,2575.5,2577.5
2620.0,2700.5,2560.0,2582.5,2563.5
2620.0,2700.5,2577.0,2579.0,2547.5
2620.0,2700.5,2619.0,2600.0,2547.5
2565.0,2700.5,2749.0,2626.5,2581.5
2601.5,2700.5,2699.0,2645.5,2600.5
2650.0,2700.5,2650.0,2700.0,2655.0
2651.0,2700.5,2689.0,2700.5,2655.5
2700.0,2675.0,2689.0,2713.0,2674.5
2700.0,2675.0,2689.0,2725.25,2685.5
2737.0,2697.5,2702.0,2726.25,2700.5
2737.5,2697.5,2725.0,2725.5,2700.5
2747.5,2697.5,2750.0,2725.5,2700.5
2770.0,2705.0,2750.0,2725.5,2700.5
2804.5,2705.0,2750.0,2725.5,2700.5
2843.0,2725.0,2751.0,2725.5,2700.5
2852.5,2726.5,2753.0,2708.0,2700.5
2879.0,2726.5,2806.0,2699.75,2700.5
2901.5,2726.5,2900.0,2687.75,2700.5
2716.5,2716.5,3045.0,2682.75,2700.5
2709.5,2709.5,3197.0,2697.75,2700.5
2709.5,2709.5,3330.0,2660.25,2700.5
2709.5,2709.5,3500.0,2660.25,2700.5
2709.5,2709.5,3675.0,2660.25,2700.5
2709.5,2709.5,3646.0,2660.25,2700.5
2708.0,2709.5,3565.0,2660.25,2700.5
2706.0,2709.5,3620.0,2660.25,2700.5
2521.5,2709.5,3650.0,2660.25,2700.5
2542.5,2709.5,3648.0,2660.25,2700.5
2614.5,2709.5,3629.0,2632.75,2700.5
2615.0,2709.5,3615.0,2651.0,2700.5
2624.5,2709.5,3600.0,2675.25,2700.5
2625.0,2709.5,3599.0,2675.75,2700.5
2629.5,2709.5,3548.0,2687.5,2700.5
2639.5,2709.5,3518.0,2687.5,2700.5
2654.5,2709.5,3518.0,2717.25,2700.5
2663.0,2709.5,3515.0,2717.5,2700.5
2695.0,2709.5,3505.0,2722.5,2700.5
2695.0,2709.5,3503.0,2737.5,2705.0
2695.0,2709.5,3503.0,2754.75,2705.0
2700.0,2709.5,3490.0,2784.0,2725.0
2728.5,2709.5,3490.0,2789.5,2726.5
2746.5,2708.0,3410.0,2802.75,2726.5
