ma9
0
0
0
0
0
0
0
0
29195.52889
29174.84333
29188.04778
29183.05778
29210.22222
29225.87
29227.46111
29250.54333
29259.39111
29245.00111
29223.35889
29210.85556
29202.73333
29180.23667
29180.66444
29181.64333
29188.18778
29215.31889
29246.34667
29281.96778
29325.19333
29386.15778
29440.34444
29497.32444
29543.47889
29579.20333
29627.11222
29766.23222
30009.73667
30198.68556
30418.93222
30722.51889
31057.23556
31433.58111
31805.38222
31906.74
32027.91333
32095.07889
32193.72333
32277.79556
32289.21889
32276.40889
32229.06333
32247.43333
32590.92778
32843.43222
33099.73
33342.99111
33536.61444
33680.26667
33866.02889
34036.01222
34112.39778
34118.27222
34067.10444
33869.81556
33707.77
33549.90444
33427.04333
33350.67444
33290.07667
33205.53667
33115.37111
33041.73333
33098.87778
33159.42778
33241.13889
33295.06556
33193.59889
33142.67444
33025.97444
32919.87333
32719.29
32394.81444
32093.57444
31839.55889
31633.16444
31555.46111
31404.98333
31321.81333
31208.37222
31222.43111
31377.40333
31433.17111
31410.42111
31402.87111
31388.98556
31465.07111
31627.93222
31770.42889
31774.3
31684.68556
31594.82778
31606.93667
31549.79444
31461.28111
31365.63
31205.59778
31146.71111
31189.49
31256.27111
31468.05778
31576.58333
31760.15333
31932.44667
32132.80333
32394.13444
32637.74667
32872.70444
33175.30556
33353.88333
33555.88667
33704.92889
33830.54778
33913.29778
34094.20444
34206.39778
34364.82889
34419.60444
34491.24333
34491.40889
34558.75111
34674.88778
34765.14111
34678.92889
34593.87889
34531.73222
34524.62222
34558.42667
34702.45444
34746.82778
34868.75556
34973.67667
35133.63556
35417.62444
35704.78778
35955.79444
36185.11111
36433.85889
36726.55111
36874.47556
37014.10667
37110.79778
37160.59667
37198.6
37217.93111
37313.45556
37367.55333
37446.51444
37569.48889
37773.88667
38025.01556
38304.50111
38466.25556
38690.31667
38833.34889
39027.32111
39194.46778
39303.16889
39283.48111
39234.74333
38951.27889
38884.45889
38840.78333
38714.76889
38587.08333
38505.37556
38418.33889
38481.12889
38707.80444
39163.90778
39493.88667
39787.47111
40174.01333
40428.58444
40692.23667
40954.47222
41016.92222
40977.32667
40729.82444
40591.92556
40521.17778
40424.36444
40363.75111
40240.98889
40125.87
40158.22556
40140.59778
40166.84444
40045.62667
39930.53333
39884.90333
39892.10222
39911.82111
39977.68444
40051.39556
40145.30778
40314.60111
40485.74444
40525.35444
40553.05
40586.56778
40618.77667
40623.27111
40605.91667
40520.29889
40439.1
40445.35889
40572.74333
40630.95222
40593.91111
40557.97222
40540.81889
40561.45222
40638.95
40717.84667
40738.62444
40659.47333
40463.52667
40377.07444
40316.90111
40203.54
40066.57444
39872.76556
39625.38444
39329.96222
38999.69222
38837.15
38672.34222
38519.82333
38377.42667
38101.90333
37880.05556
37634.73111
37337.90333
37125.37333
36812.69
36236.83778
35786.51667
35484.29222
35325.83444
35118.05
34877.45222
34748.27556
34444.91
34266.50889
34122.88333
33834.2
33546.40778
33190.42111
32844.53444
32756.89444
32722.72222
32894.42889
33128.35667
33500.57667
33779.7
33953.04667
34222.25333
34559.25889
34834.02333
35059.11667
35287.39778
35328.37222
35439.01444
35527.51111
35639.84444
35643.15444
35421.30889
35148.39667
34907.89333
34750.70444
34666.18111
34567.85
34523.33222
34398.55
34365.69222
34415.92778
34485.34667
34340.58
34132.26444
33912.56222
33776.75333
33609.95
33502.59444
33398.33333
33536.52444
33588.51889
33790.42111
33990.30333
34140.33333
34190.11333
34344.73778
34449.06556
34548.31222
34525.67222
34559.26
34712.12
34832.03667
35036.10222
35373.09889
35665.14
36010.77111
36353.97778
36650.42111
36941.31333
37088.62111
37255.48222
37400.70889
37460.45556
37570.95222
37681.91111
37701.39444
37816.53222
37919.46
38054.21889
38217.95889
38445.56111
38635.42778
38756.32778
38874.08333
39030.38111
39184.78222
39290.00444
39348.06111
39349.27889
39301.16444
39290.81778
39278.51778
39260.51222
39188.86889
39027.63
38860.52333
38778.61222
38721.33
38625.29667
38539.34889
38457.81
38329.04556
38225.78222
38143.35
38046.74889
37776.46556
37518.46667
37259.25667
36897.27778
36538.98556
36260.85444
36090.12333
35969.68556
35947.76667
36119.85444
36214.82889
36245.62889
36369.11444
36519.92333
36547.55333
36534.03889
36531.24556
36611.47667
36643.61667
36688.59444
36850.31556
36941.89667
37005.11556
37158.20667
37308.15889
