adx,DI+,DI-
52.80341285200501,0.00013086513241905175,2.0870904749081733e-05
54.99602942331956,0.00011901642806133653,1.8981225080565978e-05
56.861266650202474,9.484085198830188e-05,0.00011015508614159542
53.59301279795547,0.00012581205034746174,9.649373255823007e-05
50.68949514614362,0.00012265218335709806,9.18296027891e-05
47.870437336213236,0.00013378844658847936,8.648065371999201e-05
47.469259769852684,0.00013759180104569666,8.268447583867854e-05
46.75514225371911,0.00014580249776668258,7.886096092368065e-05
45.996702600171155,0.00014159941421259308,7.658761709901978e-05
43.64680796662837,0.0001371289425564192,8.181251919996953e-05
40.38877442492272,0.00016059285709881985,7.752463944622673e-05
39.01591691340901,0.00015971503488659104,6.596369523216549e-05
37.66567602989592,0.00015289667880245827,6.162443476939547e-05
35.727429687008964,0.00013656648092056698,5.471070994035582e-05
33.78865179279722,0.00012495185687885917,5.347527580831328e-05
31.472133596205786,0.00011465041595989277,5.613219485904727e-05
28.741721579078668,0.00012009913341605677,5.139466016831772e-05
31.06971165186095,0.0001189981008022964,4.850781412910955e-05
33.13356760040118,0.00011151789575638065,5.795863009291991e-05
34.364427729989984,0.00010473709925592977,6.356426353480357e-05
34.5777480878132,9.625135704582673e-05,6.117924785150397e-05
34.38855161113853,8.581702559809986e-05,6.63715102919372e-05
33.172901035783845,7.723700765257547e-05,9.092813907790964e-05
31.626123753425198,7.027410898052485e-05,8.273098802196115e-05
30.402987010216158,7.329037306617273e-05,7.797692172460593e-05
28.132472736388944,8.175443970539722e-05,7.569763669577143e-05
25.43995931934034,0.00010641449981152144,7.03296452725881e-05
23.85920652187261,0.00010330508308619103,7.513727653655194e-05
21.929996682823003,9.917573808830678e-05,9.069693232398643e-05
19.387587138915276,9.211388736894592e-05,8.927344290784196e-05
17.051959510343536,9.455905977714631e-05,8.331592915545571e-05
14.641847904273286,0.00010545525724309165,7.926491788632557e-05
12.648713530275776,0.00010948070708253643,7.552138751601411e-05
11.702529074325762,0.0001053726750958674,7.186224050352956e-05
11.305643243493288,0.00010015599976049937,7.990597398228283e-05
10.517666154881438,9.389884734753715e-05,9.594305971546859e-05
9.681919264346137,8.691821122370656e-05,8.881045258130654e-05
9.177299080814795,7.523120553397417e-05,0.00012219551881071167
10.29492373471778,6.845527318826683e-05,0.00011221044423979546
11.803542756830527,5.8863240720417695e-05,0.00013663422331048735
14.370279191881227,9.099592769567856e-05,0.00010962377547998896
13.575187628074675,0.00011772800131215969,9.918048117381265e-05
13.058435443391513,0.00011251363680738945,9.072585988160901e-05
13.5052015496656,0.00013297583126247503,8.555491753664485e-05
14.94333914376949,0.0001274424324027915,7.877983928710607e-05
16.177364306016372,0.00012013581674585773,8.670706568500611e-05
16.319009736602016,0.00010992632857278075,9.351520920636828e-05
15.584050339666913,0.00011691236139815601,8.861916291872446e-05
15.21680127661321,0.00011625383391075108,8.533985848541912e-05
15.508847755696666,0.00011555789951989235,8.201507630575109e-05
16.644607585407712,0.00011162014396574927,9.51890331291175e-05
17.135197702521193,0.0001072477870683205,0.0001005247406191706
15.667165390117061,0.00011324510993278182,9.838294088961957e-05
14.438874089293003,0.00014222226732309287,9.287955475564568e-05
13.096498051538527,0.0001373359889257073,8.342408126977453e-05
14.177632871970085,0.00012949360182948797,7.866026121370787e-05
15.311217918080498,0.00012382138349730228,9.56303013194355e-05
15.463067761945874,0.00011431572130079454,0.00013514292202600062
14.509430459097215,0.00010369036459083616,0.00013668559020670878
13.804384133799491,9.539931246878988e-05,0.00014307883608508028
14.078085871220994,0.00012240265876624175,0.0001313547137705413
13.75387525592097,0.00011791766952656803,0.00013938156506408095
13.366455924517789,0.00012748614534437275,0.00013328882884454502
12.43005419984581,0.00012052041323472302,0.0001260060431549153
11.376320915662694,0.0001150788433936385,0.00013046125084905633
11.256296946338779,0.0001232176816447613,0.00012487649173736055
11.072928987453528,0.00011551986172056601,0.0001261138924447845
10.884468669708294,0.00011101243851355162,0.00012729428912916645
9.87336175288868,0.0001401224869130442,0.00011583056192340834
8.806914085264966,0.00013221376625293128,0.00012107167403230793
7.376770139411724,0.0001457562821630333,0.00011175288006070984
7.402383682955251,0.00015681121325782365,0.00010534364206789062
8.208351395905916,0.00016173028958770718,9.438134367421686e-05
9.106223285990295,0.00015050302754331148,8.21554792446631e-05
9.776474790649436,0.0001443645459415032,7.513340594223341e-05
11.777394507512824,0.00013638529216545553,8.296145411268762e-05
12.92124351471914,0.00012681331591049252,7.713894160979631e-05
14.502008848921331,0.00011765486621726905,8.196922280488198e-05
15.619955461007505,0.00011691468910374078,7.461802834929663e-05
16.749850671254556,0.00012261027005449447,7.097721218747761e-05
18.60721290694436,0.00011642433593699244,6.739626943088341e-05
20.199167084673906,0.00013194400220881505,6.400227828453756e-05
22.187834210618178,0.00012426511590732573,5.2299468132490904e-05
24.421266353900364,0.0001143415364081458,6.225522683860617e-05
26.21379929448874,0.00010784108324398507,5.8715942699166094e-05
27.377353026776564,0.00010169553531750291,7.423690874274388e-05
27.08985130008934,9.419585201152457e-05,7.220343371074404e-05
26.155561258150925,8.656098964509901e-05,9.433464693246593e-05
24.36417188085135,0.00010317084097573499,8.907712624868227e-05
22.634909842592776,9.673779877561316e-05,8.093145144763077e-05
21.53066826157869,9.036341104400955e-05,7.559859854278774e-05
20.426426680564607,8.47336450567722e-05,8.68115104884032e-05
19.236058323244468,7.782982714142134e-05,9.369231582499971e-05
18.319259341839036,8.262187724709594e-05,8.81830294639322e-05
16.64669919518368,8.31373648490129e-05,8.040514419380003e-05
14.8609103501925,9.299054125058975e-05,7.637154382596922e-05
13.085128510196977,8.780126385341154e-05,7.210967890042021e-05
10.874691265979747,8.040666917352315e-05,8.292817143562198e-05
8.878210947454983,0.00012154088218946053,7.055177057447193e-05
8.667463276289613,0.0001092387557880365,6.873081919052652e-05
9.178440068623685,0.00011472293210621025,6.610891314940022e-05
10.154646883671672,0.0001241216920774821,6.0982750263797324e-05
12.284117226439843,0.0001205650278896731,5.563429410629884e-05
14.3926686590419,0.00011283101789566724,6.274445476162482e-05
15.794853153705613,0.00012445456672068687,5.906244375094461e-05
17.70458385089501,0.00012091189977638385,5.4990187661747036e-05
20.294948331754423,0.00011538975497410655,5.1679704376013426e-05
22.358219732321604,0.00010796581893145783,5.2468329276087434e-05
24.596520990907976,0.00010139093474549095,5.794887759184132e-05
26.42460186116354,9.560881533280302e-05,6.567903760302247e-05
27.049176425977723,0.00011257578971064156,6.053610350987975e-05
28.49550485096591,0.00010569259725366364,5.650702758304285e-05
30.551242935290734,0.00010040818863119093,7.22730522162171e-05
29.819034763432523,0.00011363413448369313,6.739848865972249e-05
30.017520061632194,0.00011800725384037341,6.080281611944809e-05
30.382390201385668,0.00011548270238784475,5.58043602959238e-05
30.434620598561967,0.00010580465976073211,5.112766875203463e-05
30.291077593923863,0.00013079469979274406,4.6966232693562665e-05
31.621855941387786,0.00012213247728660035,4.145353433476055e-05
32.59944473386664,0.00011342109779321115,3.849676577528126e-05
33.44534524109755,0.00012133109274938545,3.048464650662671e-05
34.99577875682799,0.00013387467083934132,2.7083259635447922e-05
37.26401716633285,0.00014405008846624586,2.5663037302697357e-05
40.29925830584199,0.00014355379706548085,2.4218250336086964e-05
44.054460457773565,0.00013825093931791436,2.401535899712581e-05
46.935800825049505,0.00013614605951409628,2.222631330427881e-05
49.90776380680565,0.00013007751840656625,4.262920097411253e-05
52.360684738143725,0.00012042670626928022,4.3200033113369034e-05
53.90760627332424,0.00010694748951727561,8.623552096560253e-05
52.388298544385165,0.00013540880807918495,8.09092462423973e-05
51.6992310026083,0.0001266910052038583,7.570019913875536e-05
51.010163460831436,0.00011964992236371597,9.442128525758819e-05
48.48353346862785,0.0001376652435074413,8.955528735397951e-05
46.47312412516252,0.0001346292209225196,8.457503203128542e-05
44.58137576064422,0.00012860450334318548,9.073730561697565e-05
41.54023814427687,0.0001572934770751043,8.5684575539636e-05
38.9062338460815,0.00017310848538652679,7.385724511427086e-05
36.79417009313376,0.0001684312768646076,6.49621944691036e-05
34.88009080755607,0.00015216584485845731,5.8688786247203755e-05
33.01811944646003,0.0001501892879287948,5.4711087983044324e-05
31.208533667032135,0.00014253173180544328,5.192158659731027e-05
30.920203546845954,0.0001209382578503129,6.206422925442261e-05
29.846939916747914,0.00012715836521823415,5.745536347344821e-05
31.777990476541408,0.00012146650858195741,6.358121313261636e-05
32.21278325248262,0.00011186088735316346,9.045719088904855e-05
31.168858248848412,0.00010659074546114696,8.619544898427165e-05
31.08272035687951,9.491331848421761e-05,0.00011441293851830965
30.235732968860354,0.00011967544365508455,0.00010636380914818708
29.025346095307842,0.00013704487463784426,0.00010249964050571774
28.822289254328695,0.00013237488566776156,0.00010186305170487227
27.647621721245624,0.00012492706160297746,0.00010561123594397186
25.375501109994822,0.00011763876817454618,0.00010218032445753393
22.71120693934414,0.00011289471388778452,0.00010554810895658495
19.784828668162476,0.00011319660117224018,0.00010272607353567193
16.802816224588977,0.00010992781285242315,9.994706117693252e-05
13.814115923269496,0.00010499126987261985,0.00012956114380067657
12.264405476190749,9.82362732757724e-05,0.00013293685136689712
10.639727916953204,0.00011568611391007449,0.00012665531959607832
8.728661042829732,0.00014466985587840574,0.0001204870149546414
8.62444466400906,0.00013607848241731303,0.00011333176525592307
8.520228285188388,0.0001352175419332784,0.00010745045769569926
8.672156635461741,0.00013093809340366126,9.908955069920436e-05
9.24047430993484,0.00013610822925176868,9.44862912268017e-05
9.49966155030992,0.0001280294129464305,8.826757717765546e-05
9.882303081629312,0.00011943308589894794,9.217361690300357e-05
10.203986158162683,0.00011245089865176137,9.937860510926057e-05
10.142471238873156,0.00010478372994897742,0.00011539777845924754
10.246572643971708,0.00011984410949003463,0.00011082678020226105
10.179427842551373,0.00011751188626239392,0.00010645577141245115
10.192349690383907,0.0001132541701038566,0.00010259864280590098
9.796725510139636,0.00012675534293838666,9.595494631263169e-05
9.71237969735878,0.00012057845699961832,9.127898753334877e-05
10.376912595629507,0.00011569111637018852,0.00010986469559646762
9.90997957946198,0.00010794876744498381,0.00011237965724288886
9.402182233355864,0.00012068769843878282,0.00010600673576003222
9.047445450279197,0.00012838668062200095,9.648265395413187e-05
9.071893907785833,0.00012193359405811981,0.0001018597903061413
8.42331925867382,0.00011542546835382282,0.00012981349161305126
7.529316309539621,0.00011973427231891492,0.00012196645332262856
6.675130040130824,0.0001192312432285715,0.00011639054105753654
6.320450061402863,0.00013076075596364607,0.00011050718004135882
6.575739360582902,0.0001241500708778243,0.00010492042611360754
6.896129738419536,0.00011699012167481767,0.00010943359640573196
6.781905445612571,0.00010952178439826745,0.00010420874525077505
6.606861193590052,9.672046981384434e-05,0.00011109104594910567
6.112960704109865,8.018622628232657e-05,0.00015467645476815878
7.390582032747588,0.00011590636782974261,0.0001348535939907854
7.745780771189326,0.00010764299331656089,0.0001252394047753033
8.141843839569654,0.00010114867163584182,0.00013528806640388533
8.710631158330331,0.00010087971259311033,0.00012698505760125588
8.515538369876422,9.522261779944369e-05,0.0001412945244044673
9.266218119981897,7.557710982839249e-05,0.00013987763291004233
10.978872195448622,6.840061313079632e-05,0.0001454551077452396
13.486553226504686,6.389450728918147e-05,0.00016267465327898532
16.51459690497673,0.00013046536149990867,0.00012439257346241397
16.085180654298604,0.0001287397189534089,0.00011248744245739103
15.966801526204446,0.00012368861390298875,0.00010563536499775622
16.290732890946906,0.00011756037812077688,0.00010988236297629974
16.354300217648362,0.000106531477042081,0.00013143055694938763
16.607748090216816,0.00010084621923972025,0.00012441651171025172
15.08967414466736,9.244061217169259e-05,0.00014328777287070932
16.090696349921874,7.474462141505287e-05,0.00014283568727187454
17.78632209679896,7.32798039346352e-05,0.00012917857594699062
18.72709939449361,6.807445755929151e-05,0.00013815500948939676
20.336051159442956,5.8556213548895215e-05,0.00017229080899363886
22.463842117253154,9.173263680018925e-05,0.00015369345847086646
22.135422592326282,0.00010242350752861063,0.00014213225729666214
20.721567503780573,0.0001084584369481557,0.00013487453292151773
18.382832866039315,0.00010213578747371869,0.0001374026206192831
19.26426266688833,9.545503818336913e-05,0.00015910395562803738
20.56899618001233,8.710052846716872e-05,0.00014517870277101278
21.79265507943643,7.783940103985314e-05,0.00016603745343237575
24.134740344397304,7.146190184187621e-05,0.00013815483153395804
25.659964512197536,6.57351911043795e-05,0.00016496976971032526
27.984976136234298,6.309835407858795e-05,0.00014372898495218335
29.22885331556135,9.071285666680696e-05,0.00012828471391489296
28.218968133123607,8.634512385118549e-05,0.0001277671158329264
27.62867654736086,8.214431776589611e-05,0.00012796922007899671
26.759230698869818,0.00011265465890548964,0.00012049869951701366
23.48036952494715,0.0001168762689734334,0.00011200637539249894
21.829045060333502,0.0001276414449234203,0.00010744835580204692
21.28278987587932,0.00011862149813464797,9.985537961428116e-05
21.120902411143863,0.00011249649112976738,0.00010531594053466793
20.304747896384438,0.00010791325433545474,0.00011583402837001543
18.771637312166757,0.00011566438544041732,0.00011119578092135178
17.126363006547034,0.0001205572862100466,0.00010778355515082847
14.942731274835689,0.00012783775658344935,0.00010386538918383063
13.409127672825475,0.00014165412459303823,9.89284897962748e-05
11.605242391478953,0.00013265127403214055,9.264107379331766e-05
10.089151192945048,0.00012464859601733126,8.705215887392925e-05
10.132218814553369,0.00011826596421576498,0.00010032474058266314
9.336629867178042,0.00011367126245782148,9.642706583763332e-05
8.365064764294178,0.0001062367230710613,0.00011434989753206775
8.3874699556093,0.00010093343470721238,0.00010864160322988476
8.498206947659199,9.619367652075503e-05,0.00011554234128916659
8.537391652338945,8.649482504813974e-05,0.00015445176865392176
9.938436686034308,0.00010153623410718291,0.00013736977085169251
10.774318362612917,0.00010669937803300928,0.00012856287433616752
11.185260559453933,0.00012167887137362088,0.00012099247010237785
11.064767029746644,0.00012192763772128802,0.00011400057763216223
10.905180954351865,0.00011671589479561859,0.00010912767338255488
10.406165984643915,0.00011193942456949984,0.00011568959322908243
9.255327074091552,0.00010587027820206844,0.00012195963970333294
8.491239170699142,0.00010108724343308851,0.00011644971560546735
7.7271512673067315,9.653581512380726e-05,0.0001437967297703686
8.545517055190642,8.961975437979828e-05,0.0001334947820776262
9.36388284307455,8.071861594618033e-05,0.0001696161968898846
11.63770243191109,7.791611888169105e-05,0.00015829383185162
13.8055653953015,8.698016653032929e-05,0.00014888527168736222
15.027553550171323,8.429998421084452e-05,0.00013815283289502498
14.742161343364614,8.051960569712064e-05,0.00015346430741044675
15.897595783866723,9.178337941297799e-05,0.00014739860320216064
16.894668538914917,9.836839363215434e-05,0.00013869893740483546
18.08962723319226,0.00012195791494045131,0.00012778443394943596
18.01627482228923,0.00011340607053674344,0.00013533129866406614
18.40589367033306,0.00010673894560726623,0.00013365606951118322
19.088004217059165,0.0001003419833837907,0.0001256459395371894
19.38336375662531,9.281564136373664e-05,0.00013561405448486965
20.21721503880845,8.859074309458164e-05,0.00013385254625673118
20.265984286617112,8.988040306422853e-05,0.00012741502021851393
20.095180164324074,8.369623038396014e-05,0.00013064960132175545
19.123319735219944,8.692883163745015e-05,0.00012420872564487096
17.953934338958245,9.407277618533676e-05,0.00011922366201190805
16.92147544120699,9.292568342930784e-05,0.0001141866227716886
15.925529343522514,0.00011881075853339682,0.00010327941215119423
14.198255688834966,0.00011477661780578795,9.533589865551323e-05
13.198274604068612,0.00012147443040246564,8.74561015752417e-05
13.14612105544422,0.0001361872673575968,7.826446067174379e-05
14.908742901408884,0.00013109798625216744,7.158311590797839e-05
16.376542102363562,0.00013749652450205163,6.748318579567304e-05
18.016484217055467,0.00012612052024291024,6.189036704735706e-05
19.65690975698001,0.00011977575563079578,7.085393657873512e-05
20.151720460836938,0.00011258586870471707,6.70565811468012e-05
20.50863637979759,0.00010782136027101733,8.017553542500976e-05
20.32520254875663,0.0001265131396457915,7.57525011010622e-05
20.55310246242882,0.00012611008938846646,7.19734452413629e-05
21.24406844706658,0.0001297966638344678,6.767297897260432e-05
22.64895051097492,0.00013930396284376085,6.190482815364067e-05
24.66335467603402,0.0001303588067802847,5.792971978189928e-05
26.911484146722888,0.0001227650123864817,7.310384712293672e-05
28.061610253761767,0.00012465849303289092,6.92508859706116e-05
28.93959920883903,0.00011821821927223108,7.111015623049046e-05
28.787595844348594,0.00013102820170686033,6.666333545296474e-05
29.01576955848417,0.00014758195694274071,6.077902031319387e-05
29.551744770237892,0.0001446136460433632,5.1168188185694114e-05
30.520772231029472,0.0001286551673415108,4.673604192741596e-05
32.023861079081854,0.0001181711479296605,5.281982508485424e-05
32.943487718012186,0.00011226147297914871,5.0178334309287115e-05
34.623037477045834,0.00010678630320679434,5.11268101615012e-05
35.34810059772256,0.00010157149516736159,4.863008078091351e-05
35.91357924003743,9.745957220300361e-05,7.051009004842342e-05
34.812464226142616,8.562523372991607e-05,8.324354403399902e-05
32.16555743113436,9.979022556248294e-05,7.887594637717718e-05
30.254036831690037,0.00010686624452577562,7.489725468998987e-05
29.6993183156476,0.00010015917702643954,7.019660346986054e-05
28.91462292414602,9.521517191885467e-05,7.868494924043476e-05
27.816331036997706,9.068488594664018e-05,7.494116225161178e-05
26.169713457286512,8.510070295078503e-05,9.570904091617972e-05
23.613088147962394,8.090722947739709e-05,0.00010354242946586915
21.080400169552284,7.571027214709409e-05,0.0001253491266725466
19.50769548167397,7.717092214532216e-05,0.00011632902252171213
18.22323724871613,9.27925568243176e-05,0.00010856193087618141
16.052700266205083,8.756881695285202e-05,0.00011153276270650539
14.394780975520003,9.638290952500017e-05,0.00010469080039915542
12.172270532349813,9.232591073382251e-05,0.00011194458798566119
11.712271098161002,8.700851329640742e-05,0.00012209268820190177
12.809998464609157,7.754417144262956e-05,0.00012499065802838
13.647180520973645,7.126193496022973e-05,0.0001189681468103145
14.18217550921202,6.336859180310535e-05,0.00013953741817103772
15.607228075618597,5.2554165882395777e-05,0.00016952191179967808
18.690409493899704,7.466981285441961e-05,0.0001351984280738663
20.07152816975384,6.792606132682488e-05,0.00012993005116064633
21.890870485756032,6.21344421743666e-05,0.00013649544768705235
23.688385996739704,5.90597401563579e-05,0.0001367586870298817
24.759130753136933,8.108027613151631e-05,0.00012757724832320675
24.90535362217964,9.061591671523032e-05,0.00012065320743863648
25.361489413450634,0.00010283954295770344,0.00011523872057249033
24.907890482804476,0.00011184020988187596,0.00011167108166312004
24.61816940426286,0.00011202322202682537,0.00010505246225598955
24.161522836534516,0.00010538807337889327,0.00010478025142441263
22.98371177452516,9.88934217095195e-05,0.00012890006200028199
22.2513120731707,0.00010494743944819941,0.00012247774771926504
21.010597847354905,0.00010161668881165208,0.00011859063205142468
18.87982604337091,9.544345449725103e-05,0.0001418032544554563
16.513442584291905,0.00010184593964297143,0.00013505169048456248
15.454562156374562,0.0001090115259062588,0.00012712097563681
13.76393858578979,0.00013789939973867717,0.00011845816996873747
11.631557963526145,0.00013473267913345508,0.00011188738933609947
9.459006229000789,0.00012530785929399966,0.00010577162106940557
8.47118242612929,0.00011901211395332879,0.00010045741975534003
8.059524450582716,0.0001253410196519792,9.247512609201165e-05
8.731179338638599,0.00011831189481893084,9.717540376778222e-05
9.426395471222685,0.00012567354740450302,9.123725999674745e-05
10.331007651677046,0.00011798336768836754,8.565429571609068e-05
11.444334438332282,0.00010988567164908416,9.0716032112155e-05
11.186000973542734,0.00010490484564258376,0.00010467480089899165
10.643258117080231,0.00010022595684711705,0.00011887900342364834
10.700767250926873,9.295891359726248e-05,0.00011570190367839523
10.083534843517745,8.723481781685e-05,0.00010857737141997716
9.86086214737393,7.836748210213854e-05,0.00013610227298916386
11.235904459147026,0.00010034046045693914,0.00012764556129415548
11.549691445136714,9.527219343479525e-05,0.00012758349945086572
11.923648828131883,0.00012214434995703053,0.0001188949417404911
11.41605920560543,0.00011861704388473,0.00011252110995654391
11.000560492990562,0.00011414420930226735,0.00012415828100488077
10.222948266511661,0.00010950800909069312,0.0001325691901167388
10.202782557346683,0.00010478269285559687,0.00014567438744676346
10.235000052065763,9.851166640170067e-05,0.00015432698531100153
10.677834842270288,9.040191906340934e-05,0.00015055832072274845
11.778492780710407,8.159336905479924e-05,0.00017088536484074885
14.296805668703795,7.307114984752815e-05,0.00015454093078796002
16.245374671782486,6.576002793920421e-05,0.00016795579055890787
18.590160704689882,0.0001034386358183397,0.00015126059283256232
19.15275731948037,9.636320023600396e-05,0.00014091402771919146
18.57104821239277,8.955955141688888e-05,0.00013817107632276547
19.240291643353096,8.481503203375727e-05,0.00014544173210111246
20.08538332661984,8.03709926663698e-05,0.00014265383196893875
21.98383569586354,0.00011765100778293805,0.00013116962618004013
22.18353016664357,0.00011045207273178187,0.00012234610951280958
22.248309452108806,0.00010576672681936934,0.00012108966748500128
22.050316057766775,0.00010260184660343212,0.00012640963401776354
21.626677870710544,0.00010084389396365902,0.00012102996220935022
20.699715289664283,0.0001275000434964681,0.00011603809082369339
19.252654508401253,0.00011680302471939473,0.0001063027087614027
17.062674871963075,0.00011100290608434233,0.0001229614548355598
14.871104203894447,0.00010289647041929152,0.00013532143510136313
12.720030344605897,9.871279733728285e-05,0.00012557062400998887
12.234251411281358,9.785722469919565e-05,0.0001184821403376415
11.574089899065873,9.277068226216711e-05,0.00013496314416727283
11.372734975965402,8.34719287985205e-05,0.00016147005321977146
11.766554197221547,7.994048152219211e-05,0.00015463873893412777
12.04634665467764,9.286509352487518e-05,0.00014600436719826055
13.247280842440233,8.941049798641725e-05,0.00015042753347879157
14.699550261114444,0.00014033766257792502,0.0001367221961734029
14.310298358989128,0.00014061337100817244,0.00012862197732633245
13.88586821181031,0.0001302976501710298,0.00011918597275502736
13.554145163136075,0.00012192388678046505,0.00013512851118481056
13.584895767578242,0.00015200640603867243,0.00012412820922553427
13.969855872562631,0.0001436369567303118,0.00010218397616996281
14.809270916169728,0.0001308997489600369,0.00010530208015786708
14.611108721593952,0.00012120474010996184,0.00011544518903262475
13.929596982375466,0.00011596047312058212,0.00011299974912332871
13.340991531975448,0.00010905884457558968,0.00011936431891275917
12.339882724926479,0.00010073360842795869,0.00014015257103639083
11.234213767619826,0.00010595768457559017,0.00013370322188636553
9.786605740120068,0.00010482250805658723,0.00012762797320125255
8.89837255707129,0.00011210826660827978,0.00012072605551203899
7.345538242162398,0.00012122295986168304,0.00011674618067166689
7.386702745679705,0.00012496687062707153,0.00011267509881352837
7.438025639696685,0.00012411156607098495,0.00010607316635961564
7.679641201452118,0.0001349492431192593,9.869120468950342e-05
8.421197964286723,0.00011384413244837642,8.325659572786587e-05
8.808545226579103,0.00010499937405650081,8.420784845233419e-05
8.388950866447418,9.882551228430481e-05,0.00010078975202746
7.685151654116987,9.361866798596585e-05,0.00010718855739640646
7.994000556877125,8.844648172230237e-05,0.00010347858125229399
8.461083287349181,0.00011311982143125124,9.615323711682623e-05
8.717927510246025,0.0001303811369964068,8.74013771371307e-05
8.958715385615525,0.00011987767586438708,7.617224825705324e-05
9.724144787456662,0.00011103060829657506,8.008961660084456e-05
10.179744071665706,0.00010652194412906518,7.41473359430008e-05
11.195316353313217,9.960775257716913e-05,6.933453527582999e-05
12.340889355679767,9.058686961496113e-05,9.186612975234958e-05
12.021514644328496,9.31735692323394e-05,8.645203632232144e-05
11.729048915103894,8.807080814018382e-05,8.725228952571495e-05
10.653915305982563,0.00010883660298059911,8.163731620797512e-05
10.56541975866626,9.64256235208936e-05,7.232795679344733e-05
10.800493821387317,9.109048219969777e-05,8.055273979821684e-05
11.1687307054698,8.349891380792532e-05,0.00011308837090423583
11.761151572286222,7.613758307558114e-05,0.0001159295800898387
12.681542699984563,8.802843667267011e-05,0.00010879373224373056
12.85603500369146,8.281069666830703e-05,0.00010234516368556239
12.19997129402106,8.044904553805506e-05,9.942641548975913e-05
11.36120512807213,7.433714968730383e-05,0.00013785115650508792
12.342888554342593,9.283619781092288e-05,0.00012749788421690357
12.18661407998252,8.819661932248814e-05,0.00013432097584628713
12.387267156241746,8.283406832368352e-05,0.00012771184827767355
13.859682580738024,7.29348271535763e-05,0.0001741818879295278
16.51892433177639,9.293563204751768e-05,0.00015763090049738247
18.329833892207034,8.760728800099664e-05,0.00014859333706010436
19.15410539083265,8.030298119934537e-05,0.00014888821181700885
20.271612684912867,8.461646969348146e-05,0.00014014468210507886
21.597762851621095,7.962750366065797e-05,0.0001441480181876095
22.582129518948115,7.051606322884618e-05,0.00016672448643497407
23.998940925652697,6.334105126408415e-05,0.0001542667915188983
26.22993645101121,5.683284693493697e-05,0.000154427867914346
28.776093628813168,6.172872417546223e-05,0.0001403385108861712
30.801272518515272,8.867257660844645e-05,0.00013037497158900933
30.023072969899005,8.275913889058375e-05,0.0001261942075944926
30.384183446120975,7.710637892549214e-05,0.0001540732563545024
31.281661714644333,0.00012193035375621916,0.00013056753066432392
30.003499701024953,0.00012464977272562625,0.00012253497439800344
27.138085493073742,0.00012389932502720333,0.00011748742878369665
25.48356251383461,0.00011794187914746436,0.00011463404653943706
23.740895544837116,0.00011349638519676648,0.00012331142638945638
21.899454880050722,0.00012363611380791995,0.00011820759041186544
20.295112714434993,0.00012374999754465366,0.00011548707925360943
18.482338896493893,0.00013127064902824508,0.00010719530441338329
16.306825641994923,0.00012560584129209395,0.00011317581431567313
13.694067327088561,0.00011799360903413712,0.0001374929234290951
10.939477650987483,0.00011022338226952005,0.00014228907740676682
9.067754169471288,0.00010300156011719895,0.00013296631493939077
8.614940065480765,9.580123301100433e-05,0.00014385223824856796
8.562313809668273,0.00012139840755996014,0.0001330896679691239
6.512379973318548,0.00011825886902665429,0.0001262052852089806
6.5002265263968875,0.00011163392201628952,0.00012155053750633404
6.742879218041727,9.47988146993955e-05,0.0001846871263205972
