conversion_line,base_line,lagging_span,leading_line1,leading_line2
29215.175,29215.175,29323.82,0,0
29215.175,29215.175,29351.95,0,0
29215.175,29215.175,29349.63,0,0
29215.175,29215.175,29589.99,0,0
29215.175,29215.175,29709.07,0,0
29215.175,29215.175,29750.0,0,0
29138.27,29138.27,29844.51,0,0
29138.27,29138.27,29612.87,0,0
29138.27,29138.27,29680.99,0,0
29135.9,29138.27,29755.0,0,0
29104.555,29138.27,30604.03,0,0
29203.27,29203.27,31541.17,0,0
29203.27,29203.27,31290.53,0,0
29203.27,29203.27,31691.29,0,0
29203.27,29203.27,32482.28,0,0
29236.12,29203.27,32856.96,0,0
29268.5,29203.27,32999.98,0,0
29112.285,29112.285,33027.2,0,0
29112.285,29112.285,30667.22,0,0
29112.285,29112.285,31694.59,0,0
29077.285,29112.285,32145.66,0,0
29077.285,29112.285,32178.33,0,0
29007.785,29112.285,32447.94,0,0
28992.285,29112.285,32585.09,0,0
29012.285,29112.285,32741.67,0,0
29046.785,29112.285,32573.87,29215.175,29215.175
29174.685,29112.285,33192.53,29215.175,29215.175
29174.685,29112.285,33758.67,29215.175,29215.175
29268.265,29112.285,33967.13,29215.175,29215.175
29345.765,29184.785,34452.34,29215.175,29215.175
29383.515,29222.535,34367.68,29215.175,29215.175
29397.82,29236.84,34190.55,29138.27,29138.27
29499.5,29261.785,33877.96,29138.27,29138.27
29559.5,29261.785,34413.53,29138.27,29138.27
29559.5,29261.785,34103.72,29137.085,29138.27
30054.0,29756.285,33880.0,29121.412,29138.27
30455.75,30093.22,33811.54,29203.27,29203.27
30508.945,30096.23,33506.62,29203.27,29203.27
30636.955,30212.285,32676.74,29203.27,29203.27
31236.955,30812.285,32909.27,29203.27,29203.27
31236.955,30812.285,32769.76,29219.695,29203.27
31386.955,30962.285,32772.21,29235.885,29203.27
31461.395,30962.285,33726.21,29112.285,29112.285
31520.695,31090.185,33558.34,29112.285,29112.285
31800.0,31090.185,33119.14,29112.285,29112.285
31800.0,31123.265,33000.05,29094.785,29112.285
31800.0,31123.265,32843.88,29094.785,29112.285
31800.0,31123.265,33191.04,29060.035,29112.285
31800.0,31123.265,33454.22,29052.285,29112.285
31800.0,31200.0,33505.16,29062.285,29112.285
31760.0,31260.0,33257.55,29079.535,29112.285
31775.0,31260.0,32813.01,29143.485,29112.285
32240.0,31700.0,33100.02,29143.485,29112.285
32802.48,31764.815,32068.84,29190.275,29112.285
33139.055,32114.055,32045.14,29265.275,29184.785
33370.55,32126.01,31038.63,29303.025,29222.535
33489.555,32126.01,30270.76,29317.33,29236.84
33591.055,32126.01,30743.06,29380.642,29261.785
33591.055,32126.01,31219.02,29410.642,29261.785
33614.055,32200.45,31400.0,29410.642,29261.785
33943.775,32259.75,32113.68,29905.142,29756.285
34090.555,32539.055,31745.72,30274.485,30093.22
33752.555,32539.055,31320.31,30302.588,30096.23
33660.205,32539.055,31024.17,30424.62,30212.285
33527.365,32539.055,31165.16,31024.62,30812.285
33433.5,32539.055,31665.51,31024.62,30812.285
33433.5,32539.055,31244.97,31174.62,30962.285
33433.5,32539.055,31014.27,31211.84,30962.285
33326.01,32539.055,31332.05,31305.44,30962.285
33208.5,32539.055,31988.71,31445.092,30962.285
33070.225,33101.535,32430.49,31461.632,30962.285
33064.46,33139.055,32786.06,31461.632,30962.285
33064.46,33370.55,32306.64,31461.632,30962.285
33064.46,33489.555,31200.0,31461.632,30962.285
33131.085,33522.555,30858.98,31500.0,30962.285
33131.085,33522.555,30436.25,31510.0,30962.285
33131.085,33522.555,31123.25,31517.5,30962.285
33030.675,33522.555,30817.77,31970.0,31402.285
32552.5,33141.555,31192.09,32283.648,31402.285
32525.0,33114.055,31569.63,32626.555,31701.34
31924.425,32459.63,31345.77,32748.28,31701.34
30865.0,31365.0,31776.66,32807.782,31701.34
30865.0,31365.0,31585.01,32858.532,31701.34
30865.0,31365.0,31460.01,32858.532,31701.34
30769.0,31365.0,32342.33,32907.253,31701.34
30769.0,31257.51,32099.98,33101.762,31701.34
30639.345,31140.0,32469.9,33314.805,31701.34
30348.94,31001.725,32742.73,33145.805,31701.34
30157.835,30995.96,33372.84,33099.63,31701.34
30157.835,30995.96,33697.75,33033.21,31701.34
30792.835,30995.96,33969.17,32986.277,31701.34
31319.96,30995.96,33699.63,32986.277,31701.34
31392.835,30995.96,34183.42,32986.277,31701.34
31406.015,30995.96,33949.53,32932.532,31701.34
31406.015,30895.55,33918.01,32873.777,31829.24
31739.87,30865.0,33811.28,33085.88,31829.24
31739.87,30865.0,33873.3,33101.758,31862.32
31854.73,30865.0,34117.59,33217.505,31862.32
31854.73,30865.0,35325.91,33277.008,31862.32
31635.69,30865.0,34978.91,33326.82,31862.32
31376.69,30865.0,35125.51,33326.82,31939.055
31376.69,30769.0,34676.4,33326.82,31999.055
31376.69,30769.0,34594.28,33276.615,31999.055
31376.69,30639.345,33919.5,32847.027,31999.055
31364.13,30491.69,34417.36,32819.527,32063.87
31364.13,30491.69,34918.53,32192.028,32114.055
31218.045,30491.69,34929.87,31115.0,31454.055
30978.565,31126.69,34550.0,31115.0,31454.055
30978.565,31376.69,34213.46,31115.0,31454.055
31137.535,31376.69,34566.19,31067.0,31454.055
31567.27,31376.69,34612.41,31013.255,31454.055
31743.885,31376.69,34898.52,30889.672,31454.055
31939.165,31376.69,35215.75,30675.332,31454.055
32260.94,31666.775,34816.72,30576.898,31454.055
32649.435,32043.545,36015.88,30576.898,31454.055
32649.435,32043.545,35874.16,30894.398,31454.055
32649.435,32043.545,35989.63,31157.96,31454.055
32735.89,32130.0,36769.36,31194.398,31454.055
33061.615,32130.0,37150.66,31200.988,31454.055
33061.615,32130.0,36871.47,31150.782,31454.055
33307.09,32130.0,36962.37,31302.435,31454.055
33505.015,32130.0,37454.48,31302.435,31454.055
33729.41,32130.0,37450.95,31359.865,31454.055
34527.29,32833.29,37347.2,31359.865,31454.055
34527.29,32833.29,37130.84,31250.345,31454.055
34527.29,32833.29,36859.85,31120.845,31454.055
34527.29,32833.29,37217.55,31072.845,31454.055
34527.29,33263.025,37492.69,31072.845,31454.055
34562.24,33292.175,37045.45,31008.018,31454.055
34562.24,33427.455,37822.09,30927.91,31454.055
34562.24,33427.455,37941.36,30927.91,31454.055
34562.24,33439.18,38161.6,30854.868,31400.205
34473.95,33439.18,38453.97,31052.628,31365.0
34303.265,33439.18,38970.42,31177.628,31365.0
34303.265,33439.18,39120.01,31257.112,31365.0
34278.95,33764.905,39732.92,31471.98,31365.0
34278.95,33764.905,38948.48,31560.288,31257.51
34539.805,34010.38,39062.0,31657.927,31140.0
34873.71,34208.305,39109.38,31963.858,31001.725
35151.21,34674.41,39687.11,32346.49,31158.545
35261.21,34879.0,39665.92,32346.49,31158.545
35261.21,34879.0,39432.28,32346.49,31158.545
35544.605,35113.605,38793.23,32432.945,31245.0
35783.815,35287.815,38681.37,32595.808,31245.0
35783.815,35287.815,37181.74,32595.808,31245.0
35783.815,35322.765,38347.1,32718.545,31245.0
35989.5,35528.45,38668.92,32817.508,31245.0
35989.5,35528.45,37975.25,32929.705,31245.0
36675.4,35529.35,38537.94,33680.29,31948.29
36700.86,35529.35,38930.55,33680.29,31948.29
36824.96,35529.35,38648.95,33680.29,31948.29
37000.4,35529.35,39358.34,33680.29,31948.29
37000.4,35529.35,40721.45,33895.158,31948.29
37000.4,35529.35,41286.67,33927.208,31948.29
37106.86,35874.165,41316.91,33994.848,31948.29
37250.0,36126.21,41311.18,33994.848,31948.29
37364.5,36240.71,41454.13,34000.71,31948.29
37472.38,36348.59,40829.08,33956.565,31948.29
37635.21,36511.42,41303.42,33871.222,32583.29
37900.0,36825.0,41009.07,33871.222,32833.29
38340.0,37027.5,39920.39,34021.928,32833.29
38432.5,37322.5,40365.09,34021.928,32833.29
38432.5,37322.5,39059.15,34275.092,32833.29
38432.5,37322.5,40075.82,34541.008,32833.29
38432.5,37322.5,40674.45,34912.81,33075.0
38432.5,38007.5,40582.81,35070.105,33185.0
38432.5,38032.96,40283.56,35070.105,33185.0
38432.5,38157.06,40198.56,35329.105,33419.605
38432.5,38332.5,39973.0,35535.815,33593.815
38432.5,38332.5,40211.59,35535.815,33593.815
38234.5,38332.5,40206.44,35553.29,33593.815
38234.5,38332.5,39295.37,35758.975,33799.5
38234.5,38332.5,38984.86,35758.975,33799.5
38234.5,38332.5,39638.61,36102.375,33800.4
38099.935,38332.5,40172.14,36115.105,33800.4
38099.935,38332.5,40348.35,36177.155,33800.4
37937.11,38332.5,40376.03,36264.875,33800.4
38778.895,38778.895,40565.77,36264.875,33800.4
39284.425,39000.225,40874.99,36264.875,34230.135
39674.91,39142.95,41051.65,36490.512,34365.745
39674.91,39142.95,40819.01,36688.105,34644.165
39674.91,39142.95,40525.15,36802.605,34758.665
40086.0,39225.0,39995.1,36910.485,34878.27
40086.0,39225.0,40421.4,37073.315,35041.1
40086.0,39225.0,40650.01,37362.5,35305.89
40585.0,39225.0,40665.91,37683.75,35443.39
40863.5,39225.0,40606.22,37877.5,36064.115
40419.0,39225.0,40718.8,37877.5,36064.115
40301.0,39225.0,40281.09,37877.5,36309.59
40301.0,39225.0,40088.22,37877.5,36507.515
40301.0,39225.0,40581.48,38220.0,36731.91
40126.0,39225.0,41141.56,38232.73,36826.5
40104.095,39225.0,40945.28,38294.78,36826.5
39902.5,39225.0,40316.64,38382.5,36826.5
39814.065,39225.0,40342.46,38382.5,36826.5
39814.065,39509.2,40451.84,38283.5,36826.5
39814.065,39756.96,40904.5,38283.5,36861.45
