time,high,low,open,close,volume
1609462800000,29470,28960.35,28995.13,29409.99,158357816.82
1609466400000,29465.26,29120.03,29409.99,29194.65,69842653.67
1609470000000,29367,29150.02,29194.65,29278.4,42760776.73
1609473600000,29395,29029.4,29278.4,29220.31,59614637.3
1609477200000,29235.28,29084.11,29220.31,29187.01,42864538.7
1609480800000,29270,29077.32,29187.01,29174.35,41446013.02
1609484400000,29191.98,28806.54,29174.35,29092.83,69034619.09
1609488000000,29178.03,28872.24,29092.83,29000.01,58274190.7
1609491600000,29307.73,28970,29000.01,29202.21,59006512.26
1609495200000,29344.97,29152.88,29202.21,29223.82,56881923.88
1609498800000,29402.57,29212.44,29223.82,29313.49,67680909.41
1609502400000,29600,29150,29313.49,29233.49,123253838.24
1609506000000,29470,29200,29233.49,29464.79,64952612.18
1609509600000,29530,29266.15,29464.79,29327.84,76824362.53
1609513200000,29391,29030.14,29327.84,29188.67,81232002.49
1609516800000,29360,29125,29188.67,29300.57,43610391.87
1609520400000,29339.76,28937,29300.57,29079.64,73023440.34
1609524000000,29259.98,28624.57,29079.64,29072.7,122480565.74
1609527600000,29125.32,28950,29072.7,29029.04,47324728.28
1609531200000,29279.72,28880.37,29029.04,29200.96,53590098.14
1609534800000,29289.82,29130,29200.96,29160.39,42285361.52
1609538400000,29326.74,29104.57,29160.39,29262.32,32972283.54
1609542000000,29338.89,29228.14,29262.32,29331.69,28443882.37
1609545600000,29338.59,28946.53,29331.69,29197.48,76856531.56
1609549200000,29400,29100,29197.48,29359.47,55385402.79
1609552800000,29469,29320.01,29359.47,29323.82,50111457.75
1609556400000,29382.49,29256.85,29323.82,29351.95,33963115.17
1609560000000,29396,29220,29351.95,29349.63,28985783.95
1609563600000,29590,29349.63,29349.63,29589.99,81957934.92
1609567200000,29745,29450,29589.99,29709.07,89791157.02
1609570800000,29820.5,29623.31,29709.07,29750,91222945.58
1609574400000,29849.11,29640,29750,29844.51,70213292.49
1609578000000,29899,29578.05,29844.51,29612.87,94891130.35
1609581600000,29829,29473.91,29612.87,29680.99,68694488.76
1609585200000,29780.53,29622.79,29680.99,29755,40570945.42
1609588800000,30888,29741.39,29755,30604.03,387025691.68
1609592400000,31561.87,30521,30604.03,31541.17,284862696.67
1609596000000,31567.89,31065,31541.17,31290.53,201609364.54
1609599600000,31800,31236.37,31290.53,31691.29,177435149.22
1609603200000,33000,31616.42,31691.29,32482.28,500065150.69
1609606800000,32935,32394.77,32482.28,32856.96,209101591.46
1609610400000,33300,32421,32856.96,32999.98,235363454.12
1609614000000,33220,32690,32999.98,33027.2,192991798.29
1609617600000,33061.37,30550,33027.2,30667.22,504482345.09
1609621200000,32005.94,30300,30667.22,31694.59,326513926.94
1609624800000,32311.92,31424.96,31694.59,32145.66,124189288.57
1609628400000,32246.67,31500,32145.66,32178.33,147557520.62
1609632000000,32497.8,31962.99,32178.33,32447.94,108006253.42
1609635600000,32790.07,32201,32447.94,32585.09,110773399.69
1609639200000,32884.09,32550,32585.09,32741.67,66039545.23
1609642800000,32756,32404,32741.67,32573.87,69347477.46
1609646400000,33250,32450,32573.87,33192.53,112792746.67
1609650000000,34180,33109.44,33192.53,33758.67,350167811.1
1609653600000,34110.05,33651.12,33758.67,33967.13,153551636.95
1609657200000,34778.11,33737.19,33967.13,34452.34,273877823.02
