time,high,low,open,close,volume
1588291200000,8739.01,8613.56,8620,8707.51,30048334.63
1588294800000,8762.04,8657.85,8707.51,8662.61,19789676.94
1588298400000,8730,8644.32,8662.61,8726.36,15907238.22
1588302000000,8738,8665.26,8726.36,8675.35,17723267.93
1588305600000,8799.71,8674.01,8675.35,8791.59,22764778.17
1588309200000,8835.7,8755.36,8791.59,8815.42,26892393.31
1588312800000,8815.42,8745.93,8815.42,8756.9,17602896.84
1588316400000,8780,8703.03,8756.9,8767.18,30508597.45
1588320000000,8798.91,8745.01,8767.18,8794.02,16920391.78
1588323600000,8860,8770,8794.02,8845.52,31177408.2
1588327200000,8900,8815.82,8845.52,8900,37428615.35
1588330800000,9059.18,8868,8900,8995.66,87399405.63
1588334400000,9022,8815,8995.66,8878.53,92615020.32
1588338000000,8925,8772.05,8878.53,8792.2,55365725.8
1588341600000,8840.31,8716.28,8792.2,8823.17,51337021.58
1588345200000,8858.68,8725,8823.17,8726.84,40306626.22
1588348800000,8765.13,8655.31,8726.84,8735.83,52874957.03
1588352400000,8768.85,8687.01,8735.83,8762.74,29599059.6
1588356000000,8780,8721,8762.74,8733.45,18993936.02
1588359600000,8772.71,8702,8733.45,8727.82,19592009.77
1588363200000,8748.69,8663.28,8727.82,8729.04,20970814.95
1588366800000,8849.99,8729.04,8729.04,8844.67,24450380.54
1588370400000,8870,8796.23,8844.67,8837.15,22016079.46
1588374000000,8893.43,8800.52,8837.15,8826.96,23355490.89
1588377600000,8843.64,8762,8826.96,8827.99,18929699.56
1588381200000,8829,8771.03,8827.99,8792.17,12919521.8
1588384800000,8838.54,8753,8792.17,8812.35,13743351.68
1588388400000,8856.4,8792.95,8812.35,8834.08,14978887.1
1588392000000,8856.76,8792,8834.08,8818.51,14871567.31
1588395600000,8832.18,8782.62,8818.51,8816.42,10210033.24
1588399200000,8846,8806.83,8816.42,8822.85,16258521.45
1588402800000,8830,8783.49,8822.85,8799.01,15947508.15
1588406400000,8819.14,8768,8799.01,8773.42,19958508.48
1588410000000,8822.95,8772.02,8773.42,8811.9,12030742.04
1588413600000,8846.62,8806.36,8811.9,8828.23,28568786.44
1588417200000,8887,8828.22,8828.23,8834,24701413.9
1588420800000,8940,8834,8834,8859.35,40309038.2
1588424400000,8909.74,8850.86,8859.35,8899.73,18372656.52
1588428000000,8950,8885.97,8899.73,8919.51,31420689.14
1588431600000,8967.62,8894,8919.51,8936.41,33335741.52
1588435200000,9010,8918.07,8936.41,8980.63,41848047.28
1588438800000,8999.98,8948,8980.63,8971.98,20906314.54
1588442400000,8972,8811,8971.98,8866.72,52964873.36
1588446000000,8880,8820,8866.72,8878.11,16291738.45
1588449600000,8930.93,8860,8878.11,8930.53,15073090.3
1588453200000,8939,8883.15,8930.53,8924.93,14047345
1588456800000,8939.99,8892.89,8924.93,8933.54,12615864.01
1588460400000,8985,8921.42,8933.54,8972.05,23534920.06
1588464000000,9150,8937,8972.05,9124.35,62960429.26
1588467600000,9200,9055,9124.35,9115.52,66442480.6
1588471200000,9146.62,9072.36,9115.52,9073.06,26140954.96
1588474800000,9160,9072.72,9073.06,9132.95,22593375.32
1588478400000,9150.23,9105.17,9132.95,9112.26,20419552.79
1588482000000,9130.56,9080,9112.26,9096.21,21904317.4
1588485600000,9098.43,8911.35,9096.21,9003,66556157.65
1588489200000,9031.35,8982,9003,8990.75,22545338.85
1588492800000,9049.19,8966.22,8990.75,9033.78,17745288.21
1588496400000,9122.44,9027,9033.78,9104.49,25969732.61
1588500000000,9140,8992,9104.49,9041.46,32075671.68
1588503600000,9098.17,9019.99,9041.46,9045.5,16560987.42
1588507200000,9094,8853,9045.5,8958.85,66014751.09
1588510800000,8960,8824.67,8958.85,8920.82,66694973.14
1588514400000,8921.83,8727,8920.82,8767.1,60043243.27
1588518000000,8843,8712,8767.1,8813,48231334.09
1588521600000,8881,8781.49,8813,8852.14,26297081.93
1588525200000,8887,8781.2,8852.14,8818.29,21024621.86
1588528800000,8869,8802,8818.29,8848.55,13415840.91
1588532400000,8906,8843.76,8848.55,8872.34,20332847.84
1588536000000,8883.97,8790,8872.34,8843.55,17797389.25
1588539600000,8908.61,8806,8843.55,8856,15057088.67
1588543200000,8955,8856,8856,8895.7,30601696.22
1588546800000,8921.76,8851.56,8895.7,8894.16,21001940.92
1588550400000,8936.1,8770,8894.16,8806.18,36162398.76
1588554000000,8836.42,8630.55,8806.18,8693.71,68479222.59
1588557600000,8780.41,8672.67,8693.71,8746.7,23947192.22
1588561200000,8768.75,8701,8746.7,8730.84,15381972.43
1588564800000,8741.99,8621,8730.84,8687.87,35239679.02
1588568400000,8695.95,8522,8687.87,8606.11,63981834.03
1588572000000,8650,8582.17,8606.11,8620.8,24739352.28
1588575600000,8669,8569.82,8620.8,8648.41,27722383.42
1588579200000,8716.8,8638.68,8648.41,8691.29,30924178.49
1588582800000,8696.88,8594.26,8691.29,8630.54,26197953.71
1588586400000,8680,8602,8630.54,8623.46,23162591.56
1588590000000,8697.65,8617.89,8623.46,8672.36,20903224.34
1588593600000,8748,8646.52,8672.36,8714.58,31814568.16
1588597200000,8836,8713.57,8714.58,8829.48,40152521
1588600800000,8860,8776.06,8829.48,8780.1,44337537.62
1588604400000,8849.19,8779.33,8780.1,8848,24895577.86
1588608000000,8887,8789,8848,8828.96,36374829.07
1588611600000,8848.13,8743.58,8828.96,8799.54,28271032.81
1588615200000,8873,8790,8799.54,8845.4,21102498.57
1588618800000,8881.8,8806,8845.4,8830.14,20981763.77
1588622400000,8926,8828.07,8830.14,8902.65,26876102.88
1588626000000,8942.38,8875.69,8902.65,8936.71,19834947.6
1588629600000,8950,8844.37,8936.71,8869.93,24825833.88
1588633200000,8904,8825,8869.93,8871.96,22034622.61
1588636800000,8928.35,8840.68,8871.96,8901.65,20623182.9
1588640400000,8902.99,8825.92,8901.65,8879.58,17246596.49
1588644000000,8886.63,8822,8879.58,8853.75,14694719.97
1588647600000,8874.87,8815,8853.75,8850,17650313.24
1588651200000,9085,8849.97,8850,9043.8,65228547.01
1588654800000,9118.58,8990,9043.8,9006.45,58692206.54
1588658400000,9049.96,8958,9006.45,9024.98,29344562.45
1588662000000,9068.95,8998,9024.98,9013.55,28136656.1
1588665600000,9040,8976.36,9013.55,9032.57,23431431.14
1588669200000,9085,8990.1,9032.57,9000.01,29399404.05
1588672800000,9001.11,8760,9000.01,8848.25,85567654.57
1588676400000,8890.95,8830,8848.25,8844.73,25532583.13
1588680000000,8884.22,8806.12,8844.73,8869.62,24553882.7
1588683600000,8950,8844.63,8869.62,8920,33067948.83
1588687200000,8924.99,8811,8920,8880.81,28803245.97
1588690800000,8882.99,8830,8880.81,8842.34,20020025.52
1588694400000,8892.2,8818.41,8842.34,8872.11,21174826.77
1588698000000,8933,8841.01,8872.11,8869.44,19475320.29
1588701600000,8910,8851.57,8869.44,8888.91,13092704.91
1588705200000,8938,8873.22,8888.91,8905,17078677.52
1588708800000,8964.16,8898.67,8905,8938.05,19063328.46
1588712400000,8999,8938.04,8938.05,8960.85,22596933.87
1588716000000,8982,8887,8960.85,8969.83,20840105.9
1588719600000,9044,8949.98,8969.83,9021.83,27768160.57
