conversion_line,base_line,lagging_span,leading_line1,leading_line2
8676.285,8676.285,8792.17,0,0
8687.8,8687.8,8812.35,0,0
8687.8,8687.8,8834.08,0,0
8687.8,8687.8,8818.51,0,0
8706.635,8706.635,8816.42,0,0
8724.63,8724.63,8822.85,0,0
8724.63,8724.63,8799.01,0,0
8724.63,8724.63,8773.42,0,0
8724.63,8724.63,8811.9,0,0
8752.16,8736.78,8828.23,0,0
8772.16,8756.78,8834.0,0,0
8862.22,8836.37,8859.35,0,0
8866.595,8836.37,8899.73,0,0
8881.105,8836.37,8919.51,0,0
8881.105,8836.37,8936.41,0,0
8881.105,8836.37,8980.63,0,0
8857.245,8836.37,8971.98,0,0
8857.245,8836.37,8866.72,0,0
8857.245,8836.37,8878.11,0,0
8857.245,8836.37,8930.53,0,0
8838.655,8836.37,8924.93,0,0
8790.155,8836.37,8933.54,0,0
8762.655,8836.37,8972.05,0,0
8774.37,8836.37,9124.35,0,0
8774.37,8836.37,9115.52,0,0
8778.355,8836.37,9073.06,8676.285,8676.285
8778.355,8851.75,9132.95,8687.8,8687.8
8778.355,8851.75,9112.26,8687.8,8687.8
8778.355,8857.245,9096.21,8687.8,8687.8
8811.235,8857.245,9003.0,8706.635,8706.635
8823.215,8857.245,8990.75,8724.63,8724.63
8823.215,8857.245,9033.78,8724.63,8724.63
8804.88,8857.245,9104.49,8724.63,8724.63
8804.88,8857.245,9041.46,8724.63,8724.63
8804.88,8857.245,9045.5,8744.47,8736.78
8827.5,8857.245,8958.85,8764.47,8756.78
8854.0,8857.245,8920.82,8849.295,8836.37
8854.0,8838.655,8767.1,8851.482,8836.37
8859.0,8802.655,8813.0,8858.738,8836.37
8867.81,8811.465,8852.14,8858.738,8836.37
8889.0,8832.655,8818.29,8858.738,8836.37
8891.01,8832.655,8848.55,8846.807,8836.37
8908.18,8836.64,8872.34,8846.807,8836.37
8910.5,8836.64,8843.55,8846.807,8836.37
8910.5,8836.64,8856.0,8846.807,8836.37
8910.5,8836.64,8895.7,8837.512,8836.37
8910.5,8869.52,8894.16,8813.262,8836.37
8910.5,8881.5,8806.18,8799.512,8836.37
8980.5,8951.5,8693.71,8805.37,8836.37
9005.5,8976.5,8746.7,8805.37,8836.37
9005.5,8976.5,8730.84,8807.362,8836.37
9010.0,8976.5,8687.87,8815.052,8836.37
9030.0,8984.0,8606.11,8815.052,8836.37
9041.575,8984.0,8620.8,8817.8,8836.37
9046.445,8984.0,8648.41,8834.24,8836.37
9055.675,8984.0,8691.29,8840.23,8836.37
9055.675,8984.0,8630.54,8840.23,8836.37
9055.675,8984.0,8623.46,8831.062,8836.37
9035.675,8986.01,8672.36,8831.062,8836.37
9035.675,9003.18,8714.58,8831.062,8836.37
9001.615,9005.5,8829.48,8842.372,8836.37
8982.335,9005.5,8780.1,8855.622,8836.37
8933.5,8963.5,8848.0,8846.328,8836.37
8926.0,8956.0,8828.96,8830.828,8836.37
8926.0,8956.0,8799.54,8839.638,8836.37
8926.0,8956.0,8845.4,8860.828,8836.37
8926.0,8956.0,8830.14,8861.832,8836.37
8905.085,8956.0,8902.65,8872.41,8836.37
8903.0,8956.0,8936.71,8873.57,8836.37
8836.0,8956.0,8869.93,8873.57,8836.37
8833.5,8956.0,8871.96,8873.57,8836.37
8833.5,8956.0,8901.65,8890.01,8836.37
8862.5,8956.0,8879.58,8896.0,8836.37
8792.775,8915.275,8853.75,8966.0,8881.78
8792.775,8915.275,8850.0,8991.0,8906.78
8792.775,8895.275,9043.8,8991.0,8906.78
8788.0,8890.5,9006.45,8993.25,8906.78
8738.5,8836.115,9024.98,9007.0,8922.16
8738.5,8831.0,9013.55,9012.788,8922.16
8729.05,8831.0,9032.57,9015.222,8927.655
8729.05,8831.0,9000.01,9019.838,8927.655
8679.21,8831.0,8848.25,9019.838,8927.655
8651.205,8831.0,8844.73,9019.838,8927.655
8645.375,8831.0,8869.62,9010.842,8927.655
8635.0,8810.085,8920.0,9019.428,8927.655
8679.0,8808.0,8880.81,9003.557,8927.655
8714.91,8741.0,8842.34,8993.918,8927.655
8714.91,8738.5,8872.11,8948.5,8927.655
8740.63,8738.5,8869.44,8941.0,8927.655
8740.63,8738.5,8888.91,8941.0,8927.655
8744.5,8738.5,8905.0,8941.0,8927.655
8752.445,8738.5,8938.05,8941.0,8927.655
8786.26,8738.5,8960.85,8930.542,8927.655
8827.975,8738.5,8969.83,8929.5,8931.64
8846.79,8738.5,9021.83,8896.0,8931.64
8846.79,8738.5,8947.15,8894.75,8931.64
8846.79,8736.0,8979.9,8894.75,8931.64
8846.79,8736.0,8971.07,8909.25,8956.0
8870.0,8736.0,8979.73,8854.025,8915.275
8878.0,8736.0,8997.26,8854.025,8915.275
8950.0,8803.5,9007.92,8844.025,8915.275
8966.79,8820.29,9025.5,8839.25,8910.5
8966.79,8820.29,9018.18,8787.307,8861.0
8966.79,8844.2,9040.72,8784.75,8861.0
8966.79,8844.2,9082.59,8780.025,8861.0
8966.79,8856.42,9227.21,8780.025,8861.0
8939.29,8856.42,9313.0,8755.105,8861.0
8939.29,8860.29,9224.98,8741.102,8861.0
8939.29,8868.235,9226.81,8738.188,8861.0
8939.29,8882.55,9230.0,8722.542,8861.0
8922.5,8916.075,9273.39,8743.5,8861.0
8922.5,8931.08,9266.61,8727.955,8861.0
