time,BUP,MA,BDOWN
1198269000000.0,8294.846,7778.6,7262.354
1198355400000.0,8266.529,7748.85,7231.171
1198528200000.0,8243.45,7711.85,7180.25
1198614600000.0,8226.28,7667.7,7109.12
1198960200000.0,8213.594,7616.55,7019.506
1199046600000.0,8201.303,7559.05,6916.797
1199133000000.0,8166.565,7501.5,6836.435
1199219400000.0,8101.896,7448.55,6795.204
1199478600000.0,8012.929,7400.15,6787.371
1199565000000.0,7914.601,7344.75,6774.899
1199737800000.0,7836.611,7298.1,6759.589
1199824200000.0,7779.843,7260.2,6740.557
1200083400000.0,7744.187,7230.1,6716.013
1201465800000.0,7740.26,7229.0,6717.74
1201552200000.0,7715.29,7220.8,6726.31
1201638600000.0,7703.564,7216.55,6729.536
1201897800000.0,7698.441,7214.85,6731.259
1201984200000.0,7675.93,7205.75,6735.57
1202070600000.0,7646.47,7192.8,6739.13
1202157000000.0,7614.847,7179.85,6744.853
1202243400000.0,7578.569,7165.25,6751.931
1202502600000.0,7548.253,7155.0,6761.747
1202589000000.0,7541.042,7151.85,6762.658
1202761800000.0,7546.949,7155.75,6764.551
1202848200000.0,7555.841,7167.4,6778.959
1203107400000.0,7553.616,7185.3,6816.984
1203193800000.0,7544.33,7201.75,6859.17
1203280200000.0,7538.567,7208.75,6878.933
1203366600000.0,7540.04,7216.15,6892.26
1203971400000.0,7525.788,7227.0,6928.212
1204057800000.0,7517.25,7230.65,6944.05
1204317000000.0,7511.756,7232.9,6954.044
1204403400000.0,7507.444,7234.55,6961.656
1204489800000.0,7451.448,7210.6,6969.752
1204576200000.0,7423.776,7197.8,6971.824
1204662600000.0,7403.605,7192.15,6980.695
1205008200000.0,7374.126,7186.1,6998.074
1205094600000.0,7374.967,7186.35,6997.733
1205181000000.0,7379.557,7188.55,6997.543
1205267400000.0,7383.067,7190.35,6997.633
1205526600000.0,7387.339,7193.3,6999.261
1205613000000.0,7386.045,7192.7,6999.355
1205699400000.0,7389.156,7194.0,6998.844
1205785800000.0,7396.248,7196.8,6997.352
1206300600000.0,7402.662,7199.25,6995.838
1206473400000.0,7408.744,7201.75,6994.756
1206732600000.0,7422.164,7207.45,6992.736
1206819000000.0,7447.81,7221.35,6994.89
1207078200000.0,7482.043,7233.2,6984.357
1207337400000.0,7517.563,7249.75,6981.937
1207423800000.0,7539.34,7273.3,7007.26
1207510200000.0,7551.683,7297.55,7043.417
1207596600000.0,7569.347,7326.25,7083.153
1207683000000.0,7627.349,7358.65,7089.951
1207942200000.0,7670.156,7385.55,7100.944
1208028600000.0,7711.135,7405.2,7099.265
1208115000000.0,7733.788,7419.1,7104.412
1208201400000.0,7756.74,7435.2,7113.66
1208287800000.0,7774.333,7453.3,7132.267
1208547000000.0,7785.414,7471.2,7156.986
1208633400000.0,7789.036,7488.8,7188.564
1208719800000.0,7783.966,7504.6,7225.234
1208806200000.0,7777.511,7518.5,7259.489
1208892600000.0,7772.816,7532.9,7292.984
1209151800000.0,7765.55,7548.1,7330.65
1209238200000.0,7750.906,7564.15,7377.394
1209324600000.0,7731.725,7577.6,7423.475
1209411000000.0,7718.04,7587.2,7456.36
1209497400000.0,7710.188,7593.45,7476.712
1209756600000.0,7704.69,7596.05,7487.41
1209843000000.0,7705.415,7595.8,7486.185
1209929400000.0,7707.101,7595.2,7483.299
1210015800000.0,7710.197,7591.65,7473.103
1210534200000.0,7694.953,7588.05,7481.147
1210620600000.0,7757.799,7597.65,7437.501
1210707000000.0,7823.909,7610.4,7396.891
1210966200000.0,7867.433,7624.3,7381.167
1211052600000.0,7903.26,7636.9,7370.54
1211139000000.0,7934.146,7649.25,7364.354
1211225400000.0,7960.624,7661.8,7362.976
1211311800000.0,7984.005,7675.0,7365.995
1211571000000.0,8004.903,7690.25,7375.597
1211657400000.0,8019.865,7704.95,7390.035
1211743800000.0,8063.889,7726.4,7388.911
1211830200000.0,8100.455,7746.4,7392.345
1211916600000.0,8149.897,7770.15,7390.403
1212175800000.0,8177.939,7791.2,7404.461
1212262200000.0,8186.797,7807.55,7428.303
1212348600000.0,8189.354,7823.0,7456.646
1212867000000.0,8180.633,7839.2,7497.767
1212953400000.0,8158.778,7858.0,7557.222
1213039800000.0,8142.415,7885.7,7628.985
1213126200000.0,8130.65,7917.4,7704.15
1213385400000.0,8106.453,7933.2,7759.947
1213471800000.0,8106.302,7934.2,7762.098
1213558200000.0,8112.761,7938.05,7763.339
1213644600000.0,8120.659,7945.0,7769.341
1213731000000.0,8153.172,7958.95,7764.728
1213990200000.0,8252.073,7985.15,7718.227
1214076600000.0,8399.843,8022.85,7645.857
1214163000000.0,8481.765,8055.8,7629.835
1214249400000.0,8528.847,8083.8,7638.753
1214335800000.0,8564.069,8111.85,7659.631
1214595000000.0,8607.204,8133.75,7660.296
1214681400000.0,8648.074,8156.8,7665.526
1214767800000.0,8736.37,8188.15,7639.93
1214854200000.0,8878.202,8236.15,7594.098
1214940600000.0,9003.936,8291.9,7579.864
1215199800000.0,9105.381,8349.0,7592.619
1215372600000.0,9184.825,8407.85,7630.875
1216582200000.0,9191.99,8404.2,7616.41
1216668600000.0,9209.012,8392.05,7575.088
1216755000000.0,9225.303,8375.4,7525.497
1217014200000.0,9256.841,8356.85,7456.859
1217100600000.0,9297.371,8335.2,7373.029
1217187000000.0,9338.566,8306.35,7274.134
1217273400000.0,9365.925,8280.0,7194.075
1217619000000.0,9393.821,8242.2,7090.579
1217705400000.0,9408.555,8186.7,6964.845
1217791800000.0,9391.791,8116.5,6841.209
1217878200000.0,9389.613,8040.7,6691.787
1217964600000.0,9384.599,7966.4,6548.201
1218223800000.0,9371.396,7888.3,6405.204
1218310200000.0,9333.73,7807.65,6281.57
1218396600000.0,9278.486,7724.4,6170.314
1218483000000.0,9168.602,7622.65,6076.698
1218569400000.0,8983.782,7499.35,6014.918
1218828600000.0,8738.336,7373.35,6008.364
1219001400000.0,8429.325,7247.0,6064.675
1219087800000.0,8018.15,7120.45,6222.75
1219174200000.0,7930.281,7061.2,6192.119
1219433400000.0,7821.756,7003.55,6185.344
1219519800000.0,7689.328,6945.6,6201.872
1219606200000.0,7589.768,6904.35,6218.932
1219692600000.0,7510.526,6874.45,6238.374
1219779000000.0,7429.447,6846.05,6262.653
1220038200000.0,7315.82,6812.75,6309.68
1220124600000.0,7206.47,6780.6,6354.73
1220211000000.0,7111.603,6753.8,6395.997
1220297400000.0,7018.842,6729.3,6439.758
1220383800000.0,6975.962,6714.85,6453.738
1220643000000.0,6947.692,6693.6,6439.508
1220729400000.0,6939.936,6673.45,6406.964
1220815800000.0,6930.4,6651.8,6373.2
1220902200000.0,6923.914,6630.55,6337.186
1220988600000.0,6955.036,6605.6,6256.164
1221247800000.0,7016.385,6579.9,6143.415
1221334200000.0,7057.939,6554.35,6050.761
1221420600000.0,7081.746,6531.2,5980.654
1221507000000.0,7094.36,6510.25,5926.14
1221597000000.0,7092.862,6485.55,5878.238
1221856200000.0,7077.702,6464.7,5851.698
1221942600000.0,7058.607,6448.55,5838.493
1222115400000.0,7020.971,6426.75,5832.529
1222201800000.0,6960.568,6400.2,5839.832
1222461000000.0,6895.424,6376.1,5856.776
1222547400000.0,6829.841,6352.9,5875.959
1222633800000.0,6773.501,6333.3,5893.099
1222720200000.0,6708.207,6311.25,5914.293
1223065800000.0,6639.714,6290.3,5940.886
1223152200000.0,6560.699,6269.7,5978.701
1223238600000.0,6528.522,6259.1,5989.678
1223325000000.0,6509.052,6252.05,5995.048
1223411400000.0,6494.794,6246.7,5998.606
1223670600000.0,6484.83,6242.8,6000.77
1223757000000.0,6490.282,6248.4,6006.518
1223843400000.0,6474.332,6259.9,6045.468
1223929800000.0,6451.386,6271.35,6091.314
1224016200000.0,6429.197,6280.7,6132.203
1224275400000.0,6438.151,6278.75,6119.349
1224361800000.0,6497.861,6266.4,6034.939
1224448200000.0,6581.706,6239.6,5897.494
1224534600000.0,6660.956,6199.4,5737.844
1224621000000.0,6704.176,6158.5,5612.824
1224966600000.0,6741.122,6112.4,5483.678
1225053000000.0,6755.121,6062.3,5369.479
1225139400000.0,6752.678,6013.05,5273.422
1225225800000.0,6738.055,5962.1,5186.145
1225744200000.0,6719.038,5913.05,5107.062
1225830600000.0,6693.457,5861.05,5028.643
1226176200000.0,6654.696,5809.15,4963.604
1226694600000.0,6603.091,5757.25,4911.409
1226781000000.0,6538.71,5705.3,4871.89
1226867400000.0,6460.883,5653.35,4845.817
1227299400000.0,6377.165,5593.55,4809.935
1227385800000.0,6286.666,5526.15,4765.634
1227472200000.0,6204.591,5454.7,4704.809
1227558600000.0,6113.05,5376.1,4639.15
1227645000000.0,5986.61,5297.55,4608.49
1227904200000.0,5899.913,5221.35,4542.787
1227990600000.0,5851.414,5147.45,4443.486
1228077000000.0,5834.459,5075.75,4317.041
1228163400000.0,5840.851,5006.2,4171.549
1228249800000.0,5838.357,4930.9,4023.443
1228509000000.0,5841.106,4854.65,3868.194
1228595400000.0,5836.837,4774.35,3711.863
1228854600000.0,5804.489,4694.05,3583.611
1229113800000.0,5765.51,4609.7,3453.89
1229200200000.0,5704.037,4526.2,3348.363
1229286600000.0,5640.835,4440.4,3239.965
1229373000000.0,5552.889,4354.6,3156.311
1229718600000.0,5448.656,4263.5,3078.344
1229891400000.0,5315.838,4172.45,3029.062
1229977800000.0,5158.911,4076.25,2993.589
1230064200000.0,5015.453,3982.9,2950.347
1230323400000.0,4877.046,3897.15,2917.254
1230409800000.0,4753.464,3813.95,2874.436
1230496200000.0,4645.076,3733.25,2821.424
1230582600000.0,4515.016,3648.0,2780.984
1230669000000.0,4398.323,3565.3,2732.277
1230928200000.0,4277.017,3493.65,2710.283
1231014600000.0,4162.175,3429.0,2695.825
1231101000000.0,4056.085,3370.75,2685.415
1231533000000.0,3960.108,3318.75,2677.392
1231619400000.0,3875.837,3272.8,2669.763
1231705800000.0,3804.218,3232.75,2661.282
1231792200000.0,3718.654,3192.75,2666.846
1231878600000.0,3647.223,3158.4,2669.577
1232137800000.0,3562.073,3124.1,2686.127
1232224200000.0,3492.063,3095.3,2698.537
1232310600000.0,3407.645,3066.6,2725.555
1232397000000.0,3342.343,3047.65,2752.957
1232483400000.0,3272.602,3033.25,2793.898
1232742600000.0,3215.777,3020.0,2824.223
1232829000000.0,3184.463,3012.55,2840.637
1232915400000.0,3141.413,3002.7,2863.987
1233001800000.0,3163.702,3006.6,2849.498
1233088200000.0,3200.227,3015.8,2831.373
1233347400000.0,3237.006,3030.2,2823.394
1233433800000.0,3263.456,3049.45,2835.444
1233520200000.0,3291.871,3064.65,2837.429
1233693000000.0,3294.144,3071.5,2848.856
1233952200000.0,3303.934,3082.35,2860.766
1234038600000.0,3314.031,3093.95,2873.869
1234125000000.0,3316.343,3103.15,2889.957
1234297800000.0,3313.774,3109.75,2905.726
1234557000000.0,3310.288,3112.45,2914.612
1234643400000.0,3306.592,3115.0,2923.408
1234816200000.0,3303.005,3117.2,2931.395
1234902600000.0,3299.883,3118.9,2937.917
1235248200000.0,3311.119,3115.0,2918.881
1235334600000.0,3369.736,3095.65,2821.564
1235507400000.0,3404.65,3070.5,2736.35
1235766600000.0,3430.6,3049.3,2668.0
1235853000000.0,3446.115,3027.2,2608.285
1235939400000.0,3458.019,3007.5,2556.981
1236025800000.0,3444.7,2978.9,2513.1
1236371400000.0,3422.207,2949.6,2476.993
1236457800000.0,3390.002,2919.65,2449.298
1236544200000.0,3355.884,2884.2,2412.516
1236630600000.0,3302.228,2855.35,2408.472
1236717000000.0,3272.483,2835.5,2398.517
1236976200000.0,3222.077,2811.75,2401.423
1237149000000.0,3159.376,2787.25,2415.124
1237235400000.0,3098.995,2765.1,2431.205
1237321800000.0,3042.41,2745.45,2448.49
1238355000000.0,2998.152,2729.7,2461.248
1238441400000.0,2953.482,2718.15,2482.818
1238787000000.0,2902.792,2706.9,2511.008
1238873400000.0,2861.109,2700.25,2539.391
1238959800000.0,2854.613,2699.1,2543.587
1239046200000.0,2904.752,2713.25,2521.748
1239132600000.0,2970.641,2733.05,2495.459
1239391800000.0,3049.495,2757.45,2465.405
1239478200000.0,3139.197,2786.65,2434.103
1239564600000.0,3237.942,2820.7,2403.458
1239651000000.0,3318.272,2854.8,2391.328
1239737400000.0,3408.995,2893.95,2378.905
1239996600000.0,3508.815,2938.2,2367.585
1240083000000.0,3608.615,2992.75,2376.885
1240169400000.0,3724.872,3045.9,2366.928
1240342200000.0,3848.522,3103.55,2358.578
1240601400000.0,3977.577,3166.8,2356.023
1240687800000.0,4111.153,3235.9,2360.647
1240774200000.0,4222.987,3305.75,2388.513
1240860600000.0,4338.965,3381.75,2424.535
1240947000000.0,4405.094,3451.4,2497.706
1241206200000.0,4466.406,3518.85,2571.294
1241292600000.0,4520.852,3589.9,2658.948
1241379000000.0,4558.534,3655.25,2751.966
1241465400000.0,4592.52,3725.65,2858.78
1241551800000.0,4620.941,3793.5,2966.059
1241811000000.0,4644.205,3858.55,3072.895
1241897400000.0,4658.937,3919.3,3179.663
1241983800000.0,4666.778,3975.55,3284.322
1242070200000.0,4648.587,4019.2,3389.813
1242156600000.0,4620.462,4067.3,3514.138
1242415800000.0,4574.909,4104.95,3634.991
1242502200000.0,4529.872,4139.5,3749.128
1242588600000.0,4487.454,4170.8,3854.146
1242675000000.0,4442.733,4194.15,3945.567
1242761400000.0,4420.809,4218.6,4016.391
1243107000000.0,4403.375,4234.55,4065.725
1243193400000.0,4417.504,4249.6,4081.696
1243279800000.0,4414.564,4259.4,4104.236
1243366200000.0,4435.864,4268.5,4101.136
1243625400000.0,4449.933,4285.4,4120.867
1243711800000.0,4463.798,4300.55,4137.302
1243798200000.0,4481.095,4312.2,4143.305
1243884600000.0,4492.612,4325.6,4158.588
1243971000000.0,4507.938,4334.05,4160.162
1244230200000.0,4521.895,4340.9,4159.905
1244316600000.0,4533.527,4346.15,4158.773
1244403000000.0,4544.763,4351.35,4157.937
1244489400000.0,4555.082,4356.35,4157.618
1244575800000.0,4585.365,4375.8,4166.235
1244835000000.0,4652.692,4397.6,4142.508
1244921400000.0,4740.089,4431.95,4123.811
1245007800000.0,4782.563,4459.0,4135.437
1245094200000.0,4837.916,4488.0,4138.084
1245180600000.0,4908.882,4525.75,4142.618
1245439800000.0,4992.515,4560.2,4127.885
1245526200000.0,5065.472,4599.1,4132.728
1245612600000.0,5163.445,4639.6,4115.755
1245699000000.0,5249.487,4687.0,4124.513
1245785400000.0,5334.305,4730.7,4127.095
1246390200000.0,5473.443,4786.65,4099.857
1246649400000.0,5571.489,4839.2,4106.911
1247599800000.0,5565.749,4846.25,4126.751
1247859000000.0,5558.756,4860.4,4162.044
1247945400000.0,5550.011,4873.95,4197.889
1248550200000.0,5544.048,4896.3,4248.552
1248636600000.0,5534.047,4919.2,4304.353
1248723000000.0,5519.61,4942.6,4365.59
1248809400000.0,5498.553,4966.2,4433.847
1249068600000.0,5487.335,4983.35,4479.365
1249155000000.0,5488.411,4998.3,4508.189
1249241400000.0,5492.845,5006.35,4519.855
1249327800000.0,5493.06,5019.75,4546.44
1249414200000.0,5495.472,5029.4,4563.328
1249673400000.0,5497.985,5032.85,4567.715
1249759800000.0,5498.086,5032.95,4567.814
1249846200000.0,5496.383,5031.5,4566.617
1249932600000.0,5482.029,5023.55,4565.071
1250019000000.0,5460.398,5013.4,4566.402
1250278200000.0,5431.646,5001.6,4571.554
1250364600000.0,5323.739,4976.1,4628.461
1250451000000.0,5238.399,4961.45,4684.501
1250537400000.0,5270.315,4999.95,4729.585
1250623800000.0,5363.535,5039.15,4714.765
1250883000000.0,5484.012,5087.1,4690.188
1250969400000.0,5642.08,5134.6,4627.12
1251487800000.0,6230.024,5244.1,4258.176
1251574200000.0,6505.746,5335.25,4164.754
1251660600000.0,6812.173,5441.3,4070.427
1251747000000.0,7038.555,5542.0,4045.445
1251833400000.0,7200.386,5630.15,4059.914
1252092600000.0,7332.237,5716.0,4099.763
1252179000000.0,7436.271,5799.1,4161.929
1252265400000.0,7556.928,5892.45,4227.972
1252351800000.0,7660.491,5987.0,4313.509
1252438200000.0,7775.139,6091.5,4407.861
1252783800000.0,7825.698,6182.85,4540.002
1252870200000.0,7846.804,6270.85,4694.896
1252956600000.0,7837.785,6355.35,4872.915
1253046600000.0,7795.923,6436.35,5076.777
1253305800000.0,7730.763,6523.45,5316.137
1253478600000.0,7671.562,6613.45,5555.338
1253565000000.0,7578.601,6688.75,5798.899
1253651400000.0,7494.136,6768.7,6043.264
1253910600000.0,7378.609,6839.7,6300.791
1253997000000.0,7185.963,6895.1,6604.237
1254083400000.0,7164.335,6887.6,6610.865
1254169800000.0,7165.581,6896.25,6626.919
1254256200000.0,7150.221,6889.8,6629.379
1254515400000.0,7160.397,6893.95,6627.503
1254601800000.0,7163.883,6901.4,6638.917
1254688200000.0,7161.891,6909.4,6656.909
1254774600000.0,7154.305,6922.25,6690.195
1254861000000.0,7160.39,6926.75,6693.11
1255120200000.0,7181.028,6935.5,6689.972
1255206600000.0,7167.69,6931.75,6695.81
1255293000000.0,7180.23,6941.0,6701.77
1255379400000.0,7218.569,6961.45,6704.331
1255725000000.0,7276.935,6991.85,6706.765
1255811400000.0,7297.64,7023.5,6749.36
1257280200000.0,7419.559,7064.45,6709.341
1257539400000.0,7477.842,7086.95,6696.058
1257625800000.0,7506.954,7112.35,6717.746
1257712200000.0,7517.099,7118.65,6720.201
1257798600000.0,7521.526,7122.45,6723.374
1257885000000.0,7527.537,7134.6,6741.663
1258144200000.0,7530.389,7146.3,6762.211
1258230600000.0,7525.781,7154.8,6783.819
1258317000000.0,7520.388,7164.8,6809.212
1258403400000.0,7522.454,7172.35,6822.246
1258489800000.0,7552.489,7198.5,6844.511
1258749000000.0,7578.564,7228.25,6877.936
1258835400000.0,7598.911,7255.45,6911.989
1258921800000.0,7617.271,7280.9,6944.529
1259008200000.0,7639.428,7300.9,6962.372
1259094600000.0,7647.424,7321.9,6996.376
1259440200000.0,7635.483,7334.4,7033.317
1259526600000.0,7635.516,7334.35,7033.184
1259613000000.0,7633.308,7328.45,7023.592
1259699400000.0,7640.03,7333.7,7027.37
1259958600000.0,7611.992,7326.25,7040.508
1260131400000.0,7612.128,7326.3,7040.472
1260217800000.0,7610.81,7325.4,7039.99
1260304200000.0,7611.919,7329.2,7046.481
1260563400000.0,7612.807,7328.5,7044.193
1260649800000.0,7621.396,7322.8,7024.204
1260736200000.0,7622.057,7322.1,7022.143
1260822600000.0,7616.728,7325.15,7033.572
1260909000000.0,7629.154,7319.95,7010.746
1261168200000.0,7645.238,7311.0,6976.762
1261254600000.0,7630.772,7294.0,6957.228
1261341000000.0,7608.147,7273.0,6937.853
1261427400000.0,7579.105,7256.9,6934.695
1261513800000.0,7566.075,7253.3,6940.525
1261945800000.0,7548.067,7248.3,6948.533
1262032200000.0,7523.223,7239.85,6956.477
1262118600000.0,7535.409,7244.75,6954.091
1262377800000.0,7580.474,7261.75,6943.026
1262464200000.0,7594.406,7270.55,6946.694
1262550600000.0,7591.738,7269.5,6947.262
1262637000000.0,7593.448,7270.0,6946.552
1262723400000.0,7602.187,7272.5,6942.813
1262982600000.0,7670.602,7290.5,6910.398
1263069000000.0,7719.099,7307.4,6895.701
1263155400000.0,7773.817,7334.35,6894.883
1263241800000.0,7784.666,7355.05,6925.434
1263328200000.0,7792.094,7369.2,6946.306
1263587400000.0,7794.584,7383.15,6971.716
1263673800000.0,7777.717,7402.35,7026.983
1263760200000.0,7753.067,7425.5,7097.933
1263846600000.0,7746.809,7447.0,7147.191
1263933000000.0,7721.219,7470.5,7219.781
1264192200000.0,7703.691,7490.75,7277.809
1264278600000.0,7703.886,7492.5,7281.114
1264365000000.0,7704.808,7491.5,7278.192
1264451400000.0,7701.397,7492.95,7284.503
1264537800000.0,7712.623,7486.8,7260.977
1264797000000.0,7718.565,7471.6,7224.635
1264883400000.0,7743.001,7458.75,7174.499
1264969800000.0,7754.881,7449.2,7143.519
1265056200000.0,7771.836,7430.7,7089.564
1265142600000.0,7769.476,7415.7,7061.924
